Angle(deg),BER_Bound_Exact_Integral
32.00,2.00298225e-04
32.01,2.00470116e-04
32.02,2.00649284e-04
32.03,2.00835734e-04
32.04,2.01029470e-04
32.05,2.01230499e-04
32.06,2.01438828e-04
32.07,2.01654465e-04
32.08,2.01877416e-04
32.09,2.02107692e-04
32.10,2.02345301e-04
32.11,2.02590255e-04
32.12,2.02842563e-04
32.13,2.03102237e-04
32.14,2.03369290e-04
32.15,2.03643734e-04
32.16,2.03925583e-04
32.17,2.04214850e-04
32.18,2.04511551e-04
32.19,2.04815700e-04
32.20,2.05127313e-04
32.21,2.05446407e-04
32.22,2.05772999e-04
32.23,2.06107105e-04
32.24,2.06448744e-04
32.25,2.06797934e-04
32.26,2.07154693e-04
32.27,2.07519040e-04
32.28,2.07890995e-04
32.29,2.08270577e-04
32.30,2.08657807e-04
32.31,2.09052705e-04
32.32,2.09455290e-04
32.33,2.09865584e-04
32.34,2.10283607e-04
32.35,2.10709380e-04
32.36,2.11142924e-04
32.37,2.11584259e-04
32.38,2.12033407e-04
32.39,2.12490387e-04
32.40,2.12955221e-04
32.41,2.13427929e-04
32.42,2.13908530e-04
32.43,2.14397044e-04
32.44,2.14893491e-04
32.45,2.15397889e-04
32.46,2.15910257e-04
32.47,2.16430612e-04
32.48,2.16958972e-04
32.49,2.17495352e-04
32.50,2.18039769e-04
32.51,2.18592236e-04
32.52,2.19152769e-04
32.53,2.19721378e-04
32.54,2.20298077e-04
32.55,2.20882876e-04
32.56,2.21475783e-04
32.57,2.22076807e-04
32.58,2.22685954e-04
32.59,2.23303228e-04
32.60,2.23928633e-04
32.61,2.24562171e-04
32.62,2.25203840e-04
32.63,2.25853638e-04
32.64,2.26511561e-04
32.65,2.27177602e-04
32.66,2.27851752e-04
32.67,2.28534000e-04
32.68,2.29224331e-04
32.69,2.29922729e-04
32.70,2.30629174e-04
32.71,2.31343645e-04
32.72,2.32066115e-04
32.73,2.32796556e-04
32.74,2.33534936e-04
32.75,2.34281219e-04
32.76,2.35035367e-04
32.77,2.35797335e-04
32.78,2.36567078e-04
32.79,2.37344544e-04
32.80,2.38129677e-04
32.81,2.38922419e-04
32.82,2.39722704e-04
32.83,2.40530462e-04
32.84,2.41345621e-04
32.85,2.42168100e-04
32.86,2.42997814e-04
32.87,2.43834674e-04
32.88,2.44678582e-04
32.89,2.45529436e-04
32.90,2.46387129e-04
32.91,2.47251546e-04
32.92,2.48122564e-04
32.93,2.49000057e-04
32.94,2.49883888e-04
32.95,2.50773915e-04
32.96,2.51669988e-04
32.97,2.52571949e-04
32.98,2.53479633e-04
32.99,2.54392864e-04
33.00,2.55311461e-04
33.01,2.56235232e-04
33.02,2.57163977e-04
33.03,2.58097485e-04
33.04,2.59035537e-04
33.05,2.59977904e-04
33.06,2.60924347e-04
33.07,2.61874615e-04
33.08,2.62828447e-04
33.09,2.63785573e-04
33.10,2.64745707e-04
33.11,2.65708556e-04
33.12,2.66673813e-04
33.13,2.67641158e-04
33.14,2.68610259e-04
33.15,2.69580770e-04
33.16,2.70552334e-04
33.17,2.71524578e-04
33.18,2.72497115e-04
33.19,2.73469544e-04
33.20,2.74441451e-04
33.21,2.75412403e-04
33.22,2.76381954e-04
33.23,2.77349642e-04
33.24,2.78314987e-04
33.25,2.79277493e-04
33.26,2.80236648e-04
33.27,2.81191921e-04
33.28,2.82142764e-04
33.29,2.83088610e-04
33.30,2.84028873e-04
33.31,2.84962950e-04
33.32,2.85890215e-04
33.33,2.86810026e-04
33.34,2.87721717e-04
33.35,2.88624606e-04
33.36,2.89517986e-04
33.37,2.90401132e-04
33.38,2.91273296e-04
33.39,2.92133708e-04
33.40,2.92981577e-04
33.41,2.93816091e-04
33.42,2.94636414e-04
33.43,2.95441689e-04
33.44,2.96231035e-04
33.45,2.97003551e-04
33.46,2.97758313e-04
33.47,2.98494373e-04
33.48,2.99210762e-04
33.49,2.99906492e-04
33.50,3.00580548e-04
33.51,3.01231898e-04
33.52,3.01859488e-04
33.53,3.02462244e-04
33.54,3.03039070e-04
33.55,3.03588855e-04
33.56,3.04110466e-04
33.57,3.04602753e-04
33.58,3.05064552e-04
33.59,3.05494680e-04
33.60,3.05891940e-04
33.61,3.06255120e-04
33.62,3.06582995e-04
33.63,3.06874327e-04
33.64,3.07127864e-04
33.65,3.07342354e-04
33.66,3.07516558e-04
33.67,3.07649269e-04
33.68,3.07739265e-04
33.69,3.07785126e-04
33.70,3.07785882e-04
33.71,3.07742483e-04
33.72,3.07656351e-04
33.73,3.07528708e-04
33.74,3.07360762e-04
33.75,3.07153750e-04
33.76,3.06908925e-04
33.77,3.06627537e-04
33.78,3.06310824e-04
33.79,3.05960013e-04
33.80,3.05576313e-04
33.81,3.05160924e-04
33.82,3.04715025e-04
33.83,3.04239783e-04
33.84,3.03736348e-04
33.85,3.03205850e-04
33.86,3.02649404e-04
33.87,3.02068103e-04
33.88,3.01463021e-04
33.89,3.00835213e-04
33.90,3.00185712e-04
33.91,2.99515529e-04
33.92,2.98825657e-04
33.93,2.98117063e-04
33.94,2.97390694e-04
33.95,2.96647474e-04
33.96,2.95888306e-04
33.97,2.95114070e-04
33.98,2.94325623e-04
33.99,2.93523800e-04
34.00,2.92709415e-04
34.01,2.91883259e-04
34.02,2.91046100e-04
34.03,2.90198687e-04
34.04,2.89341747e-04
34.05,2.88475984e-04
34.06,2.87602082e-04
34.07,2.86720707e-04
34.08,2.85832501e-04
34.09,2.84938090e-04
34.10,2.84038077e-04
34.11,2.83133048e-04
34.12,2.82223570e-04
34.13,2.81310192e-04
34.14,2.80393444e-04
34.15,2.79473839e-04
34.16,2.78551874e-04
34.17,2.77628028e-04
34.18,2.76702763e-04
34.19,2.75776526e-04
34.20,2.74849749e-04
34.21,2.73922848e-04
34.22,2.72996223e-04
34.23,2.72070262e-04
34.24,2.71145337e-04
34.25,2.70221807e-04
34.26,2.69300018e-04
34.27,2.68380301e-04
34.28,2.67462978e-04
34.29,2.66548354e-04
34.30,2.65636726e-04
34.31,2.64728377e-04
34.32,2.63823580e-04
34.33,2.62922595e-04
34.34,2.62025674e-04
34.35,2.61133056e-04
34.36,2.60244971e-04
34.37,2.59361640e-04
34.38,2.58483272e-04
34.39,2.57610069e-04
34.40,2.56742223e-04
34.41,2.55879917e-04
34.42,2.55023327e-04
34.43,2.54172619e-04
34.44,2.53327951e-04
34.45,2.52489476e-04
34.46,2.51657335e-04
34.47,2.50831666e-04
34.48,2.50012597e-04
34.49,2.49200252e-04
34.50,2.48394745e-04
34.51,2.47596187e-04
34.52,2.46804682e-04
34.53,2.46020325e-04
34.54,2.45243210e-04
34.55,2.44473422e-04
34.56,2.43711042e-04
34.57,2.42956147e-04
34.58,2.42208807e-04
34.59,2.41469088e-04
34.60,2.40737052e-04
34.61,2.40012756e-04
34.62,2.39296253e-04
34.63,2.38587591e-04
34.64,2.37886817e-04
34.65,2.37193970e-04
34.66,2.36509090e-04
34.67,2.35832209e-04
34.68,2.35163359e-04
34.69,2.34502568e-04
34.70,2.33849861e-04
34.71,2.33205259e-04
34.72,2.32568782e-04
34.73,2.31940446e-04
34.74,2.31320266e-04
34.75,2.30708253e-04
34.76,2.30104417e-04
34.77,2.29508766e-04
34.78,2.28921304e-04
34.79,2.28342035e-04
34.80,2.27770962e-04
34.81,2.27208083e-04
34.82,2.26653397e-04
34.83,2.26106901e-04
34.84,2.25568591e-04
34.85,2.25038460e-04
34.86,2.24516501e-04
34.87,2.24002705e-04
34.88,2.23497063e-04
34.89,2.22999563e-04
34.90,2.22510195e-04
34.91,2.22028946e-04
34.92,2.21555800e-04
34.93,2.21090745e-04
34.94,2.20633764e-04
34.95,2.20184841e-04
34.96,2.19743960e-04
34.97,2.19311101e-04
34.98,2.18886248e-04
34.99,2.18469379e-04
35.00,2.18060475e-04
35.01,2.17659516e-04
35.02,2.17266479e-04
35.03,2.16881343e-04
35.04,2.16504083e-04
35.05,2.16134676e-04
35.06,2.15773096e-04
35.07,2.15419318e-04
35.08,2.15073315e-04
35.09,2.14735059e-04
35.10,2.14404520e-04
35.11,2.14081667e-04
35.12,2.13766469e-04
35.13,2.13458893e-04
35.14,2.13158903e-04
35.15,2.12866463e-04
35.16,2.12581534e-04
35.17,2.12304076e-04
35.18,2.12034045e-04
35.19,2.11771397e-04
35.20,2.11516084e-04
35.21,2.11268056e-04
35.22,2.11027259e-04
35.23,2.10793638e-04
35.24,2.10567132e-04
35.25,2.10347679e-04
35.26,2.10135212e-04
35.27,2.09929660e-04
35.28,2.09730950e-04
35.29,2.09539002e-04
35.30,2.09353734e-04
35.31,2.09175057e-04
35.32,2.09002879e-04
35.33,2.08837103e-04
35.34,2.08677627e-04
35.35,2.08524344e-04
35.36,2.08377141e-04
35.37,2.08235900e-04
35.38,2.08100500e-04
35.39,2.07970813e-04
35.40,2.07846705e-04
35.41,2.07728040e-04
35.42,2.07614674e-04
35.43,2.07506461e-04
35.44,2.07403248e-04
35.45,2.07304881e-04
35.46,2.07211200e-04
35.47,2.07122042e-04
35.48,2.07037241e-04
35.49,2.06956628e-04
35.50,2.06880032e-04
35.51,2.06807281e-04
35.52,2.06738200e-04
35.53,2.06672615e-04
35.54,2.06610356e-04
35.55,2.06551343e-04
35.56,2.06495729e-04
35.57,2.06443675e-04
35.58,2.06395349e-04
35.59,2.06350917e-04
35.60,2.06310545e-04
35.61,2.06274395e-04
35.62,2.06242628e-04
35.63,2.06215401e-04
35.64,2.06192867e-04
35.65,2.06175177e-04
35.66,2.06162478e-04
35.67,2.06154911e-04
35.68,2.06152613e-04
35.69,2.06155716e-04
35.70,2.06164350e-04
35.71,2.06178635e-04
35.72,2.06198688e-04
35.73,2.06224623e-04
35.74,2.06256544e-04
35.75,2.06294554e-04
35.76,2.06338748e-04
35.77,2.06389217e-04
35.78,2.06446046e-04
35.79,2.06509316e-04
35.80,2.06579102e-04
35.81,2.06655475e-04
35.82,2.06738501e-04
35.83,2.06828241e-04
35.84,2.06924752e-04
35.85,2.07028087e-04
35.86,2.07138295e-04
35.87,2.07255421e-04
35.88,2.07379506e-04
35.89,2.07510587e-04
35.90,2.07648698e-04
35.91,2.07793870e-04
35.92,2.07946130e-04
35.93,2.08105503e-04
35.94,2.08272009e-04
35.95,2.08445667e-04
35.96,2.08626493e-04
35.97,2.08814500e-04
35.98,2.09009696e-04
35.99,2.09212090e-04
36.00,2.09421686e-04
36.01,2.09638486e-04
36.02,2.09862489e-04
36.03,2.10093691e-04
36.04,2.10332087e-04
36.05,2.10577666e-04
36.06,2.10830418e-04
36.07,2.11090328e-04
36.08,2.11357376e-04
36.09,2.11631544e-04
36.10,2.11912806e-04
36.11,2.12201135e-04
36.12,2.12496499e-04
36.13,2.12798864e-04
36.14,2.13108192e-04
36.15,2.13424440e-04
36.16,2.13747561e-04
36.17,2.14077505e-04
36.18,2.14414215e-04
36.19,2.14757631e-04
36.20,2.15107687e-04
36.21,2.15464314e-04
36.22,2.15827433e-04
36.23,2.16196965e-04
36.24,2.16572820e-04
36.25,2.16954904e-04
36.26,2.17343116e-04
36.27,2.17737348e-04
36.28,2.18137485e-04
36.29,2.18543405e-04
36.30,2.18954977e-04
36.31,2.19372063e-04
36.32,2.19794516e-04
36.33,2.20222180e-04
36.34,2.20654891e-04
36.35,2.21092475e-04
36.36,2.21534748e-04
36.37,2.21981517e-04
36.38,2.22432577e-04
36.39,2.22887713e-04
36.40,2.23346701e-04
36.41,2.23809302e-04
36.42,2.24275269e-04
36.43,2.24744340e-04
36.44,2.25216243e-04
36.45,2.25690693e-04
36.46,2.26167391e-04
36.47,2.26646027e-04
36.48,2.27126277e-04
36.49,2.27607802e-04
36.50,2.28090251e-04
36.51,2.28573259e-04
36.52,2.29056446e-04
36.53,2.29539418e-04
36.54,2.30021768e-04
36.55,2.30503073e-04
36.56,2.30982896e-04
36.57,2.31460784e-04
36.58,2.31936272e-04
36.59,2.32408879e-04
36.60,2.32878108e-04
36.61,2.33343450e-04
36.62,2.33804379e-04
36.63,2.34260358e-04
36.64,2.34710832e-04
36.65,2.35155235e-04
36.66,2.35592985e-04
36.67,2.36023489e-04
36.68,2.36446139e-04
36.69,2.36860314e-04
36.70,2.37265383e-04
36.71,2.37660700e-04
36.72,2.38045609e-04
36.73,2.38419443e-04
36.74,2.38781524e-04
36.75,2.39131165e-04
36.76,2.39467667e-04
36.77,2.39790326e-04
36.78,2.40098427e-04
36.79,2.40391248e-04
36.80,2.40668061e-04
36.81,2.40928131e-04
36.82,2.41170716e-04
36.83,2.41395067e-04
36.84,2.41600432e-04
36.85,2.41786073e-04
36.86,2.41951291e-04
36.87,2.42095285e-04
36.88,2.42217472e-04
36.89,2.42318453e-04
36.90,2.42399022e-04
36.91,2.42459880e-04
36.92,2.42501765e-04
36.93,2.42525427e-04
36.94,2.42531614e-04
36.95,2.42521066e-04
36.96,2.42494520e-04
36.97,2.42452701e-04
36.98,2.42396330e-04
36.99,2.42326122e-04
37.00,2.42242780e-04
37.01,2.42147001e-04
37.02,2.42039472e-04
37.03,2.41920870e-04
37.04,2.41791861e-04
37.05,2.41653100e-04
37.06,2.41505232e-04
37.07,2.41348887e-04
37.08,2.41184685e-04
37.09,2.41013233e-04
37.10,2.40835124e-04
37.11,2.40650938e-04
37.12,2.40461242e-04
37.13,2.40266588e-04
37.14,2.40067513e-04
37.15,2.39864543e-04
37.16,2.39658185e-04
37.17,2.39448936e-04
37.18,2.39237276e-04
37.19,2.39023671e-04
37.20,2.38808570e-04
37.21,2.38592412e-04
37.22,2.38375618e-04
37.23,2.38158596e-04
37.24,2.37941739e-04
37.25,2.37725426e-04
37.26,2.37510021e-04
37.27,2.37295877e-04
37.28,2.37083331e-04
37.29,2.36872706e-04
37.30,2.36664313e-04
37.31,2.36458451e-04
37.32,2.36255404e-04
37.33,2.36055446e-04
37.34,2.35858836e-04
37.35,2.35665824e-04
37.36,2.35476646e-04
37.37,2.35291529e-04
37.38,2.35110688e-04
37.39,2.34934327e-04
37.40,2.34762640e-04
37.41,2.34595812e-04
37.42,2.34434017e-04
37.43,2.34277421e-04
37.44,2.34126180e-04
37.45,2.33980442e-04
37.46,2.33840346e-04
37.47,2.33706024e-04
37.48,2.33577600e-04
37.49,2.33455189e-04
37.50,2.33338903e-04
37.51,2.33228843e-04
37.52,2.33125106e-04
37.53,2.33027782e-04
37.54,2.32936956e-04
37.55,2.32852706e-04
37.56,2.32775105e-04
37.57,2.32704223e-04
37.58,2.32640124e-04
37.59,2.32582866e-04
37.60,2.32532504e-04
37.61,2.32489090e-04
37.62,2.32452670e-04
37.63,2.32423289e-04
37.64,2.32400986e-04
37.65,2.32385799e-04
37.66,2.32377761e-04
37.67,2.32376905e-04
37.68,2.32383259e-04
37.69,2.32396848e-04
37.70,2.32417698e-04
37.71,2.32445829e-04
37.72,2.32481263e-04
37.73,2.32524016e-04
37.74,2.32574105e-04
37.75,2.32631545e-04
37.76,2.32696349e-04
37.77,2.32768528e-04
37.78,2.32848094e-04
37.79,2.32935054e-04
37.80,2.33029417e-04
37.81,2.33131190e-04
37.82,2.33240378e-04
37.83,2.33356987e-04
37.84,2.33481019e-04
37.85,2.33612478e-04
37.86,2.33751365e-04
37.87,2.33897681e-04
37.88,2.34051425e-04
37.89,2.34212597e-04
37.90,2.34381195e-04
37.91,2.34557214e-04
37.92,2.34740651e-04
37.93,2.34931499e-04
37.94,2.35129753e-04
37.95,2.35335403e-04
37.96,2.35548441e-04
37.97,2.35768855e-04
37.98,2.35996632e-04
37.99,2.36231757e-04
38.00,2.36474215e-04
38.01,2.36723986e-04
38.02,2.36981049e-04
38.03,2.37245382e-04
38.04,2.37516957e-04
38.05,2.37795746e-04
38.06,2.38081717e-04
38.07,2.38374835e-04
38.08,2.38675060e-04
38.09,2.38982350e-04
38.10,2.39296657e-04
38.11,2.39617930e-04
38.12,2.39946113e-04
38.13,2.40281144e-04
38.14,2.40622956e-04
38.15,2.40971476e-04
38.16,2.41326625e-04
38.17,2.41688318e-04
38.18,2.42056463e-04
38.19,2.42430958e-04
38.20,2.42811696e-04
38.21,2.43198562e-04
38.22,2.43591430e-04
38.23,2.43990166e-04
38.24,2.44394626e-04
38.25,2.44804658e-04
38.26,2.45220097e-04
38.27,2.45640767e-04
38.28,2.46066483e-04
38.29,2.46497045e-04
38.30,2.46932243e-04
38.31,2.47371853e-04
38.32,2.47815638e-04
38.33,2.48263348e-04
38.34,2.48714717e-04
38.35,2.49169468e-04
38.36,2.49627306e-04
38.37,2.50087922e-04
38.38,2.50550993e-04
38.39,2.51016178e-04
38.40,2.51483122e-04
38.41,2.51951452e-04
38.42,2.52420783e-04
38.43,2.52890708e-04
38.44,2.53360808e-04
38.45,2.53830646e-04
38.46,2.54299769e-04
38.47,2.54767710e-04
38.48,2.55233982e-04
38.49,2.55698087e-04
38.50,2.56159508e-04
38.51,2.56617716e-04
38.52,2.57072166e-04
38.53,2.57522300e-04
38.54,2.57967546e-04
38.55,2.58407321e-04
38.56,2.58841028e-04
38.57,2.59268061e-04
38.58,2.59687803e-04
38.59,2.60099628e-04
38.60,2.60502900e-04
38.61,2.60896978e-04
38.62,2.61281212e-04
38.63,2.61654945e-04
38.64,2.62017518e-04
38.65,2.62368294e-04
38.66,2.62706615e-04
38.67,2.63031985e-04
38.68,2.63344926e-04
38.69,2.63646086e-04
38.70,2.63936102e-04
38.71,2.64215630e-04
38.72,2.64485323e-04
38.73,2.64745828e-04
38.74,2.64997783e-04
38.75,2.65241820e-04
38.76,2.65478562e-04
38.77,2.65708621e-04
38.78,2.65932603e-04
38.79,2.66151098e-04
38.80,2.66364688e-04
38.81,2.66573941e-04
38.82,2.66779412e-04
38.83,2.66981641e-04
38.84,2.67181156e-04
38.85,2.67378468e-04
38.86,2.67574074e-04
38.87,2.67768456e-04
38.88,2.67962079e-04
38.89,2.68155393e-04
38.90,2.68348831e-04
38.91,2.68542810e-04
38.92,2.68737731e-04
38.93,2.68933979e-04
38.94,2.69131923e-04
38.95,2.69331915e-04
38.96,2.69534293e-04
38.97,2.69739376e-04
38.98,2.69947472e-04
38.99,2.70158871e-04
39.00,2.70373849e-04
39.01,2.70592668e-04
39.02,2.70815575e-04
39.03,2.71042803e-04
39.04,2.71274575e-04
39.05,2.71511096e-04
39.06,2.71752563e-04
39.07,2.71999158e-04
39.08,2.72251053e-04
39.09,2.72508408e-04
39.10,2.72771373e-04
39.11,2.73040088e-04
39.12,2.73314681e-04
39.13,2.73595272e-04
39.14,2.73881972e-04
39.15,2.74174883e-04
39.16,2.74474099e-04
39.17,2.74779705e-04
39.18,2.75091778e-04
39.19,2.75410390e-04
39.20,2.75735604e-04
39.21,2.76067477e-04
39.22,2.76406058e-04
39.23,2.76751392e-04
39.24,2.77103517e-04
39.25,2.77462464e-04
39.26,2.77828259e-04
39.27,2.78200924e-04
39.28,2.78580473e-04
39.29,2.78966915e-04
39.30,2.79360256e-04
39.31,2.79760494e-04
39.32,2.80167623e-04
39.33,2.80581632e-04
39.34,2.81002503e-04
39.35,2.81430214e-04
39.36,2.81864738e-04
39.37,2.82306040e-04
39.38,2.82754083e-04
39.39,2.83208819e-04
39.40,2.83670198e-04
39.41,2.84138163e-04
39.42,2.84612648e-04
39.43,2.85093582e-04
39.44,2.85580886e-04
39.45,2.86074476e-04
39.46,2.86574256e-04
39.47,2.87080125e-04
39.48,2.87591973e-04
39.49,2.88109681e-04
39.50,2.88633121e-04
39.51,2.89162155e-04
39.52,2.89696635e-04
39.53,2.90236404e-04
39.54,2.90781295e-04
39.55,2.91331128e-04
39.56,2.91885714e-04
39.57,2.92444852e-04
39.58,2.93008330e-04
39.59,2.93575923e-04
39.60,2.94147394e-04
39.61,2.94722498e-04
39.62,2.95300972e-04
39.63,2.95882546e-04
39.64,2.96466935e-04
39.65,2.97053843e-04
39.66,2.97642964e-04
39.67,2.98233979e-04
39.68,2.98826557e-04
39.69,2.99420358e-04
39.70,3.00015032e-04
39.71,3.00610219e-04
39.72,3.01205548e-04
39.73,3.01800642e-04
39.74,3.02395116e-04
39.75,3.02988578e-04
39.76,3.03580629e-04
39.77,3.04170866e-04
39.78,3.04758881e-04
39.79,3.05344262e-04
39.80,3.05926609e-04
39.81,3.06505509e-04
39.82,3.07080911e-04
39.83,3.07653207e-04
39.84,3.08222772e-04
39.85,3.08789998e-04
39.86,3.09355275e-04
39.87,3.09918986e-04
39.88,3.10481509e-04
39.89,3.11043218e-04
39.90,3.11604479e-04
39.91,3.12165649e-04
39.92,3.12727079e-04
39.93,3.13289109e-04
39.94,3.13852072e-04
39.95,3.14416288e-04
39.96,3.14982068e-04
39.97,3.15549712e-04
39.98,3.16119508e-04
39.99,3.16691731e-04
40.00,3.17266648e-04
40.01,3.17844509e-04
40.02,3.18425557e-04
40.03,3.19010020e-04
40.04,3.19598113e-04
40.05,3.20190042e-04
40.06,3.20786000e-04
40.07,3.21386167e-04
40.08,3.21990714e-04
40.09,3.22599800e-04
40.10,3.23213572e-04
40.11,3.23832169e-04
40.12,3.24455717e-04
40.13,3.25084334e-04
40.14,3.25718127e-04
40.15,3.26357196e-04
40.16,3.27001631e-04
40.17,3.27651513e-04
40.18,3.28306914e-04
40.19,3.28967902e-04
40.20,3.29634533e-04
40.21,3.30306859e-04
40.22,3.30984922e-04
40.23,3.31668762e-04
40.24,3.32358407e-04
40.25,3.33053884e-04
40.26,3.33755209e-04
40.27,3.34462398e-04
40.28,3.35175456e-04
40.29,3.35894386e-04
40.30,3.36619185e-04
40.31,3.37349844e-04
40.32,3.38086349e-04
40.33,3.38828683e-04
40.34,3.39576821e-04
40.35,3.40330735e-04
40.36,3.41090392e-04
40.37,3.41855755e-04
40.38,3.42626781e-04
40.39,3.43403423e-04
40.40,3.44185628e-04
40.41,3.44973341e-04
40.42,3.45766500e-04
40.43,3.46565039e-04
40.44,3.47368890e-04
40.45,3.48177976e-04
40.46,3.48992220e-04
40.47,3.49811538e-04
40.48,3.50635844e-04
40.49,3.51465047e-04
40.50,3.52299052e-04
40.51,3.53137762e-04
40.52,3.53981075e-04
40.53,3.54828887e-04
40.54,3.55681091e-04
40.55,3.56537579e-04
40.56,3.57398238e-04
40.57,3.58262957e-04
40.58,3.59131621e-04
40.59,3.60004115e-04
40.60,3.60880327e-04
40.61,3.61760160e-04
40.62,3.62643672e-04
40.63,3.63530965e-04
40.64,3.64422143e-04
40.65,3.65317311e-04
40.66,3.66216571e-04
40.67,3.67120026e-04
40.68,3.68027775e-04
40.69,3.68939915e-04
40.70,3.69856542e-04
40.71,3.70777750e-04
40.72,3.71703628e-04
40.73,3.72634263e-04
40.74,3.73569740e-04
40.75,3.74510139e-04
40.76,3.75455537e-04
40.77,3.76406007e-04
40.78,3.77361622e-04
40.79,3.78322446e-04
40.80,3.79288544e-04
40.81,3.80259975e-04
40.82,3.81236795e-04
40.83,3.82219058e-04
40.84,3.83206814e-04
40.85,3.84200109e-04
40.86,3.85198987e-04
40.87,3.86203489e-04
40.88,3.87213654e-04
40.89,3.88229516e-04
40.90,3.89251109e-04
40.91,3.90278464e-04
40.92,3.91311609e-04
40.93,3.92350573e-04
40.94,3.93395379e-04
40.95,3.94446051e-04
40.96,3.95502611e-04
40.97,3.96565080e-04
40.98,3.97633477e-04
40.99,3.98707819e-04
41.00,3.99788125e-04
41.01,4.00874410e-04
41.02,4.01966691e-04
41.03,4.03064981e-04
41.04,4.04169295e-04
41.05,4.05279648e-04
41.06,4.06396051e-04
41.07,4.07518519e-04
41.08,4.08647064e-04
41.09,4.09781699e-04
41.10,4.10922436e-04
41.11,4.12069287e-04
41.12,4.13222266e-04
41.13,4.14381384e-04
41.14,4.15546653e-04
41.15,4.16718087e-04
41.16,4.17895698e-04
41.17,4.19079498e-04
41.18,4.20269501e-04
41.19,4.21465720e-04
41.20,4.22668169e-04
41.21,4.23876860e-04
41.22,4.25091808e-04
41.23,4.26313027e-04
41.24,4.27540531e-04
41.25,4.28774335e-04
41.26,4.30014455e-04
41.27,4.31260906e-04
41.28,4.32513702e-04
41.29,4.33772861e-04
41.30,4.35038398e-04
41.31,4.36310331e-04
41.32,4.37588675e-04
41.33,4.38873449e-04
41.34,4.40164669e-04
41.35,4.41462355e-04
41.36,4.42766523e-04
41.37,4.44077194e-04
41.38,4.45394384e-04
41.39,4.46718114e-04
41.40,4.48048404e-04
41.41,4.49385272e-04
41.42,4.50728739e-04
41.43,4.52078826e-04
41.44,4.53435553e-04
41.45,4.54798941e-04
41.46,4.56169012e-04
41.47,4.57545786e-04
41.48,4.58929287e-04
41.49,4.60319535e-04
41.50,4.61716554e-04
41.51,4.63120365e-04
41.52,4.64530993e-04
41.53,4.65948460e-04
41.54,4.67372790e-04
41.55,4.68804006e-04
41.56,4.70242133e-04
41.57,4.71687194e-04
41.58,4.73139214e-04
41.59,4.74598218e-04
41.60,4.76064231e-04
41.61,4.77537277e-04
41.62,4.79017382e-04
41.63,4.80504573e-04
41.64,4.81998873e-04
41.65,4.83500311e-04
41.66,4.85008911e-04
41.67,4.86524701e-04
41.68,4.88047706e-04
41.69,4.89577955e-04
41.70,4.91115473e-04
41.71,4.92660288e-04
41.72,4.94212428e-04
41.73,4.95771920e-04
41.74,4.97338792e-04
41.75,4.98913071e-04
41.76,5.00494787e-04
41.77,5.02083967e-04
41.78,5.03680641e-04
41.79,5.05284835e-04
41.80,5.06896581e-04
41.81,5.08515905e-04
41.82,5.10142839e-04
41.83,5.11777410e-04
41.84,5.13419649e-04
41.85,5.15069585e-04
41.86,5.16727247e-04
41.87,5.18392667e-04
41.88,5.20065873e-04
41.89,5.21746896e-04
41.90,5.23435767e-04
41.91,5.25132516e-04
41.92,5.26837173e-04
41.93,5.28549770e-04
41.94,5.30270336e-04
41.95,5.31998904e-04
41.96,5.33735504e-04
41.97,5.35480168e-04
41.98,5.37232927e-04
41.99,5.38993812e-04
42.00,5.40762855e-04
42.01,5.42540088e-04
42.02,5.44325543e-04
42.03,5.46119251e-04
42.04,5.47921245e-04
42.05,5.49731557e-04
42.06,5.51550219e-04
42.07,5.53377263e-04
42.08,5.55212722e-04
42.09,5.57056628e-04
42.10,5.58909014e-04
42.11,5.60769913e-04
42.12,5.62639358e-04
42.13,5.64517380e-04
42.14,5.66404015e-04
42.15,5.68299293e-04
42.16,5.70203250e-04
42.17,5.72115916e-04
42.18,5.74037327e-04
42.19,5.75967516e-04
42.20,5.77906515e-04
42.21,5.79854358e-04
42.22,5.81811079e-04
42.23,5.83776711e-04
42.24,5.85751289e-04
42.25,5.87734845e-04
42.26,5.89727413e-04
42.27,5.91729028e-04
42.28,5.93739723e-04
42.29,5.95759532e-04
42.30,5.97788489e-04
42.31,5.99826627e-04
42.32,6.01873982e-04
42.33,6.03930586e-04
42.34,6.05996475e-04
42.35,6.08071681e-04
42.36,6.10156240e-04
42.37,6.12250185e-04
42.38,6.14353550e-04
42.39,6.16466370e-04
42.40,6.18588678e-04
42.41,6.20720510e-04
42.42,6.22861898e-04
42.43,6.25012878e-04
42.44,6.27173484e-04
42.45,6.29343748e-04
42.46,6.31523707e-04
42.47,6.33713394e-04
42.48,6.35912842e-04
42.49,6.38122087e-04
42.50,6.40341161e-04
42.51,6.42570100e-04
42.52,6.44808938e-04
42.53,6.47057707e-04
42.54,6.49316443e-04
42.55,6.51585178e-04
42.56,6.53863948e-04
42.57,6.56152785e-04
42.58,6.58451723e-04
42.59,6.60760796e-04
42.60,6.63080038e-04
42.61,6.65409483e-04
42.62,6.67749162e-04
42.63,6.70099111e-04
42.64,6.72459362e-04
42.65,6.74829948e-04
42.66,6.77210903e-04
42.67,6.79602259e-04
42.68,6.82004050e-04
42.69,6.84416307e-04
42.70,6.86839065e-04
42.71,6.89272354e-04
42.72,6.91716208e-04
42.73,6.94170660e-04
42.74,6.96635740e-04
