Angle(deg),BER
1.25,1.14539671e-03
1.26,1.14013147e-03
1.27,1.13488651e-03
1.28,1.12966189e-03
1.29,1.12445764e-03
1.30,1.11927380e-03
1.31,1.11411040e-03
1.32,1.10896747e-03
1.33,1.10384503e-03
1.34,1.09874311e-03
1.35,1.09366172e-03
1.36,1.08860088e-03
1.37,1.08356059e-03
1.38,1.07854086e-03
1.39,1.07354170e-03
1.40,1.06856311e-03
1.41,1.06360508e-03
1.42,1.05866762e-03
1.43,1.05375070e-03
1.44,1.04885433e-03
1.45,1.04397849e-03
1.46,1.03912317e-03
1.47,1.03428834e-03
1.48,1.02947399e-03
1.49,1.02468009e-03
1.50,1.01990663e-03
1.51,1.01515357e-03
1.52,1.01042090e-03
1.53,1.00570857e-03
1.54,1.00101655e-03
1.55,9.96344827e-04
1.56,9.91693349e-04
1.57,9.87062084e-04
1.58,9.82450994e-04
1.59,9.77860040e-04
1.60,9.73289181e-04
1.61,9.68738374e-04
1.62,9.64207577e-04
1.63,9.59696745e-04
1.64,9.55205832e-04
1.65,9.50734791e-04
1.66,9.46283574e-04
1.67,9.41852132e-04
1.68,9.37440414e-04
1.69,9.33048370e-04
1.70,9.28675947e-04
1.71,9.24323093e-04
1.72,9.19989754e-04
1.73,9.15675875e-04
1.74,9.11381401e-04
1.75,9.07106275e-04
1.76,9.02850442e-04
1.77,8.98613844e-04
1.78,8.94396422e-04
1.79,8.90198119e-04
1.80,8.86018874e-04
1.81,8.81858628e-04
1.82,8.77717320e-04
1.83,8.73594891e-04
1.84,8.69491278e-04
1.85,8.65406420e-04
1.86,8.61340255e-04
1.87,8.57292721e-04
1.88,8.53263753e-04
1.89,8.49253290e-04
1.90,8.45261268e-04
1.91,8.41287623e-04
1.92,8.37332290e-04
1.93,8.33395206e-04
1.94,8.29476305e-04
1.95,8.25575524e-04
1.96,8.21692796e-04
1.97,8.17828056e-04
1.98,8.13981240e-04
1.99,8.10152281e-04
2.00,8.06341114e-04
2.01,8.02547673e-04
2.02,7.98771891e-04
2.03,7.95013703e-04
2.04,7.91273043e-04
2.05,7.87549844e-04
2.06,7.83844039e-04
2.07,7.80155563e-04
2.08,7.76484349e-04
2.09,7.72830331e-04
2.10,7.69193441e-04
2.11,7.65573614e-04
2.12,7.61970783e-04
2.13,7.58384881e-04
2.14,7.54815842e-04
2.15,7.51263599e-04
2.16,7.47728086e-04
2.17,7.44209237e-04
2.18,7.40706985e-04
2.19,7.37221263e-04
2.20,7.33752007e-04
2.21,7.30299148e-04
2.22,7.26862622e-04
2.23,7.23442361e-04
2.24,7.20038301e-04
2.25,7.16650376e-04
2.26,7.13278519e-04
2.27,7.09922665e-04
2.28,7.06582748e-04
2.29,7.03258704e-04
2.30,6.99950466e-04
2.31,6.96657969e-04
2.32,6.93381149e-04
2.33,6.90119940e-04
2.34,6.86874278e-04
2.35,6.83644098e-04
2.36,6.80429335e-04
2.37,6.77229926e-04
2.38,6.74045805e-04
2.39,6.70876909e-04
2.40,6.67723173e-04
2.41,6.64584535e-04
2.42,6.61460930e-04
2.43,6.58352295e-04
2.44,6.55258567e-04
2.45,6.52179682e-04
2.46,6.49115578e-04
2.47,6.46066191e-04
2.48,6.43031460e-04
2.49,6.40011321e-04
2.50,6.37005713e-04
2.51,6.34014574e-04
2.52,6.31037840e-04
2.53,6.28075452e-04
2.54,6.25127346e-04
2.55,6.22193462e-04
2.56,6.19273739e-04
2.57,6.16368116e-04
2.58,6.13476531e-04
2.59,6.10598924e-04
2.60,6.07735235e-04
2.61,6.04885403e-04
2.62,6.02049369e-04
2.63,5.99227072e-04
2.64,5.96418453e-04
2.65,5.93623452e-04
2.66,5.90842010e-04
2.67,5.88074068e-04
2.68,5.85319566e-04
2.69,5.82578447e-04
2.70,5.79850651e-04
2.71,5.77136121e-04
2.72,5.74434798e-04
2.73,5.71746623e-04
2.74,5.69071540e-04
2.75,5.66409491e-04
2.76,5.63760418e-04
2.77,5.61124264e-04
2.78,5.58500972e-04
2.79,5.55890486e-04
2.80,5.53292748e-04
2.81,5.50707702e-04
2.82,5.48135292e-04
2.83,5.45575463e-04
2.84,5.43028157e-04
2.85,5.40493319e-04
2.86,5.37970895e-04
2.87,5.35460828e-04
2.88,5.32963063e-04
2.89,5.30477547e-04
2.90,5.28004223e-04
2.91,5.25543037e-04
2.92,5.23093936e-04
2.93,5.20656864e-04
2.94,5.18231769e-04
2.95,5.15818596e-04
2.96,5.13417291e-04
2.97,5.11027801e-04
2.98,5.08650074e-04
2.99,5.06284055e-04
3.00,5.03929693e-04
3.01,5.01586934e-04
3.02,4.99255727e-04
3.03,4.96936018e-04
3.04,4.94627756e-04
3.05,4.92330889e-04
3.06,4.90045365e-04
3.07,4.87771132e-04
3.08,4.85508140e-04
3.09,4.83256337e-04
3.10,4.81015672e-04
3.11,4.78786095e-04
3.12,4.76567554e-04
3.13,4.74360000e-04
3.14,4.72163381e-04
3.15,4.69977649e-04
3.16,4.67802753e-04
3.17,4.65638643e-04
3.18,4.63485270e-04
3.19,4.61342585e-04
3.20,4.59210538e-04
3.21,4.57089080e-04
3.22,4.54978163e-04
3.23,4.52877738e-04
3.24,4.50787757e-04
3.25,4.48708170e-04
3.26,4.46638931e-04
3.27,4.44579991e-04
3.28,4.42531303e-04
3.29,4.40492818e-04
3.30,4.38464490e-04
3.31,4.36446271e-04
3.32,4.34438114e-04
3.33,4.32439972e-04
3.34,4.30451799e-04
3.35,4.28473549e-04
3.36,4.26505173e-04
3.37,4.24546628e-04
3.38,4.22597866e-04
3.39,4.20658841e-04
3.40,4.18729509e-04
3.41,4.16809823e-04
3.42,4.14899738e-04
3.43,4.12999209e-04
3.44,4.11108191e-04
3.45,4.09226640e-04
3.46,4.07354510e-04
3.47,4.05491756e-04
3.48,4.03638336e-04
3.49,4.01794204e-04
3.50,3.99959317e-04
3.51,3.98133630e-04
3.52,3.96317100e-04
3.53,3.94509685e-04
3.54,3.92711339e-04
3.55,3.90922020e-04
3.56,3.89141686e-04
3.57,3.87370293e-04
3.58,3.85607798e-04
3.59,3.83854160e-04
3.60,3.82109335e-04
3.61,3.80373282e-04
3.62,3.78645959e-04
3.63,3.76927323e-04
3.64,3.75217333e-04
3.65,3.73515948e-04
3.66,3.71823127e-04
3.67,3.70138827e-04
3.68,3.68463008e-04
3.69,3.66795629e-04
3.70,3.65136650e-04
3.71,3.63486029e-04
3.72,3.61843727e-04
3.73,3.60209703e-04
3.74,3.58583917e-04
3.75,3.56966329e-04
3.76,3.55356899e-04
3.77,3.53755589e-04
3.78,3.52162358e-04
3.79,3.50577166e-04
3.80,3.48999976e-04
3.81,3.47430748e-04
3.82,3.45869442e-04
3.83,3.44316021e-04
3.84,3.42770446e-04
3.85,3.41232679e-04
3.86,3.39702681e-04
3.87,3.38180415e-04
3.88,3.36665842e-04
3.89,3.35158924e-04
3.90,3.33659625e-04
3.91,3.32167906e-04
3.92,3.30683731e-04
3.93,3.29207062e-04
3.94,3.27737863e-04
3.95,3.26276096e-04
3.96,3.24821725e-04
3.97,3.23374713e-04
3.98,3.21935024e-04
3.99,3.20502622e-04
4.00,3.19077470e-04
4.01,3.17659534e-04
4.02,3.16248776e-04
4.03,3.14845161e-04
4.04,3.13448655e-04
4.05,3.12059221e-04
4.06,3.10676824e-04
4.07,3.09301430e-04
4.08,3.07933003e-04
4.09,3.06571509e-04
4.10,3.05216914e-04
4.11,3.03869182e-04
4.12,3.02528279e-04
4.13,3.01194172e-04
4.14,2.99866826e-04
4.15,2.98546208e-04
4.16,2.97232284e-04
4.17,2.95925020e-04
4.18,2.94624383e-04
4.19,2.93330340e-04
4.20,2.92042857e-04
4.21,2.90761902e-04
4.22,2.89487441e-04
4.23,2.88219442e-04
4.24,2.86957873e-04
4.25,2.85702701e-04
4.26,2.84453894e-04
4.27,2.83211419e-04
4.28,2.81975244e-04
4.29,2.80745339e-04
4.30,2.79521670e-04
4.31,2.78304206e-04
4.32,2.77092917e-04
4.33,2.75887770e-04
4.34,2.74688734e-04
4.35,2.73495779e-04
4.36,2.72308873e-04
4.37,2.71127986e-04
4.38,2.69953087e-04
4.39,2.68784146e-04
4.40,2.67621132e-04
4.41,2.66464015e-04
4.42,2.65312765e-04
4.43,2.64167352e-04
4.44,2.63027747e-04
4.45,2.61893920e-04
4.46,2.60765841e-04
4.47,2.59643482e-04
4.48,2.58526812e-04
4.49,2.57415804e-04
4.50,2.56310427e-04
4.51,2.55210653e-04
4.52,2.54116454e-04
4.53,2.53027801e-04
4.54,2.51944665e-04
4.55,2.50867019e-04
4.56,2.49794833e-04
4.57,2.48728080e-04
4.58,2.47666733e-04
4.59,2.46610762e-04
4.60,2.45560141e-04
4.61,2.44514842e-04
4.62,2.43474837e-04
4.63,2.42440099e-04
4.64,2.41410601e-04
4.65,2.40386316e-04
4.66,2.39367216e-04
4.67,2.38353275e-04
4.68,2.37344466e-04
4.69,2.36340763e-04
4.70,2.35342139e-04
4.71,2.34348567e-04
4.72,2.33360022e-04
4.73,2.32376477e-04
4.74,2.31397906e-04
4.75,2.30424284e-04
4.76,2.29455585e-04
4.77,2.28491784e-04
4.78,2.27532854e-04
4.79,2.26578772e-04
4.80,2.25629512e-04
4.81,2.24685048e-04
4.82,2.23745357e-04
4.83,2.22810414e-04
4.84,2.21880194e-04
4.85,2.20954672e-04
4.86,2.20033825e-04
4.87,2.19117628e-04
4.88,2.18206058e-04
4.89,2.17299090e-04
4.90,2.16396700e-04
4.91,2.15498865e-04
4.92,2.14605561e-04
4.93,2.13716764e-04
4.94,2.12832452e-04
4.95,2.11952600e-04
4.96,2.11077186e-04
4.97,2.10206186e-04
4.98,2.09339577e-04
4.99,2.08477337e-04
5.00,2.07619442e-04
5.01,2.06765869e-04
5.02,2.05916596e-04
5.03,2.05071601e-04
5.04,2.04230860e-04
5.05,2.03394351e-04
5.06,2.02562053e-04
5.07,2.01733942e-04
5.08,2.00909997e-04
5.09,2.00090196e-04
5.10,1.99274517e-04
5.11,1.98462937e-04
5.12,1.97655436e-04
5.13,1.96851992e-04
5.14,1.96052584e-04
5.15,1.95257189e-04
5.16,1.94465788e-04
5.17,1.93678359e-04
5.18,1.92894881e-04
5.19,1.92115333e-04
5.20,1.91339696e-04
5.21,1.90567949e-04
5.22,1.89800071e-04
5.23,1.89036043e-04
5.24,1.88275844e-04
5.25,1.87519456e-04
5.26,1.86766857e-04
5.27,1.86018029e-04
5.28,1.85272953e-04
5.29,1.84531608e-04
5.30,1.83793977e-04
5.31,1.83060039e-04
5.32,1.82329775e-04
5.33,1.81603167e-04
5.34,1.80880196e-04
5.35,1.80160843e-04
5.36,1.79445090e-04
5.37,1.78732917e-04
5.38,1.78024306e-04
5.39,1.77319238e-04
5.40,1.76617695e-04
5.41,1.75919660e-04
5.42,1.75225112e-04
5.43,1.74534035e-04
5.44,1.73846409e-04
5.45,1.73162218e-04
5.46,1.72481442e-04
5.47,1.71804063e-04
5.48,1.71130065e-04
5.49,1.70459428e-04
5.50,1.69792136e-04
5.51,1.69128170e-04
5.52,1.68467513e-04
5.53,1.67810147e-04
5.54,1.67156055e-04
5.55,1.66505219e-04
5.56,1.65857622e-04
5.57,1.65213247e-04
5.58,1.64572076e-04
5.59,1.63934093e-04
5.60,1.63299280e-04
5.61,1.62667621e-04
5.62,1.62039098e-04
5.63,1.61413696e-04
5.64,1.60791397e-04
5.65,1.60172186e-04
5.66,1.59556045e-04
5.67,1.58942960e-04
5.68,1.58332913e-04
5.69,1.57725889e-04
5.70,1.57121873e-04
5.71,1.56520848e-04
5.72,1.55922800e-04
5.73,1.55327714e-04
5.74,1.54735574e-04
5.75,1.54146366e-04
5.76,1.53560076e-04
5.77,1.52976688e-04
5.78,1.52396188e-04
5.79,1.51818563e-04
5.80,1.51243797e-04
5.81,1.50671878e-04
5.82,1.50102789e-04
5.83,1.49536519e-04
5.84,1.48973053e-04
5.85,1.48412376e-04
5.86,1.47854476e-04
5.87,1.47299338e-04
5.88,1.46746949e-04
5.89,1.46197296e-04
5.90,1.45650363e-04
5.91,1.45106139e-04
5.92,1.44564610e-04
5.93,1.44025762e-04
5.94,1.43489581e-04
5.95,1.42956055e-04
5.96,1.42425169e-04
5.97,1.41896912e-04
5.98,1.41371268e-04
5.99,1.40848226e-04
6.00,1.40327772e-04
6.01,1.39809892e-04
6.02,1.39294575e-04
6.03,1.38781807e-04
6.04,1.38271574e-04
6.05,1.37763864e-04
6.06,1.37258665e-04
6.07,1.36755963e-04
6.08,1.36255746e-04
6.09,1.35758001e-04
6.10,1.35262715e-04
6.11,1.34769876e-04
6.12,1.34279470e-04
6.13,1.33791487e-04
6.14,1.33305913e-04
6.15,1.32822735e-04
6.16,1.32341942e-04
6.17,1.31863521e-04
6.18,1.31387460e-04
6.19,1.30913747e-04
6.20,1.30442370e-04
6.21,1.29973317e-04
6.22,1.29506575e-04
6.23,1.29042134e-04
6.24,1.28579982e-04
6.25,1.28120107e-04
6.26,1.27662498e-04
6.27,1.27207143e-04
6.28,1.26754033e-04
6.29,1.26303155e-04
6.30,1.25854499e-04
6.31,1.25408055e-04
6.32,1.24963814e-04
6.33,1.24521764e-04
6.34,1.24081897e-04
6.35,1.23644203e-04
6.36,1.23208674e-04
6.37,1.22775300e-04
6.38,1.22344073e-04
6.39,1.21914985e-04
6.40,1.21488026e-04
6.41,1.21063190e-04
6.42,1.20640468e-04
6.43,1.20219852e-04
6.44,1.19801334e-04
6.45,1.19384907e-04
6.46,1.18970563e-04
6.47,1.18558295e-04
6.48,1.18148095e-04
6.49,1.17739955e-04
6.50,1.17333868e-04
6.51,1.16929827e-04
6.52,1.16527825e-04
6.53,1.16127853e-04
6.54,1.15729905e-04
6.55,1.15333974e-04
6.56,1.14940051e-04
6.57,1.14548130e-04
6.58,1.14158203e-04
6.59,1.13770263e-04
6.60,1.13384302e-04
6.61,1.13000314e-04
6.62,1.12618291e-04
6.63,1.12238225e-04
6.64,1.11860109e-04
6.65,1.11483936e-04
6.66,1.11109699e-04
6.67,1.10737389e-04
6.68,1.10367000e-04
6.69,1.09998524e-04
6.70,1.09631953e-04
6.71,1.09267279e-04
6.72,1.08904494e-04
6.73,1.08543591e-04
6.74,1.08184562e-04
6.75,1.07827397e-04
6.76,1.07472090e-04
6.77,1.07118631e-04
6.78,1.06767011e-04
6.79,1.06417223e-04
6.80,1.06069257e-04
6.81,1.05723103e-04
6.82,1.05378754e-04
6.83,1.05036198e-04
6.84,1.04695426e-04
6.85,1.04356429e-04
6.86,1.04019196e-04
6.87,1.03683716e-04
6.88,1.03349980e-04
6.89,1.03017975e-04
6.90,1.02687692e-04
6.91,1.02359118e-04
6.92,1.02032242e-04
6.93,1.01707053e-04
6.94,1.01383539e-04
6.95,1.01061687e-04
6.96,1.00741487e-04
6.97,1.00422926e-04
6.98,1.00105993e-04
6.99,9.97906762e-05
7.00,9.94769643e-05
7.01,9.91648465e-05
7.02,9.88543122e-05
7.03,9.85453515e-05
7.04,9.82379549e-05
7.05,9.79321138e-05
7.06,9.76278206e-05
7.07,9.73250685e-05
7.08,9.70238520e-05
7.09,9.67241670e-05
7.10,9.64260105e-05
7.11,9.61293813e-05
7.12,9.58342794e-05
7.13,9.55407060e-05
7.14,9.52486638e-05
7.15,9.49581565e-05
7.16,9.46691888e-05
7.17,9.43817668e-05
7.18,9.40958972e-05
7.19,9.38115876e-05
7.20,9.35288467e-05
7.21,9.32476837e-05
7.22,9.29681084e-05
7.23,9.26901316e-05
7.24,9.24137644e-05
7.25,9.21390185e-05
7.26,9.18659061e-05
7.27,9.15944397e-05
7.28,9.13246325e-05
7.29,9.10564978e-05
7.30,9.07900495e-05
7.31,9.05253015e-05
7.32,9.02622682e-05
7.33,9.00009640e-05
7.34,8.97414039e-05
7.35,8.94836026e-05
7.36,8.92275753e-05
7.37,8.89733372e-05
7.38,8.87209036e-05
7.39,8.84702899e-05
7.40,8.82215117e-05
7.41,8.79745844e-05
7.42,8.77295238e-05
7.43,8.74863453e-05
7.44,8.72450645e-05
7.45,8.70056969e-05
7.46,8.67682579e-05
7.47,8.65327627e-05
7.48,8.62992265e-05
7.49,8.60676642e-05
7.50,8.58380903e-05
7.51,8.56105193e-05
7.52,8.53849650e-05
7.53,8.51614408e-05
7.54,8.49399599e-05
7.55,8.47205343e-05
7.56,8.45031757e-05
7.57,8.42878948e-05
7.58,8.40747012e-05
7.59,8.38636037e-05
7.60,8.36546096e-05
7.61,8.34477249e-05
7.62,8.32429542e-05
7.63,8.30403001e-05
7.64,8.28397637e-05
7.65,8.26413438e-05
7.66,8.24450368e-05
7.67,8.22508371e-05
7.68,8.20587358e-05
7.69,8.18687216e-05
7.70,8.16807795e-05
7.71,8.14948914e-05
7.72,8.13110352e-05
7.73,8.11291850e-05
7.74,8.09493106e-05
7.75,8.07713769e-05
7.76,8.05953444e-05
7.77,8.04211682e-05
7.78,8.02487978e-05
7.79,8.00781771e-05
7.80,7.99092441e-05
7.81,7.97419302e-05
7.82,7.95761605e-05
7.83,7.94118532e-05
7.84,7.92489193e-05
7.85,7.90872629e-05
7.86,7.89267806e-05
7.87,7.87673613e-05
7.88,7.86088866e-05
7.89,7.84512303e-05
7.90,7.82942585e-05
7.91,7.81378299e-05
7.92,7.79817955e-05
7.93,7.78259992e-05
7.94,7.76702777e-05
7.95,7.75144610e-05
7.96,7.73583725e-05
7.97,7.72018299e-05
7.98,7.70446450e-05
7.99,7.68866248e-05
8.00,7.67275717e-05
8.01,7.65672840e-05
8.02,7.64055574e-05
8.03,7.62421856e-05
8.04,7.60769620e-05
8.05,7.59096832e-05
8.06,7.57401558e-05
8.07,7.55682176e-05
8.08,7.53937679e-05
8.09,7.52167713e-05
8.10,7.50372477e-05
8.11,7.48552623e-05
8.12,7.46709179e-05
8.13,7.44843487e-05
8.14,7.42957149e-05
8.15,7.41051977e-05
8.16,7.39129944e-05
8.17,7.37193105e-05
8.18,7.35243530e-05
8.19,7.33283276e-05
8.20,7.31314364e-05
8.21,7.29338776e-05
8.22,7.27358444e-05
8.23,7.25375245e-05
8.24,7.23390998e-05
8.25,7.21407460e-05
8.26,7.19426323e-05
8.27,7.17449214e-05
8.28,7.15477692e-05
8.29,7.13513247e-05
8.30,7.11557303e-05
8.31,7.09611213e-05
8.32,7.07676263e-05
8.33,7.05753675e-05
8.34,7.03844603e-05
8.35,7.01950140e-05
8.36,7.00071315e-05
8.37,6.98209099e-05
8.38,6.96364406e-05
8.39,6.94538094e-05
8.40,6.92730968e-05
8.41,6.90943782e-05
8.42,6.89177243e-05
8.43,6.87432011e-05
8.44,6.85708705e-05
8.45,6.84007901e-05
8.46,6.82330139e-05
8.47,6.80675923e-05
8.48,6.79045726e-05
8.49,6.77439989e-05
8.50,6.75859124e-05
8.51,6.74303521e-05
8.52,6.72773542e-05
8.53,6.71269532e-05
8.54,6.69791814e-05
8.55,6.68340695e-05
8.56,6.66916466e-05
8.57,6.65519403e-05
8.58,6.64149771e-05
8.59,6.62807824e-05
8.60,6.61493803e-05
8.61,6.60207946e-05
8.62,6.58950478e-05
8.63,6.57721621e-05
8.64,6.56521590e-05
8.65,6.55350593e-05
8.66,6.54208836e-05
8.67,6.53096519e-05
8.68,6.52013839e-05
8.69,6.50960988e-05
8.70,6.49938154e-05
8.71,6.48945523e-05
8.72,6.47983273e-05
8.73,6.47051579e-05
8.74,6.46150609e-05
8.75,6.45280522e-05
8.76,6.44441472e-05
8.77,6.43633601e-05
8.78,6.42857041e-05
8.79,6.42111910e-05
8.80,6.41398312e-05
8.81,6.40716335e-05
8.82,6.40066049e-05
8.83,6.39447500e-05
8.84,6.38860716e-05
8.85,6.38305695e-05
8.86,6.37782408e-05
8.87,6.37290797e-05
8.88,6.36830766e-05
8.89,6.36402185e-05
8.90,6.36004881e-05
8.91,6.35638637e-05
8.92,6.35303189e-05
8.93,6.34998221e-05
8.94,6.34723362e-05
8.95,6.34478180e-05
8.96,6.34262180e-05
8.97,6.34074798e-05
8.98,6.33915397e-05
8.99,6.33783266e-05
9.00,6.33677607e-05
9.01,6.33597540e-05
9.02,6.33542092e-05
9.03,6.33510192e-05
9.04,6.33500672e-05
9.05,6.33512257e-05
9.06,6.33543561e-05
9.07,6.33593085e-05
9.08,6.33659213e-05
9.09,6.33740204e-05
9.10,6.33834192e-05
9.11,6.33939183e-05
9.12,6.34053049e-05
9.13,6.34173526e-05
9.14,6.34298214e-05
9.15,6.34424574e-05
9.16,6.34549927e-05
9.17,6.34671454e-05
9.18,6.34786196e-05
9.19,6.34891054e-05
9.20,6.34982792e-05
9.21,6.35058039e-05
9.22,6.35113286e-05
9.23,6.35144897e-05
9.24,6.35149106e-05
9.25,6.35122025e-05
9.26,6.35059653e-05
9.27,6.34957876e-05
9.28,6.34812485e-05
9.29,6.34619181e-05
9.30,6.34373593e-05
9.31,6.34071292e-05
9.32,6.33707822e-05
9.33,6.33278737e-05
9.34,6.32779659e-05
9.35,6.32206408e-05
9.36,6.31555248e-05
9.37,6.30823326e-05
9.38,6.30008883e-05
9.39,6.29111154e-05
9.40,6.28130231e-05
9.41,6.27066945e-05
9.42,6.25922765e-05
9.43,6.24699713e-05
9.44,6.23400283e-05
9.45,6.22027379e-05
9.46,6.20584249e-05
9.47,6.19074434e-05
9.48,6.17501720e-05
9.49,6.15870097e-05
9.50,6.14183710e-05
9.51,6.12446805e-05
9.52,6.10663649e-05
9.53,6.08838468e-05
9.54,6.06975422e-05
9.55,6.05078577e-05
9.56,6.03151894e-05
9.57,6.01199215e-05
9.58,5.99224258e-05
9.59,5.97230610e-05
9.60,5.95221725e-05
9.61,5.93200918e-05
9.62,5.91171362e-05
9.63,5.89136092e-05
9.64,5.87098000e-05
9.65,5.85059838e-05
9.66,5.83024219e-05
9.67,5.80993617e-05
9.68,5.78970369e-05
9.69,5.76956681e-05
9.70,5.74954628e-05
9.71,5.72966158e-05
9.72,5.70993096e-05
9.73,5.69037148e-05
9.74,5.67099906e-05
9.75,5.65182850e-05
9.76,5.63287355e-05
9.77,5.61414695e-05
9.78,5.59566047e-05
9.79,5.57742496e-05
9.80,5.55945040e-05
9.81,5.54174597e-05
9.82,5.52432004e-05
9.83,5.50718027e-05
9.84,5.49033362e-05
9.85,5.47378641e-05
9.86,5.45754434e-05
9.87,5.44161255e-05
9.88,5.42599565e-05
9.89,5.41069777e-05
9.90,5.39572257e-05
9.91,5.38107329e-05
9.92,5.36675278e-05
9.93,5.35276356e-05
9.94,5.33910780e-05
9.95,5.32578738e-05
9.96,5.31280393e-05
9.97,5.30015883e-05
9.98,5.28785325e-05
9.99,5.27588816e-05
10.00,5.26426437e-05
10.01,5.25298256e-05
10.02,5.24204326e-05
10.03,5.23144691e-05
10.04,5.22119386e-05
10.05,5.21128439e-05
10.06,5.20171871e-05
10.07,5.19249702e-05
10.08,5.18361946e-05
10.09,5.17508620e-05
10.10,5.16689736e-05
10.11,5.15905310e-05
10.12,5.15155360e-05
10.13,5.14439905e-05
10.14,5.13758969e-05
10.15,5.13112580e-05
10.16,5.12500771e-05
10.17,5.11923579e-05
10.18,5.11381049e-05
10.19,5.10873232e-05
10.20,5.10400185e-05
10.21,5.09961972e-05
10.22,5.09558666e-05
10.23,5.09190347e-05
10.24,5.08857101e-05
10.25,5.08559026e-05
10.26,5.08296223e-05
10.27,5.08068802e-05
10.28,5.07876883e-05
10.29,5.07720589e-05
10.30,5.07600051e-05
10.31,5.07515407e-05
10.32,5.07466801e-05
10.33,5.07454381e-05
10.34,5.07478300e-05
10.35,5.07538716e-05
10.36,5.07635789e-05
10.37,5.07769683e-05
10.38,5.07940564e-05
10.39,5.08148596e-05
10.40,5.08393945e-05
10.41,5.08676775e-05
10.42,5.08997248e-05
10.43,5.09355521e-05
10.44,5.09751747e-05
10.45,5.10186072e-05
10.46,5.10658634e-05
10.47,5.11169562e-05
10.48,5.11718975e-05
10.49,5.12306976e-05
10.50,5.12933656e-05
10.51,5.13599088e-05
10.52,5.14303327e-05
10.53,5.15046407e-05
10.54,5.15828339e-05
10.55,5.16649108e-05
10.56,5.17508671e-05
10.57,5.18406954e-05
10.58,5.19343849e-05
10.59,5.20319212e-05
10.60,5.21332857e-05
10.61,5.22384557e-05
10.62,5.23474037e-05
10.63,5.24600971e-05
10.64,5.25764979e-05
10.65,5.26965626e-05
10.66,5.28202412e-05
10.67,5.29474773e-05
10.68,5.30782075e-05
10.69,5.32123610e-05
10.70,5.33498591e-05
10.71,5.34906148e-05
10.72,5.36345326e-05
10.73,5.37815076e-05
10.74,5.39314255e-05
