Angle(deg),Theoretical_BER
8.05,3.21180556e-04
8.06,3.21180556e-04
8.07,3.21180556e-04
8.08,3.21180556e-04
8.09,3.21180556e-04
8.10,3.21180556e-04
8.11,3.21180556e-04
8.12,3.21180556e-04
8.13,3.21180556e-04
8.14,3.21180556e-04
8.15,3.21180556e-04
8.16,3.21180556e-04
8.17,3.21180556e-04
8.18,3.21180556e-04
8.19,3.21180556e-04
8.20,3.21180556e-04
8.21,3.21180556e-04
8.22,3.21180556e-04
8.23,3.21180556e-04
8.24,3.21180556e-04
8.25,3.21180556e-04
8.26,3.21180556e-04
8.27,3.21180556e-04
8.28,3.21180556e-04
8.29,3.21180556e-04
8.30,3.21180556e-04
8.31,3.21180556e-04
8.32,3.21180556e-04
8.33,3.21180556e-04
8.34,3.21180556e-04
8.35,3.21180556e-04
8.36,3.21180556e-04
8.37,3.21180556e-04
8.38,3.21180556e-04
8.39,3.21180556e-04
8.40,3.21180556e-04
8.41,3.21180556e-04
8.42,3.21180556e-04
8.43,3.21180556e-04
8.44,3.21180556e-04
8.45,3.21180556e-04
8.46,3.21180556e-04
8.47,3.21180556e-04
8.48,3.21180556e-04
8.49,3.21180556e-04
8.50,3.21180556e-04
8.51,3.21180556e-04
8.52,3.21180556e-04
8.53,3.21180556e-04
8.54,3.21180556e-04
8.55,3.21180556e-04
8.56,3.21180556e-04
8.57,3.21180556e-04
8.58,3.21180556e-04
8.59,3.21180556e-04
8.60,3.21180556e-04
8.61,3.21180556e-04
8.62,3.21180556e-04
8.63,3.21180556e-04
8.64,3.21180556e-04
8.65,3.21180556e-04
8.66,3.21180556e-04
8.67,3.21180556e-04
8.68,3.21180556e-04
8.69,3.21180556e-04
8.70,3.21180556e-04
8.71,3.21180556e-04
8.72,3.21180556e-04
8.73,3.21180556e-04
8.74,3.21180556e-04
8.75,3.21180556e-04
8.76,3.21180556e-04
8.77,3.21180556e-04
8.78,3.21180556e-04
8.79,3.21180556e-04
8.80,3.21180556e-04
8.81,3.21180556e-04
8.82,3.21180556e-04
8.83,3.21180556e-04
8.84,3.21180556e-04
8.85,3.21180556e-04
8.86,3.21180556e-04
8.87,3.21180556e-04
8.88,3.21180556e-04
8.89,3.21180556e-04
8.90,3.21180556e-04
8.91,3.21180556e-04
8.92,3.21180556e-04
8.93,3.21180556e-04
8.94,3.21180556e-04
8.95,3.21180556e-04
8.96,3.21180556e-04
8.97,3.21180556e-04
8.98,3.21180556e-04
8.99,3.21180556e-04
9.00,3.21180556e-04
9.01,3.21180556e-04
9.02,3.21180556e-04
9.03,3.21180556e-04
9.04,3.21180556e-04
9.05,3.21180556e-04
9.06,3.21180556e-04
9.07,3.21180556e-04
9.08,3.21180556e-04
9.09,3.21180556e-04
9.10,3.21180556e-04
9.11,3.21180556e-04
9.12,3.21180556e-04
9.13,3.21180556e-04
9.14,3.21180556e-04
9.15,3.21180556e-04
9.16,3.21180556e-04
9.17,3.21180556e-04
9.18,3.21180556e-04
9.19,3.21180556e-04
9.20,3.21180556e-04
9.21,3.21180556e-04
9.22,3.21180556e-04
9.23,3.21180556e-04
9.24,3.21180556e-04
9.25,3.21180556e-04
9.26,3.21180556e-04
9.27,3.21180556e-04
9.28,3.21180556e-04
9.29,3.21180556e-04
9.30,3.21180556e-04
9.31,3.21180556e-04
9.32,3.21180556e-04
9.33,3.21180556e-04
9.34,3.21180556e-04
9.35,3.21180556e-04
9.36,3.21180556e-04
9.37,3.21180556e-04
9.38,3.21180556e-04
9.39,3.21180556e-04
9.40,3.21180556e-04
9.41,3.21180556e-04
9.42,3.21180556e-04
9.43,3.21180556e-04
9.44,3.21180556e-04
9.45,3.21180556e-04
9.46,3.21180556e-04
9.47,3.21180556e-04
9.48,3.21180556e-04
9.49,3.21180556e-04
9.50,3.21180556e-04
9.51,3.21180556e-04
9.52,3.21180556e-04
9.53,3.21180556e-04
9.54,3.21180556e-04
9.55,3.21180556e-04
9.56,3.21180556e-04
9.57,3.21180556e-04
9.58,3.21180556e-04
9.59,3.21180556e-04
9.60,3.21180556e-04
9.61,3.21180556e-04
9.62,3.21180556e-04
9.63,3.21180556e-04
9.64,3.21180556e-04
9.65,3.21180556e-04
9.66,3.21180556e-04
9.67,3.21180556e-04
9.68,3.21180556e-04
9.69,3.21180556e-04
9.70,3.21180556e-04
9.71,3.21180556e-04
9.72,3.21180556e-04
9.73,3.21180556e-04
9.74,3.21180556e-04
9.75,3.21180556e-04
9.76,3.21180556e-04
9.77,3.21180556e-04
9.78,3.21180556e-04
9.79,3.21180556e-04
9.80,3.21180556e-04
9.81,3.21180556e-04
9.82,3.21180556e-04
9.83,3.21180556e-04
9.84,3.21180556e-04
9.85,3.21180556e-04
9.86,3.21180556e-04
9.87,3.21180556e-04
9.88,3.21180556e-04
9.89,3.21180556e-04
9.90,3.21180556e-04
9.91,3.21180556e-04
9.92,3.21180556e-04
9.93,3.21180556e-04
9.94,3.21180556e-04
9.95,3.21180556e-04
9.96,3.21180556e-04
9.97,3.21180556e-04
9.98,3.21180556e-04
9.99,3.21180556e-04
10.00,3.21180556e-04
10.01,3.21180556e-04
10.02,3.21180556e-04
10.03,3.21180556e-04
10.04,3.21180556e-04
10.05,3.21180556e-04
10.06,3.21180556e-04
10.07,3.21180556e-04
10.08,3.21180556e-04
10.09,3.21180556e-04
10.10,3.21180556e-04
10.11,3.21180556e-04
10.12,3.21180556e-04
10.13,3.21180556e-04
10.14,3.21180556e-04
10.15,3.21180556e-04
10.16,3.21180556e-04
10.17,3.21180556e-04
10.18,3.21180556e-04
10.19,3.21180556e-04
10.20,3.21180556e-04
10.21,3.21180556e-04
10.22,3.21180556e-04
10.23,3.21180556e-04
10.24,3.21180556e-04
10.25,3.21180556e-04
10.26,3.21180556e-04
10.27,3.21180556e-04
10.28,3.21180556e-04
10.29,3.21180556e-04
10.30,3.21180556e-04
10.31,3.21180556e-04
10.32,3.21180556e-04
10.33,3.21180556e-04
10.34,3.21180556e-04
10.35,3.21180556e-04
10.36,3.21180556e-04
10.37,3.21180556e-04
10.38,3.21180556e-04
10.39,3.21180556e-04
10.40,3.21180556e-04
10.41,3.21180556e-04
10.42,3.21180556e-04
10.43,3.21180556e-04
10.44,3.21180556e-04
10.45,3.21180556e-04
10.46,3.21180556e-04
10.47,3.21180556e-04
10.48,3.21180556e-04
10.49,3.21180556e-04
10.50,3.21180556e-04
10.51,3.21180556e-04
10.52,3.21180556e-04
10.53,3.21180556e-04
10.54,3.21180556e-04
10.55,3.21180556e-04
10.56,3.21180556e-04
10.57,3.21180556e-04
10.58,3.21180556e-04
10.59,3.21180556e-04
10.60,3.21180556e-04
10.61,3.21180556e-04
10.62,3.21180556e-04
10.63,3.21180556e-04
10.64,3.21180556e-04
10.65,3.21180556e-04
10.66,3.21180556e-04
10.67,3.21180556e-04
10.68,3.21180556e-04
10.69,3.21180556e-04
10.70,3.21180556e-04
10.71,3.21180556e-04
10.72,3.21180556e-04
10.73,3.21180556e-04
