Angle(deg),Theoretical_BER
1.59,5.79032187e-04
1.60,5.79032187e-04
1.61,5.79032187e-04
1.62,5.79032187e-04
1.63,5.79032187e-04
1.64,5.79032187e-04
1.65,5.79032187e-04
1.66,5.79032187e-04
1.67,5.79032187e-04
1.68,5.79032187e-04
1.69,5.79032187e-04
1.70,5.79032187e-04
1.71,5.79032187e-04
1.72,5.79032187e-04
1.73,5.79032187e-04
1.74,5.79032187e-04
1.75,5.79032187e-04
1.76,5.79032187e-04
1.77,5.79032187e-04
1.78,5.79032187e-04
1.79,5.79032187e-04
1.80,5.79032187e-04
1.81,5.79032187e-04
1.82,5.79032187e-04
1.83,5.79032187e-04
1.84,5.79032187e-04
1.85,5.79032187e-04
1.86,5.79032187e-04
1.87,5.79032187e-04
1.88,5.79032187e-04
1.89,5.79032187e-04
1.90,5.79032187e-04
1.91,5.79032187e-04
1.92,5.79032187e-04
1.93,5.79032187e-04
1.94,5.79032187e-04
1.95,5.79032187e-04
1.96,5.79032187e-04
1.97,5.79032187e-04
1.98,5.79032187e-04
1.99,5.79032187e-04
2.00,5.79032187e-04
2.01,5.79032187e-04
2.02,5.79032187e-04
2.03,5.79032187e-04
2.04,5.79032187e-04
2.05,5.79032187e-04
2.06,5.79032187e-04
2.07,5.79032187e-04
2.08,5.79032187e-04
2.09,5.79032187e-04
2.10,5.79032187e-04
2.11,5.79032187e-04
2.12,5.79032187e-04
2.13,5.79032187e-04
2.14,5.79032187e-04
2.15,5.79032187e-04
2.16,5.79032187e-04
2.17,5.79032187e-04
2.18,5.79032187e-04
2.19,5.79032187e-04
2.20,5.79032187e-04
2.21,5.79032187e-04
2.22,5.79032187e-04
2.23,5.79032187e-04
2.24,5.79032187e-04
2.25,5.79032187e-04
2.26,5.79032187e-04
2.27,5.79032187e-04
2.28,5.79032187e-04
2.29,5.79032187e-04
2.30,5.79032187e-04
2.31,5.79032187e-04
2.32,5.79032187e-04
2.33,5.79032187e-04
2.34,5.79032187e-04
2.35,5.79032187e-04
2.36,5.79032187e-04
2.37,5.79032187e-04
2.38,5.79032187e-04
2.39,5.79032187e-04
2.40,5.79032187e-04
2.41,5.79032187e-04
2.42,5.79032187e-04
2.43,5.79032187e-04
2.44,5.79032187e-04
2.45,5.79032187e-04
2.46,5.79032187e-04
2.47,5.79032187e-04
2.48,5.79032187e-04
2.49,5.79032187e-04
2.50,5.79032187e-04
2.51,5.79032187e-04
2.52,5.79032187e-04
2.53,5.79032187e-04
2.54,5.79032187e-04
2.55,5.79032187e-04
2.56,5.79032187e-04
2.57,5.79032187e-04
2.58,5.79032187e-04
2.59,5.79032187e-04
2.60,5.79032187e-04
2.61,5.79032187e-04
2.62,5.79032187e-04
2.63,5.79032187e-04
2.64,5.79032187e-04
2.65,5.79032187e-04
2.66,5.79032187e-04
2.67,5.79032187e-04
2.68,5.79032187e-04
2.69,5.79032187e-04
2.70,5.79032187e-04
2.71,5.79032187e-04
2.72,5.79032187e-04
2.73,5.79032187e-04
2.74,5.79032187e-04
2.75,5.79032187e-04
2.76,5.79032187e-04
2.77,5.79032187e-04
2.78,5.79032187e-04
2.79,5.79032187e-04
2.80,5.79032187e-04
2.81,5.79032187e-04
2.82,5.79032187e-04
2.83,5.79032187e-04
2.84,5.79032187e-04
2.85,5.79032187e-04
2.86,5.79032187e-04
2.87,5.79032187e-04
2.88,5.79032187e-04
2.89,5.79032187e-04
2.90,5.79032187e-04
2.91,5.79032187e-04
2.92,5.79032187e-04
2.93,5.79032187e-04
2.94,5.79032187e-04
2.95,5.79032187e-04
2.96,5.79032187e-04
2.97,5.79032187e-04
2.98,5.79032187e-04
2.99,5.79032187e-04
3.00,5.79032187e-04
3.01,5.79032187e-04
3.02,5.79032187e-04
3.03,5.79032187e-04
3.04,5.79032187e-04
3.05,5.79032187e-04
3.06,5.79032187e-04
3.07,5.79032187e-04
3.08,5.79032187e-04
3.09,5.79032187e-04
3.10,5.79032187e-04
3.11,5.79032187e-04
3.12,5.79032187e-04
3.13,5.79032187e-04
3.14,5.79032187e-04
3.15,5.79032187e-04
3.16,5.79032187e-04
3.17,5.79032187e-04
3.18,5.79032187e-04
3.19,5.79032187e-04
3.20,5.79032187e-04
3.21,5.79032187e-04
3.22,5.79032187e-04
3.23,5.79032187e-04
3.24,5.79032187e-04
3.25,5.79032187e-04
3.26,5.79032187e-04
3.27,5.79032187e-04
3.28,5.79032187e-04
3.29,5.79032187e-04
3.30,5.79032187e-04
3.31,5.79032187e-04
3.32,5.79032187e-04
3.33,5.79032187e-04
3.34,5.79032187e-04
3.35,5.79032187e-04
3.36,5.79032187e-04
3.37,5.79032187e-04
3.38,5.79032187e-04
3.39,5.79032187e-04
3.40,5.79032187e-04
3.41,5.79032187e-04
3.42,5.79032187e-04
3.43,5.79032187e-04
3.44,5.79032187e-04
3.45,5.79032187e-04
3.46,5.79032187e-04
3.47,5.79032187e-04
3.48,5.79032187e-04
3.49,5.79032187e-04
3.50,5.79032187e-04
3.51,5.79032187e-04
3.52,5.79032187e-04
3.53,5.79032187e-04
3.54,5.79032187e-04
3.55,5.79032187e-04
3.56,5.79032187e-04
3.57,5.79032187e-04
3.58,5.79032187e-04
3.59,5.79032187e-04
3.60,5.79032187e-04
3.61,5.79032187e-04
3.62,5.79032187e-04
3.63,5.79032187e-04
3.64,5.79032187e-04
3.65,5.79032187e-04
3.66,5.79032187e-04
3.67,5.79032187e-04
3.68,5.79032187e-04
3.69,5.79032187e-04
3.70,5.79032187e-04
3.71,5.79032187e-04
3.72,5.79032187e-04
3.73,5.79032187e-04
3.74,5.79032187e-04
3.75,5.79032187e-04
3.76,5.79032187e-04
3.77,5.79032187e-04
3.78,5.79032187e-04
3.79,5.79032187e-04
3.80,5.79032187e-04
3.81,5.79032187e-04
3.82,5.79032187e-04
3.83,5.79032187e-04
3.84,5.79032187e-04
3.85,5.79032187e-04
3.86,5.79032187e-04
3.87,5.79032187e-04
3.88,5.79032187e-04
3.89,5.79032187e-04
3.90,5.79032187e-04
3.91,5.79032187e-04
3.92,5.79032187e-04
3.93,5.79032187e-04
3.94,5.79032187e-04
3.95,5.79032187e-04
3.96,5.79032187e-04
3.97,5.79032187e-04
3.98,5.79032187e-04
3.99,5.79032187e-04
4.00,5.79032187e-04
4.01,5.79032187e-04
4.02,5.79032187e-04
4.03,5.79032187e-04
4.04,5.79032187e-04
4.05,5.79032187e-04
4.06,5.79032187e-04
4.07,5.79032187e-04
4.08,5.79032187e-04
4.09,5.79032187e-04
4.10,5.79032187e-04
4.11,5.79032187e-04
4.12,5.79032187e-04
4.13,5.79032187e-04
4.14,5.79032187e-04
4.15,5.79032187e-04
4.16,5.79032187e-04
4.17,5.79032187e-04
4.18,5.79032187e-04
4.19,5.79032187e-04
4.20,5.79032187e-04
4.21,5.79032187e-04
4.22,5.79032187e-04
4.23,5.79032187e-04
4.24,5.79032187e-04
4.25,5.79032187e-04
4.26,5.79032187e-04
4.27,5.79032187e-04
4.28,5.79032187e-04
4.29,5.79032187e-04
4.30,5.79032187e-04
4.31,5.79032187e-04
4.32,5.79032187e-04
4.33,5.79032187e-04
4.34,5.79032187e-04
4.35,5.79032187e-04
4.36,5.79032187e-04
4.37,5.79032187e-04
4.38,5.79032187e-04
4.39,5.79032187e-04
4.40,5.79032187e-04
4.41,5.79032187e-04
4.42,5.79032187e-04
4.43,5.79032187e-04
4.44,5.79032187e-04
4.45,5.79032187e-04
4.46,5.79032187e-04
4.47,5.79032187e-04
4.48,5.79032187e-04
4.49,5.79032187e-04
4.50,5.79032187e-04
4.51,5.79032187e-04
4.52,5.79032187e-04
4.53,5.79032187e-04
4.54,5.79032187e-04
4.55,5.79032187e-04
4.56,5.79032187e-04
4.57,5.79032187e-04
4.58,5.79032187e-04
4.59,5.79032187e-04
4.60,5.79032187e-04
4.61,5.79032187e-04
4.62,5.79032187e-04
4.63,5.79032187e-04
4.64,5.79032187e-04
4.65,5.79032187e-04
4.66,5.79032187e-04
4.67,5.79032187e-04
4.68,5.79032187e-04
4.69,5.79032187e-04
4.70,5.79032187e-04
4.71,5.79032187e-04
4.72,5.79032187e-04
4.73,5.79032187e-04
4.74,5.79032187e-04
4.75,5.79032187e-04
4.76,5.79032187e-04
4.77,5.79032187e-04
4.78,5.79032187e-04
4.79,5.79032187e-04
4.80,5.79032187e-04
4.81,5.79032187e-04
4.82,5.79032187e-04
4.83,5.79032187e-04
4.84,5.79032187e-04
4.85,5.79032187e-04
4.86,5.79032187e-04
4.87,5.79032187e-04
4.88,5.79032187e-04
4.89,5.79032187e-04
4.90,5.79032187e-04
4.91,5.79032187e-04
4.92,5.79032187e-04
4.93,5.79032187e-04
4.94,5.79032187e-04
4.95,5.79032187e-04
4.96,5.79032187e-04
4.97,5.79032187e-04
4.98,5.79032187e-04
4.99,5.79032187e-04
5.00,5.79032187e-04
5.01,5.79032187e-04
5.02,5.79032187e-04
5.03,5.79032187e-04
5.04,5.79032187e-04
5.05,5.79032187e-04
5.06,5.79032187e-04
5.07,5.79032187e-04
5.08,5.79032187e-04
5.09,5.79032187e-04
5.10,5.79032187e-04
5.11,5.79032187e-04
5.12,5.79032187e-04
5.13,5.79032187e-04
5.14,5.79032187e-04
5.15,5.79032187e-04
5.16,5.79032187e-04
5.17,5.79032187e-04
5.18,5.79032187e-04
5.19,5.79032187e-04
5.20,5.79032187e-04
5.21,5.79032187e-04
5.22,5.79032187e-04
5.23,5.79032187e-04
5.24,5.79032187e-04
5.25,5.79032187e-04
5.26,5.79032187e-04
5.27,5.79032187e-04
5.28,5.79032187e-04
5.29,5.79032187e-04
5.30,5.79032187e-04
5.31,5.79032187e-04
5.32,5.79032187e-04
5.33,5.79032187e-04
5.34,5.79032187e-04
5.35,5.79032187e-04
5.36,5.79032187e-04
5.37,5.79032187e-04
5.38,5.79032187e-04
5.39,5.79032187e-04
5.40,5.79032187e-04
5.41,5.79032187e-04
5.42,5.79032187e-04
5.43,5.79032187e-04
5.44,5.79032187e-04
5.45,5.79032187e-04
5.46,5.79032187e-04
5.47,5.79032187e-04
5.48,5.79032187e-04
5.49,5.79032187e-04
5.50,5.79032187e-04
5.51,5.79032187e-04
5.52,5.79032187e-04
5.53,5.79032187e-04
5.54,5.79032187e-04
5.55,5.79032187e-04
5.56,5.79032187e-04
5.57,5.79032187e-04
5.58,5.79032187e-04
5.59,5.79032187e-04
5.60,5.79032187e-04
5.61,5.79032187e-04
5.62,5.79032187e-04
5.63,5.79032187e-04
5.64,5.79032187e-04
5.65,5.79032187e-04
5.66,5.79032187e-04
5.67,5.79032187e-04
5.68,5.79032187e-04
5.69,5.79032187e-04
5.70,5.79032187e-04
5.71,5.79032187e-04
5.72,5.79032187e-04
5.73,5.79032187e-04
5.74,5.79032187e-04
5.75,5.79032187e-04
5.76,5.79032187e-04
5.77,5.79032187e-04
5.78,5.79032187e-04
5.79,5.79032187e-04
5.80,5.79032187e-04
5.81,5.79032187e-04
5.82,5.79032187e-04
5.83,5.79032187e-04
5.84,5.79032187e-04
5.85,5.79032187e-04
5.86,5.79032187e-04
5.87,5.79032187e-04
5.88,5.79032187e-04
5.89,5.79032187e-04
5.90,5.79032187e-04
5.91,5.79032187e-04
5.92,5.79032187e-04
5.93,5.79032187e-04
5.94,5.79032187e-04
5.95,5.79032187e-04
5.96,5.79032187e-04
5.97,5.79032187e-04
5.98,5.79032187e-04
5.99,5.79032187e-04
6.00,5.79032187e-04
6.01,5.79032187e-04
6.02,5.79032187e-04
6.03,5.79032187e-04
6.04,5.79032187e-04
6.05,5.79032187e-04
6.06,5.79032187e-04
6.07,5.79032187e-04
6.08,5.79032187e-04
6.09,5.79032187e-04
6.10,5.79032187e-04
6.11,5.79032187e-04
6.12,5.79032187e-04
6.13,5.79032187e-04
6.14,5.79032187e-04
6.15,5.79032187e-04
6.16,5.79032187e-04
6.17,5.79032187e-04
6.18,5.79032187e-04
6.19,5.79032187e-04
6.20,5.79032187e-04
6.21,5.79032187e-04
6.22,5.79032187e-04
6.23,5.79032187e-04
6.24,5.79032187e-04
6.25,5.79032187e-04
6.26,5.79032187e-04
6.27,5.79032187e-04
6.28,5.79032187e-04
6.29,5.79032187e-04
6.30,5.79032187e-04
6.31,5.79032187e-04
6.32,5.79032187e-04
6.33,5.79032187e-04
6.34,5.79032187e-04
6.35,5.79032187e-04
6.36,5.79032187e-04
6.37,5.79032187e-04
6.38,5.79032187e-04
6.39,5.79032187e-04
6.40,5.79032187e-04
6.41,5.79032187e-04
6.42,5.79032187e-04
6.43,5.79032187e-04
6.44,5.79032187e-04
6.45,5.79032187e-04
6.46,5.79032187e-04
6.47,5.79032187e-04
6.48,5.79032187e-04
6.49,5.79032187e-04
6.50,5.79032187e-04
6.51,5.79032187e-04
6.52,5.79032187e-04
6.53,5.79032187e-04
6.54,5.79032187e-04
6.55,5.79032187e-04
6.56,5.79032187e-04
6.57,5.79032187e-04
6.58,5.79032187e-04
6.59,5.79032187e-04
6.60,5.79032187e-04
6.61,5.79032187e-04
6.62,5.79032187e-04
6.63,5.79032187e-04
6.64,5.79032187e-04
6.65,5.79032187e-04
6.66,5.79032187e-04
6.67,5.79032187e-04
6.68,5.79032187e-04
6.69,5.79032187e-04
6.70,5.79032187e-04
6.71,5.79032187e-04
6.72,5.79032187e-04
6.73,5.79032187e-04
6.74,5.79032187e-04
6.75,5.79032187e-04
6.76,5.79032187e-04
6.77,5.79032187e-04
6.78,5.79032187e-04
6.79,5.79032187e-04
6.80,5.79032187e-04
6.81,5.79032187e-04
6.82,5.79032187e-04
6.83,5.79032187e-04
6.84,5.79032187e-04
6.85,5.79032187e-04
6.86,5.79032187e-04
6.87,5.79032187e-04
6.88,5.79032187e-04
6.89,5.79032187e-04
6.90,5.79032187e-04
6.91,5.79032187e-04
6.92,5.79032187e-04
6.93,5.79032187e-04
6.94,5.79032187e-04
6.95,5.79032187e-04
6.96,5.79032187e-04
6.97,5.79032187e-04
6.98,5.79032187e-04
6.99,5.79032187e-04
7.00,5.79032187e-04
7.01,5.79032187e-04
7.02,5.79032187e-04
7.03,5.79032187e-04
7.04,5.79032187e-04
7.05,5.79032187e-04
7.06,5.79032187e-04
7.07,5.79032187e-04
7.08,5.79032187e-04
7.09,5.79032187e-04
7.10,5.79032187e-04
7.11,5.79032187e-04
7.12,5.79032187e-04
7.13,5.79032187e-04
7.14,5.79032187e-04
7.15,5.79032187e-04
7.16,5.79032187e-04
7.17,5.79032187e-04
7.18,5.79032187e-04
7.19,5.79032187e-04
7.20,5.79032187e-04
7.21,5.79032187e-04
7.22,5.79032187e-04
7.23,5.79032187e-04
7.24,5.79032187e-04
7.25,5.79032187e-04
7.26,5.79032187e-04
7.27,5.79032187e-04
7.28,5.79032187e-04
7.29,5.79032187e-04
7.30,5.79032187e-04
7.31,5.79032187e-04
7.32,5.79032187e-04
7.33,5.79032187e-04
7.34,5.79032187e-04
7.35,5.79032187e-04
7.36,5.79032187e-04
7.37,5.79032187e-04
7.38,5.79032187e-04
7.39,5.79032187e-04
7.40,5.79032187e-04
7.41,5.79032187e-04
7.42,5.79032187e-04
7.43,5.79032187e-04
7.44,5.79032187e-04
7.45,5.79032187e-04
7.46,5.79032187e-04
7.47,5.79032187e-04
7.48,5.79032187e-04
7.49,5.79032187e-04
7.50,5.79032187e-04
7.51,5.79032187e-04
7.52,5.79032187e-04
7.53,5.79032187e-04
7.54,5.79032187e-04
7.55,5.79032187e-04
7.56,5.79032187e-04
7.57,5.79032187e-04
7.58,5.79032187e-04
7.59,5.79032187e-04
7.60,5.79032187e-04
7.61,5.79032187e-04
7.62,5.79032187e-04
7.63,5.79032187e-04
7.64,5.79032187e-04
7.65,5.79032187e-04
7.66,5.79032187e-04
7.67,5.79032187e-04
7.68,5.79032187e-04
7.69,5.79032187e-04
7.70,5.79032187e-04
7.71,5.79032187e-04
7.72,5.79032187e-04
7.73,5.79032187e-04
7.74,5.79032187e-04
7.75,5.79032187e-04
7.76,5.79032187e-04
7.77,5.79032187e-04
7.78,5.79032187e-04
7.79,5.79032187e-04
7.80,5.79032187e-04
7.81,5.79032187e-04
7.82,5.79032187e-04
7.83,5.79032187e-04
7.84,5.79032187e-04
7.85,5.79032187e-04
7.86,5.79032187e-04
7.87,5.79032187e-04
7.88,5.79032187e-04
7.89,5.79032187e-04
7.90,5.79032187e-04
7.91,5.79032187e-04
7.92,5.79032187e-04
7.93,5.79032187e-04
7.94,5.79032187e-04
7.95,5.79032187e-04
7.96,5.79032187e-04
7.97,5.79032187e-04
7.98,5.79032187e-04
7.99,5.79032187e-04
8.00,5.79032187e-04
8.01,5.79032187e-04
8.02,5.79032187e-04
8.03,5.79032187e-04
8.04,5.79032187e-04
8.05,5.79032187e-04
8.06,5.79032187e-04
8.07,5.79032187e-04
8.08,5.79032187e-04
8.09,5.79032187e-04
8.10,5.79032187e-04
8.11,5.79032187e-04
8.12,5.79032187e-04
8.13,5.79032187e-04
8.14,5.79032187e-04
8.15,5.79032187e-04
8.16,5.79032187e-04
8.17,5.79032187e-04
8.18,5.79032187e-04
8.19,5.79032187e-04
8.20,5.79032187e-04
8.21,5.79032187e-04
8.22,5.79032187e-04
8.23,5.79032187e-04
8.24,5.79032187e-04
8.25,5.79032187e-04
8.26,5.79032187e-04
8.27,5.79032187e-04
8.28,5.79032187e-04
8.29,5.79032187e-04
8.30,5.79032187e-04
8.31,5.79032187e-04
8.32,5.79032187e-04
8.33,5.79032187e-04
8.34,5.79032187e-04
8.35,5.79032187e-04
8.36,5.79032187e-04
8.37,5.79032187e-04
8.38,5.79032187e-04
8.39,5.79032187e-04
8.40,5.79032187e-04
8.41,5.79032187e-04
8.42,5.79032187e-04
8.43,5.79032187e-04
8.44,5.79032187e-04
8.45,5.79032187e-04
8.46,5.79032187e-04
8.47,5.79032187e-04
8.48,5.79032187e-04
8.49,5.79032187e-04
8.50,5.79032187e-04
8.51,5.79032187e-04
8.52,5.79032187e-04
8.53,5.79032187e-04
8.54,5.79032187e-04
8.55,5.79032187e-04
8.56,5.79032187e-04
8.57,5.79032187e-04
8.58,5.79032187e-04
8.59,5.79032187e-04
8.60,5.79032187e-04
8.61,5.79032187e-04
8.62,5.79032187e-04
8.63,5.79032187e-04
8.64,5.79032187e-04
8.65,5.79032187e-04
8.66,5.79032187e-04
8.67,5.79032187e-04
8.68,5.79032187e-04
8.69,5.79032187e-04
8.70,5.79032187e-04
8.71,5.79032187e-04
8.72,5.79032187e-04
8.73,5.79032187e-04
8.74,5.79032187e-04
8.75,5.79032187e-04
8.76,5.79032187e-04
8.77,5.79032187e-04
8.78,5.79032187e-04
8.79,5.79032187e-04
8.80,5.79032187e-04
8.81,5.79032187e-04
8.82,5.79032187e-04
8.83,5.79032187e-04
8.84,5.79032187e-04
8.85,5.79032187e-04
8.86,5.79032187e-04
8.87,5.79032187e-04
8.88,5.79032187e-04
8.89,5.79032187e-04
8.90,5.79032187e-04
8.91,5.79032187e-04
8.92,5.79032187e-04
8.93,5.79032187e-04
8.94,5.79032187e-04
8.95,5.79032187e-04
8.96,5.79032187e-04
8.97,5.79032187e-04
8.98,5.79032187e-04
8.99,5.79032187e-04
9.00,5.79032187e-04
9.01,5.79032187e-04
9.02,5.79032187e-04
9.03,5.79032187e-04
9.04,5.79032187e-04
9.05,5.79032187e-04
9.06,5.79032187e-04
9.07,5.79032187e-04
9.08,5.79032187e-04
9.09,5.79032187e-04
9.10,5.79032187e-04
9.11,5.79032187e-04
9.12,5.79032187e-04
9.13,5.79032187e-04
9.14,5.79032187e-04
9.15,5.79032187e-04
9.16,5.79032187e-04
9.17,5.79032187e-04
9.18,5.79032187e-04
9.19,5.79032187e-04
9.20,5.79032187e-04
9.21,5.79032187e-04
9.22,5.79032187e-04
9.23,5.79032187e-04
9.24,5.79032187e-04
9.25,5.79032187e-04
9.26,5.79032187e-04
9.27,5.79032187e-04
9.28,5.79032187e-04
9.29,5.79032187e-04
9.30,5.79032187e-04
9.31,5.79032187e-04
9.32,5.79032187e-04
9.33,5.79032187e-04
9.34,5.79032187e-04
9.35,5.79032187e-04
9.36,5.79032187e-04
9.37,5.79032187e-04
9.38,5.79032187e-04
9.39,5.79032187e-04
9.40,5.79032187e-04
9.41,5.79032187e-04
9.42,5.79032187e-04
9.43,5.79032187e-04
9.44,5.79032187e-04
9.45,5.79032187e-04
9.46,5.79032187e-04
9.47,5.79032187e-04
9.48,5.79032187e-04
9.49,5.79032187e-04
9.50,5.79032187e-04
9.51,5.79032187e-04
9.52,5.79032187e-04
9.53,5.79032187e-04
9.54,5.79032187e-04
9.55,5.79032187e-04
9.56,5.79032187e-04
9.57,5.79032187e-04
9.58,5.79032187e-04
9.59,5.79032187e-04
9.60,5.79032187e-04
9.61,5.79032187e-04
9.62,5.79032187e-04
9.63,5.79032187e-04
9.64,5.79032187e-04
9.65,5.79032187e-04
9.66,5.79032187e-04
9.67,5.79032187e-04
9.68,5.79032187e-04
9.69,5.79032187e-04
9.70,5.79032187e-04
9.71,5.79032187e-04
9.72,5.79032187e-04
9.73,5.79032187e-04
9.74,5.79032187e-04
9.75,5.79032187e-04
9.76,5.79032187e-04
9.77,5.79032187e-04
9.78,5.79032187e-04
9.79,5.79032187e-04
9.80,5.79032187e-04
9.81,5.79032187e-04
9.82,5.79032187e-04
9.83,5.79032187e-04
9.84,5.79032187e-04
9.85,5.79032187e-04
9.86,5.79032187e-04
9.87,5.79032187e-04
9.88,5.79032187e-04
9.89,5.79032187e-04
9.90,5.79032187e-04
9.91,5.79032187e-04
9.92,5.79032187e-04
9.93,5.79032187e-04
9.94,5.79032187e-04
9.95,5.79032187e-04
9.96,5.79032187e-04
9.97,5.79032187e-04
9.98,5.79032187e-04
9.99,5.79032187e-04
10.00,5.79032187e-04
10.01,5.79032187e-04
10.02,5.79032187e-04
10.03,5.79032187e-04
10.04,5.79032187e-04
10.05,5.79032187e-04
10.06,5.79032187e-04
10.07,5.79032187e-04
10.08,5.79032187e-04
10.09,5.79032187e-04
10.10,5.79032187e-04
10.11,5.79032187e-04
10.12,5.79032187e-04
10.13,5.79032187e-04
10.14,5.79032187e-04
10.15,5.79032187e-04
10.16,5.79032187e-04
10.17,5.79032187e-04
10.18,5.79032187e-04
10.19,5.79032187e-04
10.20,5.79032187e-04
10.21,5.79032187e-04
10.22,5.79032187e-04
10.23,5.79032187e-04
10.24,5.79032187e-04
10.25,5.79032187e-04
10.26,5.79032187e-04
10.27,5.79032187e-04
10.28,5.79032187e-04
10.29,5.79032187e-04
10.30,5.79032187e-04
10.31,5.79032187e-04
10.32,5.79032187e-04
10.33,5.79032187e-04
10.34,5.79032187e-04
10.35,5.79032187e-04
10.36,5.79032187e-04
10.37,5.79032187e-04
10.38,5.79032187e-04
10.39,5.79032187e-04
10.40,5.79032187e-04
10.41,5.79032187e-04
10.42,5.79032187e-04
10.43,5.79032187e-04
10.44,5.79032187e-04
10.45,5.79032187e-04
10.46,5.79032187e-04
10.47,5.79032187e-04
10.48,5.79032187e-04
10.49,5.79032187e-04
10.50,5.79032187e-04
10.51,5.79032187e-04
10.52,5.79032187e-04
10.53,5.79032187e-04
10.54,5.79032187e-04
10.55,5.79032187e-04
10.56,5.79032187e-04
10.57,5.79032187e-04
10.58,5.79032187e-04
10.59,5.79032187e-04
10.60,5.79032187e-04
10.61,5.79032187e-04
10.62,5.79032187e-04
10.63,5.79032187e-04
10.64,5.79032187e-04
10.65,5.79032187e-04
10.66,5.79032187e-04
10.67,5.79032187e-04
10.68,5.79032187e-04
10.69,5.79032187e-04
10.70,5.79032187e-04
10.71,5.79032187e-04
10.72,5.79032187e-04
10.73,5.79032187e-04
