Angle(deg),BER_Bound_Eq70
10.73,1.15511810e-05
10.74,1.14905381e-05
10.75,1.14302764e-05
10.76,1.13703931e-05
10.77,1.13108855e-05
10.78,1.12517509e-05
10.79,1.11929865e-05
10.80,1.11345898e-05
10.81,1.10765579e-05
10.82,1.10188883e-05
10.83,1.09615784e-05
10.84,1.09046256e-05
10.85,1.08480273e-05
10.86,1.07917810e-05
10.87,1.07358840e-05
10.88,1.06803340e-05
10.89,1.06251284e-05
10.90,1.05702648e-05
10.91,1.05157407e-05
10.92,1.04615537e-05
10.93,1.04077013e-05
10.94,1.03541813e-05
10.95,1.03009911e-05
10.96,1.02481285e-05
10.97,1.01955911e-05
10.98,1.01433767e-05
10.99,1.00914828e-05
11.00,1.00399073e-05
11.01,9.98864791e-06
11.02,9.93770234e-06
11.03,9.88706839e-06
11.04,9.83674387e-06
11.05,9.78672657e-06
11.06,9.73701434e-06
11.07,9.68760501e-06
11.08,9.63849647e-06
11.09,9.58968658e-06
11.10,9.54117325e-06
11.11,9.49295439e-06
11.12,9.44502794e-06
11.13,9.39739184e-06
11.14,9.35004406e-06
11.15,9.30298259e-06
11.16,9.25620541e-06
11.17,9.20971055e-06
11.18,9.16349603e-06
11.19,9.11755989e-06
11.20,9.07190020e-06
11.21,9.02651503e-06
11.22,8.98140248e-06
11.23,8.93656064e-06
11.24,8.89198764e-06
11.25,8.84768161e-06
11.26,8.80364070e-06
11.27,8.75986308e-06
11.28,8.71634693e-06
11.29,8.67309044e-06
11.30,8.63009181e-06
11.31,8.58734927e-06
11.32,8.54486106e-06
11.33,8.50262541e-06
11.34,8.46064060e-06
11.35,8.41890490e-06
11.36,8.37741660e-06
11.37,8.33617401e-06
11.38,8.29517543e-06
11.39,8.25441920e-06
11.40,8.21390365e-06
11.41,8.17362716e-06
11.42,8.13358807e-06
11.43,8.09378478e-06
11.44,8.05421567e-06
11.45,8.01487915e-06
11.46,7.97577364e-06
11.47,7.93689756e-06
11.48,7.89824937e-06
11.49,7.85982750e-06
11.50,7.82163044e-06
11.51,7.78365665e-06
11.52,7.74590463e-06
11.53,7.70837287e-06
11.54,7.67105989e-06
11.55,7.63396420e-06
11.56,7.59708436e-06
11.57,7.56041889e-06
11.58,7.52396637e-06
11.59,7.48772535e-06
11.60,7.45169442e-06
11.61,7.41587216e-06
11.62,7.38025718e-06
11.63,7.34484809e-06
11.64,7.30964351e-06
11.65,7.27464206e-06
11.66,7.23984240e-06
11.67,7.20524318e-06
11.68,7.17084306e-06
11.69,7.13664071e-06
11.70,7.10263482e-06
11.71,7.06882407e-06
11.72,7.03520718e-06
11.73,7.00178285e-06
11.74,6.96854981e-06
11.75,6.93550678e-06
11.76,6.90265252e-06
11.77,6.86998577e-06
11.78,6.83750529e-06
11.79,6.80520985e-06
11.80,6.77309823e-06
11.81,6.74116922e-06
11.82,6.70942161e-06
11.83,6.67785422e-06
11.84,6.64646585e-06
11.85,6.61525533e-06
11.86,6.58422149e-06
11.87,6.55336318e-06
11.88,6.52267923e-06
11.89,6.49216852e-06
11.90,6.46182991e-06
11.91,6.43166227e-06
11.92,6.40166448e-06
11.93,6.37183545e-06
11.94,6.34217406e-06
11.95,6.31267923e-06
11.96,6.28334987e-06
11.97,6.25418491e-06
11.98,6.22518328e-06
11.99,6.19634392e-06
12.00,6.16766577e-06
12.01,6.13914779e-06
12.02,6.11078895e-06
12.03,6.08258822e-06
12.04,6.05454457e-06
12.05,6.02665699e-06
12.06,5.99892447e-06
12.07,5.97134602e-06
12.08,5.94392064e-06
12.09,5.91664735e-06
12.10,5.88952516e-06
12.11,5.86255312e-06
12.12,5.83573025e-06
12.13,5.80905559e-06
12.14,5.78252821e-06
12.15,5.75614715e-06
12.16,5.72991148e-06
12.17,5.70382028e-06
12.18,5.67787261e-06
12.19,5.65206757e-06
12.20,5.62640424e-06
12.21,5.60088173e-06
12.22,5.57549913e-06
12.23,5.55025556e-06
12.24,5.52515013e-06
12.25,5.50018197e-06
12.26,5.47535020e-06
12.27,5.45065397e-06
12.28,5.42609241e-06
12.29,5.40166468e-06
12.30,5.37736992e-06
12.31,5.35320730e-06
12.32,5.32917599e-06
12.33,5.30527515e-06
12.34,5.28150397e-06
12.35,5.25786162e-06
12.36,5.23434731e-06
12.37,5.21096022e-06
12.38,5.18769955e-06
12.39,5.16456452e-06
12.40,5.14155434e-06
12.41,5.11866822e-06
12.42,5.09590539e-06
12.43,5.07326508e-06
12.44,5.05074652e-06
12.45,5.02834896e-06
12.46,5.00607164e-06
12.47,4.98391380e-06
12.48,4.96187471e-06
12.49,4.93995363e-06
12.50,4.91814983e-06
12.51,4.89646257e-06
12.52,4.87489114e-06
12.53,4.85343482e-06
12.54,4.83209288e-06
12.55,4.81086464e-06
12.56,4.78974937e-06
12.57,4.76874640e-06
12.58,4.74785501e-06
12.59,4.72707453e-06
12.60,4.70640427e-06
12.61,4.68584355e-06
12.62,4.66539171e-06
12.63,4.64504806e-06
12.64,4.62481194e-06
12.65,4.60468271e-06
12.66,4.58465969e-06
12.67,4.56474224e-06
12.68,4.54492971e-06
12.69,4.52522147e-06
12.70,4.50561687e-06
12.71,4.48611528e-06
12.72,4.46671608e-06
12.73,4.44741864e-06
12.74,4.42822233e-06
12.75,4.40912655e-06
12.76,4.39013069e-06
12.77,4.37123413e-06
12.78,4.35243627e-06
12.79,4.33373652e-06
12.80,4.31513428e-06
12.81,4.29662895e-06
12.82,4.27821996e-06
12.83,4.25990673e-06
12.84,4.24168866e-06
12.85,4.22356520e-06
12.86,4.20553576e-06
12.87,4.18759978e-06
12.88,4.16975670e-06
12.89,4.15200596e-06
12.90,4.13434701e-06
12.91,4.11677929e-06
12.92,4.09930226e-06
12.93,4.08191537e-06
12.94,4.06461808e-06
12.95,4.04740986e-06
12.96,4.03029017e-06
12.97,4.01325848e-06
12.98,3.99631428e-06
12.99,3.97945703e-06
13.00,3.96268622e-06
13.01,3.94600133e-06
13.02,3.92940186e-06
13.03,3.91288729e-06
13.04,3.89645712e-06
13.05,3.88011084e-06
13.06,3.86384797e-06
13.07,3.84766801e-06
13.08,3.83157046e-06
13.09,3.81555483e-06
13.10,3.79962065e-06
13.11,3.78376744e-06
13.12,3.76799470e-06
13.13,3.75230198e-06
13.14,3.73668879e-06
13.15,3.72115467e-06
13.16,3.70569915e-06
13.17,3.69032178e-06
13.18,3.67502209e-06
13.19,3.65979962e-06
13.20,3.64465393e-06
13.21,3.62958455e-06
13.22,3.61459106e-06
13.23,3.59967300e-06
13.24,3.58482992e-06
13.25,3.57006140e-06
13.26,3.55536700e-06
13.27,3.54074628e-06
13.28,3.52619882e-06
13.29,3.51172419e-06
13.30,3.49732196e-06
13.31,3.48299171e-06
13.32,3.46873303e-06
13.33,3.45454550e-06
13.34,3.44042871e-06
13.35,3.42638225e-06
13.36,3.41240570e-06
13.37,3.39849867e-06
13.38,3.38466076e-06
13.39,3.37089155e-06
13.40,3.35719067e-06
13.41,3.34355770e-06
13.42,3.32999227e-06
13.43,3.31649398e-06
13.44,3.30306245e-06
13.45,3.28969729e-06
13.46,3.27639812e-06
13.47,3.26316456e-06
13.48,3.24999624e-06
13.49,3.23689277e-06
13.50,3.22385380e-06
13.51,3.21087895e-06
13.52,3.19796785e-06
13.53,3.18512014e-06
13.54,3.17233546e-06
13.55,3.15961344e-06
13.56,3.14695374e-06
13.57,3.13435599e-06
13.58,3.12181984e-06
13.59,3.10934495e-06
13.60,3.09693096e-06
13.61,3.08457753e-06
13.62,3.07228431e-06
13.63,3.06005097e-06
13.64,3.04787715e-06
13.65,3.03576254e-06
13.66,3.02370679e-06
13.67,3.01170957e-06
13.68,2.99977054e-06
13.69,2.98788939e-06
13.70,2.97606578e-06
13.71,2.96429938e-06
13.72,2.95258989e-06
13.73,2.94093697e-06
13.74,2.92934031e-06
13.75,2.91779959e-06
13.76,2.90631451e-06
13.77,2.89488473e-06
13.78,2.88350997e-06
13.79,2.87218990e-06
13.80,2.86092423e-06
13.81,2.84971264e-06
13.82,2.83855484e-06
13.83,2.82745053e-06
13.84,2.81639940e-06
13.85,2.80540116e-06
13.86,2.79445552e-06
13.87,2.78356218e-06
13.88,2.77272085e-06
13.89,2.76193125e-06
13.90,2.75119308e-06
13.91,2.74050607e-06
13.92,2.72986991e-06
13.93,2.71928435e-06
13.94,2.70874909e-06
13.95,2.69826385e-06
13.96,2.68782837e-06
13.97,2.67744236e-06
13.98,2.66710555e-06
13.99,2.65681767e-06
14.00,2.64657846e-06
14.01,2.63638763e-06
14.02,2.62624494e-06
14.03,2.61615010e-06
14.04,2.60610287e-06
14.05,2.59610297e-06
14.06,2.58615015e-06
14.07,2.57624414e-06
14.08,2.56638471e-06
14.09,2.55657158e-06
14.10,2.54680450e-06
14.11,2.53708323e-06
14.12,2.52740751e-06
14.13,2.51777710e-06
14.14,2.50819174e-06
14.15,2.49865119e-06
14.16,2.48915522e-06
14.17,2.47970356e-06
14.18,2.47029599e-06
14.19,2.46093227e-06
14.20,2.45161215e-06
14.21,2.44233541e-06
14.22,2.43310180e-06
14.23,2.42391109e-06
14.24,2.41476304e-06
14.25,2.40565744e-06
14.26,2.39659405e-06
14.27,2.38757263e-06
14.28,2.37859298e-06
14.29,2.36965485e-06
14.30,2.36075802e-06
14.31,2.35190228e-06
14.32,2.34308740e-06
14.33,2.33431317e-06
14.34,2.32557936e-06
14.35,2.31688575e-06
14.36,2.30823214e-06
14.37,2.29961830e-06
14.38,2.29104402e-06
14.39,2.28250910e-06
14.40,2.27401332e-06
14.41,2.26555648e-06
14.42,2.25713835e-06
14.43,2.24875875e-06
14.44,2.24041745e-06
14.45,2.23211427e-06
14.46,2.22384899e-06
14.47,2.21562141e-06
14.48,2.20743134e-06
14.49,2.19927857e-06
14.50,2.19116291e-06
14.51,2.18308415e-06
14.52,2.17504211e-06
14.53,2.16703659e-06
14.54,2.15906739e-06
14.55,2.15113433e-06
14.56,2.14323721e-06
14.57,2.13537584e-06
14.58,2.12755003e-06
14.59,2.11975960e-06
14.60,2.11200436e-06
14.61,2.10428412e-06
14.62,2.09659871e-06
14.63,2.08894793e-06
14.64,2.08133161e-06
14.65,2.07374956e-06
14.66,2.06620160e-06
14.67,2.05868756e-06
14.68,2.05120726e-06
14.69,2.04376052e-06
14.70,2.03634716e-06
14.71,2.02896702e-06
14.72,2.02161991e-06
14.73,2.01430567e-06
14.74,2.00702412e-06
14.75,1.99977510e-06
14.76,1.99255842e-06
14.77,1.98537394e-06
14.78,1.97822147e-06
14.79,1.97110085e-06
14.80,1.96401192e-06
14.81,1.95695451e-06
14.82,1.94992846e-06
14.83,1.94293360e-06
14.84,1.93596978e-06
14.85,1.92903683e-06
14.86,1.92213459e-06
14.87,1.91526291e-06
14.88,1.90842163e-06
14.89,1.90161058e-06
14.90,1.89482963e-06
14.91,1.88807860e-06
14.92,1.88135734e-06
14.93,1.87466571e-06
14.94,1.86800354e-06
14.95,1.86137070e-06
14.96,1.85476702e-06
14.97,1.84819236e-06
14.98,1.84164657e-06
14.99,1.83512950e-06
15.00,1.82864101e-06
15.01,1.82218094e-06
15.02,1.81574916e-06
15.03,1.80934551e-06
15.04,1.80296986e-06
15.05,1.79662206e-06
15.06,1.79030197e-06
15.07,1.78400945e-06
15.08,1.77774436e-06
15.09,1.77150656e-06
15.10,1.76529590e-06
15.11,1.75911226e-06
15.12,1.75295549e-06
15.13,1.74682547e-06
15.14,1.74072204e-06
15.15,1.73464508e-06
15.16,1.72859446e-06
15.17,1.72257004e-06
15.18,1.71657169e-06
15.19,1.71059927e-06
15.20,1.70465266e-06
15.21,1.69873173e-06
15.22,1.69283635e-06
15.23,1.68696638e-06
15.24,1.68112170e-06
15.25,1.67530218e-06
15.26,1.66950770e-06
15.27,1.66373814e-06
15.28,1.65799335e-06
15.29,1.65227323e-06
15.30,1.64657765e-06
15.31,1.64090648e-06
15.32,1.63525960e-06
15.33,1.62963690e-06
15.34,1.62403824e-06
15.35,1.61846351e-06
15.36,1.61291260e-06
15.37,1.60738538e-06
15.38,1.60188173e-06
15.39,1.59640154e-06
15.40,1.59094468e-06
15.41,1.58551106e-06
15.42,1.58010054e-06
15.43,1.57471301e-06
15.44,1.56934836e-06
15.45,1.56400648e-06
15.46,1.55868725e-06
15.47,1.55339056e-06
15.48,1.54811631e-06
15.49,1.54286437e-06
15.50,1.53763464e-06
15.51,1.53242700e-06
15.52,1.52724136e-06
15.53,1.52207760e-06
15.54,1.51693561e-06
15.55,1.51181528e-06
15.56,1.50671652e-06
15.57,1.50163921e-06
15.58,1.49658325e-06
15.59,1.49154853e-06
15.60,1.48653494e-06
15.61,1.48154240e-06
15.62,1.47657078e-06
15.63,1.47162000e-06
15.64,1.46668994e-06
15.65,1.46178051e-06
15.66,1.45689161e-06
15.67,1.45202312e-06
15.68,1.44717497e-06
15.69,1.44234704e-06
15.70,1.43753924e-06
15.71,1.43275147e-06
15.72,1.42798363e-06
15.73,1.42323562e-06
15.74,1.41850736e-06
15.75,1.41379873e-06
15.76,1.40910966e-06
15.77,1.40444004e-06
15.78,1.39978977e-06
15.79,1.39515877e-06
15.80,1.39054695e-06
15.81,1.38595420e-06
15.82,1.38138044e-06
15.83,1.37682557e-06
15.84,1.37228950e-06
15.85,1.36777215e-06
15.86,1.36327343e-06
15.87,1.35879323e-06
15.88,1.35433148e-06
15.89,1.34988808e-06
15.90,1.34546295e-06
15.91,1.34105600e-06
15.92,1.33666714e-06
15.93,1.33229629e-06
15.94,1.32794335e-06
15.95,1.32360825e-06
15.96,1.31929090e-06
15.97,1.31499121e-06
15.98,1.31070909e-06
15.99,1.30644447e-06
16.00,1.30219726e-06
16.01,1.29796738e-06
16.02,1.29375474e-06
16.03,1.28955927e-06
16.04,1.28538088e-06
16.05,1.28121948e-06
16.06,1.27707501e-06
16.07,1.27294737e-06
16.08,1.26883649e-06
16.09,1.26474230e-06
16.10,1.26066470e-06
16.11,1.25660362e-06
16.12,1.25255899e-06
16.13,1.24853072e-06
16.14,1.24451873e-06
16.15,1.24052296e-06
16.16,1.23654333e-06
16.17,1.23257975e-06
16.18,1.22863215e-06
16.19,1.22470046e-06
16.20,1.22078461e-06
16.21,1.21688451e-06
16.22,1.21300009e-06
16.23,1.20913129e-06
16.24,1.20527802e-06
16.25,1.20144021e-06
16.26,1.19761780e-06
16.27,1.19381070e-06
16.28,1.19001885e-06
16.29,1.18624218e-06
16.30,1.18248061e-06
16.31,1.17873407e-06
16.32,1.17500250e-06
16.33,1.17128583e-06
16.34,1.16758397e-06
16.35,1.16389687e-06
16.36,1.16022446e-06
16.37,1.15656667e-06
16.38,1.15292343e-06
16.39,1.14929467e-06
16.40,1.14568032e-06
16.41,1.14208033e-06
16.42,1.13849461e-06
16.43,1.13492311e-06
16.44,1.13136576e-06
16.45,1.12782249e-06
16.46,1.12429325e-06
16.47,1.12077795e-06
16.48,1.11727655e-06
16.49,1.11378897e-06
16.50,1.11031515e-06
16.51,1.10685503e-06
16.52,1.10340855e-06
16.53,1.09997563e-06
16.54,1.09655623e-06
16.55,1.09315027e-06
16.56,1.08975770e-06
16.57,1.08637846e-06
16.58,1.08301247e-06
16.59,1.07965969e-06
16.60,1.07632005e-06
16.61,1.07299349e-06
16.62,1.06967995e-06
16.63,1.06637938e-06
16.64,1.06309170e-06
16.65,1.05981687e-06
16.66,1.05655483e-06
16.67,1.05330551e-06
16.68,1.05006886e-06
16.69,1.04684482e-06
16.70,1.04363333e-06
16.71,1.04043434e-06
16.72,1.03724779e-06
16.73,1.03407362e-06
16.74,1.03091178e-06
16.75,1.02776221e-06
16.76,1.02462485e-06
16.77,1.02149965e-06
16.78,1.01838656e-06
16.79,1.01528551e-06
16.80,1.01219647e-06
16.81,1.00911936e-06
16.82,1.00605414e-06
16.83,1.00300075e-06
16.84,9.99959139e-07
16.85,9.96929256e-07
16.86,9.93911048e-07
16.87,9.90904460e-07
16.88,9.87909441e-07
16.89,9.84925939e-07
16.90,9.81953902e-07
16.91,9.78993278e-07
16.92,9.76044017e-07
16.93,9.73106067e-07
16.94,9.70179377e-07
16.95,9.67263897e-07
16.96,9.64359578e-07
16.97,9.61466368e-07
16.98,9.58584218e-07
16.99,9.55713079e-07
17.00,9.52852902e-07
17.01,9.50003638e-07
17.02,9.47165237e-07
17.03,9.44337653e-07
17.04,9.41520835e-07
17.05,9.38714738e-07
17.06,9.35919312e-07
17.07,9.33134510e-07
17.08,9.30360286e-07
17.09,9.27596592e-07
17.10,9.24843381e-07
17.11,9.22100607e-07
17.12,9.19368224e-07
17.13,9.16646186e-07
17.14,9.13934447e-07
17.15,9.11232962e-07
17.16,9.08541684e-07
17.17,9.05860570e-07
17.18,9.03189573e-07
17.19,9.00528651e-07
17.20,8.97877757e-07
17.21,8.95236848e-07
17.22,8.92605881e-07
17.23,8.89984810e-07
17.24,8.87373594e-07
17.25,8.84772188e-07
17.26,8.82180549e-07
17.27,8.79598635e-07
17.28,8.77026403e-07
17.29,8.74463810e-07
17.30,8.71910815e-07
17.31,8.69367375e-07
17.32,8.66833448e-07
17.33,8.64308994e-07
17.34,8.61793969e-07
17.35,8.59288335e-07
17.36,8.56792048e-07
17.37,8.54305069e-07
17.38,8.51827358e-07
17.39,8.49358873e-07
17.40,8.46899575e-07
17.41,8.44449423e-07
17.42,8.42008378e-07
17.43,8.39576401e-07
17.44,8.37153452e-07
17.45,8.34739492e-07
17.46,8.32334481e-07
17.47,8.29938382e-07
17.48,8.27551156e-07
17.49,8.25172763e-07
17.50,8.22803167e-07
17.51,8.20442329e-07
17.52,8.18090211e-07
17.53,8.15746775e-07
17.54,8.13411985e-07
17.55,8.11085803e-07
17.56,8.08768192e-07
17.57,8.06459114e-07
17.58,8.04158534e-07
17.59,8.01866415e-07
17.60,7.99582720e-07
17.61,7.97307414e-07
17.62,7.95040460e-07
17.63,7.92781822e-07
17.64,7.90531465e-07
17.65,7.88289354e-07
17.66,7.86055453e-07
17.67,7.83829727e-07
17.68,7.81612141e-07
17.69,7.79402661e-07
17.70,7.77201251e-07
17.71,7.75007878e-07
17.72,7.72822507e-07
17.73,7.70645104e-07
17.74,7.68475636e-07
17.75,7.66314067e-07
17.76,7.64160366e-07
17.77,7.62014498e-07
17.78,7.59876431e-07
17.79,7.57746130e-07
17.80,7.55623564e-07
17.81,7.53508699e-07
17.82,7.51401503e-07
17.83,7.49301943e-07
17.84,7.47209987e-07
17.85,7.45125604e-07
17.86,7.43048760e-07
17.87,7.40979425e-07
17.88,7.38917566e-07
17.89,7.36863152e-07
17.90,7.34816152e-07
17.91,7.32776534e-07
17.92,7.30744268e-07
17.93,7.28719322e-07
17.94,7.26701666e-07
17.95,7.24691269e-07
17.96,7.22688101e-07
17.97,7.20692131e-07
17.98,7.18703329e-07
17.99,7.16721666e-07
18.00,7.14747111e-07
18.01,7.12779635e-07
18.02,7.10819207e-07
18.03,7.08865800e-07
18.04,7.06919383e-07
18.05,7.04979927e-07
18.06,7.03047403e-07
18.07,7.01121782e-07
18.08,6.99203036e-07
18.09,6.97291136e-07
18.10,6.95386054e-07
18.11,6.93487760e-07
18.12,6.91596228e-07
18.13,6.89711429e-07
18.14,6.87833334e-07
18.15,6.85961917e-07
18.16,6.84097150e-07
18.17,6.82239005e-07
18.18,6.80387454e-07
18.19,6.78542471e-07
18.20,6.76704028e-07
18.21,6.74872099e-07
18.22,6.73046656e-07
18.23,6.71227673e-07
18.24,6.69415123e-07
18.25,6.67608980e-07
18.26,6.65809217e-07
18.27,6.64015808e-07
18.28,6.62228727e-07
18.29,6.60447948e-07
18.30,6.58673446e-07
18.31,6.56905193e-07
18.32,6.55143166e-07
18.33,6.53387338e-07
18.34,6.51637684e-07
18.35,6.49894178e-07
18.36,6.48156796e-07
18.37,6.46425513e-07
18.38,6.44700304e-07
18.39,6.42981143e-07
18.40,6.41268007e-07
18.41,6.39560870e-07
18.42,6.37859709e-07
18.43,6.36164498e-07
18.44,6.34475215e-07
18.45,6.32791834e-07
18.46,6.31114332e-07
18.47,6.29442686e-07
18.48,6.27776870e-07
18.49,6.26116862e-07
18.50,6.24462638e-07
18.51,6.22814174e-07
18.52,6.21171448e-07
18.53,6.19534436e-07
18.54,6.17903116e-07
18.55,6.16277463e-07
18.56,6.14657456e-07
18.57,6.13043071e-07
18.58,6.11434286e-07
18.59,6.09831079e-07
18.60,6.08233426e-07
18.61,6.06641307e-07
18.62,6.05054697e-07
18.63,6.03473576e-07
18.64,6.01897921e-07
18.65,6.00327711e-07
18.66,5.98762923e-07
18.67,5.97203536e-07
18.68,5.95649528e-07
18.69,5.94100878e-07
18.70,5.92557564e-07
18.71,5.91019565e-07
18.72,5.89486860e-07
18.73,5.87959428e-07
18.74,5.86437248e-07
18.75,5.84920299e-07
18.76,5.83408559e-07
18.77,5.81902009e-07
18.78,5.80400627e-07
18.79,5.78904394e-07
18.80,5.77413289e-07
18.81,5.75927290e-07
18.82,5.74446379e-07
18.83,5.72970536e-07
18.84,5.71499739e-07
18.85,5.70033969e-07
18.86,5.68573206e-07
18.87,5.67117431e-07
18.88,5.65666623e-07
18.89,5.64220764e-07
18.90,5.62779833e-07
18.91,5.61343812e-07
18.92,5.59912680e-07
18.93,5.58486419e-07
18.94,5.57065010e-07
18.95,5.55648433e-07
18.96,5.54236670e-07
18.97,5.52829701e-07
18.98,5.51427508e-07
18.99,5.50030073e-07
19.00,5.48637376e-07
19.01,5.47249399e-07
19.02,5.45866124e-07
19.03,5.44487532e-07
19.04,5.43113605e-07
19.05,5.41744325e-07
19.06,5.40379673e-07
19.07,5.39019632e-07
19.08,5.37664184e-07
19.09,5.36313311e-07
19.10,5.34966995e-07
19.11,5.33625218e-07
19.12,5.32287963e-07
19.13,5.30955213e-07
19.14,5.29626949e-07
19.15,5.28303155e-07
19.16,5.26983812e-07
19.17,5.25668905e-07
19.18,5.24358416e-07
19.19,5.23052327e-07
19.20,5.21750622e-07
19.21,5.20453284e-07
19.22,5.19160297e-07
19.23,5.17871642e-07
19.24,5.16587304e-07
19.25,5.15307267e-07
19.26,5.14031513e-07
19.27,5.12760026e-07
19.28,5.11492789e-07
19.29,5.10229788e-07
19.30,5.08971004e-07
19.31,5.07716423e-07
19.32,5.06466028e-07
19.33,5.05219803e-07
19.34,5.03977732e-07
19.35,5.02739799e-07
19.36,5.01505989e-07
19.37,5.00276286e-07
19.38,4.99050674e-07
19.39,4.97829138e-07
19.40,4.96611662e-07
19.41,4.95398230e-07
19.42,4.94188829e-07
19.43,4.92983441e-07
19.44,4.91782052e-07
19.45,4.90584647e-07
19.46,4.89391211e-07
19.47,4.88201728e-07
19.48,4.87016184e-07
19.49,4.85834564e-07
19.50,4.84656854e-07
19.51,4.83483038e-07
19.52,4.82313101e-07
19.53,4.81147030e-07
19.54,4.79984809e-07
19.55,4.78826424e-07
19.56,4.77671862e-07
19.57,4.76521106e-07
19.58,4.75374144e-07
19.59,4.74230961e-07
19.60,4.73091543e-07
19.61,4.71955875e-07
19.62,4.70823945e-07
19.63,4.69695737e-07
19.64,4.68571238e-07
19.65,4.67450434e-07
19.66,4.66333312e-07
19.67,4.65219857e-07
19.68,4.64110056e-07
19.69,4.63003896e-07
19.70,4.61901363e-07
19.71,4.60802443e-07
19.72,4.59707124e-07
19.73,4.58615391e-07
19.74,4.57527232e-07
19.75,4.56442633e-07
19.76,4.55361582e-07
19.77,4.54284064e-07
19.78,4.53210068e-07
19.79,4.52139580e-07
19.80,4.51072587e-07
19.81,4.50009077e-07
19.82,4.48949036e-07
19.83,4.47892452e-07
19.84,4.46839313e-07
19.85,4.45789605e-07
19.86,4.44743316e-07
19.87,4.43700434e-07
19.88,4.42660946e-07
19.89,4.41624839e-07
19.90,4.40592103e-07
19.91,4.39562723e-07
19.92,4.38536688e-07
19.93,4.37513986e-07
19.94,4.36494604e-07
19.95,4.35478532e-07
19.96,4.34465755e-07
19.97,4.33456264e-07
19.98,4.32450045e-07
19.99,4.31447088e-07
20.00,4.30447379e-07
20.01,4.29450908e-07
20.02,4.28457663e-07
20.03,4.27467632e-07
20.04,4.26480804e-07
20.05,4.25497167e-07
20.06,4.24516709e-07
20.07,4.23539420e-07
20.08,4.22565287e-07
20.09,4.21594301e-07
20.10,4.20626448e-07
20.11,4.19661719e-07
20.12,4.18700102e-07
20.13,4.17741585e-07
20.14,4.16786159e-07
20.15,4.15833811e-07
20.16,4.14884532e-07
20.17,4.13938309e-07
20.18,4.12995133e-07
20.19,4.12054992e-07
20.20,4.11117876e-07
20.21,4.10183774e-07
20.22,4.09252675e-07
20.23,4.08324569e-07
20.24,4.07399445e-07
20.25,4.06477293e-07
20.26,4.05558102e-07
20.27,4.04641862e-07
20.28,4.03728563e-07
20.29,4.02818193e-07
20.30,4.01910744e-07
20.31,4.01006205e-07
20.32,4.00104565e-07
20.33,3.99205814e-07
20.34,3.98309943e-07
20.35,3.97416942e-07
20.36,3.96526800e-07
20.37,3.95639507e-07
20.38,3.94755054e-07
20.39,3.93873431e-07
20.40,3.92994628e-07
20.41,3.92118635e-07
20.42,3.91245443e-07
20.43,3.90375041e-07
20.44,3.89507422e-07
20.45,3.88642573e-07
20.46,3.87780487e-07
20.47,3.86921154e-07
20.48,3.86064565e-07
20.49,3.85210709e-07
20.50,3.84359578e-07
20.51,3.83511162e-07
20.52,3.82665453e-07
20.53,3.81822440e-07
20.54,3.80982116e-07
20.55,3.80144469e-07
20.56,3.79309493e-07
20.57,3.78477177e-07
20.58,3.77647513e-07
20.59,3.76820491e-07
20.60,3.75996103e-07
20.61,3.75174340e-07
20.62,3.74355194e-07
20.63,3.73538654e-07
20.64,3.72724713e-07
20.65,3.71913362e-07
20.66,3.71104593e-07
20.67,3.70298396e-07
20.68,3.69494763e-07
20.69,3.68693686e-07
20.70,3.67895156e-07
20.71,3.67099164e-07
20.72,3.66305703e-07
20.73,3.65514765e-07
20.74,3.64726339e-07
20.75,3.63940419e-07
20.76,3.63156997e-07
20.77,3.62376063e-07
20.78,3.61597611e-07
20.79,3.60821631e-07
20.80,3.60048115e-07
20.81,3.59277057e-07
20.82,3.58508447e-07
20.83,3.57742278e-07
20.84,3.56978542e-07
20.85,3.56217231e-07
20.86,3.55458337e-07
20.87,3.54701853e-07
20.88,3.53947770e-07
20.89,3.53196082e-07
20.90,3.52446779e-07
20.91,3.51699856e-07
20.92,3.50955303e-07
20.93,3.50213115e-07
20.94,3.49473282e-07
20.95,3.48735798e-07
20.96,3.48000655e-07
20.97,3.47267847e-07
20.98,3.46537364e-07
20.99,3.45809201e-07
21.00,3.45083350e-07
21.01,3.44359804e-07
21.02,3.43638555e-07
21.03,3.42919597e-07
21.04,3.42202922e-07
21.05,3.41488523e-07
21.06,3.40776393e-07
21.07,3.40066526e-07
21.08,3.39358914e-07
21.09,3.38653550e-07
21.10,3.37950428e-07
21.11,3.37249540e-07
21.12,3.36550881e-07
21.13,3.35854442e-07
21.14,3.35160218e-07
21.15,3.34468201e-07
21.16,3.33778386e-07
21.17,3.33090764e-07
21.18,3.32405331e-07
21.19,3.31722079e-07
21.20,3.31041002e-07
21.21,3.30362094e-07
21.22,3.29685347e-07
21.23,3.29010756e-07
21.24,3.28338315e-07
21.25,3.27668016e-07
21.26,3.26999854e-07
21.27,3.26333823e-07
21.28,3.25669916e-07
21.29,3.25008127e-07
21.30,3.24348450e-07
21.31,3.23690879e-07
21.32,3.23035409e-07
21.33,3.22382032e-07
21.34,3.21730743e-07
21.35,3.21081537e-07
21.36,3.20434406e-07
21.37,3.19789346e-07
21.38,3.19146351e-07
21.39,3.18505414e-07
21.40,3.17866531e-07
21.41,3.17229695e-07
21.42,3.16594901e-07
21.43,3.15962143e-07
21.44,3.15331416e-07
21.45,3.14702714e-07
21.46,3.14076031e-07
21.47,3.13451363e-07
