Angle(deg),Theoretical_BER
2.46,6.25681589e-03
2.47,6.20686972e-03
2.48,6.15752719e-03
2.49,6.10877863e-03
2.50,6.06061457e-03
2.51,6.01302570e-03
2.52,5.96600295e-03
2.53,5.91953737e-03
2.54,5.87362022e-03
2.55,5.82824292e-03
2.56,5.78339707e-03
2.57,5.73907441e-03
2.58,5.69526686e-03
2.59,5.65196650e-03
2.60,5.60916553e-03
2.61,5.56685634e-03
2.62,5.52503144e-03
2.63,5.48368349e-03
2.64,5.44280528e-03
2.65,5.40238975e-03
2.66,5.36242997e-03
2.67,5.32291912e-03
2.68,5.28385055e-03
2.69,5.24521768e-03
2.70,5.20701410e-03
2.71,5.16923348e-03
2.72,5.13186964e-03
2.73,5.09491648e-03
2.74,5.05836804e-03
2.75,5.02221846e-03
2.76,4.98646198e-03
2.77,4.95109294e-03
2.78,4.91610579e-03
2.79,4.88149509e-03
2.80,4.84725548e-03
2.81,4.81338170e-03
2.82,4.77986859e-03
2.83,4.74671107e-03
2.84,4.71390416e-03
2.85,4.68144297e-03
2.86,4.64932269e-03
2.87,4.61753859e-03
2.88,4.58608603e-03
2.89,4.55496044e-03
2.90,4.52415734e-03
2.91,4.49367234e-03
2.92,4.46350109e-03
2.93,4.43363934e-03
2.94,4.40408291e-03
2.95,4.37482770e-03
2.96,4.34586965e-03
2.97,4.31720480e-03
2.98,4.28882925e-03
2.99,4.26073915e-03
3.00,4.23293073e-03
3.01,4.20540028e-03
3.02,4.17814416e-03
3.03,4.15115877e-03
3.04,4.12444060e-03
3.05,4.09798617e-03
3.06,4.07179208e-03
3.07,4.04585497e-03
3.08,4.02017154e-03
3.09,3.99473856e-03
3.10,3.96955284e-03
3.11,3.94461124e-03
3.12,3.91991068e-03
3.13,3.89544812e-03
3.14,3.87122059e-03
3.15,3.84722515e-03
3.16,3.82345893e-03
3.17,3.79991908e-03
3.18,3.77660282e-03
3.19,3.75350740e-03
3.20,3.73063014e-03
3.21,3.70796838e-03
3.22,3.68551952e-03
3.23,3.66328099e-03
3.24,3.64125029e-03
3.25,3.61942494e-03
3.26,3.59780250e-03
3.27,3.57638060e-03
3.28,3.55515688e-03
3.29,3.53412904e-03
3.30,3.51329484e-03
3.31,3.49265204e-03
3.32,3.47219847e-03
3.33,3.45193200e-03
3.34,3.43185053e-03
3.35,3.41195204e-03
3.36,3.39223450e-03
3.37,3.37269596e-03
3.38,3.35333451e-03
3.39,3.33414829e-03
3.40,3.31513547e-03
3.41,3.29629429e-03
3.42,3.27762305e-03
3.43,3.25912007e-03
3.44,3.24078377e-03
3.45,3.22261260e-03
3.46,3.20460511e-03
3.47,3.18675991e-03
3.48,3.16907568e-03
3.49,3.15155122e-03
3.50,3.13418541e-03
3.51,3.11697726e-03
3.52,3.09992592e-03
3.53,3.08303069e-03
3.54,3.06629106e-03
3.55,3.04970674e-03
3.56,3.03327772e-03
3.57,3.01700429e-03
3.58,3.00088717e-03
3.59,2.98492757e-03
3.60,2.96912734e-03
3.61,2.95348915e-03
3.62,2.93801671e-03
3.63,2.92271518e-03
3.64,2.90759155e-03
3.65,2.89265544e-03
3.66,2.87792003e-03
3.67,2.86340361e-03
3.68,2.84913195e-03
3.69,2.83514197e-03
3.70,2.82148782e-03
3.71,2.80825126e-03
3.72,2.79556000e-03
3.73,2.78362232e-03
3.74,2.77279631e-03
3.75,2.76374015e-03
3.76,2.75777314e-03
3.77,2.75786805e-03
3.78,2.77194323e-03
3.79,2.82741486e-03
3.80,3.07900511e-03
3.81,7.46434055e-03
3.82,4.92108329e-03
3.83,2.95198241e-03
3.84,2.74358618e-03
3.85,2.67422958e-03
3.86,2.63791200e-03
3.87,2.61343747e-03
3.88,2.59432053e-03
3.89,2.57804931e-03
3.90,2.56349630e-03
3.91,2.55010709e-03
3.92,2.53759879e-03
3.93,2.52583443e-03
3.94,2.51476808e-03
3.95,2.50442284e-03
3.96,2.49488795e-03
3.97,2.48633164e-03
3.98,2.47903304e-03
3.99,2.47344505e-03
4.00,2.47031548e-03
4.01,2.47093008e-03
4.02,2.47763488e-03
4.03,2.49507111e-03
4.04,2.53349172e-03
4.05,2.61939935e-03
4.06,2.84009723e-03
4.07,3.64030698e-03
4.08,1.23155522e-02
4.09,1.87104981e-02
4.10,3.83992531e-03
4.11,2.83781195e-03
4.12,2.56469037e-03
4.13,2.44842339e-03
4.14,2.38542202e-03
4.15,2.34546873e-03
4.16,2.31716032e-03
4.17,2.29542774e-03
4.18,2.27774886e-03
4.19,2.26276496e-03
4.20,2.24970421e-03
4.21,2.23811698e-03
4.22,2.22774572e-03
4.23,2.21845883e-03
4.24,2.21021805e-03
4.25,2.20306588e-03
4.26,2.19712809e-03
4.27,2.19263089e-03
4.28,2.18993748e-03
4.29,2.18961511e-03
4.30,2.19255598e-03
4.31,2.20020182e-03
4.32,2.21498199e-03
4.33,2.24122973e-03
4.34,2.28727690e-03
4.35,2.37083779e-03
4.36,2.53524057e-03
4.37,2.91118133e-03
4.38,4.06094459e-03
4.39,1.13343396e-02
4.40,4.22299007e-01
4.41,7.54445884e-03
4.42,3.56794183e-03
4.43,2.72581717e-03
4.44,2.41180021e-03
4.45,2.25873662e-03
4.46,2.17095452e-03
4.47,2.11465044e-03
4.48,2.07542328e-03
4.49,2.04630176e-03
4.50,2.02358346e-03
4.51,2.00516043e-03
4.52,1.98976787e-03
4.53,1.97661747e-03
4.54,1.96520627e-03
4.55,1.95521207e-03
4.56,1.94643406e-03
4.57,1.93875915e-03
4.58,1.93214352e-03
4.59,1.92660465e-03
4.60,1.92222158e-03
4.61,1.91914306e-03
4.62,1.91760545e-03
4.63,1.91796405e-03
4.64,1.92074583e-03
4.65,1.92673812e-03
4.66,1.93714148e-03
4.67,1.95384394e-03
4.68,1.97993853e-03
4.69,2.02076437e-03
4.70,2.08617582e-03
4.71,2.19602280e-03
4.72,2.39531837e-03
4.73,2.80506004e-03
4.74,3.85051173e-03
4.75,8.00869410e-03
4.76,8.93708627e-02
4.77,3.04922992e-02
4.78,6.08802790e-03
4.79,3.41223256e-03
4.80,2.61278473e-03
4.81,2.26859853e-03
4.82,2.08800312e-03
4.83,1.98043955e-03
4.84,1.91037949e-03
4.85,1.86158014e-03
4.86,1.82576442e-03
4.87,1.79835861e-03
4.88,1.77667249e-03
4.89,1.75904429e-03
4.90,1.74440744e-03
4.91,1.73205727e-03
4.92,1.72151911e-03
4.93,1.71247057e-03
4.94,1.70469457e-03
4.95,1.69805026e-03
4.96,1.69245530e-03
4.97,1.68787540e-03
4.98,1.68431912e-03
4.99,1.68183691e-03
5.00,1.68052393e-03
5.01,1.68052710e-03
5.02,1.68205720e-03
5.03,1.68540807e-03
5.04,1.69098592e-03
5.05,1.69935442e-03
5.06,1.71130484e-03
5.07,1.72796780e-03
5.08,1.75099669e-03
5.09,1.78288002e-03
5.10,1.82749716e-03
5.11,1.89116046e-03
5.12,1.98469853e-03
5.13,2.12796379e-03
5.14,2.36061885e-03
5.15,2.77162217e-03
5.16,3.59627459e-03
5.17,5.63974182e-03
5.18,1.33346884e-02
5.19,1.27016615e-01
5.20,8.08226710e-02
5.21,1.16493811e-02
5.22,5.25593923e-03
5.23,3.43215500e-03
5.24,2.66762997e-03
5.25,2.27518892e-03
5.26,2.04651323e-03
5.27,1.90106688e-03
5.28,1.80239382e-03
5.29,1.73204499e-03
5.30,1.67987350e-03
5.31,1.63992637e-03
5.32,1.60852684e-03
5.33,1.58330723e-03
5.34,1.56268991e-03
5.35,1.54559385e-03
5.36,1.53126149e-03
5.37,1.51915271e-03
5.38,1.50887797e-03
5.39,1.50015494e-03
5.40,1.49278001e-03
5.41,1.48660913e-03
5.42,1.48154511e-03
5.43,1.47752916e-03
5.44,1.47453571e-03
5.45,1.47256959e-03
5.46,1.47166533e-03
5.47,1.47188828e-03
5.48,1.47333777e-03
5.49,1.47615245e-03
5.50,1.48051850e-03
5.51,1.48668140e-03
5.52,1.49496285e-03
5.53,1.50578487e-03
5.54,1.51970445e-03
5.55,1.53746410e-03
5.56,1.56006695e-03
5.57,1.58889066e-03
5.58,1.62586492e-03
5.59,1.67375610e-03
5.60,1.73663991e-03
5.61,1.82071854e-03
5.62,1.93580168e-03
5.63,2.09814804e-03
5.64,2.33630813e-03
5.65,2.70422421e-03
5.66,3.31406674e-03
5.67,4.43187006e-03
5.68,6.82296346e-03
5.69,1.35105642e-02
5.70,4.75104960e-02
5.71,1.47496898e+01
5.72,5.99007475e-02
5.73,1.50376471e-02
5.74,7.25762242e-03
5.75,4.59545521e-03
5.76,3.37651808e-03
5.77,2.71795948e-03
5.78,2.32172775e-03
5.79,2.06451262e-03
5.80,1.88780368e-03
5.81,1.76094077e-03
5.82,1.66659878e-03
5.83,1.59438914e-03
5.84,1.53777665e-03
5.85,1.49248443e-03
5.86,1.45561935e-03
5.87,1.42516873e-03
5.88,1.39969843e-03
5.89,1.37816543e-03
5.90,1.35979766e-03
5.91,1.34401513e-03
5.92,1.33037668e-03
5.93,1.31854348e-03
5.94,1.30825348e-03
5.95,1.29930329e-03
5.96,1.29153515e-03
5.97,1.28482748e-03
5.98,1.27908802e-03
5.99,1.27424887e-03
6.00,1.27026297e-03
6.01,1.26710161e-03
6.02,1.26475291e-03
6.03,1.26322108e-03
6.04,1.26252630e-03
6.05,1.26270538e-03
6.06,1.26381303e-03
6.07,1.26592407e-03
6.08,1.26913642e-03
6.09,1.27357549e-03
6.10,1.27939990e-03
6.11,1.28680935e-03
6.12,1.29605513e-03
6.13,1.30745444e-03
6.14,1.32140993e-03
6.15,1.33843669e-03
6.16,1.35920018e-03
6.17,1.38457026e-03
6.18,1.41569956e-03
6.19,1.45413969e-03
6.20,1.50201743e-03
6.21,1.56230923e-03
6.22,1.63928186e-03
6.23,1.73922504e-03
6.24,1.87171990e-03
6.25,2.05194286e-03
6.26,2.30509684e-03
6.27,2.67555088e-03
6.28,3.24741248e-03
6.29,4.19636127e-03
6.30,5.94169411e-03
6.31,9.70139419e-03
6.32,2.03702619e-02
6.33,7.68434661e-02
6.34,2.14102275e+02
6.35,8.28799379e-02
6.36,2.11141388e-02
6.37,9.90859678e-03
6.38,6.01412795e-03
6.39,4.21727326e-03
6.40,3.24248771e-03
6.41,2.65478383e-03
6.42,2.27302063e-03
6.43,2.01084999e-03
6.44,1.82286736e-03
6.45,1.68334572e-03
6.46,1.57682348e-03
6.47,1.49355484e-03
6.48,1.42715000e-03
6.49,1.37327855e-03
6.50,1.32892174e-03
6.51,1.29192349e-03
6.52,1.26071093e-03
6.53,1.23411522e-03
6.54,1.21125353e-03
6.55,1.19144931e-03
6.56,1.17417749e-03
6.57,1.15902593e-03
6.58,1.14566792e-03
6.59,1.13384221e-03
6.60,1.12333840e-03
6.61,1.11398600e-03
6.62,1.10564624e-03
6.63,1.09820583e-03
6.64,1.09157219e-03
6.65,1.08566978e-03
6.66,1.08043726e-03
6.67,1.07582528e-03
6.68,1.07179474e-03
6.69,1.06831554e-03
6.70,1.06536554e-03
6.71,1.06292987e-03
6.72,1.06100038e-03
6.73,1.05957541e-03
6.74,1.05865960e-03
6.75,1.05826399e-03
6.76,1.05840622e-03
6.77,1.05911097e-03
6.78,1.06041056e-03
6.79,1.06234579e-03
6.80,1.06496705e-03
6.81,1.06833578e-03
6.82,1.07252626e-03
6.83,1.07762798e-03
6.84,1.08374858e-03
6.85,1.09101760e-03
6.86,1.09959133e-03
6.87,1.10965897e-03
6.88,1.12145068e-03
6.89,1.13524804e-03
6.90,1.15139794e-03
6.91,1.17033102e-03
6.92,1.19258665e-03
6.93,1.21884707e-03
6.94,1.24998483e-03
6.95,1.28712966e-03
6.96,1.33176470e-03
6.97,1.38586737e-03
6.98,1.45212055e-03
6.99,1.53423718e-03
7.00,1.63747337e-03
7.01,1.76946676e-03
7.02,1.94165863e-03
7.03,2.17181522e-03
7.04,2.48873869e-03
7.05,2.94164426e-03
7.06,3.62034366e-03
7.07,4.70322073e-03
7.08,6.58720135e-03
7.09,1.03100167e-02
7.10,1.93552187e-02
7.11,5.21590210e-02
7.12,4.60425378e-01
7.13,4.66473655e-01
7.14,5.23778098e-02
7.15,1.93948141e-02
7.16,1.03153295e-02
7.17,6.57965341e-03
7.18,4.68839795e-03
7.19,3.60020802e-03
7.20,2.91702647e-03
7.21,2.46003892e-03
7.22,2.13924551e-03
7.23,1.90533987e-03
7.24,1.72947205e-03
7.25,1.59384911e-03
7.26,1.48701411e-03
7.27,1.40131984e-03
7.28,1.33150413e-03
7.29,1.27385020e-03
7.30,1.22567265e-03
7.31,1.18499249e-03
7.32,1.15032570e-03
7.33,1.12054213e-03
7.34,1.09476931e-03
7.35,1.07232547e-03
7.36,1.05267221e-03
7.37,1.03538035e-03
7.38,1.02010515e-03
7.39,1.00656800e-03
7.40,9.94542866e-04
7.41,9.83846206e-04
7.42,9.74329509e-04
7.43,9.65873980e-04
7.44,9.58387001e-04
7.45,9.51800311e-04
7.46,9.46070062e-04
7.47,9.41179306e-04
7.48,9.37144075e-04
7.49,9.34025459e-04
7.50,9.31952561e-04
7.51,9.31166844e-04
7.52,9.32111850e-04
7.53,9.35628070e-04
7.54,9.43419201e-04
7.55,9.59323552e-04
7.56,9.93479847e-04
7.57,1.08037015e-03
7.58,1.40711243e-03
7.59,5.94070110e-03
7.60,4.68701320e-03
7.61,1.35958713e-03
7.62,1.06789657e-03
7.63,9.86308322e-04
7.64,9.53068823e-04
7.65,9.36947814e-04
7.66,9.28552162e-04
7.67,9.24277499e-04
7.68,9.22509893e-04
7.69,9.22448347e-04
7.70,9.23668185e-04
7.71,9.25936964e-04
7.72,9.29129043e-04
7.73,9.33182962e-04
7.74,9.38079023e-04
7.75,9.43827152e-04
7.76,9.50460322e-04
7.77,9.58031215e-04
7.78,9.66610924e-04
7.79,9.76289055e-04
7.80,9.87174942e-04
7.81,9.99399825e-04
7.82,1.01312003e-03
7.83,1.02852120e-03
7.84,1.04582386e-03
7.85,1.06529049e-03
7.86,1.08723465e-03
7.87,1.11203269e-03
7.88,1.14013883e-03
7.89,1.17210483e-03
7.90,1.20860579e-03
7.91,1.25047438e-03
7.92,1.29874676e-03
7.93,1.35472495e-03
7.94,1.42006281e-03
7.95,1.49688633e-03
7.96,1.58796477e-03
7.97,1.69695901e-03
7.98,1.82878924e-03
7.99,1.99019275e-03
8.00,2.19059275e-03
8.01,2.44349343e-03
8.02,2.76880004e-03
8.03,3.19683729e-03
8.04,3.77565108e-03
8.05,4.58506026e-03
8.06,5.76565926e-03
8.07,7.58415746e-03
8.08,1.05981970e-02
8.09,1.61405941e-02
8.10,2.80914023e-02
8.11,6.21045642e-02
8.12,2.43799928e-01
8.13,2.36809876e+03
8.14,2.53957362e-01
8.15,6.33703993e-02
8.16,2.84617751e-02
8.17,1.62915313e-02
8.18,1.06697437e-02
8.19,7.61953209e-03
8.20,5.78168688e-03
8.21,4.58938057e-03
8.22,3.77213679e-03
8.23,3.18762157e-03
8.24,2.75513710e-03
8.25,2.42616076e-03
8.26,2.17009412e-03
8.27,1.96686723e-03
8.28,1.80287285e-03
8.29,1.66862115e-03
8.30,1.55733061e-03
8.31,1.46405094e-03
8.32,1.38510048e-03
8.33,1.31769533e-03
8.34,1.25969919e-03
8.35,1.20945087e-03
8.36,1.16564315e-03
8.37,1.12723631e-03
8.38,1.09339530e-03
8.39,1.06344357e-03
8.40,1.03682866e-03
8.41,1.01309623e-03
8.42,9.91870385e-04
8.43,9.72838405e-04
8.44,9.55739053e-04
8.45,9.40353390e-04
8.46,9.26497611e-04
8.47,9.14017427e-04
8.48,9.02783687e-04
8.49,8.92688991e-04
8.50,8.83645151e-04
8.51,8.75581380e-04
8.52,8.68443169e-04
8.53,8.62191836e-04
8.54,8.56804817e-04
8.55,8.52276824e-04
8.56,8.48622101e-04
8.57,8.45878170e-04
8.58,8.44111701e-04
8.59,8.43427524e-04
8.60,8.43982495e-04
8.61,8.46007074e-04
8.62,8.49839661e-04
8.63,8.55982722e-04
8.64,8.65197858e-04
8.65,8.78673663e-04
8.66,8.98337566e-04
8.67,9.27471881e-04
8.68,9.72026962e-04
8.69,1.04370333e-03
8.70,1.16816014e-03
8.71,1.41104122e-03
8.72,1.98501632e-03
8.73,3.93824467e-03
8.74,2.25122922e-02
8.75,5.68141422e-02
8.76,5.08901026e-03
8.77,2.23187376e-03
8.78,1.50105772e-03
8.79,1.21075113e-03
8.80,1.06731925e-03
8.81,9.86650690e-04
8.82,9.37330105e-04
8.83,9.05468484e-04
8.84,8.84159328e-04
8.85,8.69657043e-04
8.86,8.59790809e-04
8.87,8.53235394e-04
8.88,8.49147937e-04
8.89,8.46974950e-04
8.90,8.46344152e-04
8.91,8.47001120e-04
8.92,8.48770752e-04
8.93,8.51533103e-04
8.94,8.55207823e-04
8.95,8.59743932e-04
8.96,8.65113014e-04
8.97,8.71304647e-04
8.98,8.78323356e-04
8.99,8.86186633e-04
9.00,8.94923720e-04
9.01,9.04574983e-04
9.02,9.15191735e-04
9.03,9.26836466e-04
9.04,9.39583406e-04
9.05,9.53519436e-04
9.06,9.68745335e-04
9.07,9.85377401e-04
9.08,1.00354948e-03
9.09,1.02341545e-03
9.10,1.04515234e-03
9.11,1.06896401e-03
9.12,1.09508573e-03
9.13,1.12378980e-03
9.14,1.15539231e-03
9.15,1.19026163e-03
9.16,1.22882880e-03
9.17,1.27160049e-03
9.18,1.31917532e-03
9.19,1.37226435e-03
9.20,1.43171723e-03
9.21,1.49855573e-03
9.22,1.57401715e-03
9.23,1.65961112e-03
9.24,1.75719464e-03
9.25,1.86907246e-03
9.26,1.99813297e-03
9.27,2.14803492e-03
9.28,2.32346755e-03
9.29,2.53051948e-03
9.30,2.77721129e-03
9.31,3.07428056e-03
9.32,3.43636596e-03
9.33,3.88384020e-03
9.34,4.44573248e-03
9.35,5.16454872e-03
9.36,6.10454062e-03
9.37,7.36656136e-03
9.38,9.11626542e-03
9.39,1.16413403e-02
9.40,1.54777257e-02
9.41,2.17192492e-02
9.42,3.28931253e-02
9.43,5.59866477e-02
9.44,1.16759379e-01
9.45,3.81868528e-01
9.46,1.07365459e+01
9.47,9.82702339e-01
9.48,1.85829448e-01
9.49,7.61417761e-02
9.50,4.13481874e-02
9.51,2.60342559e-02
9.52,1.79678976e-02
9.53,1.32044714e-02
9.54,1.01590214e-02
9.55,8.09470226e-03
9.56,6.63119384e-03
9.57,5.55607503e-03
9.58,4.74313649e-03
9.59,4.11356351e-03
9.60,3.61607847e-03
9.61,3.21615336e-03
9.62,2.88984892e-03
9.63,2.62014417e-03
9.64,2.39466893e-03
9.65,2.20425831e-03
9.66,2.04200542e-03
9.67,1.90262531e-03
9.68,1.78201859e-03
9.69,1.67696609e-03
9.70,1.58491151e-03
9.71,1.50380420e-03
9.72,1.43198380e-03
9.73,1.36809446e-03
9.74,1.31102027e-03
9.75,1.25983617e-03
9.76,1.21377013e-03
9.77,1.17217390e-03
9.78,1.13449999e-03
9.79,1.10028357e-03
9.80,1.06912805e-03
9.81,1.04069355e-03
9.82,1.01468753e-03
9.83,9.90857259e-04
9.84,9.68983651e-04
9.85,9.48876194e-04
9.86,9.30368781e-04
9.87,9.13316263e-04
9.88,8.97591586e-04
9.89,8.83083407e-04
9.90,8.69694114e-04
9.91,8.57338172e-04
9.92,8.45940752e-04
9.93,8.35436593e-04
9.94,8.25769081e-04
9.95,8.16889499e-04
9.96,8.08756450e-04
9.97,8.01335434e-04
9.98,7.94598566e-04
9.99,7.88524452e-04
10.00,7.83098221e-04
10.01,7.78311727e-04
10.02,7.74163949e-04
10.03,7.70661626e-04
10.04,7.67820184e-04
10.05,7.65665021e-04
10.06,7.64233265e-04
10.07,7.63576158e-04
10.08,7.63762268e-04
10.09,7.64881846e-04
10.10,7.67052778e-04
10.11,7.70428781e-04
10.12,7.75210846e-04
10.13,7.81663437e-04
10.14,7.90137815e-04
10.15,8.01106286e-04
10.16,8.15213579e-04
10.17,8.33355883e-04
10.18,8.56805913e-04
10.19,8.87417379e-04
10.20,9.27972132e-04
10.21,9.82796156e-04
10.22,1.05891166e-03
10.23,1.16833312e-03
10.24,1.33301662e-03
10.25,1.59664709e-03
10.26,2.05665354e-03
10.27,2.96861159e-03
10.28,5.19517624e-03
10.29,1.33532065e-02
10.30,1.19738719e-01
10.31,1.05971678e-01
10.32,1.28437709e-02
10.33,5.08456449e-03
10.34,2.92759954e-03
10.35,2.03657770e-03
10.36,1.58481548e-03
10.37,1.32496771e-03
10.38,1.16217395e-03
10.39,1.05372593e-03
10.40,9.78093746e-04
10.41,9.23468629e-04
10.42,8.82935523e-04
10.43,8.52227550e-04
10.44,8.28596830e-04
10.45,8.10209662e-04
10.46,7.95805164e-04
10.47,7.84493949e-04
10.48,7.75634832e-04
10.49,7.68756833e-04
10.50,7.63508412e-04
10.51,7.59623593e-04
10.52,7.56898858e-04
10.53,7.55177069e-04
10.54,7.54336083e-04
10.55,7.54280568e-04
10.56,7.54936035e-04
10.57,7.56244426e-04
10.58,7.58160831e-04
10.59,7.60651014e-04
10.60,7.63689533e-04
10.61,7.67258318e-04
10.62,7.71345572e-04
10.63,7.75944949e-04
10.64,7.81054920e-04
10.65,7.86678304e-04
10.66,7.92821928e-04
10.67,7.99496387e-04
10.68,8.06715901e-04
10.69,8.14498239e-04
10.70,8.22864711e-04
10.71,8.31840230e-04
10.72,8.41453415e-04
10.73,8.51736770e-04
