Angle(deg),Theoretical_BER
2.17,3.34891881e-04
2.18,3.31842528e-04
2.19,3.28834854e-04
2.20,3.25868102e-04
2.21,3.22941534e-04
2.22,3.20054427e-04
2.23,3.17206075e-04
2.24,3.14395787e-04
2.25,3.11622888e-04
2.26,3.08886719e-04
2.27,3.06186632e-04
2.28,3.03521997e-04
2.29,3.00892196e-04
2.30,2.98296624e-04
2.31,2.95734689e-04
2.32,2.93205814e-04
2.33,2.90709431e-04
2.34,2.88244987e-04
2.35,2.85811939e-04
2.36,2.83409756e-04
2.37,2.81037919e-04
2.38,2.78695917e-04
2.39,2.76383254e-04
2.40,2.74099440e-04
2.41,2.71843999e-04
2.42,2.69616462e-04
2.43,2.67416371e-04
2.44,2.65243277e-04
2.45,2.63096740e-04
2.46,2.60976329e-04
2.47,2.58881622e-04
2.48,2.56812205e-04
2.49,2.54767672e-04
2.50,2.52747627e-04
2.51,2.50751680e-04
2.52,2.48779449e-04
2.53,2.46830560e-04
2.54,2.44904646e-04
2.55,2.43001348e-04
2.56,2.41120312e-04
2.57,2.39261193e-04
2.58,2.37423652e-04
2.59,2.35607356e-04
2.60,2.33811979e-04
2.61,2.32037201e-04
2.62,2.30282708e-04
2.63,2.28548193e-04
2.64,2.26833353e-04
2.65,2.25137891e-04
2.66,2.23461517e-04
2.67,2.21803946e-04
2.68,2.20164896e-04
2.69,2.18544095e-04
2.70,2.16941271e-04
2.71,2.15356159e-04
2.72,2.13788501e-04
2.73,2.12238040e-04
2.74,2.10704526e-04
2.75,2.09187712e-04
2.76,2.07687358e-04
2.77,2.06203226e-04
2.78,2.04735084e-04
2.79,2.03282701e-04
2.80,2.01845854e-04
2.81,2.00424322e-04
2.82,1.99017887e-04
2.83,1.97626338e-04
2.84,1.96249464e-04
2.85,1.94887060e-04
2.86,1.93538924e-04
2.87,1.92204858e-04
2.88,1.90884666e-04
2.89,1.89578157e-04
2.90,1.88285143e-04
2.91,1.87005437e-04
2.92,1.85738859e-04
2.93,1.84485229e-04
2.94,1.83244372e-04
2.95,1.82016114e-04
2.96,1.80800286e-04
2.97,1.79596720e-04
2.98,1.78405252e-04
2.99,1.77225721e-04
3.00,1.76057968e-04
3.01,1.74901836e-04
3.02,1.73757173e-04
3.03,1.72623825e-04
3.04,1.71501646e-04
3.05,1.70390489e-04
3.06,1.69290209e-04
3.07,1.68200666e-04
3.08,1.67121721e-04
3.09,1.66053235e-04
3.10,1.64995076e-04
3.11,1.63947109e-04
3.12,1.62909205e-04
3.13,1.61881235e-04
3.14,1.60863073e-04
3.15,1.59854594e-04
3.16,1.58855677e-04
3.17,1.57866200e-04
3.18,1.56886045e-04
3.19,1.55915096e-04
3.20,1.54953237e-04
3.21,1.54000355e-04
3.22,1.53056340e-04
3.23,1.52121081e-04
3.24,1.51194471e-04
3.25,1.50276403e-04
3.26,1.49366772e-04
3.27,1.48465477e-04
3.28,1.47572414e-04
3.29,1.46687484e-04
3.30,1.45810589e-04
3.31,1.44941632e-04
3.32,1.44080518e-04
3.33,1.43227151e-04
3.34,1.42381440e-04
3.35,1.41543294e-04
3.36,1.40712622e-04
3.37,1.39889336e-04
3.38,1.39073348e-04
3.39,1.38264573e-04
3.40,1.37462926e-04
3.41,1.36668323e-04
3.42,1.35880682e-04
3.43,1.35099923e-04
3.44,1.34325964e-04
3.45,1.33558728e-04
3.46,1.32798137e-04
3.47,1.32044114e-04
3.48,1.31296585e-04
3.49,1.30555473e-04
3.50,1.29820708e-04
3.51,1.29092215e-04
3.52,1.28369925e-04
3.53,1.27653767e-04
3.54,1.26943671e-04
3.55,1.26239570e-04
3.56,1.25541395e-04
3.57,1.24849082e-04
3.58,1.24162565e-04
3.59,1.23481778e-04
3.60,1.22806659e-04
3.61,1.22137145e-04
3.62,1.21473174e-04
3.63,1.20814684e-04
3.64,1.20161617e-04
3.65,1.19513912e-04
3.66,1.18871511e-04
3.67,1.18234356e-04
3.68,1.17602390e-04
3.69,1.16975558e-04
3.70,1.16353803e-04
3.71,1.15737071e-04
3.72,1.15125309e-04
3.73,1.14518462e-04
3.74,1.13916479e-04
3.75,1.13319307e-04
3.76,1.12726896e-04
3.77,1.12139195e-04
3.78,1.11556154e-04
3.79,1.10977724e-04
3.80,1.10403857e-04
3.81,1.09834505e-04
3.82,1.09269620e-04
3.83,1.08709157e-04
3.84,1.08153069e-04
3.85,1.07601310e-04
3.86,1.07053836e-04
3.87,1.06510603e-04
3.88,1.05971567e-04
3.89,1.05436685e-04
3.90,1.04905915e-04
3.91,1.04379213e-04
3.92,1.03856540e-04
3.93,1.03337853e-04
3.94,1.02823113e-04
3.95,1.02312280e-04
3.96,1.01805314e-04
3.97,1.01302177e-04
3.98,1.00802829e-04
3.99,1.00307233e-04
4.00,9.98153518e-05
4.01,9.93271481e-05
4.02,9.88425853e-05
4.03,9.83616274e-05
4.04,9.78842387e-05
4.05,9.74103841e-05
4.06,9.69400287e-05
4.07,9.64731383e-05
4.08,9.60096789e-05
4.09,9.55496170e-05
4.10,9.50929195e-05
4.11,9.46395537e-05
4.12,9.41894872e-05
4.13,9.37426883e-05
4.14,9.32991254e-05
4.15,9.28587672e-05
4.16,9.24215832e-05
4.17,9.19875427e-05
4.18,9.15566159e-05
4.19,9.11287730e-05
4.20,9.07039847e-05
4.21,9.02822220e-05
4.22,8.98634563e-05
4.23,8.94476592e-05
4.24,8.90348029e-05
4.25,8.86248596e-05
4.26,8.82178021e-05
4.27,8.78136033e-05
4.28,8.74122366e-05
4.29,8.70136757e-05
4.30,8.66178943e-05
4.31,8.62248669e-05
4.32,8.58345679e-05
4.33,8.54469722e-05
4.34,8.50620548e-05
4.35,8.46797912e-05
4.36,8.43001571e-05
4.37,8.39231284e-05
4.38,8.35486814e-05
4.39,8.31767925e-05
4.40,8.28074387e-05
4.41,8.24405968e-05
4.42,8.20762442e-05
4.43,8.17143585e-05
4.44,8.13549175e-05
4.45,8.09978992e-05
4.46,8.06432819e-05
4.47,8.02910441e-05
4.48,7.99411647e-05
4.49,7.95936227e-05
4.50,7.92483973e-05
4.51,7.89054680e-05
4.52,7.85648146e-05
4.53,7.82264169e-05
4.54,7.78902550e-05
4.55,7.75563095e-05
4.56,7.72245608e-05
4.57,7.68949898e-05
4.58,7.65675774e-05
4.59,7.62423049e-05
4.60,7.59191538e-05
4.61,7.55981055e-05
4.62,7.52791420e-05
4.63,7.49622452e-05
4.64,7.46473974e-05
4.65,7.43345810e-05
4.66,7.40237785e-05
4.67,7.37149728e-05
4.68,7.34081467e-05
4.69,7.31032835e-05
4.70,7.28003664e-05
4.71,7.24993789e-05
4.72,7.22003048e-05
4.73,7.19031278e-05
4.74,7.16078320e-05
4.75,7.13144015e-05
4.76,7.10228207e-05
4.77,7.07330742e-05
4.78,7.04451465e-05
4.79,7.01590225e-05
4.80,6.98746873e-05
4.81,6.95921259e-05
4.82,6.93113236e-05
4.83,6.90322660e-05
4.84,6.87549385e-05
4.85,6.84793271e-05
4.86,6.82054175e-05
4.87,6.79331957e-05
4.88,6.76626481e-05
4.89,6.73937609e-05
4.90,6.71265206e-05
4.91,6.68609137e-05
4.92,6.65969271e-05
4.93,6.63345475e-05
4.94,6.60737621e-05
4.95,6.58145579e-05
4.96,6.55569222e-05
4.97,6.53008424e-05
4.98,6.50463060e-05
4.99,6.47933007e-05
5.00,6.45418143e-05
5.01,6.42918345e-05
5.02,6.40433495e-05
5.03,6.37963474e-05
5.04,6.35508164e-05
5.05,6.33067449e-05
5.06,6.30641214e-05
5.07,6.28229344e-05
5.08,6.25831727e-05
5.09,6.23448251e-05
5.10,6.21078805e-05
5.11,6.18723280e-05
5.12,6.16381566e-05
5.13,6.14053557e-05
5.14,6.11739145e-05
5.15,6.09438226e-05
5.16,6.07150695e-05
5.17,6.04876449e-05
5.18,6.02615384e-05
5.19,6.00367401e-05
5.20,5.98132398e-05
5.21,5.95910275e-05
5.22,5.93700935e-05
5.23,5.91504279e-05
5.24,5.89320211e-05
5.25,5.87148635e-05
5.26,5.84989457e-05
5.27,5.82842582e-05
5.28,5.80707917e-05
5.29,5.78585371e-05
5.30,5.76474851e-05
5.31,5.74376268e-05
5.32,5.72289531e-05
5.33,5.70214553e-05
5.34,5.68151244e-05
5.35,5.66099519e-05
5.36,5.64059290e-05
5.37,5.62030473e-05
5.38,5.60012982e-05
5.39,5.58006733e-05
5.40,5.56011645e-05
5.41,5.54027633e-05
5.42,5.52054616e-05
5.43,5.50092514e-05
5.44,5.48141247e-05
5.45,5.46200735e-05
5.46,5.44270899e-05
5.47,5.42351661e-05
5.48,5.40442945e-05
5.49,5.38544674e-05
5.50,5.36656772e-05
5.51,5.34779163e-05
5.52,5.32911774e-05
5.53,5.31054530e-05
5.54,5.29207358e-05
5.55,5.27370187e-05
5.56,5.25542944e-05
5.57,5.23725557e-05
5.58,5.21917957e-05
5.59,5.20120074e-05
5.60,5.18331837e-05
5.61,5.16553180e-05
5.62,5.14784033e-05
5.63,5.13024328e-05
5.64,5.11274001e-05
5.65,5.09532983e-05
5.66,5.07801209e-05
5.67,5.06078615e-05
5.68,5.04365135e-05
5.69,5.02660706e-05
5.70,5.00965264e-05
5.71,4.99278747e-05
5.72,4.97601091e-05
5.73,4.95932237e-05
5.74,4.94272121e-05
5.75,4.92620684e-05
5.76,4.90977866e-05
5.77,4.89343606e-05
5.78,4.87717846e-05
5.79,4.86100527e-05
5.80,4.84491591e-05
5.81,4.82890980e-05
5.82,4.81298638e-05
5.83,4.79714507e-05
5.84,4.78138531e-05
5.85,4.76570656e-05
5.86,4.75010825e-05
5.87,4.73458984e-05
5.88,4.71915078e-05
5.89,4.70379055e-05
5.90,4.68850860e-05
5.91,4.67330441e-05
5.92,4.65817745e-05
5.93,4.64312721e-05
5.94,4.62815316e-05
5.95,4.61325479e-05
5.96,4.59843161e-05
5.97,4.58368311e-05
5.98,4.56900878e-05
5.99,4.55440813e-05
6.00,4.53988068e-05
6.01,4.52542594e-05
6.02,4.51104342e-05
6.03,4.49673265e-05
6.04,4.48249316e-05
6.05,4.46832446e-05
6.06,4.45422611e-05
6.07,4.44019762e-05
6.08,4.42623856e-05
6.09,4.41234845e-05
6.10,4.39852686e-05
6.11,4.38477332e-05
6.12,4.37108741e-05
6.13,4.35746867e-05
6.14,4.34391667e-05
6.15,4.33043098e-05
6.16,4.31701117e-05
6.17,4.30365681e-05
6.18,4.29036749e-05
6.19,4.27714277e-05
6.20,4.26398225e-05
6.21,4.25088551e-05
6.22,4.23785214e-05
6.23,4.22488174e-05
6.24,4.21197390e-05
6.25,4.19912823e-05
6.26,4.18634433e-05
6.27,4.17362180e-05
6.28,4.16096026e-05
6.29,4.14835932e-05
6.30,4.13581860e-05
6.31,4.12333770e-05
6.32,4.11091627e-05
6.33,4.09855391e-05
6.34,4.08625027e-05
6.35,4.07400497e-05
6.36,4.06181764e-05
6.37,4.04968792e-05
6.38,4.03761546e-05
6.39,4.02559989e-05
6.40,4.01364086e-05
6.41,4.00173801e-05
6.42,3.98989101e-05
6.43,3.97809950e-05
6.44,3.96636313e-05
6.45,3.95468158e-05
6.46,3.94305449e-05
6.47,3.93148153e-05
6.48,3.91996238e-05
6.49,3.90849669e-05
6.50,3.89708415e-05
6.51,3.88572442e-05
6.52,3.87441718e-05
6.53,3.86316211e-05
6.54,3.85195890e-05
6.55,3.84080722e-05
6.56,3.82970677e-05
6.57,3.81865724e-05
6.58,3.80765830e-05
6.59,3.79670967e-05
6.60,3.78581103e-05
6.61,3.77496208e-05
6.62,3.76416253e-05
6.63,3.75341207e-05
6.64,3.74271041e-05
6.65,3.73205727e-05
6.66,3.72145234e-05
6.67,3.71089534e-05
6.68,3.70038598e-05
6.69,3.68992399e-05
6.70,3.67950907e-05
6.71,3.66914096e-05
6.72,3.65881936e-05
6.73,3.64854401e-05
6.74,3.63831463e-05
6.75,3.62813094e-05
6.76,3.61799269e-05
6.77,3.60789961e-05
6.78,3.59785142e-05
6.79,3.58784786e-05
6.80,3.57788867e-05
6.81,3.56797360e-05
6.82,3.55810238e-05
6.83,3.54827476e-05
6.84,3.53849049e-05
6.85,3.52874931e-05
6.86,3.51905096e-05
6.87,3.50939522e-05
6.88,3.49978181e-05
6.89,3.49021051e-05
6.90,3.48068107e-05
6.91,3.47119324e-05
6.92,3.46174679e-05
6.93,3.45234148e-05
6.94,3.44297708e-05
6.95,3.43365334e-05
6.96,3.42437003e-05
6.97,3.41512694e-05
6.98,3.40592381e-05
6.99,3.39676043e-05
7.00,3.38763657e-05
7.01,3.37855201e-05
7.02,3.36950652e-05
7.03,3.36049988e-05
7.04,3.35153188e-05
7.05,3.34260228e-05
7.06,3.33371089e-05
7.07,3.32485747e-05
7.08,3.31604182e-05
7.09,3.30726373e-05
7.10,3.29852298e-05
7.11,3.28981936e-05
7.12,3.28115268e-05
7.13,3.27252271e-05
7.14,3.26392926e-05
7.15,3.25537212e-05
7.16,3.24685110e-05
7.17,3.23836598e-05
7.18,3.22991657e-05
7.19,3.22150268e-05
7.20,3.21312410e-05
7.21,3.20478065e-05
7.22,3.19647212e-05
7.23,3.18819833e-05
7.24,3.17995908e-05
7.25,3.17175419e-05
7.26,3.16358346e-05
7.27,3.15544672e-05
7.28,3.14734376e-05
7.29,3.13927442e-05
7.30,3.13123849e-05
7.31,3.12323582e-05
7.32,3.11526620e-05
7.33,3.10732947e-05
7.34,3.09942544e-05
7.35,3.09155394e-05
7.36,3.08371479e-05
7.37,3.07590782e-05
7.38,3.06813285e-05
7.39,3.06038971e-05
7.40,3.05267823e-05
7.41,3.04499824e-05
7.42,3.03734957e-05
7.43,3.02973206e-05
7.44,3.02214553e-05
7.45,3.01458982e-05
7.46,3.00706476e-05
7.47,2.99957020e-05
7.48,2.99210597e-05
7.49,2.98467191e-05
7.50,2.97726786e-05
7.51,2.96989366e-05
7.52,2.96254916e-05
7.53,2.95523418e-05
7.54,2.94794859e-05
7.55,2.94069222e-05
7.56,2.93346493e-05
7.57,2.92626655e-05
7.58,2.91909694e-05
7.59,2.91195595e-05
7.60,2.90484342e-05
7.61,2.89775921e-05
7.62,2.89070317e-05
7.63,2.88367515e-05
7.64,2.87667501e-05
7.65,2.86970260e-05
7.66,2.86275778e-05
7.67,2.85584040e-05
7.68,2.84895033e-05
7.69,2.84208742e-05
7.70,2.83525153e-05
7.71,2.82844252e-05
7.72,2.82166026e-05
7.73,2.81490460e-05
7.74,2.80817541e-05
7.75,2.80147256e-05
7.76,2.79479590e-05
7.77,2.78814532e-05
7.78,2.78152066e-05
7.79,2.77492180e-05
7.80,2.76834861e-05
7.81,2.76180096e-05
7.82,2.75527871e-05
7.83,2.74878175e-05
7.84,2.74230993e-05
7.85,2.73586314e-05
7.86,2.72944125e-05
7.87,2.72304412e-05
7.88,2.71667165e-05
7.89,2.71032369e-05
7.90,2.70400014e-05
7.91,2.69770086e-05
7.92,2.69142573e-05
7.93,2.68517464e-05
7.94,2.67894747e-05
7.95,2.67274408e-05
7.96,2.66656438e-05
7.97,2.66040823e-05
7.98,2.65427552e-05
7.99,2.64816613e-05
8.00,2.64207995e-05
8.01,2.63601687e-05
8.02,2.62997676e-05
8.03,2.62395952e-05
8.04,2.61796504e-05
8.05,2.61199319e-05
8.06,2.60604387e-05
8.07,2.60011697e-05
8.08,2.59421237e-05
8.09,2.58832998e-05
8.10,2.58246967e-05
8.11,2.57663135e-05
8.12,2.57081490e-05
8.13,2.56502022e-05
8.14,2.55924720e-05
8.15,2.55349574e-05
8.16,2.54776572e-05
8.17,2.54205706e-05
8.18,2.53636963e-05
8.19,2.53070335e-05
8.20,2.52505811e-05
8.21,2.51943380e-05
8.22,2.51383033e-05
8.23,2.50824760e-05
8.24,2.50268550e-05
8.25,2.49714394e-05
8.26,2.49162281e-05
8.27,2.48612203e-05
8.28,2.48064149e-05
8.29,2.47518109e-05
8.30,2.46974075e-05
8.31,2.46432036e-05
8.32,2.45891982e-05
8.33,2.45353906e-05
8.34,2.44817796e-05
8.35,2.44283644e-05
8.36,2.43751441e-05
8.37,2.43221177e-05
8.38,2.42692843e-05
8.39,2.42166430e-05
8.40,2.41641929e-05
8.41,2.41119331e-05
8.42,2.40598627e-05
8.43,2.40079808e-05
8.44,2.39562865e-05
8.45,2.39047790e-05
8.46,2.38534574e-05
8.47,2.38023207e-05
8.48,2.37513682e-05
8.49,2.37005990e-05
8.50,2.36500122e-05
8.51,2.35996070e-05
8.52,2.35493825e-05
8.53,2.34993380e-05
8.54,2.34494725e-05
8.55,2.33997852e-05
8.56,2.33502754e-05
8.57,2.33009421e-05
8.58,2.32517847e-05
8.59,2.32028022e-05
8.60,2.31539939e-05
8.61,2.31053589e-05
8.62,2.30568966e-05
8.63,2.30086060e-05
8.64,2.29604864e-05
8.65,2.29125371e-05
8.66,2.28647571e-05
8.67,2.28171459e-05
8.68,2.27697026e-05
8.69,2.27224264e-05
8.70,2.26753165e-05
8.71,2.26283724e-05
8.72,2.25815930e-05
8.73,2.25349779e-05
8.74,2.24885261e-05
8.75,2.24422369e-05
8.76,2.23961097e-05
8.77,2.23501437e-05
8.78,2.23043381e-05
8.79,2.22586923e-05
8.80,2.22132055e-05
8.81,2.21678771e-05
8.82,2.21227062e-05
8.83,2.20776923e-05
8.84,2.20328345e-05
8.85,2.19881323e-05
8.86,2.19435849e-05
8.87,2.18991916e-05
8.88,2.18549518e-05
8.89,2.18108647e-05
8.90,2.17669298e-05
8.91,2.17231462e-05
8.92,2.16795134e-05
8.93,2.16360307e-05
8.94,2.15926974e-05
8.95,2.15495128e-05
8.96,2.15064764e-05
8.97,2.14635874e-05
8.98,2.14208453e-05
8.99,2.13782493e-05
9.00,2.13357989e-05
9.01,2.12934933e-05
9.02,2.12513320e-05
9.03,2.12093144e-05
9.04,2.11674397e-05
9.05,2.11257075e-05
9.06,2.10841170e-05
9.07,2.10426677e-05
9.08,2.10013589e-05
9.09,2.09601901e-05
9.10,2.09191606e-05
9.11,2.08782698e-05
9.12,2.08375171e-05
9.13,2.07969020e-05
9.14,2.07564239e-05
9.15,2.07160821e-05
9.16,2.06758761e-05
9.17,2.06358052e-05
9.18,2.05958690e-05
9.19,2.05560669e-05
9.20,2.05163982e-05
9.21,2.04768624e-05
9.22,2.04374589e-05
9.23,2.03981872e-05
9.24,2.03590467e-05
9.25,2.03200369e-05
9.26,2.02811572e-05
9.27,2.02424070e-05
9.28,2.02037858e-05
9.29,2.01652931e-05
9.30,2.01269284e-05
9.31,2.00886910e-05
9.32,2.00505804e-05
9.33,2.00125962e-05
9.34,1.99747377e-05
9.35,1.99370045e-05
9.36,1.98993960e-05
9.37,1.98619118e-05
9.38,1.98245512e-05
9.39,1.97873138e-05
9.40,1.97501991e-05
9.41,1.97132065e-05
9.42,1.96763356e-05
9.43,1.96395858e-05
9.44,1.96029567e-05
9.45,1.95664477e-05
9.46,1.95300583e-05
9.47,1.94937881e-05
9.48,1.94576366e-05
9.49,1.94216032e-05
9.50,1.93856876e-05
9.51,1.93498891e-05
9.52,1.93142073e-05
9.53,1.92786418e-05
9.54,1.92431921e-05
9.55,1.92078577e-05
9.56,1.91726380e-05
9.57,1.91375328e-05
9.58,1.91025414e-05
9.59,1.90676635e-05
9.60,1.90328985e-05
9.61,1.89982461e-05
9.62,1.89637057e-05
9.63,1.89292769e-05
9.64,1.88949593e-05
9.65,1.88607523e-05
9.66,1.88266557e-05
9.67,1.87926688e-05
9.68,1.87587913e-05
9.69,1.87250227e-05
9.70,1.86913627e-05
9.71,1.86578107e-05
9.72,1.86243663e-05
9.73,1.85910291e-05
9.74,1.85577987e-05
9.75,1.85246747e-05
9.76,1.84916565e-05
9.77,1.84587439e-05
9.78,1.84259363e-05
9.79,1.83932335e-05
9.80,1.83606348e-05
9.81,1.83281400e-05
9.82,1.82957487e-05
9.83,1.82634603e-05
9.84,1.82312746e-05
9.85,1.81991911e-05
9.86,1.81672094e-05
9.87,1.81353291e-05
9.88,1.81035499e-05
9.89,1.80718712e-05
9.90,1.80402928e-05
9.91,1.80088142e-05
9.92,1.79774350e-05
9.93,1.79461549e-05
9.94,1.79149735e-05
9.95,1.78838904e-05
9.96,1.78529052e-05
9.97,1.78220175e-05
9.98,1.77912269e-05
9.99,1.77605332e-05
10.00,1.77299358e-05
10.01,1.76994345e-05
10.02,1.76690288e-05
10.03,1.76387184e-05
10.04,1.76085030e-05
10.05,1.75783821e-05
10.06,1.75483554e-05
10.07,1.75184226e-05
10.08,1.74885832e-05
10.09,1.74588370e-05
10.10,1.74291835e-05
10.11,1.73996225e-05
10.12,1.73701535e-05
10.13,1.73407763e-05
10.14,1.73114904e-05
10.15,1.72822955e-05
10.16,1.72531913e-05
10.17,1.72241775e-05
10.18,1.71952537e-05
10.19,1.71664195e-05
10.20,1.71376746e-05
10.21,1.71090188e-05
10.22,1.70804516e-05
10.23,1.70519727e-05
10.24,1.70235818e-05
10.25,1.69952785e-05
10.26,1.69670626e-05
10.27,1.69389337e-05
10.28,1.69108915e-05
10.29,1.68829357e-05
10.30,1.68550659e-05
10.31,1.68272819e-05
10.32,1.67995832e-05
10.33,1.67719696e-05
10.34,1.67444409e-05
10.35,1.67169966e-05
10.36,1.66896364e-05
10.37,1.66623601e-05
10.38,1.66351673e-05
10.39,1.66080578e-05
10.40,1.65810312e-05
10.41,1.65540872e-05
10.42,1.65272256e-05
10.43,1.65004460e-05
10.44,1.64737481e-05
10.45,1.64471316e-05
10.46,1.64205963e-05
10.47,1.63941418e-05
10.48,1.63677679e-05
10.49,1.63414742e-05
10.50,1.63152605e-05
10.51,1.62891265e-05
10.52,1.62630718e-05
10.53,1.62370963e-05
10.54,1.62111996e-05
10.55,1.61853815e-05
10.56,1.61596416e-05
10.57,1.61339797e-05
10.58,1.61083954e-05
10.59,1.60828887e-05
10.60,1.60574590e-05
10.61,1.60321063e-05
10.62,1.60068301e-05
10.63,1.59816303e-05
10.64,1.59565066e-05
10.65,1.59314586e-05
10.66,1.59064862e-05
10.67,1.58815891e-05
10.68,1.58567669e-05
10.69,1.58320195e-05
10.70,1.58073466e-05
10.71,1.57827478e-05
10.72,1.57582230e-05
10.73,1.57337720e-05
