Angle(deg),f(R)
10.61,3.15127542e+05
10.62,3.13452229e+05
10.63,3.11787573e+05
10.64,3.10133496e+05
10.65,3.08489919e+05
10.66,3.06856767e+05
10.67,3.05233962e+05
10.68,3.03621429e+05
10.69,3.02019092e+05
10.70,3.00426878e+05
10.71,2.98844712e+05
10.72,2.97272521e+05
10.73,2.95710233e+05
10.74,2.94157775e+05
10.75,2.92615075e+05
10.76,2.91082063e+05
10.77,2.89558669e+05
10.78,2.88044823e+05
10.79,2.86540455e+05
10.80,2.85045498e+05
10.81,2.83559882e+05
10.82,2.82083541e+05
10.83,2.80616408e+05
10.84,2.79158416e+05
10.85,2.77709499e+05
10.86,2.76269592e+05
10.87,2.74838631e+05
10.88,2.73416551e+05
10.89,2.72003288e+05
10.90,2.70598779e+05
10.91,2.69202962e+05
10.92,2.67815774e+05
10.93,2.66437154e+05
10.94,2.65067040e+05
10.95,2.63705372e+05
10.96,2.62352089e+05
10.97,2.61007133e+05
10.98,2.59670442e+05
10.99,2.58341960e+05
11.00,2.57021627e+05
11.01,2.55709386e+05
11.02,2.54405180e+05
11.03,2.53108951e+05
11.04,2.51820643e+05
11.05,2.50540200e+05
11.06,2.49267567e+05
11.07,2.48002688e+05
11.08,2.46745510e+05
11.09,2.45495976e+05
11.10,2.44254035e+05
11.11,2.43019632e+05
11.12,2.41792715e+05
11.13,2.40573231e+05
11.14,2.39361128e+05
11.15,2.38156354e+05
11.16,2.36958859e+05
11.17,2.35768590e+05
11.18,2.34585498e+05
11.19,2.33409533e+05
11.20,2.32240645e+05
11.21,2.31078785e+05
11.22,2.29923903e+05
11.23,2.28775952e+05
11.24,2.27634883e+05
11.25,2.26500649e+05
11.26,2.25373202e+05
11.27,2.24252495e+05
11.28,2.23138481e+05
11.29,2.22031115e+05
11.30,2.20930350e+05
11.31,2.19836141e+05
11.32,2.18748443e+05
11.33,2.17667211e+05
11.34,2.16592399e+05
11.35,2.15523966e+05
11.36,2.14461865e+05
11.37,2.13406055e+05
11.38,2.12356491e+05
11.39,2.11313131e+05
11.40,2.10275934e+05
11.41,2.09244855e+05
11.42,2.08219855e+05
11.43,2.07200890e+05
11.44,2.06187921e+05
11.45,2.05180906e+05
11.46,2.04179805e+05
11.47,2.03184578e+05
11.48,2.02195184e+05
11.49,2.01211584e+05
11.50,2.00233739e+05
11.51,1.99261610e+05
11.52,1.98295158e+05
11.53,1.97334345e+05
11.54,1.96379133e+05
11.55,1.95429484e+05
11.56,1.94485360e+05
11.57,1.93546724e+05
11.58,1.92613539e+05
11.59,1.91685769e+05
11.60,1.90763377e+05
11.61,1.89846327e+05
11.62,1.88934584e+05
11.63,1.88028111e+05
11.64,1.87126874e+05
11.65,1.86230837e+05
11.66,1.85339966e+05
11.67,1.84454225e+05
11.68,1.83573582e+05
11.69,1.82698002e+05
11.70,1.81827451e+05
11.71,1.80961896e+05
11.72,1.80101304e+05
11.73,1.79245641e+05
11.74,1.78394875e+05
11.75,1.77548974e+05
11.76,1.76707905e+05
11.77,1.75871636e+05
11.78,1.75040135e+05
11.79,1.74213372e+05
11.80,1.73391315e+05
11.81,1.72573932e+05
11.82,1.71761193e+05
11.83,1.70953068e+05
11.84,1.70149526e+05
11.85,1.69350536e+05
11.86,1.68556070e+05
11.87,1.67766097e+05
11.88,1.66980588e+05
11.89,1.66199514e+05
11.90,1.65422846e+05
11.91,1.64650554e+05
11.92,1.63882611e+05
11.93,1.63118987e+05
11.94,1.62359656e+05
11.95,1.61604588e+05
11.96,1.60853757e+05
11.97,1.60107134e+05
11.98,1.59364692e+05
11.99,1.58626404e+05
12.00,1.57892244e+05
12.01,1.57162184e+05
12.02,1.56436197e+05
12.03,1.55714258e+05
12.04,1.54996341e+05
12.05,1.54282419e+05
12.06,1.53572467e+05
12.07,1.52866458e+05
12.08,1.52164368e+05
12.09,1.51466172e+05
12.10,1.50771844e+05
12.11,1.50081360e+05
12.12,1.49394694e+05
12.13,1.48711823e+05
12.14,1.48032722e+05
12.15,1.47357367e+05
12.16,1.46685734e+05
12.17,1.46017799e+05
12.18,1.45353539e+05
12.19,1.44692930e+05
12.20,1.44035949e+05
12.21,1.43382572e+05
12.22,1.42732778e+05
12.23,1.42086542e+05
12.24,1.41443843e+05
12.25,1.40804658e+05
12.26,1.40168965e+05
12.27,1.39536742e+05
12.28,1.38907966e+05
12.29,1.38282616e+05
12.30,1.37660670e+05
12.31,1.37042107e+05
12.32,1.36426905e+05
12.33,1.35815044e+05
12.34,1.35206502e+05
12.35,1.34601258e+05
12.36,1.33999291e+05
12.37,1.33400582e+05
12.38,1.32805109e+05
12.39,1.32212852e+05
12.40,1.31623791e+05
12.41,1.31037907e+05
12.42,1.30455178e+05
12.43,1.29875586e+05
12.44,1.29299111e+05
12.45,1.28725733e+05
12.46,1.28155434e+05
12.47,1.27588193e+05
12.48,1.27023993e+05
12.49,1.26462813e+05
12.50,1.25904636e+05
12.51,1.25349442e+05
12.52,1.24797213e+05
12.53,1.24247931e+05
12.54,1.23701578e+05
12.55,1.23158135e+05
12.56,1.22617584e+05
12.57,1.22079908e+05
12.58,1.21545088e+05
12.59,1.21013108e+05
12.60,1.20483949e+05
12.61,1.19957595e+05
12.62,1.19434028e+05
12.63,1.18913230e+05
12.64,1.18395186e+05
12.65,1.17879877e+05
12.66,1.17367288e+05
12.67,1.16857401e+05
12.68,1.16350201e+05
12.69,1.15845670e+05
12.70,1.15343792e+05
12.71,1.14844551e+05
12.72,1.14347932e+05
12.73,1.13853917e+05
12.74,1.13362492e+05
12.75,1.12873640e+05
12.76,1.12387346e+05
12.77,1.11903594e+05
12.78,1.11422369e+05
12.79,1.10943655e+05
12.80,1.10467437e+05
12.81,1.09993701e+05
12.82,1.09522431e+05
12.83,1.09053612e+05
12.84,1.08587230e+05
12.85,1.08123269e+05
12.86,1.07661715e+05
12.87,1.07202554e+05
12.88,1.06745772e+05
12.89,1.06291353e+05
12.90,1.05839283e+05
12.91,1.05389550e+05
12.92,1.04942138e+05
12.93,1.04497033e+05
12.94,1.04054223e+05
12.95,1.03613692e+05
12.96,1.03175428e+05
12.97,1.02739417e+05
12.98,1.02305646e+05
12.99,1.01874100e+05
13.00,1.01444767e+05
13.01,1.01017634e+05
13.02,1.00592688e+05
13.03,1.00169915e+05
13.04,9.97493022e+04
13.05,9.93308376e+04
13.06,9.89145081e+04
13.07,9.85003010e+04
13.08,9.80882037e+04
13.09,9.76782038e+04
13.10,9.72702888e+04
13.11,9.68644464e+04
13.12,9.64606644e+04
13.13,9.60589306e+04
13.14,9.56592330e+04
13.15,9.52615595e+04
13.16,9.48658983e+04
13.17,9.44722375e+04
13.18,9.40805654e+04
13.19,9.36908702e+04
13.20,9.33031405e+04
13.21,9.29173646e+04
13.22,9.25335311e+04
13.23,9.21516287e+04
13.24,9.17716460e+04
13.25,9.13935719e+04
13.26,9.10173952e+04
13.27,9.06431049e+04
13.28,9.02706898e+04
13.29,8.99001392e+04
13.30,8.95314421e+04
13.31,8.91645879e+04
13.32,8.87995657e+04
13.33,8.84363649e+04
13.34,8.80749750e+04
13.35,8.77153855e+04
13.36,8.73575860e+04
13.37,8.70015660e+04
13.38,8.66473154e+04
13.39,8.62948238e+04
13.40,8.59440811e+04
13.41,8.55950772e+04
13.42,8.52478022e+04
13.43,8.49022460e+04
13.44,8.45583987e+04
13.45,8.42162506e+04
13.46,8.38757918e+04
13.47,8.35370127e+04
13.48,8.31999036e+04
13.49,8.28644550e+04
13.50,8.25306573e+04
13.51,8.21985010e+04
13.52,8.18679769e+04
13.53,8.15390755e+04
13.54,8.12117877e+04
13.55,8.08861041e+04
13.56,8.05620157e+04
13.57,8.02395133e+04
13.58,7.99185880e+04
13.59,7.95992307e+04
13.60,7.92814325e+04
13.61,7.89651847e+04
13.62,7.86504783e+04
13.63,7.83373047e+04
13.64,7.80256552e+04
13.65,7.77155210e+04
13.66,7.74068938e+04
13.67,7.70997649e+04
13.68,7.67941259e+04
13.69,7.64899683e+04
13.70,7.61872838e+04
13.71,7.58860642e+04
13.72,7.55863011e+04
13.73,7.52879864e+04
13.74,7.49911120e+04
13.75,7.46956696e+04
13.76,7.44016514e+04
13.77,7.41090492e+04
13.78,7.38178552e+04
13.79,7.35280615e+04
13.80,7.32396602e+04
13.81,7.29526436e+04
13.82,7.26670039e+04
13.83,7.23827335e+04
13.84,7.20998246e+04
13.85,7.18182697e+04
13.86,7.15380613e+04
13.87,7.12591918e+04
13.88,7.09816538e+04
13.89,7.07054400e+04
13.90,7.04305429e+04
13.91,7.01569553e+04
13.92,6.98846698e+04
13.93,6.96136793e+04
13.94,6.93439767e+04
13.95,6.90755547e+04
13.96,6.88084062e+04
13.97,6.85425244e+04
13.98,6.82779021e+04
13.99,6.80145325e+04
14.00,6.77524085e+04
14.01,6.74915235e+04
14.02,6.72318704e+04
14.03,6.69734426e+04
14.04,6.67162334e+04
14.05,6.64602360e+04
14.06,6.62054437e+04
14.07,6.59518501e+04
14.08,6.56994485e+04
14.09,6.54482324e+04
14.10,6.51981952e+04
14.11,6.49493307e+04
14.12,6.47016323e+04
14.13,6.44550936e+04
14.14,6.42097085e+04
14.15,6.39654705e+04
14.16,6.37223735e+04
14.17,6.34804112e+04
14.18,6.32395775e+04
14.19,6.29998661e+04
14.20,6.27612711e+04
14.21,6.25237864e+04
14.22,6.22874060e+04
14.23,6.20521238e+04
14.24,6.18179339e+04
14.25,6.15848305e+04
14.26,6.13528076e+04
14.27,6.11218594e+04
14.28,6.08919802e+04
14.29,6.06631641e+04
14.30,6.04354054e+04
14.31,6.02086984e+04
14.32,5.99830375e+04
14.33,5.97584171e+04
14.34,5.95348315e+04
14.35,5.93122752e+04
14.36,5.90907427e+04
14.37,5.88702284e+04
14.38,5.86507270e+04
14.39,5.84322330e+04
14.40,5.82147411e+04
14.41,5.79982458e+04
14.42,5.77827418e+04
14.43,5.75682239e+04
14.44,5.73546868e+04
14.45,5.71421253e+04
14.46,5.69305341e+04
14.47,5.67199082e+04
14.48,5.65102423e+04
14.49,5.63015314e+04
14.50,5.60937704e+04
14.51,5.58869543e+04
14.52,5.56810781e+04
14.53,5.54761367e+04
14.54,5.52721252e+04
14.55,5.50690388e+04
14.56,5.48668725e+04
14.57,5.46656214e+04
14.58,5.44652808e+04
14.59,5.42658458e+04
14.60,5.40673116e+04
14.61,5.38696736e+04
14.62,5.36729270e+04
14.63,5.34770670e+04
14.64,5.32820892e+04
14.65,5.30879887e+04
14.66,5.28947610e+04
14.67,5.27024016e+04
14.68,5.25109059e+04
14.69,5.23202693e+04
14.70,5.21304874e+04
14.71,5.19415557e+04
14.72,5.17534698e+04
14.73,5.15662252e+04
14.74,5.13798175e+04
14.75,5.11942425e+04
14.76,5.10094957e+04
14.77,5.08255728e+04
14.78,5.06424696e+04
14.79,5.04601818e+04
14.80,5.02787051e+04
14.81,5.00980354e+04
14.82,4.99181685e+04
14.83,4.97391002e+04
14.84,4.95608263e+04
14.85,4.93833428e+04
14.86,4.92066456e+04
14.87,4.90307306e+04
14.88,4.88555937e+04
14.89,4.86812310e+04
14.90,4.85076384e+04
14.91,4.83348120e+04
14.92,4.81627479e+04
14.93,4.79914421e+04
14.94,4.78208907e+04
14.95,4.76510899e+04
14.96,4.74820358e+04
14.97,4.73137245e+04
14.98,4.71461522e+04
14.99,4.69793153e+04
15.00,4.68132098e+04
15.01,4.66478321e+04
15.02,4.64831784e+04
15.03,4.63192451e+04
15.04,4.61560285e+04
15.05,4.59935248e+04
15.06,4.58317305e+04
15.07,4.56706420e+04
15.08,4.55102556e+04
15.09,4.53505678e+04
15.10,4.51915751e+04
15.11,4.50332739e+04
15.12,4.48756606e+04
15.13,4.47187319e+04
15.14,4.45624842e+04
15.15,4.44069141e+04
15.16,4.42520182e+04
15.17,4.40977930e+04
15.18,4.39442352e+04
15.19,4.37913414e+04
15.20,4.36391082e+04
15.21,4.34875323e+04
15.22,4.33366105e+04
15.23,4.31863393e+04
15.24,4.30367155e+04
15.25,4.28877359e+04
15.26,4.27393972e+04
15.27,4.25916963e+04
15.28,4.24446298e+04
15.29,4.22981947e+04
15.30,4.21523878e+04
15.31,4.20072058e+04
15.32,4.18626458e+04
15.33,4.17187045e+04
15.34,4.15753789e+04
15.35,4.14326660e+04
15.36,4.12905626e+04
15.37,4.11490657e+04
15.38,4.10081723e+04
15.39,4.08678794e+04
15.40,4.07281839e+04
15.41,4.05890830e+04
15.42,4.04505737e+04
15.43,4.03126530e+04
15.44,4.01753181e+04
15.45,4.00385659e+04
15.46,3.99023937e+04
15.47,3.97667985e+04
15.48,3.96317775e+04
15.49,3.94973278e+04
15.50,3.93634467e+04
15.51,3.92301313e+04
15.52,3.90973788e+04
15.53,3.89651865e+04
15.54,3.88335516e+04
15.55,3.87024713e+04
15.56,3.85719429e+04
15.57,3.84419638e+04
15.58,3.83125311e+04
15.59,3.81836423e+04
15.60,3.80552946e+04
15.61,3.79274854e+04
15.62,3.78002121e+04
15.63,3.76734720e+04
15.64,3.75472625e+04
15.65,3.74215811e+04
15.66,3.72964251e+04
15.67,3.71717920e+04
15.68,3.70476792e+04
15.69,3.69240842e+04
15.70,3.68010045e+04
15.71,3.66784375e+04
15.72,3.65563808e+04
15.73,3.64348319e+04
15.74,3.63137883e+04
15.75,3.61932476e+04
15.76,3.60732073e+04
15.77,3.59536649e+04
15.78,3.58346182e+04
15.79,3.57160646e+04
15.80,3.55980018e+04
15.81,3.54804275e+04
15.82,3.53633392e+04
15.83,3.52467346e+04
15.84,3.51306113e+04
15.85,3.50149671e+04
15.86,3.48997997e+04
15.87,3.47851067e+04
15.88,3.46708859e+04
15.89,3.45571349e+04
15.90,3.44438516e+04
15.91,3.43310337e+04
15.92,3.42186789e+04
15.93,3.41067850e+04
15.94,3.39953499e+04
15.95,3.38843713e+04
15.96,3.37738470e+04
15.97,3.36637749e+04
15.98,3.35541527e+04
15.99,3.34449785e+04
16.00,3.33362499e+04
16.01,3.32279649e+04
16.02,3.31201214e+04
16.03,3.30127173e+04
16.04,3.29057504e+04
16.05,3.27992187e+04
16.06,3.26931202e+04
16.07,3.25874527e+04
16.08,3.24822142e+04
16.09,3.23774028e+04
16.10,3.22730162e+04
16.11,3.21690527e+04
16.12,3.20655100e+04
16.13,3.19623863e+04
16.14,3.18596796e+04
16.15,3.17573879e+04
16.16,3.16555092e+04
16.17,3.15540416e+04
16.18,3.14529831e+04
16.19,3.13523319e+04
16.20,3.12520860e+04
16.21,3.11522434e+04
16.22,3.10528024e+04
16.23,3.09537610e+04
16.24,3.08551173e+04
16.25,3.07568694e+04
16.26,3.06590156e+04
16.27,3.05615539e+04
16.28,3.04644826e+04
16.29,3.03677998e+04
16.30,3.02715036e+04
16.31,3.01755923e+04
16.32,3.00800641e+04
16.33,2.99849171e+04
16.34,2.98901497e+04
16.35,2.97957600e+04
16.36,2.97017463e+04
16.37,2.96081068e+04
16.38,2.95148398e+04
16.39,2.94219435e+04
16.40,2.93294163e+04
16.41,2.92372563e+04
16.42,2.91454620e+04
16.43,2.90540316e+04
16.44,2.89629635e+04
16.45,2.88722558e+04
16.46,2.87819071e+04
16.47,2.86919156e+04
16.48,2.86022796e+04
16.49,2.85129976e+04
16.50,2.84240679e+04
16.51,2.83354888e+04
16.52,2.82472588e+04
16.53,2.81593762e+04
16.54,2.80718395e+04
16.55,2.79846470e+04
16.56,2.78977972e+04
16.57,2.78112885e+04
16.58,2.77251193e+04
16.59,2.76392881e+04
16.60,2.75537933e+04
16.61,2.74686334e+04
16.62,2.73838068e+04
16.63,2.72993121e+04
16.64,2.72151476e+04
16.65,2.71313120e+04
16.66,2.70478036e+04
16.67,2.69646210e+04
16.68,2.68817628e+04
16.69,2.67992274e+04
16.70,2.67170133e+04
16.71,2.66351191e+04
16.72,2.65535434e+04
16.73,2.64722847e+04
16.74,2.63913415e+04
16.75,2.63107125e+04
16.76,2.62303962e+04
16.77,2.61503911e+04
16.78,2.60706959e+04
16.79,2.59913092e+04
16.80,2.59122295e+04
16.81,2.58334556e+04
16.82,2.57549859e+04
16.83,2.56768191e+04
16.84,2.55989539e+04
16.85,2.55213890e+04
16.86,2.54441228e+04
16.87,2.53671542e+04
16.88,2.52904817e+04
16.89,2.52141040e+04
16.90,2.51380199e+04
16.91,2.50622279e+04
16.92,2.49867268e+04
16.93,2.49115153e+04
16.94,2.48365921e+04
16.95,2.47619558e+04
16.96,2.46876052e+04
16.97,2.46135390e+04
16.98,2.45397560e+04
16.99,2.44662548e+04
17.00,2.43930343e+04
17.01,2.43200931e+04
17.02,2.42474301e+04
17.03,2.41750439e+04
17.04,2.41029334e+04
17.05,2.40310973e+04
17.06,2.39595344e+04
17.07,2.38882435e+04
17.08,2.38172233e+04
17.09,2.37464727e+04
17.10,2.36759906e+04
17.11,2.36057755e+04
17.12,2.35358265e+04
17.13,2.34661424e+04
17.14,2.33967218e+04
17.15,2.33275638e+04
17.16,2.32586671e+04
17.17,2.31900306e+04
17.18,2.31216531e+04
17.19,2.30535335e+04
17.20,2.29856706e+04
17.21,2.29180633e+04
17.22,2.28507105e+04
17.23,2.27836111e+04
17.24,2.27167640e+04
17.25,2.26501680e+04
17.26,2.25838221e+04
17.27,2.25177251e+04
17.28,2.24518759e+04
17.29,2.23862735e+04
17.30,2.23209169e+04
17.31,2.22558048e+04
17.32,2.21909363e+04
17.33,2.21263102e+04
17.34,2.20619256e+04
17.35,2.19977814e+04
17.36,2.19338764e+04
17.37,2.18702098e+04
17.38,2.18067804e+04
17.39,2.17435871e+04
17.40,2.16806291e+04
17.41,2.16179052e+04
17.42,2.15554145e+04
17.43,2.14931559e+04
17.44,2.14311284e+04
17.45,2.13693310e+04
17.46,2.13077627e+04
17.47,2.12464226e+04
17.48,2.11853096e+04
17.49,2.11244227e+04
17.50,2.10637611e+04
17.51,2.10033236e+04
17.52,2.09431094e+04
17.53,2.08831174e+04
17.54,2.08233468e+04
17.55,2.07637966e+04
17.56,2.07044657e+04
17.57,2.06453533e+04
17.58,2.05864585e+04
17.59,2.05277802e+04
17.60,2.04693176e+04
17.61,2.04110698e+04
17.62,2.03530358e+04
17.63,2.02952146e+04
17.64,2.02376055e+04
17.65,2.01802075e+04
17.66,2.01230196e+04
17.67,2.00660410e+04
17.68,2.00092708e+04
17.69,1.99527081e+04
17.70,1.98963520e+04
17.71,1.98402017e+04
17.72,1.97842562e+04
17.73,1.97285147e+04
17.74,1.96729763e+04
17.75,1.96176401e+04
17.76,1.95625054e+04
17.77,1.95075712e+04
17.78,1.94528366e+04
17.79,1.93983009e+04
17.80,1.93439632e+04
17.81,1.92898227e+04
17.82,1.92358785e+04
17.83,1.91821297e+04
17.84,1.91285757e+04
17.85,1.90752155e+04
17.86,1.90220483e+04
17.87,1.89690733e+04
17.88,1.89162897e+04
17.89,1.88636967e+04
17.90,1.88112935e+04
17.91,1.87590793e+04
17.92,1.87070532e+04
17.93,1.86552146e+04
17.94,1.86035626e+04
17.95,1.85520965e+04
17.96,1.85008154e+04
17.97,1.84497185e+04
17.98,1.83988052e+04
17.99,1.83480746e+04
18.00,1.82975260e+04
18.01,1.82471586e+04
18.02,1.81969717e+04
18.03,1.81469645e+04
18.04,1.80971362e+04
18.05,1.80474861e+04
18.06,1.79980135e+04
18.07,1.79487176e+04
18.08,1.78995977e+04
18.09,1.78506531e+04
18.10,1.78018830e+04
18.11,1.77532867e+04
18.12,1.77048634e+04
18.13,1.76566126e+04
18.14,1.76085334e+04
18.15,1.75606251e+04
18.16,1.75128870e+04
18.17,1.74653185e+04
18.18,1.74179188e+04
18.19,1.73706873e+04
18.20,1.73236231e+04
18.21,1.72767257e+04
18.22,1.72299944e+04
18.23,1.71834284e+04
18.24,1.71370272e+04
18.25,1.70907899e+04
18.26,1.70447160e+04
18.27,1.69988047e+04
18.28,1.69530554e+04
18.29,1.69074675e+04
18.30,1.68620402e+04
18.31,1.68167729e+04
18.32,1.67716650e+04
18.33,1.67267158e+04
18.34,1.66819247e+04
18.35,1.66372910e+04
18.36,1.65928140e+04
18.37,1.65484931e+04
18.38,1.65043278e+04
18.39,1.64603173e+04
18.40,1.64164610e+04
18.41,1.63727583e+04
18.42,1.63292085e+04
18.43,1.62858112e+04
18.44,1.62425655e+04
18.45,1.61994710e+04
18.46,1.61565269e+04
18.47,1.61137327e+04
18.48,1.60710879e+04
18.49,1.60285917e+04
18.50,1.59862435e+04
18.51,1.59440429e+04
18.52,1.59019891e+04
18.53,1.58600816e+04
18.54,1.58183198e+04
18.55,1.57767031e+04
18.56,1.57352309e+04
18.57,1.56939026e+04
18.58,1.56527177e+04
18.59,1.56116756e+04
18.60,1.55707757e+04
18.61,1.55300174e+04
18.62,1.54894002e+04
18.63,1.54489235e+04
18.64,1.54085868e+04
18.65,1.53683894e+04
18.66,1.53283308e+04
18.67,1.52884105e+04
18.68,1.52486279e+04
18.69,1.52089825e+04
18.70,1.51694736e+04
18.71,1.51301009e+04
18.72,1.50908636e+04
18.73,1.50517614e+04
18.74,1.50127936e+04
18.75,1.49739596e+04
18.76,1.49352591e+04
18.77,1.48966914e+04
18.78,1.48582561e+04
18.79,1.48199525e+04
18.80,1.47817802e+04
18.81,1.47437386e+04
18.82,1.47058273e+04
18.83,1.46680457e+04
18.84,1.46303933e+04
18.85,1.45928696e+04
18.86,1.45554741e+04
18.87,1.45182062e+04
18.88,1.44810656e+04
18.89,1.44440516e+04
18.90,1.44071637e+04
18.91,1.43704016e+04
18.92,1.43337646e+04
18.93,1.42972523e+04
18.94,1.42608643e+04
18.95,1.42245999e+04
18.96,1.41884587e+04
18.97,1.41524403e+04
18.98,1.41165442e+04
18.99,1.40807699e+04
19.00,1.40451168e+04
19.01,1.40095846e+04
19.02,1.39741728e+04
19.03,1.39388808e+04
19.04,1.39037083e+04
19.05,1.38686547e+04
19.06,1.38337196e+04
19.07,1.37989026e+04
19.08,1.37642031e+04
19.09,1.37296208e+04
19.10,1.36951551e+04
19.11,1.36608056e+04
19.12,1.36265719e+04
19.13,1.35924534e+04
19.14,1.35584499e+04
19.15,1.35245608e+04
19.16,1.34907856e+04
19.17,1.34571240e+04
19.18,1.34235754e+04
19.19,1.33901396e+04
19.20,1.33568159e+04
19.21,1.33236041e+04
19.22,1.32905036e+04
19.23,1.32575140e+04
19.24,1.32246350e+04
19.25,1.31918660e+04
19.26,1.31592067e+04
19.27,1.31266567e+04
19.28,1.30942154e+04
19.29,1.30618826e+04
19.30,1.30296577e+04
19.31,1.29975404e+04
19.32,1.29655303e+04
19.33,1.29336270e+04
19.34,1.29018299e+04
19.35,1.28701389e+04
19.36,1.28385533e+04
19.37,1.28070729e+04
19.38,1.27756973e+04
19.39,1.27444259e+04
19.40,1.27132585e+04
19.41,1.26821947e+04
19.42,1.26512340e+04
19.43,1.26203761e+04
19.44,1.25896205e+04
19.45,1.25589670e+04
19.46,1.25284150e+04
19.47,1.24979642e+04
19.48,1.24676143e+04
19.49,1.24373649e+04
19.50,1.24072155e+04
19.51,1.23771658e+04
19.52,1.23472154e+04
19.53,1.23173640e+04
19.54,1.22876111e+04
19.55,1.22579565e+04
19.56,1.22283997e+04
19.57,1.21989403e+04
19.58,1.21695781e+04
19.59,1.21403126e+04
19.60,1.21111435e+04
19.61,1.20820704e+04
19.62,1.20530930e+04
19.63,1.20242109e+04
19.64,1.19954237e+04
19.65,1.19667311e+04
19.66,1.19381328e+04
19.67,1.19096283e+04
19.68,1.18812174e+04
19.69,1.18528997e+04
19.70,1.18246749e+04
19.71,1.17965425e+04
19.72,1.17685024e+04
19.73,1.17405540e+04
19.74,1.17126971e+04
19.75,1.16849314e+04
19.76,1.16572565e+04
19.77,1.16296720e+04
19.78,1.16021777e+04
19.79,1.15747732e+04
19.80,1.15474582e+04
19.81,1.15202324e+04
19.82,1.14930953e+04
19.83,1.14660468e+04
19.84,1.14390864e+04
19.85,1.14122139e+04
19.86,1.13854289e+04
19.87,1.13587311e+04
19.88,1.13321202e+04
19.89,1.13055959e+04
19.90,1.12791578e+04
19.91,1.12528057e+04
19.92,1.12265392e+04
19.93,1.12003580e+04
19.94,1.11742619e+04
19.95,1.11482504e+04
19.96,1.11223233e+04
19.97,1.10964804e+04
19.98,1.10707212e+04
19.99,1.10450454e+04
20.00,1.10194529e+04
20.01,1.09939433e+04
20.02,1.09685162e+04
20.03,1.09431714e+04
20.04,1.09179086e+04
20.05,1.08927275e+04
20.06,1.08676278e+04
20.07,1.08426091e+04
20.08,1.08176714e+04
20.09,1.07928141e+04
20.10,1.07680371e+04
20.11,1.07433400e+04
20.12,1.07187226e+04
20.13,1.06941846e+04
20.14,1.06697257e+04
20.15,1.06453456e+04
20.16,1.06210440e+04
20.17,1.05968207e+04
20.18,1.05726754e+04
20.19,1.05486078e+04
20.20,1.05246176e+04
20.21,1.05007046e+04
20.22,1.04768685e+04
20.23,1.04531090e+04
20.24,1.04294258e+04
20.25,1.04058187e+04
20.26,1.03822874e+04
20.27,1.03588317e+04
20.28,1.03354512e+04
20.29,1.03121458e+04
20.30,1.02889151e+04
20.31,1.02657588e+04
20.32,1.02426769e+04
20.33,1.02196688e+04
20.34,1.01967346e+04
20.35,1.01738737e+04
20.36,1.01510861e+04
20.37,1.01283714e+04
20.38,1.01057294e+04
20.39,1.00831598e+04
20.40,1.00606625e+04
20.41,1.00382371e+04
20.42,1.00158833e+04
20.43,9.99360106e+03
20.44,9.97138999e+03
20.45,9.94924988e+03
20.46,9.92718048e+03
20.47,9.90518155e+03
20.48,9.88325285e+03
20.49,9.86139415e+03
20.50,9.83960519e+03
20.51,9.81788575e+03
20.52,9.79623559e+03
20.53,9.77465447e+03
20.54,9.75314216e+03
20.55,9.73169842e+03
20.56,9.71032302e+03
20.57,9.68901573e+03
20.58,9.66777633e+03
20.59,9.64660457e+03
20.60,9.62550024e+03
20.61,9.60446311e+03
20.62,9.58349295e+03
20.63,9.56258954e+03
20.64,9.54175266e+03
20.65,9.52098207e+03
20.66,9.50027757e+03
20.67,9.47963893e+03
20.68,9.45906593e+03
20.69,9.43855835e+03
20.70,9.41811599e+03
20.71,9.39773861e+03
20.72,9.37742601e+03
20.73,9.35717797e+03
20.74,9.33699429e+03
20.75,9.31687474e+03
20.76,9.29681912e+03
20.77,9.27682722e+03
20.78,9.25689883e+03
20.79,9.23703374e+03
20.80,9.21723175e+03
20.81,9.19749266e+03
20.82,9.17781625e+03
20.83,9.15820232e+03
20.84,9.13865068e+03
20.85,9.11916112e+03
20.86,9.09973344e+03
20.87,9.08036744e+03
20.88,9.06106292e+03
20.89,9.04181969e+03
20.90,9.02263755e+03
20.91,9.00351631e+03
20.92,8.98445577e+03
20.93,8.96545574e+03
20.94,8.94651602e+03
20.95,8.92763643e+03
20.96,8.90881678e+03
20.97,8.89005687e+03
20.98,8.87135653e+03
20.99,8.85271555e+03
21.00,8.83413377e+03
21.01,8.81561098e+03
21.02,8.79714701e+03
21.03,8.77874168e+03
21.04,8.76039480e+03
21.05,8.74210619e+03
21.06,8.72387567e+03
21.07,8.70570306e+03
21.08,8.68758819e+03
21.09,8.66953088e+03
21.10,8.65153095e+03
21.11,8.63358823e+03
21.12,8.61570254e+03
21.13,8.59787371e+03
21.14,8.58010157e+03
21.15,8.56238595e+03
21.16,8.54472667e+03
21.17,8.52712357e+03
21.18,8.50957648e+03
21.19,8.49208523e+03
21.20,8.47464966e+03
21.21,8.45726960e+03
21.22,8.43994489e+03
21.23,8.42267537e+03
21.24,8.40546086e+03
21.25,8.38830121e+03
21.26,8.37119627e+03
21.27,8.35414587e+03
21.28,8.33714985e+03
21.29,8.32020805e+03
21.30,8.30332033e+03
21.31,8.28648651e+03
21.32,8.26970646e+03
21.33,8.25298002e+03
21.34,8.23630702e+03
21.35,8.21968734e+03
21.36,8.20312080e+03
