Angle(deg),f(R)
21.51,2.14061772e+04
21.52,2.25836752e+04
21.53,2.38944221e+04
21.54,2.53591358e+04
21.55,2.70027377e+04
21.56,2.88554185e+04
21.57,3.09540326e+04
21.58,3.33439435e+04
21.59,3.60814941e+04
21.60,3.92373561e+04
21.61,4.29011351e+04
21.62,4.71877999e+04
21.63,5.22468105e+04
21.64,5.82753230e+04
21.65,6.55376909e+04
21.66,7.43949457e+04
21.67,8.53505486e+04
21.68,9.91235486e+04
21.69,1.16769652e+05
21.70,1.39889725e+05
21.71,1.71006123e+05
21.72,2.14281023e+05
21.73,2.76984287e+05
21.74,3.72758700e+05
21.75,5.29720657e+05
21.76,8.13720590e+05
21.77,1.41060379e+06
21.78,3.03025294e+06
21.79,1.06570984e+07
21.80,6.97984690e+08
21.81,1.87950523e+07
21.82,4.01727164e+06
21.83,1.70145310e+06
21.84,9.36201968e+05
21.85,5.92392838e+05
21.86,4.09028443e+05
21.87,2.99837451e+05
21.88,2.29607916e+05
21.89,1.81789683e+05
21.90,1.47770953e+05
21.91,1.22711561e+05
21.92,1.03721372e+05
21.93,8.89882027e+04
21.94,7.73290318e+04
21.95,6.79449789e+04
21.96,6.02807947e+04
21.97,5.39408502e+04
21.98,4.86370797e+04
21.99,4.41557049e+04
22.00,4.03353787e+04
22.01,3.70524784e+04
22.02,3.42109963e+04
22.03,3.17354558e+04
22.04,2.95658593e+04
22.05,2.76540308e+04
22.06,2.59609266e+04
22.07,2.44546354e+04
22.08,2.31088701e+04
22.09,2.19018196e+04
22.10,2.08152651e+04
22.11,1.98338933e+04
22.12,1.89447583e+04
22.13,1.81368564e+04
22.14,1.74007871e+04
22.15,1.67284819e+04
22.16,1.61129846e+04
22.17,1.55482732e+04
22.18,1.50291145e+04
22.19,1.45509440e+04
22.20,1.41097674e+04
22.21,1.37020782e+04
22.22,1.33247897e+04
22.23,1.29751774e+04
22.24,1.26508309e+04
22.25,1.23496139e+04
22.26,1.20696292e+04
22.27,1.18091908e+04
22.28,1.15667983e+04
22.29,1.13411173e+04
22.30,1.11309614e+04
22.31,1.09352783e+04
22.32,1.07531372e+04
22.33,1.05837200e+04
22.34,1.04263137e+04
22.35,1.02803054e+04
22.36,1.01451798e+04
22.37,1.00205188e+04
22.38,9.90600445e+03
22.39,9.80142541e+03
22.40,9.70668750e+03
22.41,9.62183059e+03
22.42,9.54705339e+03
22.43,9.48274942e+03
22.44,9.42955915e+03
22.45,9.38844574e+03
22.46,9.36080650e+03
22.47,9.34863944e+03
22.48,9.35479724e+03
22.49,9.38338444e+03
22.50,9.44039692e+03
22.51,9.53478723e+03
22.52,9.68031305e+03
22.53,9.89890098e+03
22.54,1.02271307e+04
22.55,1.07296444e+04
22.56,1.15294273e+04
22.57,1.28844294e+04
22.58,1.54136480e+04
22.59,2.09298063e+04
22.60,3.68234328e+04
22.61,1.24007104e+05
22.62,6.17592402e+08
22.63,1.17893068e+05
22.64,3.60090640e+04
22.65,2.06239214e+04
22.66,1.52112472e+04
22.67,1.27016365e+04
22.68,1.13403871e+04
22.69,1.05243310e+04
22.70,1.00010436e+04
22.71,9.64982640e+03
22.72,9.40711781e+03
22.73,9.23691346e+03
22.74,9.11763338e+03
22.75,9.03575962e+03
22.76,8.98253141e+03
22.77,8.95212847e+03
22.78,8.94062458e+03
22.79,8.94536122e+03
22.80,8.96456085e+03
22.81,8.99708253e+03
22.82,9.04226529e+03
22.83,9.09982760e+03
22.84,9.16980429e+03
22.85,9.25250944e+03
22.86,9.34851863e+03
22.87,9.45866635e+03
22.88,9.58405677e+03
22.89,9.72608702e+03
22.90,9.88648363e+03
22.91,1.00673536e+04
22.92,1.02712527e+04
22.93,1.05012760e+04
22.94,1.07611749e+04
22.95,1.10555107e+04
22.96,1.13898555e+04
22.97,1.17710578e+04
22.98,1.22075948e+04
22.99,1.27100486e+04
23.00,1.32917532e+04
23.01,1.39696898e+04
23.02,1.47657421e+04
23.03,1.57084887e+04
23.04,1.68358104e+04
23.05,1.81987663e+04
23.06,1.98674948e+04
23.07,2.19404450e+04
23.08,2.45592759e+04
23.09,2.79337755e+04
23.10,3.23853135e+04
23.11,3.84264342e+04
23.12,4.69155161e+04
23.13,5.93798301e+04
23.14,7.87544965e+04
23.15,1.11284261e+05
23.16,1.72269131e+05
23.17,3.07996339e+05
23.18,7.18713570e+05
23.19,3.33953054e+06
23.20,1.23792200e+08
23.21,1.89631160e+06
23.22,5.43723574e+05
23.23,2.56498016e+05
23.24,1.50658146e+05
23.25,1.00307972e+05
23.26,7.24882812e+04
23.27,5.55206601e+04
23.28,4.44187391e+04
23.29,3.67630096e+04
23.30,3.12641864e+04
23.31,2.71841263e+04
23.32,2.40755059e+04
23.33,2.16544266e+04
23.34,1.97336744e+04
23.35,1.81857422e+04
23.36,1.69213585e+04
23.37,1.58765132e+04
23.38,1.50043437e+04
23.39,1.42699067e+04
23.40,1.36467203e+04
23.41,1.31144219e+04
23.42,1.26571497e+04
23.43,1.22624029e+04
23.44,1.19202254e+04
23.45,1.16226119e+04
23.46,1.13630704e+04
23.47,1.11362955e+04
23.48,1.09379212e+04
23.49,1.07643333e+04
23.50,1.06125236e+04
23.51,1.04799775e+04
23.52,1.03645859e+04
23.53,1.02645753e+04
23.54,1.01784531e+04
23.55,1.01049639e+04
23.56,1.00430543e+04
23.57,9.99184578e+03
23.58,9.95061286e+03
23.59,9.91876587e+03
23.60,9.89583833e+03
23.61,9.88147762e+03
23.62,9.87543893e+03
23.63,9.87758221e+03
23.64,9.88787227e+03
23.65,9.90638179e+03
23.66,9.93329799e+03
23.67,9.96893294e+03
23.68,1.00137388e+04
23.69,1.00683283e+04
23.70,1.01335029e+04
23.71,1.02102899e+04
23.72,1.02999913e+04
23.73,1.04042497e+04
23.74,1.05251353e+04
23.75,1.06652636e+04
23.76,1.08279554e+04
23.77,1.10174572e+04
23.78,1.12392488e+04
23.79,1.15004799e+04
23.80,1.18106006e+04
23.81,1.21822918e+04
23.82,1.26328669e+04
23.83,1.31864422e+04
23.84,1.38773959e+04
23.85,1.47560693e+04
23.86,1.58985419e+04
23.87,1.74241770e+04
23.88,1.95288959e+04
23.89,2.25526244e+04
23.90,2.71278089e+04
23.91,3.45430150e+04
23.92,4.77681706e+04
23.93,7.49846050e+04
23.94,1.46165664e+05
23.95,4.52518203e+05
23.96,1.11609635e+07
23.97,1.23421649e+06
23.98,2.35021395e+05
23.99,1.01048421e+05
24.00,5.89134598e+04
24.01,4.04665191e+04
24.02,3.07957672e+04
24.03,2.51146721e+04
24.04,2.15056550e+04
24.05,1.90790709e+04
24.06,1.73764494e+04
24.07,1.61420452e+04
24.08,1.52240795e+04
24.09,1.45278759e+04
24.10,1.39919137e+04
24.11,1.35748321e+04
24.12,1.32480146e+04
24.13,1.29911763e+04
24.14,1.27896403e+04
24.15,1.26326056e+04
24.16,1.25120141e+04
24.17,1.24217944e+04
24.18,1.23573472e+04
24.19,1.23151908e+04
24.20,1.22927152e+04
24.21,1.22880142e+04
24.22,1.22997733e+04
24.23,1.23272022e+04
24.24,1.23700051e+04
24.25,1.24283876e+04
24.26,1.25031024e+04
24.27,1.25955425e+04
24.28,1.27078995e+04
24.29,1.28434135e+04
24.30,1.30067649e+04
24.31,1.32046903e+04
24.32,1.34469705e+04
24.33,1.37480602e+04
24.34,1.41298714e+04
24.35,1.46267426e+04
24.36,1.52947849e+04
24.37,1.62306335e+04
24.38,1.76121928e+04
24.39,1.97966781e+04
24.40,2.35906139e+04
24.41,3.11480340e+04
24.42,4.99584263e+04
24.43,1.22656319e+05
24.44,1.38151018e+06
24.45,5.98660244e+05
24.46,9.61188881e+04
24.47,4.46110612e+04
24.48,2.96178006e+04
24.49,2.33285761e+04
24.50,2.01397478e+04
24.51,1.83277121e+04
24.52,1.72201583e+04
24.53,1.65109220e+04
24.54,1.60444216e+04
24.55,1.57348602e+04
24.56,1.55318495e+04
24.57,1.54043038e+04
24.58,1.53323029e+04
24.59,1.53027256e+04
24.60,1.53067960e+04
24.61,1.53386599e+04
24.62,1.53945530e+04
24.63,1.54723359e+04
24.64,1.55712875e+04
24.65,1.56921192e+04
24.66,1.58372375e+04
24.67,1.60113588e+04
24.68,1.62227263e+04
24.69,1.64854795e+04
24.70,1.68244430e+04
24.71,1.72854864e+04
24.72,1.79601683e+04
24.73,1.90524230e+04
24.74,2.10946813e+04
24.75,2.58677960e+04
24.76,4.27217579e+04
24.77,2.44236341e+05
24.78,2.71475105e+05
24.79,4.41430988e+04
24.80,2.67825357e+04
24.81,2.21507346e+04
24.82,2.03451621e+04
24.83,1.95139785e+04
24.84,1.91083620e+04
24.85,1.89191029e+04
24.86,1.88524605e+04
24.87,1.88614174e+04
24.88,1.89203774e+04
24.89,1.90145579e+04
24.90,1.91350999e+04
24.91,1.92766645e+04
24.92,1.94362371e+04
24.93,1.96126170e+04
24.94,1.98064430e+04
24.95,2.00209085e+04
24.96,2.02638845e+04
24.97,2.05538497e+04
24.98,2.09386868e+04
24.99,2.15714404e+04
25.00,2.31768718e+04
25.01,3.49012860e+04
25.02,8.92900622e+04
25.03,2.53750927e+04
25.04,2.30232244e+04
25.05,2.26369068e+04
25.06,2.26410818e+04
25.07,2.27762127e+04
25.08,2.29698885e+04
25.09,2.31955271e+04
25.10,2.34415517e+04
25.11,2.37023045e+04
25.12,2.39747913e+04
25.13,2.42573411e+04
25.14,2.45489941e+04
25.15,2.48491977e+04
25.16,2.51576463e+04
25.17,2.54741911e+04
25.18,2.57987873e+04
25.19,2.61314628e+04
25.20,2.64722977e+04
25.21,2.68214118e+04
25.22,2.71789557e+04
25.23,2.75451055e+04
25.24,2.79200588e+04
25.25,2.83040322e+04
25.26,2.86972597e+04
25.27,2.90999910e+04
25.28,2.95124917e+04
25.29,2.99350421e+04
25.30,3.03679374e+04
25.31,3.08114879e+04
25.32,3.12660186e+04
25.33,3.17318704e+04
25.34,3.22093995e+04
25.35,3.26989787e+04
25.36,3.32009977e+04
25.37,3.37158636e+04
25.38,3.42440018e+04
25.39,3.47858569e+04
25.40,3.53418933e+04
25.41,3.59125965e+04
25.42,3.64984737e+04
25.43,3.71000551e+04
25.44,3.77178953e+04
25.45,3.83525741e+04
25.46,3.90046982e+04
25.47,3.96749024e+04
25.48,4.03638514e+04
25.49,4.10722410e+04
25.50,4.18008002e+04
25.51,4.25502933e+04
25.52,4.33215210e+04
25.53,4.41153236e+04
25.54,4.49325825e+04
25.55,4.57742230e+04
25.56,4.66412169e+04
25.57,4.75345852e+04
25.58,4.84554010e+04
25.59,4.94047931e+04
25.60,5.03839491e+04
25.61,5.13941192e+04
25.62,5.24366203e+04
25.63,5.35128401e+04
25.64,5.46242420e+04
25.65,5.57723696e+04
25.66,5.69588526e+04
25.67,5.81854123e+04
25.68,5.94538678e+04
25.69,6.07661429e+04
25.70,6.21242731e+04
25.71,6.35304140e+04
25.72,6.49868494e+04
25.73,6.64960008e+04
25.74,6.80604372e+04
25.75,6.96828865e+04
25.76,7.13662470e+04
25.77,7.31136004e+04
25.78,7.49282261e+04
25.79,7.68136165e+04
25.80,7.87734935e+04
25.81,8.08118274e+04
25.82,8.29328568e+04
25.83,8.51411105e+04
25.84,8.74414317e+04
25.85,8.98390049e+04
25.86,9.23393846e+04
25.87,9.49485281e+04
25.88,9.76728305e+04
25.89,1.00519164e+05
25.90,1.03494922e+05
25.91,1.06608065e+05
25.92,1.09867178e+05
25.93,1.13281523e+05
25.94,1.16861115e+05
25.95,1.20616783e+05
25.96,1.24560263e+05
25.97,1.28704283e+05
25.98,1.33062670e+05
25.99,1.37650462e+05
26.00,1.42484039e+05
26.01,1.47581272e+05
26.02,1.52961683e+05
26.03,1.58646639e+05
26.04,1.64659559e+05
26.05,1.71026157e+05
26.06,1.77774718e+05
26.07,1.84936412e+05
26.08,1.92545657e+05
26.09,2.00640528e+05
26.10,2.09263240e+05
26.11,2.18460696e+05
26.12,2.28285127e+05
26.13,2.38794834e+05
26.14,2.50055059e+05
26.15,2.62138992e+05
26.16,2.75128974e+05
26.17,2.89117893e+05
26.18,3.04210856e+05
26.19,3.20527166e+05
26.20,3.38202689e+05
26.21,3.57392687e+05
26.22,3.78275246e+05
26.23,4.01055416e+05
26.24,4.25970267e+05
26.25,4.53295084e+05
26.26,4.83350998e+05
26.27,5.16514468e+05
26.28,5.53229128e+05
26.29,5.94020699e+05
26.30,6.39515911e+05
26.31,6.90466728e+05
26.32,7.47781612e+05
26.33,8.12566308e+05
26.34,8.86177572e+05
26.35,9.70294793e+05
26.36,1.06701663e+06
26.37,1.17899320e+06
26.38,1.30960956e+06
26.39,1.46324455e+06
26.40,1.64564265e+06
26.41,1.86445889e+06
26.42,2.13007528e+06
26.43,2.45685541e+06
26.44,2.86512791e+06
26.45,3.38442620e+06
26.46,4.05898357e+06
26.47,4.95747418e+06
26.48,6.19120928e+06
26.49,7.95034858e+06
26.50,1.05818177e+07
26.51,1.47744441e+07
26.52,2.20602394e+07
26.53,3.64417979e+07
26.54,7.13404110e+07
26.55,1.97625139e+08
26.56,1.75466228e+09
26.57,1.82799446e+09
26.58,2.00340641e+08
26.59,7.19269513e+07
26.60,3.66555518e+07
26.61,2.21608130e+07
26.62,1.48295302e+07
26.63,1.06151914e+07
26.64,7.97207481e+06
26.65,6.20613539e+06
26.66,4.96816676e+06
26.67,4.06690410e+06
26.68,3.39045624e+06
26.69,2.86982471e+06
26.70,2.46058517e+06
26.71,2.13308667e+06
26.72,1.86692554e+06
26.73,1.64768877e+06
26.74,1.46496089e+06
26.75,1.31106369e+06
26.76,1.18023624e+06
26.77,1.06808783e+06
26.78,9.71224719e+05
26.79,8.86990292e+05
26.80,8.13280989e+05
26.81,7.48413668e+05
26.82,6.91028669e+05
26.83,6.40017977e+05
26.84,5.94471335e+05
26.85,5.53635351e+05
26.86,5.16882144e+05
26.87,4.83685064e+05
26.88,4.53599719e+05
26.89,4.26249026e+05
26.90,4.01311338e+05
26.91,3.78510945e+05
26.92,3.57610418e+05
26.93,3.38404406e+05
26.94,3.20714571e+05
26.95,3.04385434e+05
26.96,2.89280947e+05
26.97,2.75281650e+05
26.98,2.62282301e+05
26.99,2.50189895e+05
27.00,2.38921994e+05
27.01,2.28405317e+05
27.02,2.18574547e+05
27.03,2.09371317e+05
27.04,2.00743338e+05
27.05,1.92643656e+05
27.06,1.85030011e+05
27.07,1.77864287e+05
27.08,1.71112032e+05
27.09,1.64742044e+05
27.10,1.58726011e+05
27.11,1.53038194e+05
27.12,1.47655149e+05
27.13,1.42555494e+05
27.14,1.37719686e+05
27.15,1.33129838e+05
27.16,1.28769557e+05
27.17,1.24623790e+05
27.18,1.20678701e+05
27.19,1.16921548e+05
27.20,1.13340589e+05
27.21,1.09924982e+05
27.22,1.06664708e+05
27.23,1.03550494e+05
27.24,1.00573752e+05
27.25,9.77265129e+04
27.26,9.50013788e+04
27.27,9.23914722e+04
27.28,8.98903932e+04
27.29,8.74921806e+04
27.30,8.51912756e+04
27.31,8.29824903e+04
27.32,8.08609781e+04
27.33,7.88222071e+04
27.34,7.68619359e+04
27.35,7.49761918e+04
27.36,7.31612502e+04
27.37,7.14136165e+04
27.38,6.97300094e+04
27.39,6.81073452e+04
27.40,6.65427238e+04
27.41,6.50334158e+04
27.42,6.35768505e+04
27.43,6.21706051e+04
27.44,6.08123945e+04
27.45,5.95000618e+04
27.46,5.82315705e+04
27.47,5.70049956e+04
27.48,5.58185172e+04
27.49,5.46704129e+04
27.50,5.35590525e+04
27.51,5.24828912e+04
27.52,5.14404653e+04
27.53,5.04303861e+04
27.54,4.94513364e+04
27.55,4.85020653e+04
27.56,4.75813847e+04
27.57,4.66881655e+04
27.58,4.58213340e+04
27.59,4.49798689e+04
27.60,4.41627981e+04
27.61,4.33691961e+04
27.62,4.25981811e+04
27.63,4.18489129e+04
27.64,4.11205904e+04
27.65,4.04124494e+04
27.66,3.97237609e+04
27.67,3.90538290e+04
27.68,3.84019892e+04
27.69,3.77676068e+04
27.70,3.71500755e+04
27.71,3.65488156e+04
27.72,3.59632732e+04
27.73,3.53929185e+04
27.74,3.48372449e+04
27.75,3.42957679e+04
27.76,3.37680242e+04
27.77,3.32535704e+04
27.78,3.27519826e+04
27.79,3.22628557e+04
27.80,3.17858022e+04
27.81,3.13204525e+04
27.82,3.08664534e+04
27.83,3.04234689e+04
27.84,2.99911793e+04
27.85,2.95692812e+04
27.86,2.91574885e+04
27.87,2.87555321e+04
27.88,2.83631617e+04
27.89,2.79801472e+04
27.90,2.76062810e+04
27.91,2.72413830e+04
27.92,2.68853054e+04
27.93,2.65379433e+04
27.94,2.61992485e+04
27.95,2.58692537e+04
27.96,2.55481109e+04
27.97,2.52361588e+04
27.98,2.49340424e+04
27.99,2.46429410e+04
28.00,2.43650291e+04
28.01,2.41044911e+04
28.02,2.38700059e+04
28.03,2.36817494e+04
28.04,2.35955045e+04
28.05,2.38159092e+04
28.06,2.56490121e+04
28.07,9.86321583e+04
28.08,3.04808749e+04
28.09,2.34227470e+04
28.10,2.22745454e+04
28.11,2.17598387e+04
28.12,2.14137611e+04
28.13,2.11349023e+04
28.14,2.08911214e+04
28.15,2.06700820e+04
28.16,2.04667813e+04
28.17,2.02796245e+04
28.18,2.01091025e+04
28.19,1.99575114e+04
28.20,1.98293118e+04
28.21,1.97321954e+04
28.22,1.96793542e+04
28.23,1.96942706e+04
28.24,1.98215228e+04
28.25,2.01538707e+04
28.26,2.09109565e+04
28.27,2.27223901e+04
28.28,2.80584974e+04
28.29,5.54136458e+04
28.30,7.63664240e+06
28.31,6.84128727e+04
28.32,2.90913366e+04
28.33,2.22860922e+04
28.34,1.98851236e+04
28.35,1.87208924e+04
28.36,1.80382947e+04
28.37,1.75837114e+04
28.38,1.72527866e+04
28.39,1.69964402e+04
28.40,1.67893999e+04
28.41,1.66178975e+04
28.42,1.64742959e+04
28.43,1.63545605e+04
28.44,1.62570296e+04
28.45,1.61818514e+04
28.46,1.61308214e+04
28.47,1.61075246e+04
28.48,1.61177970e+04
28.49,1.61706176e+04
28.50,1.62796916e+04
28.51,1.64662590e+04
28.52,1.67642393e+04
28.53,1.72301466e+04
28.54,1.79635276e+04
28.55,1.91528679e+04
28.56,2.11908766e+04
28.57,2.50110614e+04
28.58,3.33077317e+04
28.59,5.67846975e+04
28.60,1.78079849e+05
28.61,8.51068840e+07
28.62,2.11100378e+05
28.63,6.05653356e+04
28.64,3.39987220e+04
28.65,2.48159226e+04
28.66,2.05658599e+04
28.67,1.82388475e+04
28.68,1.68154592e+04
28.69,1.58731054e+04
28.70,1.52110574e+04
28.71,1.47241173e+04
28.72,1.43529068e+04
28.73,1.40619286e+04
28.74,1.38289886e+04
28.75,1.36397243e+04
28.76,1.34846101e+04
28.77,1.33572406e+04
28.78,1.32533100e+04
28.79,1.31699918e+04
28.80,1.31055556e+04
28.81,1.30591361e+04
28.82,1.30306024e+04
28.83,1.30205022e+04
28.84,1.30300671e+04
28.85,1.30612763e+04
28.86,1.31169846e+04
28.87,1.32011309e+04
28.88,1.33190538e+04
28.89,1.34779640e+04
28.90,1.36876498e+04
28.91,1.39615467e+04
28.92,1.43183899e+04
28.93,1.47848394e+04
28.94,1.53997784e+04
28.95,1.62216238e+04
28.96,1.73413157e+04
28.97,1.89066499e+04
28.98,2.11708544e+04
28.99,2.45975293e+04
29.00,3.01112569e+04
29.01,3.97808215e+04
29.02,5.90591466e+04
29.03,1.06497748e+05
29.04,2.83011044e+05
29.05,2.75317600e+06
29.06,2.00722062e+06
29.07,2.55552994e+05
29.08,1.00370314e+05
29.09,5.65865537e+04
29.10,3.83528713e+04
29.11,2.90475063e+04
29.12,2.36589596e+04
29.13,2.02562120e+04
29.14,1.79670852e+04
29.15,1.63508661e+04
29.16,1.51653936e+04
29.17,1.42686550e+04
29.18,1.35729151e+04
29.19,1.30216128e+04
29.20,1.25769676e+04
29.21,1.22129778e+04
29.22,1.19112870e+04
29.23,1.16586503e+04
29.24,1.14453317e+04
29.25,1.12640588e+04
29.26,1.11093274e+04
29.27,1.09769255e+04
29.28,1.08636034e+04
29.29,1.07668405e+04
29.30,1.06846778e+04
29.31,1.06155974e+04
29.32,1.05584331e+04
29.33,1.05123060e+04
29.34,1.04765769e+04
29.35,1.04508115e+04
29.36,1.04347564e+04
29.37,1.04283225e+04
29.38,1.04315759e+04
29.39,1.04447340e+04
29.40,1.04681674e+04
29.41,1.05024069e+04
29.42,1.05481568e+04
29.43,1.06063133e+04
29.44,1.06779908e+04
29.45,1.07645563e+04
29.46,1.08676747e+04
29.47,1.09893667e+04
29.48,1.11320845e+04
29.49,1.12988090e+04
29.50,1.14931766e+04
29.51,1.17196457e+04
29.52,1.19837162e+04
29.53,1.22922237e+04
29.54,1.26537358e+04
29.55,1.30790961e+04
29.56,1.35821794e+04
29.57,1.41809571e+04
29.58,1.48990302e+04
29.59,1.57678750e+04
29.60,1.68302110e+04
29.61,1.81451780e+04
29.62,1.97965255e+04
29.63,2.19059975e+04
29.64,2.46560507e+04
29.65,2.83301603e+04
29.66,3.33881835e+04
29.67,4.06165171e+04
29.68,5.14516772e+04
29.69,6.87506175e+04
29.70,9.88818773e+04
29.71,1.58539659e+05
29.72,3.04008789e+05
29.73,8.35826087e+05
29.74,7.70368477e+06
29.75,7.00634764e+06
29.76,8.09973975e+05
29.77,2.98350737e+05
29.78,1.56389168e+05
29.79,9.77724656e+04
29.80,6.80391697e+04
29.81,5.09123251e+04
29.82,4.01536506e+04
29.83,3.29557633e+04
29.84,2.79038182e+04
29.85,2.42219206e+04
29.86,2.14557259e+04
29.87,1.93248439e+04
29.88,1.76486376e+04
29.89,1.63064852e+04
29.90,1.52153565e+04
29.91,1.43165892e+04
29.92,1.35677914e+04
29.93,1.29377191e+04
29.94,1.24029419e+04
29.95,1.19456191e+04
29.96,1.15519811e+04
29.97,1.12112739e+04
29.98,1.09150114e+04
29.99,1.06564383e+04
30.00,1.04301382e+04
30.01,1.02317461e+04
30.02,1.00577346e+04
30.03,9.90525496e+03
30.04,9.77202042e+03
30.05,9.65622102e+03
30.06,9.55646595e+03
30.07,9.47174956e+03
30.08,9.40144087e+03
30.09,9.34529915e+03
30.10,9.30352217e+03
30.11,9.27683931e+03
30.12,9.26667232e+03
30.13,9.27540383e+03
30.14,9.30682736e+03
30.15,9.36691814e+03
30.16,9.46520132e+03
30.17,9.61729740e+03
30.18,9.84994854e+03
30.19,1.02117143e+04
30.20,1.07980069e+04
30.21,1.18175070e+04
30.22,1.38015531e+04
30.23,1.84576980e+04
30.24,3.40678681e+04
30.25,1.74527298e+05
30.26,5.50185405e+05
30.27,4.60264202e+04
30.28,2.10563494e+04
30.29,1.48001310e+04
30.30,1.23468220e+04
30.31,1.11515439e+04
30.32,1.04922666e+04
30.33,1.01008855e+04
30.34,9.85936695e+03
30.35,9.70922643e+03
30.36,9.61886288e+03
30.37,9.57004472e+03
30.38,9.55171301e+03
30.39,9.55690153e+03
30.40,9.58110343e+03
30.41,9.62135793e+03
30.42,9.67571670e+03
30.43,9.74292063e+03
30.44,9.82219820e+03
30.45,9.91313696e+03
30.46,1.00156003e+04
30.47,1.01296737e+04
30.48,1.02556300e+04
30.49,1.03939086e+04
30.50,1.05451038e+04
30.51,1.07099610e+04
30.52,1.08893782e+04
30.53,1.10844132e+04
30.54,1.12962953e+04
30.55,1.15264411e+04
30.56,1.17764762e+04
30.57,1.20482611e+04
30.58,1.23439246e+04
30.59,1.26659029e+04
30.60,1.30169883e+04
30.61,1.34003877e+04
30.62,1.38197936e+04
30.63,1.42794711e+04
30.64,1.47843639e+04
30.65,1.53402247e+04
30.66,1.59537765e+04
30.67,1.66329130e+04
30.68,1.73869491e+04
30.69,1.82269381e+04
30.70,1.91660727e+04
30.71,2.02202006e+04
30.72,2.14084904e+04
30.73,2.27543012e+04
30.74,2.42863299e+04
30.75,2.60401439e+04
30.76,2.80602513e+04
30.77,3.04029390e+04
30.78,3.31402193e+04
30.79,3.63654111e+04
30.80,4.02011766e+04
30.81,4.48113295e+04
30.82,5.04185858e+04
30.83,5.73319318e+04
30.84,6.59900664e+04
30.85,7.70326831e+04
30.86,9.14220205e+04
30.87,1.10659685e+05
30.88,1.37194734e+05
30.89,1.75243258e+05
30.90,2.32572294e+05
30.91,3.24801872e+05
30.92,4.87289490e+05
30.93,8.14845217e+05
30.94,1.63936248e+06
30.95,4.87764662e+06
30.96,6.53402524e+07
30.97,2.36575837e+07
30.98,3.50002520e+06
30.99,1.34440239e+06
31.00,7.07598843e+05
31.01,4.36863854e+05
31.02,2.97180514e+05
31.03,2.15825930e+05
31.04,1.64325948e+05
31.05,1.29677506e+05
31.06,1.05256861e+05
31.07,8.74016758e+04
31.08,7.39533952e+04
31.09,6.35728380e+04
31.10,5.53934387e+04
31.11,4.88343591e+04
31.12,4.34944631e+04
31.13,3.90895063e+04
31.14,3.54135223e+04
31.15,3.23143117e+04
31.16,2.96774384e+04
31.17,2.74155209e+04
31.18,2.54609054e+04
31.19,2.37605541e+04
31.20,2.22724140e+04
31.21,2.09627974e+04
31.22,1.98044623e+04
31.23,1.87751889e+04
31.24,1.78567090e+04
31.25,1.70338932e+04
31.26,1.62941273e+04
31.27,1.56268278e+04
31.28,1.50230641e+04
31.29,1.44752602e+04
31.30,1.39769577e+04
31.31,1.35226263e+04
31.32,1.31075115e+04
31.33,1.27275111e+04
31.34,1.23790748e+04
31.35,1.20591228e+04
31.36,1.17649786e+04
31.37,1.14943151e+04
31.38,1.12451103e+04
31.39,1.10156122e+04
31.40,1.08043118e+04
31.41,1.06099231e+04
31.42,1.04313717e+04
31.43,1.02677905e+04
31.44,1.01185268e+04
31.45,9.98316200e+03
31.46,9.86155089e+03
31.47,9.75388999e+03
31.48,9.66083238e+03
31.49,9.58368087e+03
31.50,9.52471894e+03
31.51,9.48779695e+03
31.52,9.47941777e+03
31.53,9.51086717e+03
31.54,9.60270869e+03
31.55,9.79518725e+03
31.56,1.01754142e+04
31.57,1.09612531e+04
31.58,1.28320491e+04
31.59,1.88945912e+04
31.60,6.44571709e+04
31.61,5.12564432e+05
31.62,2.86591387e+04
31.63,1.47171585e+04
31.64,1.14646888e+04
31.65,1.02166346e+04
31.66,9.61068708e+03
31.67,9.27506429e+03
31.68,9.07499582e+03
31.69,8.95225028e+03
31.70,8.87852875e+03
31.71,8.83894541e+03
31.72,8.82529326e+03
31.73,8.83300251e+03
31.74,8.85966055e+03
31.75,8.90425682e+03
31.76,8.96679400e+03
31.77,9.04810152e+03
31.78,9.14977449e+03
31.79,9.27420327e+03
31.80,9.42468297e+03
31.81,9.60560817e+03
31.82,9.82277317e+03
31.83,1.00838161e+04
31.84,1.03988712e+04
31.85,1.07815343e+04
31.86,1.12503164e+04
31.87,1.18308817e+04
31.88,1.25595855e+04
31.89,1.34892518e+04
31.90,1.46989609e+04
31.91,1.63113758e+04
31.92,1.85250480e+04
31.93,2.16785614e+04
31.94,2.63881562e+04
31.95,3.38735170e+04
31.96,4.68354845e+04
31.97,7.22851436e+04
31.98,1.33485583e+05
31.99,3.50683519e+05
32.00,2.81053333e+06
32.01,3.81845826e+06
32.02,3.87660411e+05
32.03,1.41517920e+05
32.04,7.52735773e+04
32.05,4.83096268e+04
32.06,3.47534371e+04
32.07,2.69969651e+04
32.08,2.21530409e+04
32.09,1.89310796e+04
32.10,1.66838507e+04
32.11,1.50577558e+04
32.12,1.38463658e+04
32.13,1.29226129e+04
32.14,1.22048223e+04
32.15,1.16385735e+04
32.16,1.11864905e+04
32.17,1.08222347e+04
32.18,1.05268336e+04
32.19,1.02863638e+04
32.20,1.00904474e+04
32.21,9.93125182e+03
32.22,9.80281180e+03
32.23,9.70056219e+03
32.24,9.62101295e+03
32.25,9.56152279e+03
32.26,9.52014420e+03
