Angle(deg),Theoretical_BER
3.78,4.74020508e-04
3.79,4.71579987e-04
3.80,4.69158743e-04
3.81,4.66756572e-04
3.82,4.64373276e-04
3.83,4.62008657e-04
3.84,4.59662523e-04
3.85,4.57334681e-04
3.86,4.55024941e-04
3.87,4.52733118e-04
3.88,4.50459027e-04
3.89,4.48202486e-04
3.90,4.45963316e-04
3.91,4.43741339e-04
3.92,4.41536380e-04
3.93,4.39348266e-04
3.94,4.37176827e-04
3.95,4.35021894e-04
3.96,4.32883301e-04
3.97,4.30760884e-04
3.98,4.28654480e-04
3.99,4.26563929e-04
4.00,4.24489074e-04
4.01,4.22429757e-04
4.02,4.20385825e-04
4.03,4.18357126e-04
4.04,4.16343508e-04
4.05,4.14344823e-04
4.06,4.12360926e-04
4.07,4.10391669e-04
4.08,4.08436911e-04
4.09,4.06496510e-04
4.10,4.04570326e-04
4.11,4.02658222e-04
4.12,4.00760060e-04
4.13,3.98875707e-04
4.14,3.97005028e-04
4.15,3.95147893e-04
4.16,3.93304172e-04
4.17,3.91473737e-04
4.18,3.89656460e-04
4.19,3.87852216e-04
4.20,3.86060882e-04
4.21,3.84282336e-04
4.22,3.82516455e-04
4.23,3.80763122e-04
4.24,3.79022217e-04
4.25,3.77293625e-04
4.26,3.75577230e-04
4.27,3.73872918e-04
4.28,3.72180576e-04
4.29,3.70500093e-04
4.30,3.68831360e-04
4.31,3.67174267e-04
4.32,3.65528707e-04
4.33,3.63894574e-04
4.34,3.62271762e-04
4.35,3.60660169e-04
4.36,3.59059691e-04
4.37,3.57470227e-04
4.38,3.55891677e-04
4.39,3.54323942e-04
4.40,3.52766923e-04
4.41,3.51220523e-04
4.42,3.49684648e-04
4.43,3.48159202e-04
4.44,3.46644092e-04
4.45,3.45139224e-04
4.46,3.43644508e-04
4.47,3.42159853e-04
4.48,3.40685170e-04
4.49,3.39220369e-04
4.50,3.37765364e-04
4.51,3.36320067e-04
4.52,3.34884394e-04
4.53,3.33458259e-04
4.54,3.32041579e-04
4.55,3.30634272e-04
4.56,3.29236254e-04
4.57,3.27847445e-04
4.58,3.26467766e-04
4.59,3.25097136e-04
4.60,3.23735478e-04
4.61,3.22382713e-04
4.62,3.21038766e-04
4.63,3.19703560e-04
4.64,3.18377021e-04
4.65,3.17059073e-04
4.66,3.15749645e-04
4.67,3.14448662e-04
4.68,3.13156053e-04
4.69,3.11871747e-04
4.70,3.10595675e-04
4.71,3.09327765e-04
4.72,3.08067949e-04
4.73,3.06816159e-04
4.74,3.05572329e-04
4.75,3.04336390e-04
4.76,3.03108277e-04
4.77,3.01887925e-04
4.78,3.00675269e-04
4.79,2.99470245e-04
4.80,2.98272790e-04
4.81,2.97082841e-04
4.82,2.95900337e-04
4.83,2.94725215e-04
4.84,2.93557416e-04
4.85,2.92396879e-04
4.86,2.91243545e-04
4.87,2.90097355e-04
4.88,2.88958250e-04
4.89,2.87826174e-04
4.90,2.86701068e-04
4.91,2.85582878e-04
4.92,2.84471546e-04
4.93,2.83367018e-04
4.94,2.82269238e-04
4.95,2.81178153e-04
4.96,2.80093708e-04
4.97,2.79015852e-04
4.98,2.77944531e-04
4.99,2.76879693e-04
5.00,2.75821286e-04
5.01,2.74769260e-04
5.02,2.73723565e-04
5.03,2.72684149e-04
5.04,2.71650965e-04
5.05,2.70623962e-04
5.06,2.69603092e-04
5.07,2.68588307e-04
5.08,2.67579560e-04
5.09,2.66576804e-04
5.10,2.65579992e-04
5.11,2.64589077e-04
5.12,2.63604015e-04
5.13,2.62624759e-04
5.14,2.61651265e-04
5.15,2.60683489e-04
5.16,2.59721387e-04
5.17,2.58764915e-04
5.18,2.57814030e-04
5.19,2.56868690e-04
5.20,2.55928852e-04
5.21,2.54994474e-04
5.22,2.54065515e-04
5.23,2.53141934e-04
5.24,2.52223690e-04
5.25,2.51310743e-04
5.26,2.50403053e-04
5.27,2.49500581e-04
5.28,2.48603287e-04
5.29,2.47711134e-04
5.30,2.46824081e-04
5.31,2.45942092e-04
5.32,2.45065128e-04
5.33,2.44193153e-04
5.34,2.43326130e-04
5.35,2.42464021e-04
5.36,2.41606791e-04
5.37,2.40754404e-04
5.38,2.39906825e-04
5.39,2.39064017e-04
5.40,2.38225946e-04
5.41,2.37392578e-04
5.42,2.36563878e-04
5.43,2.35739813e-04
5.44,2.34920348e-04
5.45,2.34105451e-04
5.46,2.33295089e-04
5.47,2.32489228e-04
5.48,2.31687837e-04
5.49,2.30890883e-04
5.50,2.30098335e-04
5.51,2.29310161e-04
5.52,2.28526330e-04
5.53,2.27746811e-04
5.54,2.26971574e-04
5.55,2.26200588e-04
5.56,2.25433822e-04
5.57,2.24671248e-04
5.58,2.23912836e-04
5.59,2.23158556e-04
5.60,2.22408380e-04
5.61,2.21662279e-04
5.62,2.20920224e-04
5.63,2.20182187e-04
5.64,2.19448141e-04
5.65,2.18718057e-04
5.66,2.17991908e-04
5.67,2.17269668e-04
5.68,2.16551309e-04
5.69,2.15836804e-04
5.70,2.15126127e-04
5.71,2.14419252e-04
5.72,2.13716152e-04
5.73,2.13016803e-04
5.74,2.12321179e-04
5.75,2.11629253e-04
5.76,2.10941003e-04
5.77,2.10256401e-04
5.78,2.09575425e-04
5.79,2.08898049e-04
5.80,2.08224249e-04
5.81,2.07554002e-04
5.82,2.06887284e-04
5.83,2.06224071e-04
5.84,2.05564340e-04
5.85,2.04908068e-04
5.86,2.04255232e-04
5.87,2.03605810e-04
5.88,2.02959778e-04
5.89,2.02317115e-04
5.90,2.01677798e-04
5.91,2.01041807e-04
5.92,2.00409118e-04
5.93,1.99779711e-04
5.94,1.99153564e-04
5.95,1.98530657e-04
5.96,1.97910968e-04
5.97,1.97294476e-04
5.98,1.96681162e-04
5.99,1.96071004e-04
6.00,1.95463984e-04
6.01,1.94860080e-04
6.02,1.94259272e-04
6.03,1.93661542e-04
6.04,1.93066870e-04
6.05,1.92475237e-04
6.06,1.91886623e-04
6.07,1.91301010e-04
6.08,1.90718379e-04
6.09,1.90138711e-04
6.10,1.89561988e-04
6.11,1.88988192e-04
6.12,1.88417304e-04
6.13,1.87849307e-04
6.14,1.87284184e-04
6.15,1.86721916e-04
6.16,1.86162486e-04
6.17,1.85605877e-04
6.18,1.85052072e-04
6.19,1.84501054e-04
6.20,1.83952807e-04
6.21,1.83407313e-04
6.22,1.82864556e-04
6.23,1.82324520e-04
6.24,1.81787189e-04
6.25,1.81252546e-04
6.26,1.80720577e-04
6.27,1.80191265e-04
6.28,1.79664596e-04
6.29,1.79140552e-04
6.30,1.78619120e-04
6.31,1.78100285e-04
6.32,1.77584030e-04
6.33,1.77070343e-04
6.34,1.76559208e-04
6.35,1.76050610e-04
6.36,1.75544535e-04
6.37,1.75040970e-04
6.38,1.74539900e-04
6.39,1.74041312e-04
6.40,1.73545191e-04
6.41,1.73051524e-04
6.42,1.72560298e-04
6.43,1.72071499e-04
6.44,1.71585115e-04
6.45,1.71101132e-04
6.46,1.70619537e-04
6.47,1.70140319e-04
6.48,1.69663463e-04
6.49,1.69188959e-04
6.50,1.68716794e-04
6.51,1.68246955e-04
6.52,1.67779432e-04
6.53,1.67314211e-04
6.54,1.66851281e-04
6.55,1.66390632e-04
6.56,1.65932251e-04
6.57,1.65476128e-04
6.58,1.65022251e-04
6.59,1.64570610e-04
6.60,1.64121193e-04
6.61,1.63673991e-04
6.62,1.63228993e-04
6.63,1.62786189e-04
6.64,1.62345569e-04
6.65,1.61907122e-04
6.66,1.61470840e-04
6.67,1.61036712e-04
6.68,1.60604729e-04
6.69,1.60174883e-04
6.70,1.59747163e-04
6.71,1.59321561e-04
6.72,1.58898069e-04
6.73,1.58476678e-04
6.74,1.58057379e-04
6.75,1.57640165e-04
6.76,1.57225027e-04
6.77,1.56811958e-04
6.78,1.56400951e-04
6.79,1.55991997e-04
6.80,1.55585091e-04
6.81,1.55180224e-04
6.82,1.54777391e-04
6.83,1.54376585e-04
6.84,1.53977799e-04
6.85,1.53581028e-04
6.86,1.53186266e-04
6.87,1.52793507e-04
6.88,1.52402747e-04
6.89,1.52013980e-04
6.90,1.51627201e-04
6.91,1.51242407e-04
6.92,1.50859593e-04
6.93,1.50478755e-04
6.94,1.50099890e-04
6.95,1.49722995e-04
6.96,1.49348066e-04
6.97,1.48975101e-04
6.98,1.48604099e-04
6.99,1.48235058e-04
7.00,1.47867975e-04
7.01,1.47502851e-04
7.02,1.47139684e-04
7.03,1.46778474e-04
7.04,1.46419223e-04
7.05,1.46061930e-04
7.06,1.45706598e-04
7.07,1.45353228e-04
7.08,1.45001822e-04
7.09,1.44652384e-04
7.10,1.44304917e-04
7.11,1.43959426e-04
7.12,1.43615915e-04
7.13,1.43274391e-04
7.14,1.42934859e-04
7.15,1.42597327e-04
7.16,1.42261804e-04
7.17,1.41928297e-04
7.18,1.41596817e-04
7.19,1.41267374e-04
7.20,1.40939982e-04
7.21,1.40614651e-04
7.22,1.40291398e-04
7.23,1.39970237e-04
7.24,1.39651185e-04
7.25,1.39334260e-04
7.26,1.39019483e-04
7.27,1.38706873e-04
7.28,1.38396455e-04
7.29,1.38088253e-04
7.30,1.37782294e-04
7.31,1.37478607e-04
7.32,1.37177223e-04
7.33,1.36878175e-04
7.34,1.36581501e-04
7.35,1.36287238e-04
7.36,1.35995428e-04
7.37,1.35706118e-04
7.38,1.35419354e-04
7.39,1.35135191e-04
7.40,1.34853684e-04
7.41,1.34574894e-04
7.42,1.34298886e-04
7.43,1.34025733e-04
7.44,1.33755508e-04
7.45,1.33488296e-04
7.46,1.33224185e-04
7.47,1.32963272e-04
7.48,1.32705661e-04
7.49,1.32451464e-04
7.50,1.32200804e-04
7.51,1.31953813e-04
7.52,1.31710636e-04
7.53,1.31471429e-04
7.54,1.31236363e-04
7.55,1.31005622e-04
7.56,1.30779410e-04
7.57,1.30557947e-04
7.58,1.30341476e-04
7.59,1.30130260e-04
7.60,1.29924590e-04
7.61,1.29724784e-04
7.62,1.29531194e-04
7.63,1.29344207e-04
7.64,1.29164248e-04
7.65,1.28991790e-04
7.66,1.28827355e-04
7.67,1.28671525e-04
7.68,1.28524947e-04
7.69,1.28388340e-04
7.70,1.28262512e-04
7.71,1.28148365e-04
7.72,1.28046916e-04
7.73,1.27959307e-04
7.74,1.27886832e-04
7.75,1.27830956e-04
7.76,1.27793344e-04
7.77,1.27775898e-04
7.78,1.27780793e-04
7.79,1.27810531e-04
7.80,1.27867997e-04
7.81,1.27956533e-04
7.82,1.28080031e-04
7.83,1.28243041e-04
7.84,1.28450908e-04
7.85,1.28709952e-04
7.86,1.29027682e-04
7.87,1.29413077e-04
7.88,1.29876946e-04
7.89,1.30432397e-04
7.90,1.31095444e-04
7.91,1.31885819e-04
7.92,1.32828062e-04
7.93,1.33952991e-04
7.94,1.35299738e-04
7.95,1.36918590e-04
7.96,1.38875042e-04
7.97,1.41255660e-04
7.98,1.44176777e-04
7.99,1.47797679e-04
8.00,1.52341143e-04
8.01,1.58126413e-04
8.02,1.65624048e-04
8.03,1.75550908e-04
8.04,1.89042763e-04
8.05,2.07986459e-04
8.06,2.35705513e-04
8.07,2.78504657e-04
8.08,3.49565962e-04
8.09,4.80395764e-04
8.10,7.62714327e-04
8.11,1.56656386e-03
8.12,5.86146110e-03
8.13,5.59793799e+01
8.14,6.10120708e-03
8.15,1.59575739e-03
8.16,7.70375433e-04
8.17,4.82505043e-04
8.18,3.49434012e-04
8.19,2.77153215e-04
8.20,2.33532427e-04
8.21,2.05172467e-04
8.22,1.85679575e-04
8.23,1.71689135e-04
8.24,1.61293545e-04
8.25,1.53345785e-04
8.26,1.47122547e-04
8.27,1.42149401e-04
8.28,1.38104687e-04
8.29,1.34764076e-04
8.30,1.31967258e-04
8.31,1.29597210e-04
8.32,1.27566895e-04
8.33,1.25810497e-04
8.34,1.24277504e-04
8.35,1.22928632e-04
8.36,1.21732961e-04
8.37,1.20665888e-04
8.38,1.19707644e-04
8.39,1.18842197e-04
8.40,1.18056443e-04
8.41,1.17339586e-04
8.42,1.16682671e-04
8.43,1.16078223e-04
8.44,1.15519967e-04
8.45,1.15002603e-04
8.46,1.14521638e-04
8.47,1.14073242e-04
8.48,1.13654139e-04
8.49,1.13261516e-04
8.50,1.12892950e-04
8.51,1.12546348e-04
8.52,1.12219899e-04
8.53,1.11912031e-04
8.54,1.11621381e-04
8.55,1.11346762e-04
8.56,1.11087145e-04
8.57,1.10841634e-04
8.58,1.10609455e-04
8.59,1.10389936e-04
8.60,1.10182501e-04
8.61,1.09986657e-04
8.62,1.09801985e-04
8.63,1.09628134e-04
8.64,1.09464816e-04
8.65,1.09311799e-04
8.66,1.09168904e-04
8.67,1.09036001e-04
8.68,1.08913006e-04
8.69,1.08799881e-04
8.70,1.08696628e-04
8.71,1.08603291e-04
8.72,1.08519956e-04
8.73,1.08446746e-04
8.74,1.08383826e-04
8.75,1.08331401e-04
8.76,1.08289715e-04
8.77,1.08259057e-04
8.78,1.08239757e-04
8.79,1.08232192e-04
8.80,1.08236787e-04
8.81,1.08254014e-04
8.82,1.08284404e-04
8.83,1.08328541e-04
8.84,1.08387073e-04
8.85,1.08460712e-04
8.86,1.08550245e-04
8.87,1.08656536e-04
8.88,1.08780534e-04
8.89,1.08923283e-04
8.90,1.09085931e-04
8.91,1.09269736e-04
8.92,1.09476085e-04
8.93,1.09706504e-04
8.94,1.09962673e-04
8.95,1.10246445e-04
8.96,1.10559865e-04
8.97,1.10905196e-04
8.98,1.11284942e-04
8.99,1.11701883e-04
9.00,1.12159106e-04
9.01,1.12660049e-04
9.02,1.13208548e-04
9.03,1.13808892e-04
9.04,1.14465888e-04
9.05,1.15184937e-04
9.06,1.15972125e-04
9.07,1.16834326e-04
9.08,1.17779329e-04
9.09,1.18815985e-04
9.10,1.19954387e-04
9.11,1.21206085e-04
9.12,1.22584342e-04
9.13,1.24104449e-04
9.14,1.25784108e-04
9.15,1.27643905e-04
9.16,1.29707884e-04
9.17,1.32004277e-04
9.18,1.34566404e-04
9.19,1.37433816e-04
9.20,1.40653745e-04
9.21,1.44282967e-04
9.22,1.48390214e-04
9.23,1.53059321e-04
9.24,1.58393398e-04
9.25,1.64520394e-04
9.26,1.71600648e-04
9.27,1.79837241e-04
9.28,1.89490441e-04
9.29,2.00898168e-04
9.30,2.14505555e-04
9.31,2.30908511e-04
9.32,2.50919433e-04
9.33,2.75668924e-04
9.34,3.06767977e-04
9.35,3.46575469e-04
9.36,3.98657052e-04
9.37,4.68609571e-04
9.38,5.65625999e-04
9.39,7.05671502e-04
9.40,9.18487956e-04
9.41,1.26477709e-03
9.42,1.88478611e-03
9.43,3.16627336e-03
9.44,6.53876006e-03
9.45,2.12508510e-02
9.46,5.95881289e-01
9.47,5.45938255e-02
9.48,1.03714592e-02
9.49,4.28428422e-03
9.50,2.35333993e-03
9.51,1.50341503e-03
9.52,1.05569275e-03
9.53,7.91266078e-04
9.54,6.22178260e-04
9.55,5.07538211e-04
9.56,4.26240156e-04
9.57,3.66495824e-04
9.58,3.21301252e-04
9.59,2.86282627e-04
9.60,2.58594301e-04
9.61,2.36320141e-04
9.62,2.18131631e-04
9.63,2.03084183e-04
9.64,1.90491302e-04
9.65,1.79844368e-04
9.66,1.70760066e-04
9.67,1.62945088e-04
9.68,1.56171916e-04
9.69,1.50261877e-04
9.70,1.45073079e-04
9.71,1.40491691e-04
9.72,1.36425534e-04
9.73,1.32799326e-04
9.74,1.29551095e-04
9.75,1.26629455e-04
9.76,1.23991508e-04
9.77,1.21601217e-04
9.78,1.19428132e-04
9.79,1.17446381e-04
9.80,1.15633871e-04
9.81,1.13971646e-04
9.82,1.12443367e-04
9.83,1.11034890e-04
9.84,1.09733927e-04
9.85,1.08529757e-04
9.86,1.07412997e-04
9.87,1.06375406e-04
9.88,1.05409722e-04
9.89,1.04509531e-04
9.90,1.03669147e-04
9.91,1.02883519e-04
9.92,1.02148149e-04
9.93,1.01459018e-04
9.94,1.00812535e-04
9.95,1.00205477e-04
9.96,9.96349485e-05
9.97,9.90983452e-05
9.98,9.85933185e-05
9.99,9.81177479e-05
10.00,9.76697163e-05
10.01,9.72474882e-05
10.02,9.68494905e-05
10.03,9.64742961e-05
10.04,9.61206092e-05
10.05,9.57872524e-05
10.06,9.54731555e-05
10.07,9.51773453e-05
10.08,9.48989369e-05
10.09,9.46371256e-05
10.10,9.43911800e-05
10.11,9.41604359e-05
10.12,9.39442909e-05
10.13,9.37421990e-05
10.14,9.35536668e-05
10.15,9.33782491e-05
10.16,9.32155458e-05
10.17,9.30651988e-05
10.18,9.29268890e-05
10.19,9.28003338e-05
10.20,9.26852857e-05
10.21,9.25815292e-05
10.22,9.24888801e-05
10.23,9.24071838e-05
10.24,9.23363134e-05
10.25,9.22761697e-05
10.26,9.22266791e-05
10.27,9.21877939e-05
10.28,9.21594906e-05
10.29,9.21417704e-05
10.30,9.21346581e-05
10.31,9.21382020e-05
10.32,9.21524741e-05
10.33,9.21775699e-05
10.34,9.22136081e-05
10.35,9.22607315e-05
10.36,9.23191070e-05
10.37,9.23889258e-05
10.38,9.24704046e-05
10.39,9.25637855e-05
10.40,9.26693377e-05
10.41,9.27873574e-05
10.42,9.29181700e-05
10.43,9.30621305e-05
10.44,9.32196251e-05
10.45,9.33910729e-05
10.46,9.35769275e-05
10.47,9.37776789e-05
10.48,9.39938554e-05
10.49,9.42260264e-05
10.50,9.44748046e-05
10.51,9.47408486e-05
10.52,9.50248667e-05
10.53,9.53276195e-05
10.54,9.56499242e-05
10.55,9.59926584e-05
10.56,9.63567649e-05
10.57,9.67432564e-05
10.58,9.71532210e-05
10.59,9.75878286e-05
10.60,9.80483368e-05
10.61,9.85360992e-05
10.62,9.90525726e-05
10.63,9.95993266e-05
10.64,1.00178053e-04
10.65,1.00790578e-04
10.66,1.01438871e-04
10.67,1.02125064e-04
10.68,1.02851461e-04
10.69,1.03620557e-04
10.70,1.04435059e-04
10.71,1.05297902e-04
10.72,1.06212276e-04
10.73,1.07181655e-04
