Angle(deg),BER
10.74,7.24589771e-04
10.75,7.24733814e-04
10.76,7.24887693e-04
10.77,7.25050713e-04
10.78,7.25222146e-04
10.79,7.25401224e-04
10.80,7.25587148e-04
10.81,7.25779085e-04
10.82,7.25976169e-04
10.83,7.26177500e-04
10.84,7.26382146e-04
10.85,7.26589141e-04
10.86,7.26797483e-04
10.87,7.27006139e-04
10.88,7.27214038e-04
10.89,7.27420077e-04
10.90,7.27623115e-04
10.91,7.27821978e-04
10.92,7.28015459e-04
10.93,7.28202314e-04
10.94,7.28381266e-04
10.95,7.28551008e-04
10.96,7.28710199e-04
10.97,7.28857468e-04
10.98,7.28991417e-04
10.99,7.29110620e-04
11.00,7.29213629e-04
11.01,7.29298974e-04
11.02,7.29365168e-04
11.03,7.29410710e-04
11.04,7.29434088e-04
11.05,7.29433789e-04
11.06,7.29408299e-04
11.07,7.29356116e-04
11.08,7.29275755e-04
11.09,7.29165761e-04
11.10,7.29024725e-04
11.11,7.28851303e-04
11.12,7.28644250e-04
11.13,7.28402458e-04
11.14,7.28125034e-04
11.15,7.27811371e-04
11.16,7.27461155e-04
11.17,7.27074319e-04
11.18,7.26651016e-04
11.19,7.26191597e-04
11.20,7.25696581e-04
11.21,7.25166632e-04
11.22,7.24602548e-04
11.23,7.24005235e-04
11.24,7.23375699e-04
11.25,7.22715029e-04
11.26,7.22024388e-04
11.27,7.21304997e-04
11.28,7.20558133e-04
11.29,7.19785111e-04
11.30,7.18987285e-04
11.31,7.18166034e-04
11.32,7.17322760e-04
11.33,7.16458878e-04
11.34,7.15575815e-04
11.35,7.14675004e-04
11.36,7.13757877e-04
11.37,7.12825865e-04
11.38,7.11880392e-04
11.39,7.10922869e-04
11.40,7.09954684e-04
11.41,7.08977199e-04
11.42,7.07991742e-04
11.43,7.06999606e-04
11.44,7.06002046e-04
11.45,7.05000280e-04
11.46,7.03995484e-04
11.47,7.02988792e-04
11.48,7.01981297e-04
11.49,7.00974051e-04
11.50,6.99968059e-04
11.51,6.98964287e-04
11.52,6.97963654e-04
11.53,6.96967038e-04
11.54,6.95975270e-04
11.55,6.94989136e-04
11.56,6.94009377e-04
11.57,6.93036689e-04
11.58,6.92071721e-04
11.59,6.91115074e-04
11.60,6.90167304e-04
11.61,6.89228917e-04
11.62,6.88300371e-04
11.63,6.87382077e-04
11.64,6.86474394e-04
11.65,6.85577632e-04
11.66,6.84692051e-04
11.67,6.83817859e-04
11.68,6.82955213e-04
11.69,6.82104218e-04
11.70,6.81264927e-04
11.71,6.80437340e-04
11.72,6.79621406e-04
11.73,6.78817021e-04
11.74,6.78024028e-04
11.75,6.77242222e-04
11.76,6.76471345e-04
11.77,6.75711089e-04
11.78,6.74961099e-04
11.79,6.74220973e-04
11.80,6.73490265e-04
11.81,6.72768484e-04
11.82,6.72055100e-04
11.83,6.71349548e-04
11.84,6.70651227e-04
11.85,6.69959512e-04
11.86,6.69273766e-04
11.87,6.68593424e-04
11.88,6.67918144e-04
11.89,6.67248014e-04
11.90,6.66583540e-04
11.91,6.65925314e-04
11.92,6.65273948e-04
11.93,6.64630050e-04
11.94,6.63994225e-04
11.95,6.63367066e-04
11.96,6.62749152e-04
11.97,6.62141043e-04
11.98,6.61543273e-04
11.99,6.60956350e-04
12.00,6.60380746e-04
12.01,6.59816901e-04
12.02,6.59265216e-04
12.03,6.58726050e-04
12.04,6.58199719e-04
12.05,6.57686495e-04
12.06,6.57186602e-04
12.07,6.56700216e-04
12.08,6.56227465e-04
12.09,6.55768429e-04
12.10,6.55323136e-04
12.11,6.54891566e-04
12.12,6.54473652e-04
12.13,6.54069276e-04
12.14,6.53678274e-04
12.15,6.53300437e-04
12.16,6.52935510e-04
12.17,6.52583195e-04
12.18,6.52243156e-04
12.19,6.51915015e-04
12.20,6.51598359e-04
12.21,6.51292739e-04
12.22,6.50997677e-04
12.23,6.50712665e-04
12.24,6.50437175e-04
12.25,6.50170660e-04
12.26,6.49912567e-04
12.27,6.49662341e-04
12.28,6.49419445e-04
12.29,6.49183377e-04
12.30,6.48953696e-04
12.31,6.48730053e-04
12.32,6.48512192e-04
12.33,6.48299945e-04
12.34,6.48093219e-04
12.35,6.47891990e-04
12.36,6.47696295e-04
12.37,6.47506225e-04
12.38,6.47321914e-04
12.39,6.47143541e-04
12.40,6.46971314e-04
12.41,6.46805472e-04
12.42,6.46646272e-04
12.43,6.46493991e-04
12.44,6.46348914e-04
12.45,6.46211335e-04
12.46,6.46081546e-04
12.47,6.45959839e-04
12.48,6.45846494e-04
12.49,6.45741783e-04
12.50,6.45645959e-04
12.51,6.45559257e-04
12.52,6.45481887e-04
12.53,6.45414034e-04
12.54,6.45355852e-04
12.55,6.45307461e-04
12.56,6.45268950e-04
12.57,6.45240368e-04
12.58,6.45221724e-04
12.59,6.45212990e-04
12.60,6.45214093e-04
12.61,6.45224920e-04
12.62,6.45245315e-04
12.63,6.45275081e-04
12.64,6.45313978e-04
12.65,6.45361724e-04
12.66,6.45417996e-04
12.67,6.45482437e-04
12.68,6.45554652e-04
12.69,6.45634222e-04
12.70,6.45720707e-04
12.71,6.45813659e-04
12.72,6.45912634e-04
12.73,6.46017214e-04
12.74,6.46127034e-04
12.75,6.46241809e-04
12.76,6.46361343e-04
12.77,6.46485520e-04
12.78,6.46614296e-04
12.79,6.46747696e-04
12.80,6.46885799e-04
12.81,6.47028739e-04
12.82,6.47176692e-04
12.83,6.47329876e-04
12.84,6.47488540e-04
12.85,6.47652962e-04
12.86,6.47823443e-04
12.87,6.48000302e-04
12.88,6.48183870e-04
12.89,6.48374491e-04
12.90,6.48572513e-04
12.91,6.48778286e-04
12.92,6.48992162e-04
12.93,6.49214489e-04
12.94,6.49445610e-04
12.95,6.49685860e-04
12.96,6.49935567e-04
12.97,6.50195047e-04
12.98,6.50464605e-04
12.99,6.50744533e-04
13.00,6.51035110e-04
13.01,6.51336598e-04
13.02,6.51649247e-04
13.03,6.51973287e-04
13.04,6.52308935e-04
13.05,6.52656386e-04
13.06,6.53015821e-04
13.07,6.53387402e-04
13.08,6.53771273e-04
13.09,6.54167558e-04
13.10,6.54576364e-04
13.11,6.54997780e-04
13.12,6.55431874e-04
13.13,6.55878693e-04
13.14,6.56338267e-04
13.15,6.56810599e-04
13.16,6.57295675e-04
13.17,6.57793451e-04
13.18,6.58303863e-04
13.19,6.58826816e-04
13.20,6.59362194e-04
13.21,6.59909849e-04
13.22,6.60469610e-04
13.23,6.61041273e-04
13.24,6.61624611e-04
13.25,6.62219366e-04
13.26,6.62825252e-04
13.27,6.63441953e-04
13.28,6.64069126e-04
13.29,6.64706395e-04
13.30,6.65353357e-04
13.31,6.66009577e-04
13.32,6.66674590e-04
13.33,6.67347899e-04
13.34,6.68028974e-04
13.35,6.68717255e-04
13.36,6.69412148e-04
13.37,6.70113023e-04
13.38,6.70819219e-04
13.39,6.71530036e-04
13.40,6.72244741e-04
13.41,6.72962562e-04
13.42,6.73682689e-04
13.43,6.74404276e-04
13.44,6.75126434e-04
13.45,6.75848237e-04
13.46,6.76568717e-04
13.47,6.77286865e-04
13.48,6.78001629e-04
13.49,6.78711916e-04
13.50,6.79416590e-04
13.51,6.80114471e-04
13.52,6.80804338e-04
13.53,6.81484926e-04
13.54,6.82154928e-04
13.55,6.82812996e-04
13.56,6.83457742e-04
13.57,6.84087740e-04
13.58,6.84701525e-04
13.59,6.85297602e-04
13.60,6.85874440e-04
13.61,6.86430486e-04
13.62,6.86964161e-04
13.63,6.87473872e-04
13.64,6.87958015e-04
13.65,6.88414986e-04
13.66,6.88843188e-04
13.67,6.89241048e-04
13.68,6.89607029e-04
13.69,6.89939650e-04
13.70,6.90237514e-04
13.71,6.90499334e-04
13.72,6.90723979e-04
13.73,6.90910509e-04
13.74,6.91058183e-04
13.75,6.91166443e-04
13.76,6.91234903e-04
13.77,6.91263335e-04
13.78,6.91251659e-04
13.79,6.91199929e-04
13.80,6.91108323e-04
13.81,6.90977131e-04
13.82,6.90806748e-04
13.83,6.90597660e-04
13.84,6.90350440e-04
13.85,6.90065736e-04
13.86,6.89744263e-04
13.87,6.89386798e-04
13.88,6.88994172e-04
13.89,6.88567260e-04
13.90,6.88106979e-04
13.91,6.87614282e-04
13.92,6.87090150e-04
13.93,6.86535587e-04
13.94,6.85951620e-04
13.95,6.85339288e-04
13.96,6.84699645e-04
13.97,6.84033752e-04
13.98,6.83342674e-04
13.99,6.82627481e-04
14.00,6.81889241e-04
14.01,6.81129019e-04
14.02,6.80347877e-04
14.03,6.79546870e-04
14.04,6.78727045e-04
14.05,6.77889441e-04
14.06,6.77035084e-04
14.07,6.76164990e-04
14.08,6.75280164e-04
14.09,6.74381595e-04
14.10,6.73470261e-04
14.11,6.72547125e-04
14.12,6.71613134e-04
14.13,6.70669223e-04
14.14,6.69716311e-04
14.15,6.68755300e-04
14.16,6.67787081e-04
14.17,6.66812524e-04
14.18,6.65832488e-04
14.19,6.64847813e-04
14.20,6.63859324e-04
14.21,6.62867828e-04
14.22,6.61874113e-04
14.23,6.60878948e-04
14.24,6.59883082e-04
14.25,6.58887244e-04
14.26,6.57892142e-04
14.27,6.56898464e-04
14.28,6.55906876e-04
14.29,6.54918025e-04
14.30,6.53932536e-04
14.31,6.52951013e-04
14.32,6.51974042e-04
14.33,6.51002186e-04
14.34,6.50035988e-04
14.35,6.49075974e-04
14.36,6.48122647e-04
14.37,6.47176492e-04
14.38,6.46237974e-04
14.39,6.45307539e-04
14.40,6.44385613e-04
14.41,6.43472604e-04
14.42,6.42568899e-04
14.43,6.41674868e-04
14.44,6.40790860e-04
14.45,6.39917205e-04
14.46,6.39054216e-04
14.47,6.38202186e-04
14.48,6.37361389e-04
14.49,6.36532082e-04
14.50,6.35714504e-04
14.51,6.34908876e-04
14.52,6.34115404e-04
14.53,6.33334277e-04
14.54,6.32565673e-04
14.55,6.31809753e-04
14.56,6.31066671e-04
14.57,6.30336568e-04
14.58,6.29619576e-04
14.59,6.28915812e-04
14.60,6.28225382e-04
14.61,6.27548375e-04
14.62,6.26884863e-04
14.63,6.26234902e-04
14.64,6.25598528e-04
14.65,6.24975756e-04
14.66,6.24366581e-04
14.67,6.23770978e-04
14.68,6.23188896e-04
14.69,6.22620263e-04
14.70,6.22064986e-04
14.71,6.21522944e-04
14.72,6.20993999e-04
14.73,6.20477985e-04
14.74,6.19974717e-04
14.75,6.19483989e-04
14.76,6.19005573e-04
14.77,6.18539224e-04
14.78,6.18084682e-04
14.79,6.17641673e-04
14.80,6.17209913e-04
14.81,6.16789113e-04
14.82,6.16378982e-04
14.83,6.15979236e-04
14.84,6.15589605e-04
14.85,6.15209839e-04
14.86,6.14839725e-04
14.87,6.14479091e-04
14.88,6.14127800e-04
14.89,6.13785756e-04
14.90,6.13452889e-04
14.91,6.13129159e-04
14.92,6.12814546e-04
14.93,6.12509052e-04
14.94,6.12212691e-04
14.95,6.11925490e-04
14.96,6.11647483e-04
14.97,6.11378707e-04
14.98,6.11119201e-04
14.99,6.10869002e-04
15.00,6.10628141e-04
15.01,6.10396641e-04
15.02,6.10174517e-04
15.03,6.09961770e-04
15.04,6.09758388e-04
15.05,6.09564346e-04
15.06,6.09379598e-04
15.07,6.09204085e-04
15.08,6.09037727e-04
15.09,6.08880427e-04
15.10,6.08732078e-04
15.11,6.08592608e-04
15.12,6.08462029e-04
15.13,6.08340395e-04
15.14,6.08227774e-04
15.15,6.08124228e-04
15.16,6.08029801e-04
15.17,6.07944513e-04
15.18,6.07868359e-04
15.19,6.07801306e-04
15.20,6.07743295e-04
15.21,6.07694237e-04
15.22,6.07654015e-04
15.23,6.07622481e-04
15.24,6.07599458e-04
15.25,6.07584741e-04
15.26,6.07578095e-04
15.27,6.07579254e-04
15.28,6.07587926e-04
15.29,6.07603792e-04
15.30,6.07626503e-04
15.31,6.07655688e-04
15.32,6.07690951e-04
15.33,6.07731871e-04
15.34,6.07778010e-04
15.35,6.07828907e-04
15.36,6.07884086e-04
15.37,6.07943056e-04
15.38,6.08005314e-04
15.39,6.08070347e-04
15.40,6.08137636e-04
15.41,6.08206662e-04
15.42,6.08276906e-04
15.43,6.08347854e-04
15.44,6.08419009e-04
15.45,6.08489888e-04
15.46,6.08560039e-04
15.47,6.08629043e-04
15.48,6.08696529e-04
15.49,6.08762186e-04
15.50,6.08825775e-04
15.51,6.08887137e-04
15.52,6.08946183e-04
15.53,6.09002896e-04
15.54,6.09057318e-04
15.55,6.09109550e-04
15.56,6.09159745e-04
15.57,6.09208101e-04
15.58,6.09254862e-04
15.59,6.09300305e-04
15.60,6.09344744e-04
15.61,6.09388520e-04
15.62,6.09431999e-04
15.63,6.09475569e-04
15.64,6.09519634e-04
15.65,6.09564612e-04
15.66,6.09610932e-04
15.67,6.09659029e-04
15.68,6.09709341e-04
15.69,6.09762308e-04
15.70,6.09818368e-04
15.71,6.09877952e-04
15.72,6.09941487e-04
15.73,6.10009389e-04
15.74,6.10082062e-04
15.75,6.10159896e-04
15.76,6.10243266e-04
15.77,6.10332530e-04
15.78,6.10428027e-04
15.79,6.10530075e-04
15.80,6.10638972e-04
15.81,6.10754994e-04
15.82,6.10878394e-04
15.83,6.11009401e-04
15.84,6.11148225e-04
15.85,6.11295050e-04
15.86,6.11450041e-04
15.87,6.11613339e-04
15.88,6.11785072e-04
15.89,6.11965349e-04
15.90,6.12154267e-04
15.91,6.12351916e-04
15.92,6.12558384e-04
15.93,6.12773748e-04
15.94,6.12998082e-04
15.95,6.13231448e-04
15.96,6.13473895e-04
15.97,6.13725462e-04
15.98,6.13986171e-04
15.99,6.14256027e-04
16.00,6.14535019e-04
16.01,6.14823116e-04
16.02,6.15120269e-04
16.03,6.15426408e-04
16.04,6.15741445e-04
16.05,6.16065269e-04
16.06,6.16397752e-04
16.07,6.16738746e-04
16.08,6.17088087e-04
16.09,6.17445595e-04
16.10,6.17811073e-04
16.11,6.18184318e-04
16.12,6.18565115e-04
16.13,6.18953244e-04
16.14,6.19348485e-04
16.15,6.19750621e-04
16.16,6.20159445e-04
16.17,6.20574763e-04
16.18,6.20996408e-04
16.19,6.21424242e-04
16.20,6.21858168e-04
16.21,6.22298127e-04
16.22,6.22744095e-04
16.23,6.23196081e-04
16.24,6.23654122e-04
16.25,6.24118284e-04
16.26,6.24588654e-04
16.27,6.25065342e-04
16.28,6.25548472e-04
16.29,6.26038185e-04
16.30,6.26534634e-04
16.31,6.27037983e-04
16.32,6.27548401e-04
16.33,6.28066062e-04
16.34,6.28591146e-04
16.35,6.29123831e-04
16.36,6.29664295e-04
16.37,6.30212714e-04
16.38,6.30769261e-04
16.39,6.31334102e-04
16.40,6.31907398e-04
16.41,6.32489301e-04
16.42,6.33079958e-04
16.43,6.33679503e-04
16.44,6.34288062e-04
16.45,6.34905753e-04
16.46,6.35532681e-04
16.47,6.36168942e-04
16.48,6.36814626e-04
16.49,6.37469809e-04
16.50,6.38134565e-04
16.51,6.38808958e-04
16.52,6.39493050e-04
16.53,6.40186900e-04
16.54,6.40890569e-04
16.55,6.41604123e-04
16.56,6.42327634e-04
16.57,6.43061184e-04
16.58,6.43804863e-04
16.59,6.44558764e-04
16.60,6.45322988e-04
16.61,6.46097632e-04
16.62,6.46882798e-04
16.63,6.47678582e-04
16.64,6.48485080e-04
16.65,6.49302381e-04
16.66,6.50130568e-04
16.67,6.50969717e-04
16.68,6.51819896e-04
16.69,6.52681166e-04
16.70,6.53553575e-04
16.71,6.54437165e-04
16.72,6.55331968e-04
16.73,6.56238003e-04
16.74,6.57155286e-04
16.75,6.58083819e-04
16.76,6.59023602e-04
16.77,6.59974624e-04
16.78,6.60936873e-04
16.79,6.61910332e-04
16.80,6.62894983e-04
16.81,6.63890808e-04
16.82,6.64897788e-04
16.83,6.65915899e-04
16.84,6.66945119e-04
16.85,6.67985420e-04
16.86,6.69036770e-04
16.87,6.70099135e-04
16.88,6.71172473e-04
16.89,6.72256737e-04
16.90,6.73351874e-04
16.91,6.74457823e-04
16.92,6.75574518e-04
16.93,6.76701880e-04
16.94,6.77839827e-04
16.95,6.78988264e-04
16.96,6.80147090e-04
16.97,6.81316194e-04
16.98,6.82495454e-04
16.99,6.83684740e-04
17.00,6.84883913e-04
17.01,6.86092822e-04
17.02,6.87311308e-04
17.03,6.88539200e-04
17.04,6.89776318e-04
17.05,6.91022472e-04
17.06,6.92277461e-04
17.07,6.93541072e-04
17.08,6.94813082e-04
17.09,6.96093257e-04
17.10,6.97381351e-04
17.11,6.98677106e-04
17.12,6.99980251e-04
17.13,7.01290505e-04
17.14,7.02607570e-04
17.15,7.03931140e-04
17.16,7.05260890e-04
17.17,7.06596487e-04
17.18,7.07937581e-04
17.19,7.09283810e-04
17.20,7.10634796e-04
17.21,7.11990149e-04
17.22,7.13349462e-04
17.23,7.14712315e-04
17.24,7.16078269e-04
17.25,7.17446873e-04
17.26,7.18817656e-04
17.27,7.20190130e-04
17.28,7.21563790e-04
17.29,7.22938113e-04
17.30,7.24312556e-04
17.31,7.25686557e-04
17.32,7.27059535e-04
17.33,7.28430888e-04
17.34,7.29799992e-04
17.35,7.31166204e-04
17.36,7.32528857e-04
17.37,7.33887263e-04
17.38,7.35240712e-04
17.39,7.36588468e-04
17.40,7.37929774e-04
17.41,7.39263849e-04
17.42,7.40589885e-04
17.43,7.41907052e-04
17.44,7.43214494e-04
17.45,7.44511330e-04
17.46,7.45796653e-04
17.47,7.47069532e-04
17.48,7.48329009e-04
17.49,7.49574100e-04
17.50,7.50803799e-04
17.51,7.52017069e-04
17.52,7.53212852e-04
17.53,7.54390064e-04
17.54,7.55547594e-04
17.55,7.56684312e-04
17.56,7.57799061e-04
17.57,7.58890667e-04
17.58,7.59957934e-04
17.59,7.60999651e-04
17.60,7.62014592e-04
17.61,7.63001518e-04
17.62,7.63959184e-04
17.63,7.64886339e-04
17.64,7.65781734e-04
17.65,7.66644123e-04
17.66,7.67472274e-04
17.67,7.68264970e-04
17.68,7.69021021e-04
17.69,7.69739267e-04
17.70,7.70418595e-04
17.71,7.71057940e-04
17.72,7.71656304e-04
17.73,7.72212766e-04
17.74,7.72726498e-04
17.75,7.73196778e-04
17.76,7.73623013e-04
17.77,7.74004753e-04
17.78,7.74341700e-04
17.79,7.74633699e-04
17.80,7.74880731e-04
17.81,7.75082900e-04
17.82,7.75240425e-04
17.83,7.75353632e-04
17.84,7.75422943e-04
17.85,7.75448866e-04
17.86,7.75431991e-04
17.87,7.75372977e-04
17.88,7.75272548e-04
17.89,7.75131485e-04
17.90,7.74950618e-04
17.91,7.74730822e-04
17.92,7.74473008e-04
17.93,7.74178122e-04
17.94,7.73847134e-04
17.95,7.73481036e-04
17.96,7.73080841e-04
17.97,7.72647571e-04
17.98,7.72182260e-04
17.99,7.71685949e-04
18.00,7.71159680e-04
18.01,7.70604495e-04
18.02,7.70021435e-04
18.03,7.69411534e-04
18.04,7.68775821e-04
18.05,7.68115312e-04
18.06,7.67431015e-04
18.07,7.66723925e-04
18.08,7.65995022e-04
18.09,7.65245271e-04
18.10,7.64475622e-04
18.11,7.63687006e-04
18.12,7.62880338e-04
18.13,7.62056514e-04
18.14,7.61216411e-04
18.15,7.60360886e-04
18.16,7.59490778e-04
18.17,7.58606904e-04
18.18,7.57710064e-04
18.19,7.56801037e-04
18.20,7.55880581e-04
18.21,7.54949436e-04
18.22,7.54008321e-04
18.23,7.53057938e-04
18.24,7.52098966e-04
18.25,7.51132069e-04
18.26,7.50157891e-04
18.27,7.49177057e-04
18.28,7.48190176e-04
18.29,7.47197838e-04
18.30,7.46200617e-04
18.31,7.45199068e-04
18.32,7.44193731e-04
18.33,7.43185130e-04
18.34,7.42173769e-04
18.35,7.41160141e-04
18.36,7.40144720e-04
18.37,7.39127965e-04
18.38,7.38110320e-04
18.39,7.37092214e-04
18.40,7.36074060e-04
18.41,7.35056257e-04
18.42,7.34039190e-04
18.43,7.33023227e-04
18.44,7.32008720e-04
18.45,7.30996009e-04
18.46,7.29985417e-04
18.47,7.28977252e-04
18.48,7.27971806e-04
18.49,7.26969360e-04
18.50,7.25970176e-04
18.51,7.24974504e-04
18.52,7.23982579e-04
18.53,7.22994623e-04
18.54,7.22010841e-04
18.55,7.21031428e-04
18.56,7.20056564e-04
18.57,7.19086415e-04
18.58,7.18121136e-04
18.59,7.17160870e-04
18.60,7.16205748e-04
18.61,7.15255889e-04
18.62,7.14311403e-04
18.63,7.13372390e-04
18.64,7.12438939e-04
18.65,7.11511130e-04
18.66,7.10589034e-04
18.67,7.09672713e-04
18.68,7.08762219e-04
18.69,7.07857593e-04
18.70,7.06958862e-04
18.71,7.06066040e-04
18.72,7.05179125e-04
18.73,7.04298102e-04
18.74,7.03422938e-04
18.75,7.02553583e-04
18.76,7.01689973e-04
18.77,7.00832024e-04
18.78,6.99979638e-04
18.79,6.99132700e-04
18.80,6.98291080e-04
18.81,6.97454633e-04
18.82,6.96623201e-04
18.83,6.95796612e-04
18.84,6.94974687e-04
18.85,6.94157234e-04
18.86,6.93344057e-04
18.87,6.92534952e-04
18.88,6.91729712e-04
18.89,6.90928126e-04
18.90,6.90129981e-04
18.91,6.89335058e-04
18.92,6.88543137e-04
18.93,6.87753998e-04
18.94,6.86967417e-04
18.95,6.86183175e-04
18.96,6.85401057e-04
18.97,6.84620856e-04
18.98,6.83842368e-04
18.99,6.83065404e-04
19.00,6.82289780e-04
19.01,6.81515328e-04
19.02,6.80741893e-04
19.03,6.79969337e-04
19.04,6.79197543e-04
19.05,6.78426414e-04
19.06,6.77655880e-04
19.07,6.76885900e-04
19.08,6.76116465e-04
19.09,6.75347603e-04
19.10,6.74579383e-04
19.11,6.73811921e-04
19.12,6.73045382e-04
19.13,6.72279984e-04
19.14,6.71516009e-04
19.15,6.70753805e-04
19.16,6.69993787e-04
19.17,6.69236433e-04
19.18,6.68482274e-04
19.19,6.67731886e-04
19.20,6.66985880e-04
19.21,6.66244884e-04
19.22,6.65509542e-04
19.23,6.64780502e-04
19.24,6.64058411e-04
19.25,6.63343910e-04
19.26,6.62637631e-04
19.27,6.61940192e-04
19.28,6.61252192e-04
19.29,6.60574212e-04
19.30,6.59906811e-04
19.31,6.59250521e-04
19.32,6.58605850e-04
19.33,6.57973275e-04
19.34,6.57353248e-04
19.35,6.56746187e-04
19.36,6.56152480e-04
19.37,6.55572483e-04
19.38,6.55006521e-04
19.39,6.54454886e-04
19.40,6.53917838e-04
19.41,6.53395605e-04
19.42,6.52888383e-04
19.43,6.52396338e-04
19.44,6.51919605e-04
19.45,6.51458289e-04
19.46,6.51012466e-04
19.47,6.50582184e-04
19.48,6.50167464e-04
19.49,6.49768302e-04
19.50,6.49384671e-04
19.51,6.49016521e-04
19.52,6.48663782e-04
19.53,6.48326368e-04
19.54,6.48004180e-04
19.55,6.47697105e-04
19.56,6.47405027e-04
19.57,6.47127823e-04
19.58,6.46865374e-04
19.59,6.46617566e-04
19.60,6.46384295e-04
19.61,6.46165477e-04
19.62,6.45961047e-04
19.63,6.45770971e-04
19.64,6.45595250e-04
19.65,6.45433927e-04
19.66,6.45287096e-04
19.67,6.45154904e-04
19.68,6.45037542e-04
19.69,6.44935233e-04
19.70,6.44848226e-04
19.71,6.44776785e-04
19.72,6.44721186e-04
19.73,6.44681711e-04
19.74,6.44658647e-04
19.75,6.44652277e-04
19.76,6.44662885e-04
19.77,6.44690746e-04
19.78,6.44736131e-04
19.79,6.44799297e-04
19.80,6.44880496e-04
19.81,6.44979965e-04
19.82,6.45097930e-04
19.83,6.45234603e-04
19.84,6.45390184e-04
19.85,6.45564857e-04
19.86,6.45758793e-04
19.87,6.45972149e-04
19.88,6.46205066e-04
19.89,6.46457672e-04
19.90,6.46730079e-04
19.91,6.47022387e-04
19.92,6.47334680e-04
19.93,6.47667030e-04
19.94,6.48019494e-04
19.95,6.48392115e-04
19.96,6.48784922e-04
19.97,6.49197931e-04
19.98,6.49631144e-04
19.99,6.50084549e-04
20.00,6.50558121e-04
20.01,6.51051822e-04
20.02,6.51565601e-04
20.03,6.52099398e-04
20.04,6.52653139e-04
20.05,6.53226742e-04
20.06,6.53820117e-04
20.07,6.54433163e-04
20.08,6.55065776e-04
20.09,6.55717844e-04
20.10,6.56389248e-04
20.11,6.57079868e-04
20.12,6.57789573e-04
20.13,6.58518227e-04
20.14,6.59265684e-04
20.15,6.60031788e-04
20.16,6.60816374e-04
20.17,6.61619261e-04
20.18,6.62440255e-04
20.19,6.63279149e-04
20.20,6.64135717e-04
20.21,6.65009717e-04
20.22,6.65900887e-04
20.23,6.66808946e-04
20.24,6.67733590e-04
20.25,6.68674494e-04
20.26,6.69631308e-04
20.27,6.70603658e-04
20.28,6.71591142e-04
20.29,6.72593333e-04
20.30,6.73609774e-04
20.31,6.74639980e-04
20.32,6.75683436e-04
20.33,6.76739595e-04
20.34,6.77807876e-04
20.35,6.78887666e-04
20.36,6.79978317e-04
20.37,6.81079142e-04
20.38,6.82189421e-04
20.39,6.83308393e-04
20.40,6.84435256e-04
20.41,6.85569170e-04
20.42,6.86709251e-04
20.43,6.87854573e-04
20.44,6.89004163e-04
20.45,6.90157006e-04
20.46,6.91312038e-04
20.47,6.92468148e-04
20.48,6.93624177e-04
20.49,6.94778914e-04
20.50,6.95931099e-04
20.51,6.97079422e-04
20.52,6.98222518e-04
20.53,6.99358972e-04
20.54,7.00487315e-04
20.55,7.01606024e-04
20.56,7.02713526e-04
20.57,7.03808194e-04
20.58,7.04888348e-04
20.59,7.05952259e-04
20.60,7.06998148e-04
20.61,7.08024190e-04
20.62,7.09028516e-04
20.63,7.10009212e-04
20.64,7.10964331e-04
20.65,7.11891893e-04
20.66,7.12789890e-04
20.67,7.13656296e-04
20.68,7.14489074e-04
20.69,7.15286188e-04
20.70,7.16045614e-04
20.71,7.16765356e-04
20.72,7.17443468e-04
20.73,7.18078075e-04
20.74,7.18667412e-04
20.75,7.19209863e-04
20.76,7.19704022e-04
20.77,7.20148764e-04
20.78,7.20543279e-04
20.79,7.20887042e-04
20.80,7.21179780e-04
20.81,7.21421455e-04
20.82,7.21612230e-04
20.83,7.21752453e-04
20.84,7.21842629e-04
20.85,7.21883408e-04
20.86,7.21875563e-04
20.87,7.21819977e-04
20.88,7.21717627e-04
20.89,7.21569572e-04
20.90,7.21376941e-04
20.91,7.21140922e-04
20.92,7.20862749e-04
20.93,7.20543699e-04
20.94,7.20185078e-04
20.95,7.19788217e-04
20.96,7.19354465e-04
20.97,7.18885180e-04
20.98,7.18381727e-04
20.99,7.17845473e-04
21.00,7.17277781e-04
21.01,7.16680006e-04
21.02,7.16053495e-04
21.03,7.15399579e-04
21.04,7.14719577e-04
21.05,7.14014786e-04
21.06,7.13286486e-04
21.07,7.12535935e-04
21.08,7.11764367e-04
21.09,7.10972994e-04
21.10,7.10163003e-04
21.11,7.09335553e-04
21.12,7.08491782e-04
21.13,7.07632796e-04
21.14,7.06759679e-04
21.15,7.05873487e-04
21.16,7.04975247e-04
21.17,7.04065963e-04
21.18,7.03146611e-04
21.19,7.02218140e-04
21.20,7.01281472e-04
21.21,7.00337503e-04
21.22,6.99387099e-04
21.23,6.98431098e-04
21.24,6.97470311e-04
21.25,6.96505521e-04
21.26,6.95537483e-04
21.27,6.94566926e-04
21.28,6.93594551e-04
21.29,6.92621033e-04
21.30,6.91647021e-04
21.31,6.90673139e-04
21.32,6.89699986e-04
21.33,6.88728138e-04
21.34,6.87758148e-04
21.35,6.86790546e-04
21.36,6.85825844e-04
21.37,6.84864531e-04
21.38,6.83907080e-04
21.39,6.82953942e-04
21.40,6.82005557e-04
21.41,6.81062345e-04
21.42,6.80124711e-04
21.43,6.79193049e-04
21.44,6.78267739e-04
21.45,6.77349148e-04
21.46,6.76437635e-04
21.47,6.75533547e-04
21.48,6.74637224e-04
21.49,6.73748996e-04
