Angle(deg),f(R)
10.75,1.23736392e+02
10.76,1.23526848e+02
10.77,1.23317894e+02
10.78,1.23109528e+02
10.79,1.22901747e+02
10.80,1.22694549e+02
10.81,1.22487932e+02
10.82,1.22281894e+02
10.83,1.22076433e+02
10.84,1.21871546e+02
10.85,1.21667232e+02
10.86,1.21463489e+02
10.87,1.21260314e+02
10.88,1.21057705e+02
10.89,1.20855661e+02
10.90,1.20654178e+02
10.91,1.20453256e+02
10.92,1.20252892e+02
10.93,1.20053084e+02
10.94,1.19853830e+02
10.95,1.19655128e+02
10.96,1.19456976e+02
10.97,1.19259372e+02
10.98,1.19062314e+02
10.99,1.18865800e+02
11.00,1.18669828e+02
11.01,1.18474396e+02
11.02,1.18279502e+02
11.03,1.18085145e+02
11.04,1.17891322e+02
11.05,1.17698031e+02
11.06,1.17505271e+02
11.07,1.17313039e+02
11.08,1.17121334e+02
11.09,1.16930154e+02
11.10,1.16739496e+02
11.11,1.16549360e+02
11.12,1.16359742e+02
11.13,1.16170642e+02
11.14,1.15982058e+02
11.15,1.15793987e+02
11.16,1.15606427e+02
11.17,1.15419378e+02
11.18,1.15232837e+02
11.19,1.15046802e+02
11.20,1.14861272e+02
11.21,1.14676244e+02
11.22,1.14491718e+02
11.23,1.14307690e+02
11.24,1.14124160e+02
11.25,1.13941125e+02
11.26,1.13758585e+02
11.27,1.13576537e+02
11.28,1.13394979e+02
11.29,1.13213909e+02
11.30,1.13033327e+02
11.31,1.12853230e+02
11.32,1.12673616e+02
11.33,1.12494485e+02
11.34,1.12315833e+02
11.35,1.12137660e+02
11.36,1.11959964e+02
11.37,1.11782743e+02
11.38,1.11605995e+02
11.39,1.11429720e+02
11.40,1.11253914e+02
11.41,1.11078577e+02
11.42,1.10903707e+02
11.43,1.10729302e+02
11.44,1.10555361e+02
11.45,1.10381882e+02
11.46,1.10208863e+02
11.47,1.10036303e+02
11.48,1.09864201e+02
11.49,1.09692554e+02
11.50,1.09521361e+02
11.51,1.09350621e+02
11.52,1.09180332e+02
11.53,1.09010492e+02
11.54,1.08841100e+02
11.55,1.08672155e+02
11.56,1.08503654e+02
11.57,1.08335597e+02
11.58,1.08167981e+02
11.59,1.08000805e+02
11.60,1.07834069e+02
11.61,1.07667769e+02
11.62,1.07501905e+02
11.63,1.07336476e+02
11.64,1.07171479e+02
11.65,1.07006914e+02
11.66,1.06842778e+02
11.67,1.06679071e+02
11.68,1.06515790e+02
11.69,1.06352935e+02
11.70,1.06190504e+02
11.71,1.06028496e+02
11.72,1.05866908e+02
11.73,1.05705741e+02
11.74,1.05544992e+02
11.75,1.05384659e+02
11.76,1.05224742e+02
11.77,1.05065239e+02
11.78,1.04906149e+02
11.79,1.04747470e+02
11.80,1.04589201e+02
11.81,1.04431340e+02
11.82,1.04273887e+02
11.83,1.04116839e+02
11.84,1.03960196e+02
11.85,1.03803955e+02
11.86,1.03648117e+02
11.87,1.03492679e+02
11.88,1.03337640e+02
11.89,1.03182998e+02
11.90,1.03028753e+02
11.91,1.02874903e+02
11.92,1.02721446e+02
11.93,1.02568382e+02
11.94,1.02415710e+02
11.95,1.02263427e+02
11.96,1.02111532e+02
11.97,1.01960025e+02
11.98,1.01808903e+02
11.99,1.01658167e+02
12.00,1.01507813e+02
12.01,1.01357842e+02
12.02,1.01208252e+02
12.03,1.01059041e+02
12.04,1.00910209e+02
12.05,1.00761754e+02
12.06,1.00613674e+02
12.07,1.00465969e+02
12.08,1.00318638e+02
12.09,1.00171679e+02
12.10,1.00025091e+02
12.11,9.98788721e+01
12.12,9.97330221e+01
12.13,9.95875394e+01
12.14,9.94424229e+01
12.15,9.92976713e+01
12.16,9.91532834e+01
12.17,9.90092581e+01
12.18,9.88655942e+01
12.19,9.87222904e+01
12.20,9.85793457e+01
12.21,9.84367588e+01
12.22,9.82945286e+01
12.23,9.81526539e+01
12.24,9.80111337e+01
12.25,9.78699666e+01
12.26,9.77291517e+01
12.27,9.75886877e+01
12.28,9.74485736e+01
12.29,9.73088081e+01
12.30,9.71693902e+01
12.31,9.70303187e+01
12.32,9.68915926e+01
12.33,9.67532107e+01
12.34,9.66151720e+01
12.35,9.64774752e+01
12.36,9.63401194e+01
12.37,9.62031034e+01
12.38,9.60664261e+01
12.39,9.59300865e+01
12.40,9.57940834e+01
12.41,9.56584159e+01
12.42,9.55230828e+01
12.43,9.53880830e+01
12.44,9.52534156e+01
12.45,9.51190794e+01
12.46,9.49850733e+01
12.47,9.48513965e+01
12.48,9.47180477e+01
12.49,9.45850260e+01
12.50,9.44523302e+01
12.51,9.43199595e+01
12.52,9.41879127e+01
12.53,9.40561889e+01
12.54,9.39247870e+01
12.55,9.37937059e+01
12.56,9.36629448e+01
12.57,9.35325025e+01
12.58,9.34023781e+01
12.59,9.32725706e+01
12.60,9.31430789e+01
12.61,9.30139022e+01
12.62,9.28850393e+01
12.63,9.27564893e+01
12.64,9.26282513e+01
12.65,9.25003242e+01
12.66,9.23727071e+01
12.67,9.22453990e+01
12.68,9.21183989e+01
12.69,9.19917060e+01
12.70,9.18653191e+01
12.71,9.17392375e+01
12.72,9.16134600e+01
12.73,9.14879859e+01
12.74,9.13628141e+01
12.75,9.12379436e+01
12.76,9.11133737e+01
12.77,9.09891033e+01
12.78,9.08651314e+01
12.79,9.07414573e+01
12.80,9.06180799e+01
12.81,9.04949984e+01
12.82,9.03722118e+01
12.83,9.02497192e+01
12.84,9.01275197e+01
12.85,9.00056124e+01
12.86,8.98839965e+01
12.87,8.97626709e+01
12.88,8.96416349e+01
12.89,8.95208876e+01
12.90,8.94004279e+01
12.91,8.92802552e+01
12.92,8.91603684e+01
12.93,8.90407668e+01
12.94,8.89214494e+01
12.95,8.88024154e+01
12.96,8.86836639e+01
12.97,8.85651940e+01
12.98,8.84470050e+01
12.99,8.83290958e+01
13.00,8.82114658e+01
13.01,8.80941140e+01
13.02,8.79770396e+01
13.03,8.78602418e+01
13.04,8.77437196e+01
13.05,8.76274724e+01
13.06,8.75114992e+01
13.07,8.73957992e+01
13.08,8.72803716e+01
13.09,8.71652155e+01
13.10,8.70503303e+01
13.11,8.69357149e+01
13.12,8.68213687e+01
13.13,8.67072908e+01
13.14,8.65934804e+01
13.15,8.64799367e+01
13.16,8.63666589e+01
13.17,8.62536462e+01
13.18,8.61408979e+01
13.19,8.60284130e+01
13.20,8.59161909e+01
13.21,8.58042307e+01
13.22,8.56925317e+01
13.23,8.55810930e+01
13.24,8.54699140e+01
13.25,8.53589938e+01
13.26,8.52483316e+01
13.27,8.51379268e+01
13.28,8.50277784e+01
13.29,8.49178859e+01
13.30,8.48082483e+01
13.31,8.46988650e+01
13.32,8.45897352e+01
13.33,8.44808582e+01
13.34,8.43722331e+01
13.35,8.42638593e+01
13.36,8.41557360e+01
13.37,8.40478625e+01
13.38,8.39402380e+01
13.39,8.38328619e+01
13.40,8.37257332e+01
13.41,8.36188515e+01
13.42,8.35122158e+01
13.43,8.34058256e+01
13.44,8.32996800e+01
13.45,8.31937784e+01
13.46,8.30881200e+01
13.47,8.29827041e+01
13.48,8.28775301e+01
13.49,8.27725972e+01
13.50,8.26679047e+01
13.51,8.25634519e+01
13.52,8.24592381e+01
13.53,8.23552626e+01
13.54,8.22515247e+01
13.55,8.21480238e+01
13.56,8.20447591e+01
13.57,8.19417300e+01
13.58,8.18389357e+01
13.59,8.17363756e+01
13.60,8.16340490e+01
13.61,8.15319553e+01
13.62,8.14300937e+01
13.63,8.13284636e+01
13.64,8.12270643e+01
13.65,8.11258952e+01
13.66,8.10249555e+01
13.67,8.09242447e+01
13.68,8.08237621e+01
13.69,8.07235070e+01
13.70,8.06234787e+01
13.71,8.05236766e+01
13.72,8.04241001e+01
13.73,8.03247485e+01
13.74,8.02256212e+01
13.75,8.01267175e+01
13.76,8.00280368e+01
13.77,7.99295785e+01
13.78,7.98313418e+01
13.79,7.97333262e+01
13.80,7.96355311e+01
13.81,7.95379558e+01
13.82,7.94405997e+01
13.83,7.93434622e+01
13.84,7.92465426e+01
13.85,7.91498404e+01
13.86,7.90533548e+01
13.87,7.89570854e+01
13.88,7.88610315e+01
13.89,7.87651924e+01
13.90,7.86695676e+01
13.91,7.85741565e+01
13.92,7.84789584e+01
13.93,7.83839728e+01
13.94,7.82891990e+01
13.95,7.81946365e+01
13.96,7.81002847e+01
13.97,7.80061430e+01
13.98,7.79122107e+01
13.99,7.78184873e+01
14.00,7.77249723e+01
14.01,7.76316649e+01
14.02,7.75385648e+01
14.03,7.74456711e+01
14.04,7.73529835e+01
14.05,7.72605013e+01
14.06,7.71682239e+01
14.07,7.70761507e+01
14.08,7.69842813e+01
14.09,7.68926150e+01
14.10,7.68011512e+01
14.11,7.67098895e+01
14.12,7.66188291e+01
14.13,7.65279697e+01
14.14,7.64373105e+01
14.15,7.63468512e+01
14.16,7.62565910e+01
14.17,7.61665295e+01
14.18,7.60766661e+01
14.19,7.59870003e+01
14.20,7.58975314e+01
14.21,7.58082591e+01
14.22,7.57191826e+01
14.23,7.56303016e+01
14.24,7.55416154e+01
14.25,7.54531235e+01
14.26,7.53648254e+01
14.27,7.52767205e+01
14.28,7.51888084e+01
14.29,7.51010884e+01
14.30,7.50135601e+01
14.31,7.49262229e+01
14.32,7.48390764e+01
14.33,7.47521199e+01
14.34,7.46653530e+01
14.35,7.45787751e+01
14.36,7.44923858e+01
14.37,7.44061845e+01
14.38,7.43201707e+01
14.39,7.42343439e+01
14.40,7.41487036e+01
14.41,7.40632493e+01
14.42,7.39779805e+01
14.43,7.38928966e+01
14.44,7.38079972e+01
14.45,7.37232818e+01
14.46,7.36387499e+01
14.47,7.35544009e+01
14.48,7.34702344e+01
14.49,7.33862499e+01
14.50,7.33024470e+01
14.51,7.32188250e+01
14.52,7.31353835e+01
14.53,7.30521221e+01
14.54,7.29690402e+01
14.55,7.28861374e+01
14.56,7.28034132e+01
14.57,7.27208671e+01
14.58,7.26384986e+01
14.59,7.25563073e+01
14.60,7.24742927e+01
14.61,7.23924542e+01
14.62,7.23107915e+01
14.63,7.22293041e+01
14.64,7.21479914e+01
14.65,7.20668531e+01
14.66,7.19858887e+01
14.67,7.19050977e+01
14.68,7.18244796e+01
14.69,7.17440340e+01
14.70,7.16637604e+01
14.71,7.15836584e+01
14.72,7.15037275e+01
14.73,7.14239672e+01
14.74,7.13443772e+01
14.75,7.12649569e+01
14.76,7.11857059e+01
14.77,7.11066238e+01
14.78,7.10277101e+01
14.79,7.09489644e+01
14.80,7.08703862e+01
14.81,7.07919750e+01
14.82,7.07137305e+01
14.83,7.06356523e+01
14.84,7.05577398e+01
14.85,7.04799926e+01
14.86,7.04024103e+01
14.87,7.03249925e+01
14.88,7.02477387e+01
14.89,7.01706486e+01
14.90,7.00937216e+01
14.91,7.00169573e+01
14.92,6.99403554e+01
14.93,6.98639154e+01
14.94,6.97876369e+01
14.95,6.97115194e+01
14.96,6.96355626e+01
14.97,6.95597660e+01
14.98,6.94841292e+01
14.99,6.94086518e+01
15.00,6.93333333e+01
15.01,6.92581735e+01
15.02,6.91831717e+01
15.03,6.91083278e+01
15.04,6.90336411e+01
15.05,6.89591114e+01
15.06,6.88847382e+01
15.07,6.88105211e+01
15.08,6.87364598e+01
15.09,6.86625537e+01
15.10,6.85888026e+01
15.11,6.85152060e+01
15.12,6.84417635e+01
15.13,6.83684747e+01
15.14,6.82953393e+01
15.15,6.82223567e+01
15.16,6.81495268e+01
15.17,6.80768489e+01
15.18,6.80043229e+01
15.19,6.79319482e+01
15.20,6.78597244e+01
15.21,6.77876513e+01
15.22,6.77157284e+01
15.23,6.76439554e+01
15.24,6.75723317e+01
15.25,6.75008572e+01
15.26,6.74295313e+01
15.27,6.73583538e+01
15.28,6.72873242e+01
15.29,6.72164421e+01
15.30,6.71457072e+01
15.31,6.70751192e+01
15.32,6.70046776e+01
15.33,6.69343820e+01
15.34,6.68642322e+01
15.35,6.67942277e+01
15.36,6.67243681e+01
15.37,6.66546532e+01
15.38,6.65850824e+01
15.39,6.65156556e+01
15.40,6.64463723e+01
15.41,6.63772321e+01
15.42,6.63082347e+01
15.43,6.62393797e+01
15.44,6.61706668e+01
15.45,6.61020956e+01
15.46,6.60336658e+01
15.47,6.59653770e+01
15.48,6.58972288e+01
15.49,6.58292210e+01
15.50,6.57613531e+01
15.51,6.56936248e+01
15.52,6.56260357e+01
15.53,6.55585856e+01
15.54,6.54912740e+01
15.55,6.54241006e+01
15.56,6.53570652e+01
15.57,6.52901672e+01
15.58,6.52234064e+01
15.59,6.51567825e+01
15.60,6.50902951e+01
15.61,6.50239439e+01
15.62,6.49577285e+01
15.63,6.48916486e+01
15.64,6.48257039e+01
15.65,6.47598940e+01
15.66,6.46942186e+01
15.67,6.46286774e+01
15.68,6.45632700e+01
15.69,6.44979961e+01
15.70,6.44328554e+01
15.71,6.43678475e+01
15.72,6.43029722e+01
15.73,6.42382290e+01
15.74,6.41736178e+01
15.75,6.41091381e+01
15.76,6.40447896e+01
15.77,6.39805721e+01
15.78,6.39164851e+01
15.79,6.38525284e+01
15.80,6.37887016e+01
15.81,6.37250045e+01
15.82,6.36614368e+01
15.83,6.35979980e+01
15.84,6.35346879e+01
15.85,6.34715062e+01
15.86,6.34084525e+01
15.87,6.33455267e+01
15.88,6.32827282e+01
15.89,6.32200569e+01
15.90,6.31575125e+01
15.91,6.30950945e+01
15.92,6.30328028e+01
15.93,6.29706370e+01
15.94,6.29085968e+01
15.95,6.28466819e+01
15.96,6.27848920e+01
15.97,6.27232268e+01
15.98,6.26616861e+01
15.99,6.26002694e+01
16.00,6.25389765e+01
16.01,6.24778071e+01
16.02,6.24167610e+01
16.03,6.23558378e+01
16.04,6.22950372e+01
16.05,6.22343589e+01
16.06,6.21738027e+01
16.07,6.21133682e+01
16.08,6.20530551e+01
16.09,6.19928633e+01
16.10,6.19327923e+01
16.11,6.18728419e+01
16.12,6.18130118e+01
16.13,6.17533017e+01
16.14,6.16937113e+01
16.15,6.16342404e+01
16.16,6.15748887e+01
16.17,6.15156558e+01
16.18,6.14565415e+01
16.19,6.13975456e+01
16.20,6.13386677e+01
16.21,6.12799076e+01
16.22,6.12212649e+01
16.23,6.11627394e+01
16.24,6.11043309e+01
16.25,6.10460390e+01
16.26,6.09878636e+01
16.27,6.09298042e+01
16.28,6.08718606e+01
16.29,6.08140326e+01
16.30,6.07563199e+01
16.31,6.06987222e+01
16.32,6.06412393e+01
16.33,6.05838708e+01
16.34,6.05266166e+01
16.35,6.04694763e+01
16.36,6.04124497e+01
16.37,6.03555365e+01
16.38,6.02987364e+01
16.39,6.02420493e+01
16.40,6.01854748e+01
16.41,6.01290126e+01
16.42,6.00726625e+01
16.43,6.00164243e+01
16.44,5.99602977e+01
16.45,5.99042823e+01
16.46,5.98483781e+01
16.47,5.97925846e+01
16.48,5.97369017e+01
16.49,5.96813291e+01
16.50,5.96258666e+01
16.51,5.95705138e+01
16.52,5.95152706e+01
16.53,5.94601367e+01
16.54,5.94051117e+01
16.55,5.93501956e+01
16.56,5.92953880e+01
16.57,5.92406887e+01
16.58,5.91860974e+01
16.59,5.91316139e+01
16.60,5.90772380e+01
16.61,5.90229693e+01
16.62,5.89688077e+01
16.63,5.89147529e+01
16.64,5.88608046e+01
16.65,5.88069627e+01
16.66,5.87532268e+01
16.67,5.86995968e+01
16.68,5.86460723e+01
16.69,5.85926532e+01
16.70,5.85393392e+01
16.71,5.84861301e+01
16.72,5.84330257e+01
16.73,5.83800256e+01
16.74,5.83271297e+01
16.75,5.82743377e+01
16.76,5.82216494e+01
16.77,5.81690646e+01
16.78,5.81165830e+01
16.79,5.80642043e+01
16.80,5.80119285e+01
16.81,5.79597551e+01
16.82,5.79076841e+01
16.83,5.78557151e+01
16.84,5.78038480e+01
16.85,5.77520825e+01
16.86,5.77004183e+01
16.87,5.76488553e+01
16.88,5.75973933e+01
16.89,5.75460319e+01
16.90,5.74947710e+01
16.91,5.74436104e+01
16.92,5.73925498e+01
16.93,5.73415890e+01
16.94,5.72907278e+01
16.95,5.72399659e+01
16.96,5.71893032e+01
16.97,5.71387394e+01
16.98,5.70882743e+01
16.99,5.70379077e+01
17.00,5.69876394e+01
17.01,5.69374691e+01
17.02,5.68873966e+01
17.03,5.68374217e+01
17.04,5.67875443e+01
17.05,5.67377640e+01
17.06,5.66880806e+01
17.07,5.66384941e+01
17.08,5.65890041e+01
17.09,5.65396104e+01
17.10,5.64903128e+01
17.11,5.64411111e+01
17.12,5.63920051e+01
17.13,5.63429946e+01
17.14,5.62940794e+01
17.15,5.62452592e+01
17.16,5.61965339e+01
17.17,5.61479033e+01
17.18,5.60993671e+01
17.19,5.60509251e+01
17.20,5.60025772e+01
17.21,5.59543231e+01
17.22,5.59061626e+01
17.23,5.58580955e+01
17.24,5.58101217e+01
17.25,5.57622408e+01
17.26,5.57144528e+01
17.27,5.56667574e+01
17.28,5.56191544e+01
17.29,5.55716436e+01
17.30,5.55242249e+01
17.31,5.54768979e+01
17.32,5.54296626e+01
17.33,5.53825186e+01
17.34,5.53354659e+01
17.35,5.52885042e+01
17.36,5.52416334e+01
17.37,5.51948532e+01
17.38,5.51481634e+01
17.39,5.51015638e+01
17.40,5.50550543e+01
17.41,5.50086347e+01
17.42,5.49623047e+01
17.43,5.49160642e+01
17.44,5.48699130e+01
17.45,5.48238509e+01
17.46,5.47778777e+01
17.47,5.47319932e+01
17.48,5.46861972e+01
17.49,5.46404896e+01
17.50,5.45948701e+01
17.51,5.45493385e+01
17.52,5.45038947e+01
17.53,5.44585386e+01
17.54,5.44132698e+01
17.55,5.43680882e+01
17.56,5.43229937e+01
17.57,5.42779860e+01
17.58,5.42330650e+01
17.59,5.41882304e+01
17.60,5.41434822e+01
17.61,5.40988201e+01
17.62,5.40542439e+01
17.63,5.40097535e+01
17.64,5.39653486e+01
17.65,5.39210292e+01
17.66,5.38767949e+01
17.67,5.38326457e+01
17.68,5.37885814e+01
17.69,5.37446018e+01
17.70,5.37007066e+01
17.71,5.36568958e+01
17.72,5.36131691e+01
17.73,5.35695265e+01
17.74,5.35259676e+01
17.75,5.34824923e+01
17.76,5.34391005e+01
17.77,5.33957920e+01
17.78,5.33525666e+01
17.79,5.33094242e+01
17.80,5.32663645e+01
17.81,5.32233874e+01
17.82,5.31804927e+01
17.83,5.31376803e+01
17.84,5.30949499e+01
17.85,5.30523015e+01
17.86,5.30097348e+01
17.87,5.29672497e+01
17.88,5.29248460e+01
17.89,5.28825236e+01
17.90,5.28402822e+01
17.91,5.27981217e+01
17.92,5.27560420e+01
17.93,5.27140428e+01
17.94,5.26721241e+01
17.95,5.26302856e+01
17.96,5.25885272e+01
17.97,5.25468488e+01
17.98,5.25052500e+01
17.99,5.24637309e+01
18.00,5.24222912e+01
18.01,5.23809308e+01
18.02,5.23396495e+01
18.03,5.22984472e+01
18.04,5.22573236e+01
18.05,5.22162787e+01
18.06,5.21753122e+01
18.07,5.21344241e+01
18.08,5.20936141e+01
18.09,5.20528821e+01
18.10,5.20122280e+01
18.11,5.19716515e+01
18.12,5.19311526e+01
18.13,5.18907311e+01
18.14,5.18503867e+01
18.15,5.18101194e+01
18.16,5.17699291e+01
18.17,5.17298154e+01
18.18,5.16897784e+01
18.19,5.16498178e+01
18.20,5.16099336e+01
18.21,5.15701254e+01
18.22,5.15303933e+01
18.23,5.14907370e+01
18.24,5.14511563e+01
18.25,5.14116513e+01
18.26,5.13722216e+01
18.27,5.13328671e+01
18.28,5.12935877e+01
18.29,5.12543833e+01
18.30,5.12152536e+01
18.31,5.11761986e+01
18.32,5.11372181e+01
18.33,5.10983120e+01
18.34,5.10594800e+01
18.35,5.10207221e+01
18.36,5.09820381e+01
18.37,5.09434279e+01
18.38,5.09048913e+01
18.39,5.08664282e+01
18.40,5.08280384e+01
18.41,5.07897217e+01
18.42,5.07514782e+01
18.43,5.07133075e+01
18.44,5.06752096e+01
18.45,5.06371843e+01
18.46,5.05992315e+01
18.47,5.05613510e+01
18.48,5.05235427e+01
18.49,5.04858065e+01
18.50,5.04481422e+01
18.51,5.04105496e+01
18.52,5.03730287e+01
18.53,5.03355793e+01
18.54,5.02982012e+01
18.55,5.02608944e+01
18.56,5.02236586e+01
18.57,5.01864938e+01
18.58,5.01493998e+01
18.59,5.01123765e+01
18.60,5.00754237e+01
18.61,5.00385413e+01
18.62,5.00017291e+01
18.63,4.99649871e+01
18.64,4.99283151e+01
18.65,4.98917130e+01
18.66,4.98551806e+01
18.67,4.98187178e+01
18.68,4.97823244e+01
18.69,4.97460004e+01
18.70,4.97097455e+01
18.71,4.96735598e+01
18.72,4.96374430e+01
18.73,4.96013949e+01
18.74,4.95654156e+01
18.75,4.95295048e+01
18.76,4.94936624e+01
18.77,4.94578883e+01
18.78,4.94221823e+01
18.79,4.93865444e+01
18.80,4.93509744e+01
18.81,4.93154721e+01
18.82,4.92800375e+01
18.83,4.92446704e+01
18.84,4.92093707e+01
18.85,4.91741383e+01
18.86,4.91389730e+01
18.87,4.91038747e+01
18.88,4.90688433e+01
18.89,4.90338786e+01
18.90,4.89989806e+01
18.91,4.89641491e+01
18.92,4.89293840e+01
18.93,4.88946851e+01
18.94,4.88600524e+01
18.95,4.88254857e+01
18.96,4.87909849e+01
18.97,4.87565499e+01
18.98,4.87221805e+01
18.99,4.86878767e+01
19.00,4.86536382e+01
19.01,4.86194651e+01
19.02,4.85853571e+01
19.03,4.85513142e+01
19.04,4.85173362e+01
19.05,4.84834230e+01
19.06,4.84495745e+01
19.07,4.84157905e+01
19.08,4.83820711e+01
19.09,4.83484159e+01
19.10,4.83148250e+01
19.11,4.82812982e+01
19.12,4.82478353e+01
19.13,4.82144364e+01
19.14,4.81811011e+01
19.15,4.81478295e+01
19.16,4.81146215e+01
19.17,4.80814768e+01
19.18,4.80483954e+01
19.19,4.80153772e+01
19.20,4.79824221e+01
19.21,4.79495298e+01
19.22,4.79167005e+01
19.23,4.78839338e+01
19.24,4.78512298e+01
19.25,4.78185882e+01
19.26,4.77860090e+01
19.27,4.77534921e+01
19.28,4.77210374e+01
19.29,4.76886447e+01
19.30,4.76563139e+01
19.31,4.76240450e+01
19.32,4.75918377e+01
19.33,4.75596921e+01
19.34,4.75276080e+01
19.35,4.74955852e+01
19.36,4.74636237e+01
19.37,4.74317234e+01
19.38,4.73998842e+01
19.39,4.73681059e+01
19.40,4.73363884e+01
19.41,4.73047317e+01
19.42,4.72731356e+01
19.43,4.72416000e+01
19.44,4.72101248e+01
19.45,4.71787099e+01
19.46,4.71473553e+01
19.47,4.71160607e+01
19.48,4.70848261e+01
19.49,4.70536514e+01
19.50,4.70225365e+01
19.51,4.69914813e+01
19.52,4.69604856e+01
19.53,4.69295494e+01
19.54,4.68986726e+01
19.55,4.68678550e+01
19.56,4.68370965e+01
19.57,4.68063972e+01
19.58,4.67757568e+01
19.59,4.67451752e+01
19.60,4.67146524e+01
19.61,4.66841882e+01
19.62,4.66537826e+01
19.63,4.66234354e+01
19.64,4.65931465e+01
19.65,4.65629159e+01
19.66,4.65327435e+01
19.67,4.65026290e+01
19.68,4.64725726e+01
19.69,4.64425739e+01
19.70,4.64126331e+01
19.71,4.63827498e+01
19.72,4.63529241e+01
19.73,4.63231559e+01
19.74,4.62934450e+01
19.75,4.62637914e+01
19.76,4.62341949e+01
19.77,4.62046555e+01
19.78,4.61751730e+01
19.79,4.61457474e+01
19.80,4.61163786e+01
19.81,4.60870665e+01
19.82,4.60578109e+01
19.83,4.60286119e+01
19.84,4.59994692e+01
19.85,4.59703828e+01
19.86,4.59413526e+01
19.87,4.59123785e+01
19.88,4.58834605e+01
19.89,4.58545983e+01
19.90,4.58257920e+01
19.91,4.57970414e+01
19.92,4.57683464e+01
19.93,4.57397070e+01
19.94,4.57111231e+01
19.95,4.56825945e+01
19.96,4.56541212e+01
19.97,4.56257030e+01
19.98,4.55973400e+01
19.99,4.55690319e+01
20.00,4.55407788e+01
20.01,4.55125804e+01
20.02,4.54844368e+01
20.03,4.54563479e+01
20.04,4.54283134e+01
20.05,4.54003335e+01
20.06,4.53724079e+01
20.07,4.53445365e+01
20.08,4.53167194e+01
20.09,4.52889564e+01
20.10,4.52612474e+01
20.11,4.52335923e+01
20.12,4.52059910e+01
20.13,4.51784435e+01
20.14,4.51509497e+01
20.15,4.51235094e+01
20.16,4.50961226e+01
20.17,4.50687893e+01
20.18,4.50415092e+01
20.19,4.50142824e+01
20.20,4.49871087e+01
20.21,4.49599881e+01
20.22,4.49329205e+01
20.23,4.49059057e+01
20.24,4.48789438e+01
20.25,4.48520346e+01
20.26,4.48251780e+01
20.27,4.47983740e+01
20.28,4.47716224e+01
20.29,4.47449233e+01
20.30,4.47182764e+01
20.31,4.46916818e+01
20.32,4.46651393e+01
20.33,4.46386488e+01
20.34,4.46122104e+01
20.35,4.45858238e+01
20.36,4.45594890e+01
20.37,4.45332060e+01
20.38,4.45069746e+01
20.39,4.44807948e+01
20.40,4.44546664e+01
20.41,4.44285895e+01
20.42,4.44025639e+01
20.43,4.43765896e+01
20.44,4.43506664e+01
20.45,4.43247943e+01
20.46,4.42989732e+01
20.47,4.42732030e+01
20.48,4.42474837e+01
20.49,4.42218151e+01
20.50,4.41961973e+01
20.51,4.41706300e+01
20.52,4.41451133e+01
20.53,4.41196471e+01
20.54,4.40942312e+01
20.55,4.40688657e+01
20.56,4.40435504e+01
20.57,4.40182852e+01
20.58,4.39930701e+01
20.59,4.39679050e+01
20.60,4.39427898e+01
20.61,4.39177244e+01
20.62,4.38927089e+01
20.63,4.38677430e+01
20.64,4.38428267e+01
20.65,4.38179600e+01
20.66,4.37931428e+01
20.67,4.37683750e+01
20.68,4.37436564e+01
20.69,4.37189872e+01
20.70,4.36943671e+01
20.71,4.36697960e+01
20.72,4.36452741e+01
20.73,4.36208010e+01
20.74,4.35963769e+01
20.75,4.35720016e+01
20.76,4.35476750e+01
20.77,4.35233970e+01
20.78,4.34991677e+01
20.79,4.34749869e+01
20.80,4.34508545e+01
20.81,4.34267705e+01
20.82,4.34027348e+01
20.83,4.33787473e+01
20.84,4.33548080e+01
20.85,4.33309168e+01
20.86,4.33070736e+01
20.87,4.32832784e+01
20.88,4.32595310e+01
20.89,4.32358315e+01
20.90,4.32121797e+01
20.91,4.31885755e+01
20.92,4.31650190e+01
20.93,4.31415100e+01
20.94,4.31180485e+01
20.95,4.30946344e+01
20.96,4.30712676e+01
20.97,4.30479480e+01
20.98,4.30246757e+01
20.99,4.30014505e+01
21.00,4.29782723e+01
21.01,4.29551411e+01
21.02,4.29320569e+01
21.03,4.29090195e+01
21.04,4.28860289e+01
21.05,4.28630850e+01
21.06,4.28401878e+01
21.07,4.28173372e+01
21.08,4.27945331e+01
21.09,4.27717755e+01
21.10,4.27490642e+01
21.11,4.27263993e+01
21.12,4.27037807e+01
21.13,4.26812082e+01
21.14,4.26586819e+01
21.15,4.26362017e+01
21.16,4.26137675e+01
21.17,4.25913792e+01
21.18,4.25690368e+01
21.19,4.25467402e+01
21.20,4.25244893e+01
21.21,4.25022842e+01
21.22,4.24801247e+01
21.23,4.24580107e+01
21.24,4.24359422e+01
21.25,4.24139192e+01
21.26,4.23919415e+01
21.27,4.23700092e+01
21.28,4.23481221e+01
21.29,4.23262802e+01
21.30,4.23044834e+01
21.31,4.22827317e+01
21.32,4.22610250e+01
21.33,4.22393633e+01
21.34,4.22177464e+01
21.35,4.21961744e+01
21.36,4.21746471e+01
21.37,4.21531645e+01
21.38,4.21317266e+01
21.39,4.21103332e+01
21.40,4.20889844e+01
21.41,4.20676800e+01
21.42,4.20464201e+01
21.43,4.20252045e+01
21.44,4.20040331e+01
21.45,4.19829060e+01
21.46,4.19618231e+01
21.47,4.19407843e+01
21.48,4.19197895e+01
21.49,4.18988388e+01
21.50,4.18779319e+01
