Angle(deg),f(R)
1.46,6.16961364e+03
1.47,6.08608574e+03
1.48,6.00424525e+03
1.49,5.92404703e+03
1.50,5.84544742e+03
1.51,5.76840423e+03
1.52,5.69287662e+03
1.53,5.61882510e+03
1.54,5.54621147e+03
1.55,5.47499872e+03
1.56,5.40515106e+03
1.57,5.33663382e+03
1.58,5.26941342e+03
1.59,5.20345735e+03
1.60,5.13873409e+03
1.61,5.07521310e+03
1.62,5.01286481e+03
1.63,4.95166050e+03
1.64,4.89157238e+03
1.65,4.83257346e+03
1.66,4.77463757e+03
1.67,4.71773934e+03
1.68,4.66185412e+03
1.69,4.60695802e+03
1.70,4.55302782e+03
1.71,4.50004100e+03
1.72,4.44797569e+03
1.73,4.39681063e+03
1.74,4.34652520e+03
1.75,4.29709935e+03
1.76,4.24851359e+03
1.77,4.20074899e+03
1.78,4.15378716e+03
1.79,4.10761020e+03
1.80,4.06220073e+03
1.81,4.01754182e+03
1.82,3.97361702e+03
1.83,3.93041034e+03
1.84,3.88790621e+03
1.85,3.84608947e+03
1.86,3.80494539e+03
1.87,3.76445961e+03
1.88,3.72461816e+03
1.89,3.68540745e+03
1.90,3.64681423e+03
1.91,3.60882561e+03
1.92,3.57142901e+03
1.93,3.53461221e+03
1.94,3.49836327e+03
1.95,3.46267058e+03
1.96,3.42752282e+03
1.97,3.39290895e+03
1.98,3.35881822e+03
1.99,3.32524012e+03
2.00,3.29216445e+03
2.01,3.25958121e+03
2.02,3.22748069e+03
2.03,3.19585340e+03
2.04,3.16469008e+03
2.05,3.13398170e+03
2.06,3.10371944e+03
2.07,3.07389472e+03
2.08,3.04449913e+03
2.09,3.01552448e+03
2.10,2.98696277e+03
2.11,2.95880620e+03
2.12,2.93104713e+03
2.13,2.90367812e+03
2.14,2.87669190e+03
2.15,2.85008136e+03
2.16,2.82383955e+03
2.17,2.79795971e+03
2.18,2.77243519e+03
2.19,2.74725954e+03
2.20,2.72242641e+03
2.21,2.69792963e+03
2.22,2.67376314e+03
2.23,2.64992104e+03
2.24,2.62639754e+03
2.25,2.60318700e+03
2.26,2.58028388e+03
2.27,2.55768279e+03
2.28,2.53537843e+03
2.29,2.51336563e+03
2.30,2.49163934e+03
2.31,2.47019460e+03
2.32,2.44902658e+03
2.33,2.42813052e+03
2.34,2.40750179e+03
2.35,2.38713585e+03
2.36,2.36702826e+03
2.37,2.34717466e+03
2.38,2.32757079e+03
2.39,2.30821249e+03
2.40,2.28909567e+03
2.41,2.27021632e+03
2.42,2.25157054e+03
2.43,2.23315449e+03
2.44,2.21496440e+03
2.45,2.19699660e+03
2.46,2.17924748e+03
2.47,2.16171350e+03
2.48,2.14439120e+03
2.49,2.12727719e+03
2.50,2.11036815e+03
2.51,2.09366080e+03
2.52,2.07715197e+03
2.53,2.06083850e+03
2.54,2.04471735e+03
2.55,2.02878548e+03
2.56,2.01303996e+03
2.57,1.99747788e+03
2.58,1.98209642e+03
2.59,1.96689277e+03
2.60,1.95186422e+03
2.61,1.93700809e+03
2.62,1.92232175e+03
2.63,1.90780261e+03
2.64,1.89344816e+03
2.65,1.87925591e+03
2.66,1.86522343e+03
2.67,1.85134833e+03
2.68,1.83762825e+03
2.69,1.82406092e+03
2.70,1.81064405e+03
2.71,1.79737544e+03
2.72,1.78425291e+03
2.73,1.77127433e+03
2.74,1.75843760e+03
2.75,1.74574065e+03
2.76,1.73318146e+03
2.77,1.72075806e+03
2.78,1.70846848e+03
2.79,1.69631082e+03
2.80,1.68428319e+03
2.81,1.67238375e+03
2.82,1.66061068e+03
2.83,1.64896219e+03
2.84,1.63743654e+03
2.85,1.62603201e+03
2.86,1.61474689e+03
2.87,1.60357955e+03
2.88,1.59252833e+03
2.89,1.58159163e+03
2.90,1.57076788e+03
2.91,1.56005553e+03
2.92,1.54945306e+03
2.93,1.53895896e+03
2.94,1.52857177e+03
2.95,1.51829004e+03
2.96,1.50811234e+03
2.97,1.49803728e+03
2.98,1.48806348e+03
2.99,1.47818959e+03
3.00,1.46841428e+03
3.01,1.45873624e+03
3.02,1.44915419e+03
3.03,1.43966686e+03
3.04,1.43027300e+03
3.05,1.42097139e+03
3.06,1.41176084e+03
3.07,1.40264014e+03
3.08,1.39360815e+03
3.09,1.38466370e+03
3.10,1.37580569e+03
3.11,1.36703298e+03
3.12,1.35834450e+03
3.13,1.34973917e+03
3.14,1.34121593e+03
3.15,1.33277373e+03
3.16,1.32441157e+03
3.17,1.31612842e+03
3.18,1.30792329e+03
3.19,1.29979522e+03
3.20,1.29174323e+03
3.21,1.28376638e+03
3.22,1.27586373e+03
3.23,1.26803438e+03
3.24,1.26027742e+03
3.25,1.25259195e+03
3.26,1.24497711e+03
3.27,1.23743202e+03
3.28,1.22995585e+03
3.29,1.22254774e+03
3.30,1.21520689e+03
3.31,1.20793247e+03
3.32,1.20072370e+03
3.33,1.19357977e+03
3.34,1.18649992e+03
3.35,1.17948338e+03
3.36,1.17252940e+03
3.37,1.16563724e+03
3.38,1.15880617e+03
3.39,1.15203547e+03
3.40,1.14532442e+03
3.41,1.13867233e+03
3.42,1.13207852e+03
3.43,1.12554229e+03
3.44,1.11906300e+03
3.45,1.11263996e+03
3.46,1.10627255e+03
3.47,1.09996010e+03
3.48,1.09370201e+03
3.49,1.08749763e+03
3.50,1.08134636e+03
3.51,1.07524760e+03
3.52,1.06920075e+03
3.53,1.06320522e+03
3.54,1.05726043e+03
3.55,1.05136582e+03
3.56,1.04552081e+03
3.57,1.03972486e+03
3.58,1.03397742e+03
3.59,1.02827794e+03
3.60,1.02262589e+03
3.61,1.01702076e+03
3.62,1.01146202e+03
3.63,1.00594916e+03
3.64,1.00048167e+03
3.65,9.95059075e+02
3.66,9.89680866e+02
3.67,9.84346567e+02
3.68,9.79055699e+02
3.69,9.73807793e+02
3.70,9.68602386e+02
3.71,9.63439019e+02
3.72,9.58317241e+02
3.73,9.53236607e+02
3.74,9.48196677e+02
3.75,9.43197018e+02
3.76,9.38237202e+02
3.77,9.33316807e+02
3.78,9.28435415e+02
3.79,9.23592617e+02
3.80,9.18788006e+02
3.81,9.14021182e+02
3.82,9.09291750e+02
3.83,9.04599320e+02
3.84,8.99943507e+02
3.85,8.95323930e+02
3.86,8.90740216e+02
3.87,8.86191993e+02
3.88,8.81678897e+02
3.89,8.77200567e+02
3.90,8.72756646e+02
3.91,8.68346783e+02
3.92,8.63970631e+02
3.93,8.59627848e+02
3.94,8.55318094e+02
3.95,8.51041037e+02
3.96,8.46796345e+02
3.97,8.42583694e+02
3.98,8.38402762e+02
3.99,8.34253231e+02
4.00,8.30134787e+02
4.01,8.26047122e+02
4.02,8.21989929e+02
4.03,8.17962905e+02
4.04,8.13965754e+02
4.05,8.09998179e+02
4.06,8.06059891e+02
4.07,8.02150601e+02
4.08,7.98270026e+02
4.09,7.94417884e+02
4.10,7.90593900e+02
4.11,7.86797800e+02
4.12,7.83029312e+02
4.13,7.79288170e+02
4.14,7.75574111e+02
4.15,7.71886873e+02
4.16,7.68226198e+02
4.17,7.64591833e+02
4.18,7.60983526e+02
4.19,7.57401028e+02
4.20,7.53844094e+02
4.21,7.50312481e+02
4.22,7.46805950e+02
4.23,7.43324264e+02
4.24,7.39867188e+02
4.25,7.36434491e+02
4.26,7.33025945e+02
4.27,7.29641324e+02
4.28,7.26280404e+02
4.29,7.22942965e+02
4.30,7.19628789e+02
4.31,7.16337659e+02
4.32,7.13069363e+02
4.33,7.09823690e+02
4.34,7.06600431e+02
4.35,7.03399382e+02
4.36,7.00220338e+02
4.37,6.97063098e+02
4.38,6.93927464e+02
4.39,6.90813238e+02
4.40,6.87720227e+02
4.41,6.84648238e+02
4.42,6.81597081e+02
4.43,6.78566568e+02
4.44,6.75556514e+02
4.45,6.72566735e+02
4.46,6.69597048e+02
4.47,6.66647276e+02
4.48,6.63717239e+02
4.49,6.60806763e+02
4.50,6.57915674e+02
4.51,6.55043799e+02
4.52,6.52190970e+02
4.53,6.49357018e+02
4.54,6.46541777e+02
4.55,6.43745082e+02
4.56,6.40966772e+02
4.57,6.38206686e+02
4.58,6.35464664e+02
4.59,6.32740549e+02
4.60,6.30034186e+02
4.61,6.27345421e+02
4.62,6.24674102e+02
4.63,6.22020078e+02
4.64,6.19383201e+02
4.65,6.16763322e+02
4.66,6.14160296e+02
4.67,6.11573980e+02
4.68,6.09004230e+02
4.69,6.06450905e+02
4.70,6.03913866e+02
4.71,6.01392974e+02
4.72,5.98888093e+02
4.73,5.96399088e+02
4.74,5.93925824e+02
4.75,5.91468170e+02
4.76,5.89025994e+02
4.77,5.86599167e+02
4.78,5.84187560e+02
4.79,5.81791046e+02
4.80,5.79409500e+02
4.81,5.77042798e+02
4.82,5.74690816e+02
4.83,5.72353432e+02
4.84,5.70030527e+02
4.85,5.67721981e+02
4.86,5.65427675e+02
4.87,5.63147493e+02
4.88,5.60881320e+02
4.89,5.58629040e+02
4.90,5.56390541e+02
4.91,5.54165711e+02
4.92,5.51954438e+02
4.93,5.49756612e+02
4.94,5.47572125e+02
4.95,5.45400869e+02
4.96,5.43242738e+02
4.97,5.41097626e+02
4.98,5.38965429e+02
4.99,5.36846042e+02
5.00,5.34739364e+02
5.01,5.32645294e+02
5.02,5.30563731e+02
5.03,5.28494576e+02
5.04,5.26437730e+02
5.05,5.24393096e+02
5.06,5.22360577e+02
5.07,5.20340079e+02
5.08,5.18331506e+02
5.09,5.16334765e+02
5.10,5.14349763e+02
5.11,5.12376408e+02
5.12,5.10414611e+02
5.13,5.08464279e+02
5.14,5.06525325e+02
5.15,5.04597660e+02
5.16,5.02681197e+02
5.17,5.00775849e+02
5.18,4.98881530e+02
5.19,4.96998156e+02
5.20,4.95125642e+02
5.21,4.93263906e+02
5.22,4.91412864e+02
5.23,4.89572434e+02
5.24,4.87742537e+02
5.25,4.85923092e+02
5.26,4.84114018e+02
5.27,4.82315239e+02
5.28,4.80526676e+02
5.29,4.78748251e+02
5.30,4.76979888e+02
5.31,4.75221513e+02
5.32,4.73473048e+02
5.33,4.71734421e+02
5.34,4.70005558e+02
5.35,4.68286385e+02
5.36,4.66576831e+02
5.37,4.64876823e+02
5.38,4.63186292e+02
5.39,4.61505166e+02
5.40,4.59833377e+02
5.41,4.58170855e+02
5.42,4.56517531e+02
5.43,4.54873339e+02
5.44,4.53238211e+02
5.45,4.51612081e+02
5.46,4.49994883e+02
5.47,4.48386551e+02
5.48,4.46787021e+02
5.49,4.45196229e+02
5.50,4.43614111e+02
5.51,4.42040605e+02
5.52,4.40475648e+02
5.53,4.38919178e+02
5.54,4.37371135e+02
5.55,4.35831457e+02
5.56,4.34300085e+02
5.57,4.32776958e+02
5.58,4.31262018e+02
5.59,4.29755206e+02
5.60,4.28256465e+02
5.61,4.26765736e+02
5.62,4.25282963e+02
5.63,4.23808090e+02
5.64,4.22341059e+02
5.65,4.20881817e+02
5.66,4.19430308e+02
5.67,4.17986477e+02
5.68,4.16550270e+02
5.69,4.15121635e+02
5.70,4.13700517e+02
5.71,4.12286864e+02
5.72,4.10880625e+02
5.73,4.09481746e+02
5.74,4.08090178e+02
5.75,4.06705870e+02
5.76,4.05328770e+02
5.77,4.03958829e+02
5.78,4.02595998e+02
5.79,4.01240227e+02
5.80,3.99891468e+02
5.81,3.98549673e+02
5.82,3.97214793e+02
5.83,3.95886782e+02
5.84,3.94565592e+02
5.85,3.93251177e+02
5.86,3.91943491e+02
5.87,3.90642488e+02
5.88,3.89348122e+02
5.89,3.88060348e+02
5.90,3.86779122e+02
5.91,3.85504400e+02
5.92,3.84236137e+02
5.93,3.82974290e+02
5.94,3.81718817e+02
5.95,3.80469673e+02
5.96,3.79226817e+02
5.97,3.77990206e+02
5.98,3.76759800e+02
5.99,3.75535555e+02
6.00,3.74317433e+02
6.01,3.73105391e+02
6.02,3.71899389e+02
6.03,3.70699388e+02
6.04,3.69505347e+02
6.05,3.68317227e+02
6.06,3.67134990e+02
6.07,3.65958597e+02
6.08,3.64788008e+02
6.09,3.63623187e+02
6.10,3.62464094e+02
6.11,3.61310694e+02
6.12,3.60162948e+02
6.13,3.59020820e+02
6.14,3.57884273e+02
6.15,3.56753271e+02
6.16,3.55627778e+02
6.17,3.54507759e+02
6.18,3.53393177e+02
6.19,3.52283998e+02
6.20,3.51180187e+02
6.21,3.50081710e+02
6.22,3.48988531e+02
6.23,3.47900618e+02
6.24,3.46817937e+02
6.25,3.45740453e+02
6.26,3.44668135e+02
6.27,3.43600948e+02
6.28,3.42538861e+02
6.29,3.41481840e+02
6.30,3.40429855e+02
6.31,3.39382872e+02
6.32,3.38340861e+02
6.33,3.37303789e+02
6.34,3.36271626e+02
6.35,3.35244341e+02
6.36,3.34221904e+02
6.37,3.33204283e+02
6.38,3.32191449e+02
6.39,3.31183371e+02
6.40,3.30180021e+02
6.41,3.29181368e+02
6.42,3.28187383e+02
6.43,3.27198038e+02
6.44,3.26213303e+02
6.45,3.25233151e+02
6.46,3.24257552e+02
6.47,3.23286478e+02
6.48,3.22319902e+02
6.49,3.21357796e+02
6.50,3.20400132e+02
6.51,3.19446884e+02
6.52,3.18498024e+02
6.53,3.17553525e+02
6.54,3.16613361e+02
6.55,3.15677504e+02
6.56,3.14745930e+02
6.57,3.13818612e+02
6.58,3.12895524e+02
6.59,3.11976640e+02
6.60,3.11061935e+02
6.61,3.10151384e+02
6.62,3.09244962e+02
6.63,3.08342643e+02
6.64,3.07444403e+02
6.65,3.06550218e+02
6.66,3.05660063e+02
6.67,3.04773915e+02
6.68,3.03891748e+02
6.69,3.03013540e+02
6.70,3.02139266e+02
6.71,3.01268904e+02
6.72,3.00402430e+02
6.73,2.99539821e+02
6.74,2.98681054e+02
6.75,2.97826106e+02
6.76,2.96974955e+02
6.77,2.96127578e+02
6.78,2.95283954e+02
6.79,2.94444059e+02
6.80,2.93607873e+02
6.81,2.92775373e+02
6.82,2.91946538e+02
6.83,2.91121346e+02
6.84,2.90299776e+02
6.85,2.89481807e+02
6.86,2.88667418e+02
6.87,2.87856588e+02
6.88,2.87049297e+02
6.89,2.86245523e+02
6.90,2.85445247e+02
6.91,2.84648449e+02
6.92,2.83855107e+02
6.93,2.83065203e+02
6.94,2.82278717e+02
6.95,2.81495629e+02
6.96,2.80715918e+02
6.97,2.79939567e+02
6.98,2.79166556e+02
6.99,2.78396866e+02
7.00,2.77630477e+02
7.01,2.76867371e+02
7.02,2.76107530e+02
7.03,2.75350934e+02
7.04,2.74597565e+02
7.05,2.73847406e+02
7.06,2.73100437e+02
7.07,2.72356641e+02
7.08,2.71616001e+02
7.09,2.70878497e+02
7.10,2.70144113e+02
7.11,2.69412830e+02
7.12,2.68684633e+02
7.13,2.67959502e+02
7.14,2.67237422e+02
7.15,2.66518374e+02
7.16,2.65802343e+02
7.17,2.65089312e+02
7.18,2.64379262e+02
7.19,2.63672179e+02
7.20,2.62968046e+02
7.21,2.62266846e+02
7.22,2.61568562e+02
7.23,2.60873180e+02
7.24,2.60180683e+02
7.25,2.59491055e+02
7.26,2.58804280e+02
7.27,2.58120342e+02
7.28,2.57439227e+02
7.29,2.56760918e+02
7.30,2.56085400e+02
7.31,2.55412658e+02
7.32,2.54742677e+02
7.33,2.54075442e+02
7.34,2.53410937e+02
7.35,2.52749148e+02
7.36,2.52090061e+02
7.37,2.51433660e+02
7.38,2.50779931e+02
7.39,2.50128860e+02
7.40,2.49480431e+02
7.41,2.48834632e+02
7.42,2.48191448e+02
7.43,2.47550864e+02
7.44,2.46912867e+02
7.45,2.46277444e+02
7.46,2.45644579e+02
7.47,2.45014259e+02
7.48,2.44386472e+02
7.49,2.43761203e+02
7.50,2.43138439e+02
7.51,2.42518166e+02
7.52,2.41900372e+02
7.53,2.41285043e+02
7.54,2.40672167e+02
7.55,2.40061729e+02
7.56,2.39453718e+02
7.57,2.38848120e+02
7.58,2.38244923e+02
7.59,2.37644115e+02
7.60,2.37045681e+02
7.61,2.36449612e+02
7.62,2.35855892e+02
7.63,2.35264512e+02
7.64,2.34675457e+02
7.65,2.34088717e+02
7.66,2.33504278e+02
7.67,2.32922130e+02
7.68,2.32342259e+02
7.69,2.31764655e+02
7.70,2.31189306e+02
7.71,2.30616199e+02
7.72,2.30045324e+02
7.73,2.29476668e+02
7.74,2.28910220e+02
7.75,2.28345970e+02
7.76,2.27783905e+02
7.77,2.27224014e+02
7.78,2.26666286e+02
7.79,2.26110711e+02
7.80,2.25557276e+02
7.81,2.25005972e+02
7.82,2.24456787e+02
7.83,2.23909710e+02
7.84,2.23364731e+02
7.85,2.22821839e+02
7.86,2.22281023e+02
7.87,2.21742274e+02
7.88,2.21205579e+02
7.89,2.20670930e+02
7.90,2.20138315e+02
7.91,2.19607724e+02
7.92,2.19079148e+02
7.93,2.18552576e+02
7.94,2.18027998e+02
7.95,2.17505403e+02
7.96,2.16984783e+02
7.97,2.16466126e+02
7.98,2.15949424e+02
7.99,2.15434667e+02
8.00,2.14921844e+02
8.01,2.14410946e+02
8.02,2.13901964e+02
8.03,2.13394887e+02
8.04,2.12889708e+02
8.05,2.12386415e+02
8.06,2.11885000e+02
8.07,2.11385454e+02
8.08,2.10887767e+02
8.09,2.10391930e+02
8.10,2.09897934e+02
8.11,2.09405770e+02
8.12,2.08915429e+02
8.13,2.08426901e+02
8.14,2.07940179e+02
8.15,2.07455253e+02
8.16,2.06972114e+02
8.17,2.06490754e+02
8.18,2.06011164e+02
8.19,2.05533335e+02
8.20,2.05057259e+02
8.21,2.04582927e+02
8.22,2.04110331e+02
8.23,2.03639462e+02
8.24,2.03170313e+02
8.25,2.02702874e+02
8.26,2.02237137e+02
8.27,2.01773094e+02
8.28,2.01310738e+02
8.29,2.00850059e+02
8.30,2.00391050e+02
8.31,1.99933703e+02
8.32,1.99478010e+02
8.33,1.99023962e+02
8.34,1.98571553e+02
8.35,1.98120773e+02
8.36,1.97671616e+02
8.37,1.97224074e+02
8.38,1.96778138e+02
8.39,1.96333802e+02
8.40,1.95891058e+02
8.41,1.95449897e+02
8.42,1.95010314e+02
8.43,1.94572299e+02
8.44,1.94135846e+02
8.45,1.93700947e+02
8.46,1.93267596e+02
8.47,1.92835784e+02
8.48,1.92405505e+02
8.49,1.91976751e+02
8.50,1.91549515e+02
8.51,1.91123790e+02
8.52,1.90699568e+02
8.53,1.90276844e+02
8.54,1.89855610e+02
8.55,1.89435858e+02
8.56,1.89017582e+02
8.57,1.88600776e+02
8.58,1.88185432e+02
8.59,1.87771543e+02
8.60,1.87359103e+02
8.61,1.86948105e+02
8.62,1.86538542e+02
8.63,1.86130408e+02
8.64,1.85723696e+02
8.65,1.85318400e+02
8.66,1.84914512e+02
8.67,1.84512027e+02
8.68,1.84110938e+02
8.69,1.83711239e+02
8.70,1.83312923e+02
8.71,1.82915984e+02
8.72,1.82520415e+02
8.73,1.82126211e+02
8.74,1.81733365e+02
8.75,1.81341871e+02
8.76,1.80951722e+02
8.77,1.80562914e+02
8.78,1.80175438e+02
8.79,1.79789291e+02
8.80,1.79404464e+02
8.81,1.79020953e+02
8.82,1.78638752e+02
8.83,1.78257854e+02
8.84,1.77878254e+02
8.85,1.77499946e+02
8.86,1.77122924e+02
8.87,1.76747182e+02
8.88,1.76372715e+02
8.89,1.75999517e+02
8.90,1.75627581e+02
8.91,1.75256903e+02
8.92,1.74887477e+02
8.93,1.74519297e+02
8.94,1.74152357e+02
8.95,1.73786653e+02
8.96,1.73422178e+02
8.97,1.73058928e+02
8.98,1.72696896e+02
8.99,1.72336077e+02
9.00,1.71976467e+02
9.01,1.71618058e+02
9.02,1.71260847e+02
9.03,1.70904828e+02
9.04,1.70549996e+02
9.05,1.70196345e+02
9.06,1.69843871e+02
9.07,1.69492567e+02
9.08,1.69142429e+02
9.09,1.68793453e+02
9.10,1.68445632e+02
9.11,1.68098961e+02
9.12,1.67753436e+02
9.13,1.67409052e+02
9.14,1.67065803e+02
9.15,1.66723685e+02
9.16,1.66382693e+02
9.17,1.66042821e+02
9.18,1.65704066e+02
9.19,1.65366422e+02
9.20,1.65029884e+02
9.21,1.64694447e+02
9.22,1.64360107e+02
9.23,1.64026859e+02
9.24,1.63694699e+02
9.25,1.63363621e+02
9.26,1.63033621e+02
9.27,1.62704694e+02
9.28,1.62376836e+02
9.29,1.62050042e+02
9.30,1.61724308e+02
9.31,1.61399629e+02
9.32,1.61076000e+02
9.33,1.60753416e+02
9.34,1.60431875e+02
9.35,1.60111371e+02
9.36,1.59791899e+02
9.37,1.59473455e+02
9.38,1.59156035e+02
9.39,1.58839635e+02
9.40,1.58524250e+02
9.41,1.58209876e+02
9.42,1.57896508e+02
9.43,1.57584143e+02
9.44,1.57272776e+02
9.45,1.56962403e+02
9.46,1.56653019e+02
9.47,1.56344621e+02
9.48,1.56037205e+02
9.49,1.55730765e+02
9.50,1.55425299e+02
9.51,1.55120802e+02
9.52,1.54817270e+02
9.53,1.54514699e+02
9.54,1.54213085e+02
9.55,1.53912423e+02
9.56,1.53612711e+02
9.57,1.53313944e+02
9.58,1.53016118e+02
9.59,1.52719229e+02
9.60,1.52423273e+02
9.61,1.52128247e+02
9.62,1.51834146e+02
9.63,1.51540967e+02
9.64,1.51248706e+02
9.65,1.50957359e+02
9.66,1.50666922e+02
9.67,1.50377392e+02
9.68,1.50088765e+02
9.69,1.49801036e+02
9.70,1.49514204e+02
9.71,1.49228263e+02
9.72,1.48943210e+02
9.73,1.48659042e+02
9.74,1.48375754e+02
9.75,1.48093344e+02
9.76,1.47811807e+02
9.77,1.47531140e+02
9.78,1.47251340e+02
9.79,1.46972403e+02
9.80,1.46694325e+02
9.81,1.46417104e+02
9.82,1.46140735e+02
9.83,1.45865215e+02
9.84,1.45590540e+02
9.85,1.45316708e+02
9.86,1.45043715e+02
9.87,1.44771557e+02
9.88,1.44500231e+02
9.89,1.44229733e+02
9.90,1.43960061e+02
9.91,1.43691211e+02
9.92,1.43423180e+02
9.93,1.43155964e+02
9.94,1.42889560e+02
9.95,1.42623965e+02
9.96,1.42359176e+02
9.97,1.42095190e+02
9.98,1.41832002e+02
9.99,1.41569611e+02
10.00,1.41308012e+02
10.01,1.41047203e+02
10.02,1.40787181e+02
10.03,1.40527942e+02
10.04,1.40269483e+02
10.05,1.40011802e+02
10.06,1.39754895e+02
10.07,1.39498759e+02
10.08,1.39243391e+02
10.09,1.38988788e+02
10.10,1.38734947e+02
10.11,1.38481865e+02
10.12,1.38229539e+02
10.13,1.37977966e+02
10.14,1.37727143e+02
10.15,1.37477067e+02
10.16,1.37227735e+02
10.17,1.36979145e+02
10.18,1.36731293e+02
10.19,1.36484176e+02
10.20,1.36237792e+02
10.21,1.35992138e+02
10.22,1.35747210e+02
10.23,1.35503007e+02
10.24,1.35259525e+02
10.25,1.35016761e+02
10.26,1.34774713e+02
10.27,1.34533378e+02
10.28,1.34292753e+02
10.29,1.34052835e+02
10.30,1.33813622e+02
10.31,1.33575111e+02
10.32,1.33337299e+02
10.33,1.33100184e+02
10.34,1.32863762e+02
10.35,1.32628031e+02
10.36,1.32392989e+02
10.37,1.32158633e+02
10.38,1.31924960e+02
10.39,1.31691967e+02
10.40,1.31459653e+02
10.41,1.31228014e+02
10.42,1.30997047e+02
10.43,1.30766751e+02
10.44,1.30537123e+02
10.45,1.30308159e+02
10.46,1.30079859e+02
10.47,1.29852218e+02
10.48,1.29625235e+02
10.49,1.29398907e+02
10.50,1.29173231e+02
10.51,1.28948205e+02
10.52,1.28723828e+02
10.53,1.28500095e+02
10.54,1.28277005e+02
10.55,1.28054555e+02
10.56,1.27832744e+02
10.57,1.27611568e+02
10.58,1.27391024e+02
10.59,1.27171112e+02
10.60,1.26951828e+02
10.61,1.26733170e+02
10.62,1.26515136e+02
10.63,1.26297723e+02
10.64,1.26080929e+02
10.65,1.25864751e+02
10.66,1.25649188e+02
10.67,1.25434237e+02
10.68,1.25219896e+02
10.69,1.25006162e+02
10.70,1.24793034e+02
10.71,1.24580508e+02
10.72,1.24368584e+02
10.73,1.24157258e+02
10.74,1.23946528e+02
