Angle(deg),BER_Bound_Eq70
10.69,2.08484461e-04
10.70,2.07384536e-04
10.71,2.06291818e-04
10.72,2.05206268e-04
10.73,2.04127852e-04
10.74,2.03056544e-04
10.75,2.01992325e-04
10.76,2.00935182e-04
10.77,1.99885113e-04
10.78,1.98842130e-04
10.79,1.97806257e-04
10.80,1.96777539e-04
10.81,1.95756048e-04
10.82,1.94741888e-04
10.83,1.93735208e-04
10.84,1.92736223e-04
10.85,1.91745235e-04
10.86,1.90762677e-04
10.87,1.89789174e-04
10.88,1.88825642e-04
10.89,1.87873466e-04
10.90,1.86934797e-04
10.91,1.86013113e-04
10.92,1.85114328e-04
10.93,1.84249139e-04
10.94,1.83438544e-04
10.95,1.82728522e-04
10.96,1.82236493e-04
10.97,1.82342054e-04
10.98,1.84909300e-04
10.99,2.16716723e-04
11.00,2.81374799e-04
11.01,1.84383016e-04
11.02,1.78305008e-04
11.03,1.76103791e-04
11.04,1.74709527e-04
11.05,1.73590708e-04
11.06,1.72596576e-04
11.07,1.71672504e-04
11.08,1.70796649e-04
11.09,1.69961580e-04
11.10,1.69168687e-04
11.11,1.68427960e-04
11.12,1.67762385e-04
11.13,1.67221002e-04
11.14,1.66916358e-04
11.15,1.67150850e-04
11.16,1.68987554e-04
11.17,1.78695548e-04
11.18,4.04576810e-04
11.19,2.25586502e-04
11.20,1.72893225e-04
11.21,1.70705890e-04
11.22,2.33915918e-04
11.23,2.13227061e-04
11.24,1.64582875e-04
11.25,1.59377020e-04
11.26,1.57269055e-04
11.27,1.55904218e-04
11.28,1.54814995e-04
11.29,1.53855563e-04
11.30,1.52967515e-04
11.31,1.52123382e-04
11.32,1.51308704e-04
11.33,1.50515216e-04
11.34,1.49737884e-04
11.35,1.48973481e-04
11.36,1.48219854e-04
11.37,1.47475521e-04
11.38,1.46739427e-04
11.39,1.46010811e-04
11.40,1.45289107e-04
11.41,1.44573894e-04
11.42,1.43864849e-04
11.43,1.43161731e-04
11.44,1.42464352e-04
11.45,1.41772572e-04
11.46,1.41086288e-04
11.47,1.40405427e-04
11.48,1.39729939e-04
11.49,1.39059802e-04
11.50,1.38395010e-04
11.51,1.37735579e-04
11.52,1.37081545e-04
11.53,1.36432964e-04
11.54,1.35789912e-04
11.55,1.35152489e-04
11.56,1.34520817e-04
11.57,1.33895049e-04
11.58,1.33275370e-04
11.59,1.32662000e-04
11.60,1.32055204e-04
11.61,1.31455298e-04
11.62,1.30862657e-04
11.63,1.30277733e-04
11.64,1.29701066e-04
11.65,1.29133305e-04
11.66,1.28575237e-04
11.67,1.28027818e-04
11.68,1.27492219e-04
11.69,1.26969888e-04
11.70,1.26462630e-04
11.71,1.25972718e-04
11.72,1.25503056e-04
11.73,1.25057404e-04
11.74,1.24640716e-04
11.75,1.24259656e-04
11.76,1.23923413e-04
11.77,1.23645058e-04
11.78,1.23443915e-04
11.79,1.23350029e-04
11.80,1.23413351e-04
11.81,1.23724877e-04
11.82,1.24473335e-04
11.83,1.26132763e-04
11.84,1.30317347e-04
11.85,1.46760859e-04
11.86,6.21227831e-04
11.87,1.97278347e-04
11.88,1.44808676e-04
11.89,1.45298795e-04
11.90,1.58734031e-04
11.91,1.95580484e-04
11.92,3.25513992e-04
11.93,1.59204470e-03
11.94,3.64621594e-03
11.95,3.92274016e-04
11.96,2.06079347e-04
11.97,1.57740868e-04
11.98,1.38125282e-04
11.99,1.28105528e-04
12.00,1.22186142e-04
12.01,1.18310360e-04
12.02,1.15567209e-04
12.03,1.13502783e-04
12.04,1.11870259e-04
12.05,1.10526045e-04
12.06,1.09381969e-04
12.07,1.08381456e-04
12.08,1.07486849e-04
12.09,1.06672289e-04
12.10,1.05919543e-04
12.11,1.05215451e-04
12.12,1.04550327e-04
12.13,1.03916909e-04
12.14,1.03309668e-04
12.15,1.02724335e-04
12.16,1.02157572e-04
12.17,1.01606740e-04
12.18,1.01069734e-04
12.19,1.00544857e-04
12.20,1.00030737e-04
12.21,9.95262517e-05
12.22,9.90304871e-05
12.23,9.85426940e-05
12.24,9.80622623e-05
12.25,9.75886998e-05
12.26,9.71216174e-05
12.27,9.66607201e-05
12.28,9.62058025e-05
12.29,9.57567503e-05
12.30,9.53135467e-05
12.31,9.48762888e-05
12.32,9.44452132e-05
12.33,9.40207396e-05
12.34,9.36035406e-05
12.35,9.31946544e-05
12.36,9.27956720e-05
12.37,9.24090572e-05
12.38,9.20387173e-05
12.39,9.16910744e-05
12.40,9.13772046e-05
12.41,9.11174649e-05
12.42,9.09525462e-05
12.43,9.09736255e-05
12.44,9.14212934e-05
12.45,9.31150888e-05
12.46,1.00522877e-04
12.47,2.10367316e-04
12.48,1.74612228e-04
12.49,9.80608745e-05
12.50,9.08760110e-05
12.51,8.85704614e-05
12.52,8.73881822e-05
12.53,8.66004763e-05
12.54,8.59874140e-05
12.55,8.54642042e-05
12.56,8.49925443e-05
12.57,8.45530917e-05
12.58,8.41352389e-05
12.59,8.37327942e-05
12.60,8.33419695e-05
12.61,8.29603690e-05
12.62,8.25864501e-05
12.63,8.22192234e-05
12.64,8.18580806e-05
12.65,8.15026979e-05
12.66,8.11529848e-05
12.67,8.08090665e-05
12.68,8.04712937e-05
12.69,8.01402818e-05
12.70,7.98169866e-05
12.71,7.95028344e-05
12.72,7.91999380e-05
12.73,7.89114608e-05
12.74,7.86422464e-05
12.75,7.83999563e-05
12.76,7.81972346e-05
12.77,7.80561120e-05
12.78,7.80177406e-05
12.79,7.81663412e-05
12.80,7.86971681e-05
12.81,8.01527571e-05
12.82,8.45502898e-05
12.83,1.05195025e-04
12.84,1.07087367e-03
12.85,1.44737246e-04
12.86,8.79613311e-05
12.87,7.96108057e-05
12.88,7.67246159e-05
12.89,7.52771143e-05
12.90,7.43693736e-05
12.91,7.37097661e-05
12.92,7.31807092e-05
12.93,7.27274440e-05
12.94,7.23217095e-05
12.95,7.19477636e-05
12.96,7.15963196e-05
12.97,7.12616632e-05
12.98,7.09401818e-05
12.99,7.06295715e-05
13.00,7.03283933e-05
13.01,7.00358206e-05
13.02,6.97515009e-05
13.03,6.94754901e-05
13.04,6.92082444e-05
13.05,6.89506615e-05
13.06,6.87041833e-05
13.07,6.84709769e-05
13.08,6.82542400e-05
13.09,6.80587088e-05
13.10,6.78915224e-05
13.11,6.77637437e-05
13.12,6.76931674e-05
13.13,6.77098113e-05
13.14,6.78674755e-05
13.15,6.82704232e-05
13.16,6.91428684e-05
13.17,7.10424057e-05
13.18,7.56954297e-05
13.19,9.08972855e-05
13.20,2.01867919e-04
13.21,1.69378137e-03
13.22,1.19084551e-04
13.23,8.04500416e-05
13.24,7.14419924e-05
13.25,6.78694731e-05
13.26,6.60144411e-05
13.27,6.48707130e-05
13.28,6.40748297e-05
13.29,6.34696186e-05
13.30,6.29781363e-05
13.31,6.25591275e-05
13.32,6.21888805e-05
13.33,6.18530041e-05
13.34,6.15423781e-05
13.35,6.12510212e-05
13.36,6.09749056e-05
13.37,6.07112679e-05
13.38,6.04581924e-05
13.39,6.02143521e-05
13.40,5.99788431e-05
13.41,5.97510782e-05
13.42,5.95307167e-05
13.43,5.93176210e-05
13.44,5.91118293e-05
13.45,5.89135422e-05
13.46,5.87231196e-05
13.47,5.85410874e-05
13.48,5.83681528e-05
13.49,5.82052296e-05
13.50,5.80534759e-05
13.51,5.79143452e-05
13.52,5.77896576e-05
13.53,5.76816952e-05
13.54,5.75933337e-05
13.55,5.75282228e-05
13.56,5.74910370e-05
13.57,5.74878314e-05
13.58,5.75265526e-05
13.59,5.76177869e-05
13.60,5.77758842e-05
13.61,5.80206841e-05
13.62,5.83802487e-05
13.63,5.88953324e-05
13.64,5.96269787e-05
13.65,6.06700232e-05
13.66,6.21784094e-05
13.67,6.44158118e-05
13.68,6.78652633e-05
13.69,7.34918872e-05
13.70,8.34628138e-05
13.71,1.03525354e-04
13.72,1.53448428e-04
13.73,3.43318992e-04
13.74,3.30013032e-03
13.75,1.85515371e-03
13.76,2.94006163e-04
13.77,1.44833617e-04
13.78,1.02957760e-04
13.79,8.70793081e-05
13.80,8.22001378e-05
13.81,8.70552551e-05
13.82,1.16436884e-04
13.83,3.57496629e-04
13.84,2.93112963e-03
13.85,1.66268453e-04
13.86,8.88892958e-05
13.87,7.06461349e-05
13.88,6.36976590e-05
13.89,6.07259068e-05
13.90,6.01759899e-05
13.91,6.30077872e-05
13.92,7.81204227e-05
13.93,2.93819236e-04
13.94,2.52819124e-04
13.95,7.44417687e-05
13.96,5.88501199e-05
13.97,5.42076918e-05
13.98,5.20883825e-05
13.99,5.08712566e-05
14.00,5.00666033e-05
14.01,4.94846901e-05
14.02,4.90396091e-05
14.03,4.86885585e-05
14.04,4.84094387e-05
14.05,4.81916263e-05
14.06,4.80320796e-05
14.07,4.79340453e-05
14.08,4.79074823e-05
14.09,4.79712301e-05
14.10,4.81577859e-05
14.11,4.85229685e-05
14.12,4.91660176e-05
14.13,5.02744965e-05
14.14,5.22356392e-05
14.15,5.59552002e-05
14.16,6.39797508e-05
14.17,8.59640111e-05
14.18,1.88484152e-04
14.19,7.59561914e-03
14.20,3.19742832e-04
14.21,1.01066288e-04
14.22,6.75189013e-05
14.23,5.64035407e-05
14.24,5.13320031e-05
14.25,4.85518642e-05
14.26,4.68290020e-05
14.27,4.56612632e-05
14.28,4.48131051e-05
14.29,4.41621254e-05
14.30,4.36395844e-05
14.31,4.32044521e-05
14.32,4.28310016e-05
14.33,4.25024325e-05
14.34,4.22073918e-05
14.35,4.19379813e-05
14.36,4.16885656e-05
14.37,4.14550353e-05
14.38,4.12343344e-05
14.39,4.10241516e-05
14.40,4.08227115e-05
14.41,4.06286315e-05
14.42,4.04408213e-05
14.43,4.02584115e-05
14.44,4.00807018e-05
14.45,3.99071225e-05
14.46,3.97372063e-05
14.47,3.95705673e-05
14.48,3.94068840e-05
14.49,3.92458872e-05
14.50,3.90873500e-05
14.51,3.89310807e-05
14.52,3.87769158e-05
14.53,3.86247161e-05
14.54,3.84743625e-05
14.55,3.83257527e-05
14.56,3.81787993e-05
14.57,3.80334269e-05
14.58,3.78895715e-05
14.59,3.77471783e-05
14.60,3.76062011e-05
14.61,3.74666012e-05
14.62,3.73283470e-05
14.63,3.71914131e-05
14.64,3.70557801e-05
14.65,3.69214346e-05
14.66,3.67883684e-05
14.67,3.66565791e-05
14.68,3.65260697e-05
14.69,3.63968492e-05
14.70,3.62689323e-05
14.71,3.61423404e-05
14.72,3.60171017e-05
14.73,3.58932523e-05
14.74,3.57708367e-05
14.75,3.56499093e-05
14.76,3.55305355e-05
14.77,3.54127934e-05
14.78,3.52967765e-05
14.79,3.51825956e-05
14.80,3.50703826e-05
14.81,3.49602943e-05
14.82,3.48525179e-05
14.83,3.47472773e-05
14.84,3.46448416e-05
14.85,3.45455357e-05
14.86,3.44497541e-05
14.87,3.43579795e-05
14.88,3.42708062e-05
14.89,3.41889726e-05
14.90,3.41134046e-05
14.91,3.40452754e-05
14.92,3.39860892e-05
14.93,3.39377992e-05
14.94,3.39029797e-05
14.95,3.38850781e-05
14.96,3.38887986e-05
14.97,3.39206956e-05
14.98,3.39901245e-05
14.99,3.41108164e-05
15.00,3.43035937e-05
15.01,3.46012811e-05
15.02,3.50581008e-05
15.03,3.57689326e-05
15.04,3.69123318e-05
15.05,3.88578422e-05
15.06,4.24765226e-05
15.07,5.02519198e-05
15.08,7.18457443e-05
15.09,1.78164927e-04
15.10,1.94658434e-02
15.11,2.45590701e-04
15.12,7.97786808e-05
15.13,5.22097772e-05
15.14,4.29102015e-05
15.15,3.86968776e-05
15.16,3.64626351e-05
15.17,3.51788178e-05
15.18,3.44389778e-05
15.19,3.40790572e-05
15.20,3.40650339e-05
15.21,3.44842409e-05
15.22,3.56423129e-05
15.23,3.84681380e-05
15.24,4.65031029e-05
15.25,8.34818215e-05
15.26,2.00088043e-03
15.27,1.47200462e-04
15.28,5.33085755e-05
15.29,3.95391792e-05
15.30,3.50040311e-05
15.31,3.29189833e-05
15.32,3.17573588e-05
15.33,3.10213484e-05
15.34,3.05092993e-05
15.35,3.01268000e-05
15.36,2.98247870e-05
15.37,2.95756639e-05
15.38,2.93629120e-05
15.39,2.91761331e-05
15.40,2.90085043e-05
15.41,2.88553895e-05
15.42,2.87135438e-05
15.43,2.85806370e-05
15.44,2.84549586e-05
15.45,2.83352282e-05
15.46,2.82204709e-05
15.47,2.81099336e-05
15.48,2.80030262e-05
15.49,2.78992814e-05
15.50,2.77983253e-05
15.51,2.76998558e-05
15.52,2.76036273e-05
15.53,2.75094386e-05
15.54,2.74171240e-05
15.55,2.73265469e-05
15.56,2.72375940e-05
15.57,2.71501714e-05
15.58,2.70642014e-05
15.59,2.69796199e-05
15.60,2.68963746e-05
15.61,2.68144227e-05
15.62,2.67337305e-05
15.63,2.66542717e-05
15.64,2.65760269e-05
15.65,2.64989826e-05
15.66,2.64231311e-05
15.67,2.63484698e-05
15.68,2.62750012e-05
15.69,2.62027321e-05
15.70,2.61316741e-05
15.71,2.60618432e-05
15.72,2.59932599e-05
15.73,2.59259490e-05
15.74,2.58599402e-05
15.75,2.57952677e-05
15.76,2.57319708e-05
15.77,2.56700942e-05
15.78,2.56096880e-05
15.79,2.55508085e-05
15.80,2.54935185e-05
15.81,2.54378880e-05
15.82,2.53839945e-05
15.83,2.53319243e-05
15.84,2.52817731e-05
15.85,2.52336469e-05
15.86,2.51876637e-05
15.87,2.51439542e-05
15.88,2.51026638e-05
15.89,2.50639544e-05
15.90,2.50280066e-05
15.91,2.49950218e-05
15.92,2.49652255e-05
15.93,2.49388704e-05
15.94,2.49162406e-05
15.95,2.48976562e-05
15.96,2.48834784e-05
15.97,2.48741169e-05
15.98,2.48700366e-05
15.99,2.48717680e-05
16.00,2.48799176e-05
16.01,2.48951816e-05
16.02,2.49183627e-05
16.03,2.49503897e-05
16.04,2.49923424e-05
16.05,2.50454820e-05
16.06,2.51112888e-05
16.07,2.51915101e-05
16.08,2.52882195e-05
16.09,2.54038941e-05
16.10,2.55415114e-05
16.11,2.57046772e-05
16.12,2.58977913e-05
16.13,2.61262672e-05
16.14,2.63968268e-05
16.15,2.67178997e-05
16.16,2.71001716e-05
16.17,2.75573511e-05
16.18,2.81072578e-05
16.19,2.87733971e-05
16.20,2.95872857e-05
16.21,3.05919677e-05
16.22,3.18474726e-05
16.23,3.34395422e-05
16.24,3.54940760e-05
16.25,3.82020067e-05
16.26,4.18642005e-05
16.27,4.69771523e-05
16.28,5.44080690e-05
16.29,6.57842115e-05
16.30,8.44583041e-05
16.31,1.18278246e-04
16.32,1.89368124e-04
16.33,3.82041186e-04
16.34,1.28465249e-03
16.35,7.59671950e-02
16.36,2.32619920e-03
16.37,5.10682797e-04
16.38,2.28568833e-04
16.39,1.35542200e-04
16.40,9.37802631e-05
16.41,7.15199237e-05
16.42,5.82769928e-05
16.43,4.97760650e-05
16.44,4.40092819e-05
16.45,3.99331607e-05
16.46,3.69626233e-05
16.47,3.47499873e-05
16.48,3.30793316e-05
16.49,3.18123423e-05
16.50,3.08590322e-05
16.51,3.01613589e-05
16.52,2.96840350e-05
16.53,2.94097595e-05
16.54,2.93376299e-05
16.55,2.94844986e-05
16.56,2.98899932e-05
16.57,3.06273660e-05
16.58,3.18252186e-05
16.59,3.37118891e-05
16.60,3.67119879e-05
16.61,4.16769425e-05
16.62,5.05114496e-05
16.63,6.82150531e-05
16.64,1.11647568e-04
16.65,2.70772777e-04
16.66,2.31899780e-03
16.67,2.14130220e-03
16.68,2.64581929e-04
16.69,1.10138149e-04
16.70,6.72549522e-05
16.71,4.95153493e-05
16.72,4.04939685e-05
16.73,3.52826289e-05
16.74,3.20001011e-05
16.75,2.97996010e-05
16.76,2.82542415e-05
16.77,2.71298431e-05
16.78,2.62892425e-05
16.79,2.56477918e-05
16.80,2.51509842e-05
16.81,2.47624708e-05
16.82,2.44572983e-05
16.83,2.42179221e-05
16.84,2.40317663e-05
16.85,2.38896819e-05
16.86,2.37849461e-05
16.87,2.37125986e-05
16.88,2.36689919e-05
16.89,2.36514854e-05
16.90,2.36582340e-05
16.91,2.36880458e-05
16.92,2.37402887e-05
16.93,2.38148349e-05
16.94,2.39120380e-05
16.95,2.40327389e-05
16.96,2.41783010e-05
16.97,2.43506792e-05
16.98,2.45525300e-05
16.99,2.47873751e-05
17.00,2.50598402e-05
17.01,2.53760003e-05
17.02,2.57438849e-05
17.03,2.61742248e-05
17.04,2.66815801e-05
17.05,2.72860826e-05
17.06,2.80162067e-05
17.07,2.89133189e-05
17.08,3.00394448e-05
17.09,3.14911358e-05
17.10,3.34256010e-05
17.11,3.61132670e-05
17.12,4.00524007e-05
17.13,4.62462295e-05
17.14,5.69711356e-05
17.15,7.83567043e-05
17.16,1.32019989e-04
17.17,3.44841895e-04
17.18,4.67488097e-03
17.19,1.42168201e-03
17.20,2.43520896e-04
17.21,1.12459284e-04
17.22,7.37161855e-05
17.23,5.75302551e-05
17.24,4.95000371e-05
17.25,4.51430208e-05
17.26,4.26998612e-05
17.27,4.13677773e-05
17.28,4.07399509e-05
17.29,4.05941579e-05
17.30,4.08024668e-05
17.31,4.12888218e-05
17.32,4.20075872e-05
17.33,4.29320450e-05
17.34,4.40479477e-05
17.35,4.53497929e-05
17.36,4.68386429e-05
17.37,4.85208686e-05
17.38,5.04074802e-05
17.39,5.25138567e-05
17.40,5.48597725e-05
17.41,5.74696689e-05
17.42,6.03731553e-05
17.43,6.36057474e-05
17.44,6.72098742e-05
17.45,7.12362120e-05
17.46,7.57454340e-05
17.47,8.08105063e-05
17.48,8.65197306e-05
17.49,9.29808329e-05
17.50,1.00326570e-04
17.51,1.08722628e-04
17.52,1.18379126e-04
17.53,1.29568170e-04
17.54,1.42652189e-04
17.55,1.58133311e-04
17.56,1.76748122e-04
17.57,1.99673564e-04
17.58,2.29051787e-04
17.59,2.69642996e-04
17.60,3.35876954e-04
17.61,5.02396930e-04
17.62,2.44358882e-03
17.63,1.69636557e-03
17.64,6.63399221e-04
17.65,6.63406000e-04
17.66,7.72453313e-04
17.67,9.51044198e-04
17.68,1.21753348e-03
17.69,1.62198098e-03
17.70,2.26805336e-03
17.71,3.38485226e-03
17.72,5.55688702e-03
17.73,1.06594076e-02
17.74,2.77155188e-02
17.75,1.76185374e-01
17.76,7.14929908e-01
17.77,4.55957279e-02
17.78,1.51984166e-02
17.79,7.62006690e-03
17.80,4.63139345e-03
17.81,3.16156988e-03
17.82,2.34776574e-03
17.83,1.88251782e-03
17.84,1.66706778e-03
17.85,1.79902491e-03
17.86,3.45043970e-03
17.87,2.32743984e-01
17.88,4.73889235e-03
17.89,1.48185137e-03
17.90,9.01612782e-04
17.91,6.75546238e-04
17.92,5.52916471e-04
17.93,4.73674215e-04
17.94,4.17004001e-04
17.95,3.73857119e-04
17.96,3.39641847e-04
17.97,3.11763172e-04
17.98,2.88680218e-04
17.99,2.69815198e-04
18.00,2.79220219e-04
18.01,2.40760399e-04
18.02,2.25737855e-04
18.03,2.14746871e-04
18.04,2.05580960e-04
18.05,1.97999837e-04
18.06,1.92027101e-04
18.07,1.87908230e-04
18.08,1.86265308e-04
18.09,1.88542700e-04
18.10,1.98343583e-04
18.11,2.26360283e-04
18.12,3.16278394e-04
18.13,8.26234688e-04
18.14,1.09418650e+01
18.15,7.98076274e-04
18.16,2.99411484e-04
18.17,2.04057663e-04
18.18,1.69009527e-04
18.19,1.51620486e-04
18.20,1.41319157e-04
18.21,1.34467735e-04
18.22,1.29538482e-04
18.23,1.25796375e-04
18.24,1.22850859e-04
18.25,1.20478190e-04
18.26,1.18542633e-04
18.27,1.16958374e-04
18.28,1.15669898e-04
18.29,1.14641445e-04
18.30,1.13851342e-04
18.31,1.13289264e-04
18.32,1.12955630e-04
18.33,1.12863116e-04
18.34,1.13041048e-04
18.35,1.13544844e-04
18.36,1.14475709e-04
18.37,1.16023759e-04
18.38,1.18571119e-04
18.39,1.22971980e-04
18.40,1.31464119e-04
18.41,1.51574488e-04
18.42,2.23303551e-04
18.43,1.12369694e-03
18.44,1.08368460e-03
18.45,2.24700618e-04
18.46,1.56280885e-04
18.47,1.38498002e-04
18.48,1.32216039e-04
18.49,1.30033086e-04
18.50,1.29750751e-04
18.51,1.30536694e-04
18.52,1.32026068e-04
18.53,1.34044949e-04
18.54,1.36508410e-04
18.55,1.39377860e-04
18.56,1.42641479e-04
18.57,1.46304690e-04
18.58,1.50385398e-04
18.59,1.54911701e-04
18.60,1.59921015e-04
18.61,1.65460078e-04
18.62,1.71585621e-04
18.63,1.78365596e-04
18.64,1.85880965e-04
18.65,1.94228133e-04
18.66,2.03522157e-04
18.67,2.13900986e-04
18.68,2.25531177e-04
18.69,2.38615936e-04
18.70,2.53407759e-04
18.71,2.70233768e-04
18.72,2.89580339e-04
18.73,3.12793548e-04
18.74,6.43254253e-04
18.75,3.68187862e-04
18.76,4.00706052e-04
18.77,4.41182371e-04
18.78,4.89875530e-04
18.79,5.48892816e-04
18.80,6.21334141e-04
18.81,7.11636271e-04
18.82,8.26277158e-04
18.83,9.75004469e-04
18.84,1.17303976e-03
18.85,1.44524504e-03
18.86,1.83453556e-03
18.87,2.42032461e-03
18.88,3.36346025e-03
18.89,5.03221506e-03
18.90,8.43301792e-03
18.91,1.72135618e-02
18.92,5.42051679e-02
18.93,1.20624311e+00
18.94,1.56151498e-01
18.95,2.75329888e-02
18.96,1.09058904e-02
18.97,5.76033902e-03
18.98,3.53275215e-03
18.99,2.37507314e-03
19.00,1.69958787e-03
19.01,1.27260313e-03
19.02,9.86424119e-04
19.03,7.85925278e-04
19.04,6.40614455e-04
19.05,5.32667456e-04
19.06,4.51416983e-04
19.07,3.90995978e-04
19.08,3.50886799e-04
19.09,3.47568943e-04
19.10,6.02721279e-04
19.11,3.55142228e-03
19.12,3.24349284e-04
19.13,2.14058464e-04
19.14,1.75935280e-04
19.15,1.53173561e-04
19.16,1.36542050e-04
19.17,1.23298782e-04
19.18,1.12299498e-04
19.19,1.02946099e-04
19.20,9.48742511e-05
19.21,8.78379801e-05
19.22,8.16594520e-05
19.23,7.62040967e-05
19.24,7.13669276e-05
19.25,6.70643694e-05
19.26,6.32290582e-05
19.27,5.98063893e-05
19.28,5.67521774e-05
19.29,5.40310939e-05
19.30,5.16157059e-05
19.31,4.94860509e-05
19.32,4.76297731e-05
19.33,4.60429464e-05
19.34,4.47318690e-05
19.35,4.37163670e-05
19.36,4.30356437e-05
19.37,4.27586897e-05
19.38,4.30033870e-05
19.39,4.39732866e-05
19.40,4.60331194e-05
19.41,4.98773049e-05
19.42,5.69492093e-05
19.43,7.06490899e-05
19.44,1.00626579e-04
19.45,1.84034889e-04
19.46,5.86486267e-04
19.47,4.73062774e-02
19.48,9.38943077e-04
19.49,2.24364451e-04
19.50,1.09170662e-04
19.51,7.04706700e-05
19.52,5.27656060e-05
19.53,4.31089244e-05
19.54,3.71991157e-05
19.55,3.32741112e-05
19.56,3.05031650e-05
19.57,2.84527028e-05
19.58,2.68782484e-05
19.59,2.56332831e-05
19.60,2.46255457e-05
19.61,2.37945141e-05
19.62,2.30990966e-05
19.63,2.25105655e-05
19.64,2.20083285e-05
19.65,2.15773053e-05
19.66,2.12062491e-05
19.67,2.08866439e-05
19.68,2.06119613e-05
19.69,2.03771509e-05
19.70,2.01782823e-05
19.71,2.00122918e-05
19.72,1.98767988e-05
19.73,1.97699735e-05
19.74,1.96904389e-05
19.75,1.96371994e-05
19.76,1.96095890e-05
19.77,1.96072337e-05
19.78,1.96300253e-05
19.79,1.96781050e-05
19.80,1.97518541e-05
19.81,1.98518919e-05
19.82,1.99790790e-05
19.83,2.01345274e-05
19.84,2.03196152e-05
19.85,2.05360087e-05
19.86,2.07856896e-05
19.87,2.10709914e-05
19.88,2.13946425e-05
19.89,2.17598208e-05
19.90,2.21702195e-05
19.91,2.26301274e-05
19.92,2.31445272e-05
19.93,2.37192147e-05
19.94,2.43609465e-05
19.95,2.50776200e-05
19.96,2.58784972e-05
19.97,2.67744833e-05
19.98,2.77784745e-05
19.99,2.89057978e-05
20.00,3.01747690e-05
20.01,3.16074081e-05
20.02,3.32303639e-05
20.03,3.50761208e-05
20.04,3.71845916e-05
20.05,3.96052416e-05
20.06,4.23999593e-05
20.07,4.56469873e-05
20.08,4.94463874e-05
20.09,5.39277614e-05
20.10,5.92613629e-05
20.11,6.56744096e-05
20.12,7.34755817e-05
20.13,8.30927578e-05
20.14,9.51328459e-05
20.15,1.10479832e-04
20.16,1.30461729e-04
20.17,1.57147877e-04
20.18,1.93907368e-04
20.19,2.46527853e-04
20.20,3.25643419e-04
20.21,4.52567053e-04
20.22,6.75319603e-04
20.23,1.12179739e-03
20.24,2.23474221e-03
20.25,6.51193101e-03
20.26,7.74578156e-02
20.27,3.66744757e-02
20.28,5.07983837e-03
20.29,1.92177118e-03
20.30,1.00513494e-03
20.31,6.18772117e-04
20.32,4.20488087e-04
20.33,3.05436965e-04
20.34,2.32820768e-04
20.35,1.84089043e-04
20.36,1.49822753e-04
20.37,1.24827276e-04
20.38,1.06047365e-04
20.39,9.15909484e-05
20.40,8.02356929e-05
20.41,7.11635768e-05
20.42,6.38105644e-05
20.43,5.77776835e-05
20.44,5.27764363e-05
20.45,4.85941939e-05
20.46,4.50716377e-05
20.47,4.20876915e-05
20.48,3.95492396e-05
20.49,3.73839807e-05
20.50,3.55353865e-05
20.51,3.39591032e-05
20.52,3.26203687e-05
20.53,3.14921658e-05
20.54,3.05539303e-05
20.55,2.97907064e-05
20.56,2.91926977e-05
20.57,2.87552223e-05
20.58,2.84791572e-05
20.59,2.83720799e-05
20.60,2.84505524e-05
20.61,2.87444932e-05
20.62,2.93057408e-05
20.63,3.02258731e-05
20.64,3.16767607e-05
20.65,3.40148654e-05
20.66,3.80985011e-05
20.67,4.65207306e-05
20.68,7.07926326e-05
20.69,2.34559463e-04
20.70,2.64221716e-03
20.71,1.22855534e-04
20.72,6.92213434e-05
20.73,6.19951452e-05
20.74,6.53167441e-05
20.75,7.50334335e-05
20.76,9.23990157e-05
20.77,1.22719396e-04
20.78,1.80001167e-04
20.79,3.06815482e-04
20.80,6.84753321e-04
20.81,2.99217661e-03
20.82,2.04634572e-01
20.83,1.95273067e-03
20.84,5.60187090e-04
20.85,2.74791051e-04
20.86,1.72357408e-04
20.87,1.25568713e-04
20.88,1.01753364e-04
20.89,9.00315333e-05
20.90,9.02453209e-05
20.91,1.24781138e-02
20.92,8.95978861e-05
20.93,8.93540213e-05
20.94,9.78894317e-05
20.95,1.12579444e-04
20.96,1.35617527e-04
20.97,1.72875315e-04
20.98,2.48274160e-04
20.99,2.09933821e-03
21.00,5.10908843e-04
21.01,9.08303050e-04
21.02,2.21259938e-03
21.03,1.20036359e-02
21.04,1.06497558e-01
21.05,4.31377487e-03
21.06,1.34311309e-03
21.07,6.51141615e-04
21.08,3.86202488e-04
21.09,2.57347120e-04
21.10,1.85060666e-04
21.11,1.40451886e-04
21.12,1.10976003e-04
21.13,9.04715605e-05
21.14,7.56249407e-05
21.15,6.45256878e-05
21.16,5.60104926e-05
21.17,4.93401898e-05
21.18,4.40311282e-05
21.19,3.97657740e-05
21.20,3.63545315e-05
21.21,3.37666068e-05
21.22,3.24531528e-05
21.23,3.72141259e-05
21.24,5.59979554e-03
21.25,3.24233447e-05
21.26,2.52334616e-05
21.27,2.28807832e-05
21.28,2.13912563e-05
21.29,2.02355169e-05
21.30,1.92683424e-05
21.31,1.84310005e-05
21.32,1.76928286e-05
21.33,1.70348208e-05
21.34,1.64437948e-05
21.35,1.59099202e-05
21.36,1.54255139e-05
21.37,1.49843813e-05
21.38,1.45814197e-05
21.39,1.42123615e-05
21.40,1.38735967e-05
21.41,1.35620455e-05
21.42,1.32750627e-05
21.43,1.30103643e-05
