Angle(deg),BER_Bound_Eq70
21.44,1.27659702e-05
21.45,1.25401582e-05
21.46,1.23314271e-05
21.47,1.21384669e-05
21.48,1.19601336e-05
21.49,1.17954292e-05
21.50,1.16434853e-05
21.51,1.15035486e-05
21.52,1.13749701e-05
21.53,1.12571954e-05
21.54,1.11497577e-05
21.55,1.10522719e-05
21.56,1.09644300e-05
21.57,1.08859984e-05
21.58,1.08168161e-05
21.59,1.07567943e-05
21.60,1.07059174e-05
21.61,1.06642453e-05
21.62,1.06319168e-05
21.63,1.06091557e-05
21.64,1.05962774e-05
21.65,1.05936990e-05
21.66,1.06019509e-05
21.67,1.06216924e-05
21.68,1.06537306e-05
21.69,1.06990442e-05
21.70,1.07588132e-05
21.71,1.08344562e-05
21.72,1.09276766e-05
21.73,1.10405216e-05
21.74,1.11754568e-05
21.75,1.13354611e-05
21.76,1.15241494e-05
21.77,1.17459314e-05
21.78,1.20062206e-05
21.79,1.23117100e-05
21.80,1.26707424e-05
21.81,1.30938130e-05
21.82,1.35942604e-05
21.83,1.41892324e-05
21.84,1.49010586e-05
21.85,1.57592367e-05
21.86,1.68033695e-05
21.87,1.80876083e-05
21.88,1.96875548e-05
21.89,2.17113109e-05
21.90,2.43177860e-05
21.91,2.77482721e-05
21.92,3.23835256e-05
21.93,3.88529409e-05
21.94,4.82581707e-05
21.95,6.26720498e-05
21.96,8.63811580e-05
21.97,1.29472558e-04
21.98,2.20616927e-04
21.99,4.70677359e-04
22.00,1.68082476e-03
22.01,1.67280518e-01
22.02,2.62668773e-03
22.03,5.87789370e-04
22.04,2.55654488e-04
22.05,1.44444888e-04
22.06,9.41263801e-05
22.07,6.71644522e-05
22.08,5.10525893e-05
22.09,4.06596573e-05
22.10,3.35650232e-05
22.11,2.85055995e-05
22.12,2.47699143e-05
22.13,2.19323703e-05
22.14,1.97257044e-05
22.15,1.79752158e-05
22.16,1.65627974e-05
22.17,1.54062774e-05
22.18,1.44470529e-05
22.19,1.36424182e-05
22.20,1.29606560e-05
22.21,1.23778107e-05
22.22,1.18755149e-05
22.23,1.14394948e-05
22.24,1.10585219e-05
22.25,1.07236649e-05
22.26,1.04277479e-05
22.27,1.01649519e-05
22.28,9.93051789e-06
22.29,9.72052344e-06
22.30,9.53171200e-06
22.31,9.36136175e-06
22.32,9.20718354e-06
22.33,9.06724092e-06
22.34,8.93988686e-06
22.35,8.82371338e-06
22.36,8.71751113e-06
22.37,8.62023668e-06
22.38,8.53098601e-06
22.39,8.44897279e-06
22.40,8.37351046e-06
22.41,8.30399754e-06
22.42,8.23990528e-06
22.43,8.18076745e-06
22.44,8.12617174e-06
22.45,8.07575250e-06
22.46,8.02918462e-06
22.47,7.98617832e-06
22.48,7.94647472e-06
22.49,7.90984204e-06
22.50,7.87607236e-06
22.51,7.84497877e-06
22.52,7.81639299e-06
22.53,7.79016328e-06
22.54,7.76615256e-06
22.55,7.74423686e-06
22.56,7.72430394e-06
22.57,7.70625205e-06
22.58,7.68998888e-06
22.59,7.67543062e-06
22.60,7.66250113e-06
22.61,7.65113119e-06
22.62,7.64125790e-06
22.63,7.63282407e-06
22.64,7.62577772e-06
22.65,7.62007165e-06
22.66,7.61566298e-06
22.67,7.61251288e-06
22.68,7.61058616e-06
22.69,7.60985105e-06
22.70,7.61027889e-06
22.71,7.61184397e-06
22.72,7.61452324e-06
22.73,7.61829623e-06
22.74,7.62314479e-06
22.75,7.62905301e-06
22.76,7.63600707e-06
22.77,7.64399513e-06
22.78,7.65300722e-06
22.79,7.66303519e-06
22.80,7.67407259e-06
22.81,7.68611463e-06
22.82,7.69915814e-06
22.83,7.71320152e-06
22.84,7.72824471e-06
22.85,7.74428917e-06
22.86,7.76133787e-06
22.87,7.77939535e-06
22.88,7.79846764e-06
22.89,7.81856240e-06
22.90,7.83968893e-06
22.91,7.86185821e-06
22.92,7.88508307e-06
22.93,7.90937826e-06
22.94,7.93476065e-06
22.95,7.96124938e-06
22.96,7.98886616e-06
22.97,8.01763560e-06
22.98,8.04758553e-06
22.99,8.07874761e-06
23.00,8.11115789e-06
23.01,8.14485766e-06
23.02,8.17989452e-06
23.03,8.21632372e-06
23.04,8.25420998e-06
23.05,8.29362986e-06
23.06,8.33467494e-06
23.07,8.37745622e-06
23.08,8.42211003e-06
23.09,8.46880652e-06
23.10,8.51776154e-06
23.11,8.56925414e-06
23.12,8.62365236e-06
23.13,8.68145267e-06
23.14,8.74334151e-06
23.15,8.81029480e-06
23.16,8.88374422e-06
23.17,8.96586752e-06
23.18,9.06012049e-06
23.19,9.17227170e-06
23.20,9.31256634e-06
23.21,9.50068330e-06
23.22,9.77851870e-06
23.23,1.02489180e-05
23.24,1.12241703e-05
23.25,1.40651582e-05
23.26,3.21994607e-05
23.27,6.77977482e-04
23.28,2.16677994e-05
23.29,1.30637765e-05
23.30,1.12727504e-05
23.31,1.06596540e-05
23.32,1.04106072e-05
23.33,1.03113204e-05
23.34,1.02856639e-05
23.35,1.03011185e-05
23.36,1.03419384e-05
23.37,1.03997821e-05
23.38,1.04699295e-05
23.39,1.05495798e-05
23.40,1.06370183e-05
23.41,1.07311817e-05
23.42,1.08314178e-05
23.43,1.09373482e-05
23.44,1.10487873e-05
23.45,1.11656943e-05
23.46,1.12881462e-05
23.47,1.14163237e-05
23.48,1.15505079e-05
23.49,1.16910843e-05
23.50,1.18385566e-05
23.51,1.19935682e-05
23.52,1.21569361e-05
23.53,1.23297004e-05
23.54,1.25131957e-05
23.55,1.27091555e-05
23.56,1.29198665e-05
23.57,1.31484008e-05
23.58,1.33989756e-05
23.59,1.36775232e-05
23.60,1.39926273e-05
23.61,1.43571209e-05
23.62,1.47909388e-05
23.63,1.53264941e-05
23.64,1.60195003e-05
23.65,1.69726057e-05
23.66,1.83926746e-05
23.67,2.07502564e-05
23.68,2.53191371e-05
23.69,3.66428023e-05
23.70,8.21642058e-05
23.71,1.18621098e-03
23.72,2.60646908e-04
23.73,6.24929794e-05
23.74,2.25533934e-04
23.75,4.04901989e-05
23.76,2.48814524e-05
23.77,2.17335829e-05
23.78,2.04995118e-05
23.79,1.99515424e-05
23.80,1.97378852e-05
23.81,1.97163592e-05
23.82,1.98185071e-05
23.83,2.00079260e-05
23.84,2.02642605e-05
23.85,2.05761790e-05
23.86,2.09381065e-05
23.87,2.13488337e-05
23.88,2.18113557e-05
23.89,2.23339646e-05
23.90,2.29333588e-05
23.91,2.36420948e-05
23.92,2.45272700e-05
23.93,2.57435658e-05
23.94,2.77163575e-05
23.95,3.20037955e-05
23.96,4.85798766e-05
23.97,6.25319942e-04
23.98,8.92762063e-05
23.99,3.93067765e-05
24.00,3.32692371e-05
24.01,3.19897037e-05
24.02,3.19953204e-05
24.03,3.25335352e-05
24.04,3.33736245e-05
24.05,3.44368130e-05
24.06,3.57040725e-05
24.07,3.71889070e-05
24.08,3.89311853e-05
24.09,4.10015163e-05
24.10,4.35156283e-05
24.11,4.66646036e-05
24.12,5.07771146e-05
24.13,5.64552332e-05
24.14,6.49004906e-05
24.15,7.88073957e-05
24.16,1.05313574e-04
24.17,1.68940839e-04
24.18,4.06017429e-04
24.19,4.05374198e-03
24.20,2.28547115e-03
24.21,3.47210348e-04
24.22,1.63987761e-04
24.23,1.13148198e-04
24.24,9.34121727e-05
24.25,8.48003194e-05
24.26,8.12557360e-05
24.27,8.04599059e-05
24.28,8.13950008e-05
24.29,8.35849525e-05
24.30,8.68159464e-05
24.31,9.10228472e-05
24.32,9.62431493e-05
24.33,1.02604103e-04
24.34,1.10331643e-04
24.35,1.19780586e-04
24.36,1.31494093e-04
24.37,1.46312418e-04
24.38,1.65574383e-04
24.39,1.91508143e-04
24.40,2.28041095e-04
24.41,2.82630728e-04
24.42,3.70901043e-04
24.43,5.30337181e-04
24.44,8.70804337e-04
24.45,1.84130081e-03
24.46,7.16868910e-03
24.47,1.70028222e+01
24.48,6.63149217e-03
24.49,1.79668256e-03
24.50,8.90069307e-04
24.51,5.77056446e-04
24.52,4.37859598e-04
24.53,3.68141841e-04
24.54,3.32154414e-04
24.55,3.15191059e-04
24.56,3.10841984e-04
24.57,3.18367634e-04
24.58,3.71724771e-04
24.59,5.86192571e-04
24.60,3.65003374e-04
24.61,3.78761712e-04
24.62,4.05292137e-04
24.63,4.39173576e-04
24.64,4.80300690e-04
24.65,5.29632455e-04
24.66,5.88741192e-04
24.67,6.59835280e-04
24.68,7.45938656e-04
24.69,8.51204907e-04
24.70,9.81417597e-04
24.71,1.14478939e-03
24.72,1.35327101e-03
24.73,1.62477214e-03
24.74,1.98709477e-03
24.75,2.48526940e-03
24.76,3.19612172e-03
24.77,4.25952173e-03
24.78,5.95232805e-03
24.79,8.88744647e-03
24.80,1.46545291e-02
24.81,2.85171340e-02
24.82,7.75388979e-02
24.83,6.20263891e-01
24.84,9.21273159e-01
24.85,8.95437463e-02
24.86,3.15968990e-02
24.87,1.61057995e-02
24.88,9.90195979e-03
24.89,7.14953023e-03
24.90,1.03308450e-02
24.91,1.07260123e-02
24.92,3.47899093e-03
24.93,2.46444914e-03
24.94,1.94419500e-03
24.95,1.59778235e-03
24.96,1.34499147e-03
24.97,1.15176087e-03
24.98,9.99630962e-04
24.99,8.77260774e-04
25.00,7.77156920e-04
25.01,6.94127855e-04
25.02,6.24452654e-04
25.03,5.65394122e-04
25.04,5.14896104e-04
25.05,4.71386902e-04
25.06,4.33647234e-04
25.07,4.00719115e-04
25.08,3.71841569e-04
25.09,3.46404421e-04
25.10,3.23914558e-04
25.11,3.03970974e-04
25.12,2.86246134e-04
25.13,2.70471948e-04
25.14,2.56429215e-04
25.15,2.43939714e-04
25.16,2.32860400e-04
25.17,2.23079348e-04
25.18,2.14513241e-04
25.19,2.07106349e-04
25.20,2.00831082e-04
25.21,1.95690402e-04
25.22,1.91722639e-04
25.23,1.89009632e-04
25.24,1.87689794e-04
25.25,1.87978801e-04
25.26,1.90202557e-04
25.27,1.94850792e-04
25.28,2.02666765e-04
25.29,2.14803084e-04
25.30,2.33105143e-04
25.31,2.60656565e-04
25.32,3.02904148e-04
25.33,3.70188916e-04
25.34,4.84118523e-04
25.35,6.96238438e-04
25.36,1.15607441e-03
25.37,2.46285216e-03
25.38,9.34318623e-03
25.39,1.43524403e+01
25.40,1.03634727e-02
25.41,2.58369237e-03
25.42,1.18113610e-03
25.43,6.93769289e-04
25.44,4.68311809e-04
25.45,3.45399856e-04
25.46,2.70770859e-04
25.47,2.21848174e-04
25.48,1.87874657e-04
25.49,1.63194598e-04
25.50,1.44602830e-04
25.51,1.30172190e-04
25.52,1.18686986e-04
25.53,1.09349260e-04
25.54,1.01617424e-04
25.55,9.51132422e-05
25.56,8.95659708e-05
25.57,8.47776224e-05
25.58,8.06007013e-05
25.59,7.69235634e-05
25.60,7.36605827e-05
25.61,7.07454462e-05
25.62,6.81265613e-05
25.63,6.57639762e-05
25.64,6.36275045e-05
25.65,6.16960219e-05
25.66,5.99583045e-05
25.67,5.84166228e-05
25.68,5.70965902e-05
25.69,5.60741046e-05
25.70,5.55588531e-05
25.71,5.62188972e-05
25.72,6.10475396e-05
25.73,1.01028192e-04
25.74,1.01269958e-03
25.75,7.15278673e-05
25.76,5.35877606e-05
25.77,4.89228558e-05
25.78,4.66534421e-05
25.79,4.51597176e-05
25.80,4.40081346e-05
25.81,4.30424744e-05
25.82,4.21952125e-05
25.83,4.14337252e-05
25.84,4.07417225e-05
25.85,4.01123062e-05
25.86,3.95459822e-05
25.87,3.90521106e-05
25.88,3.86553432e-05
25.89,3.84143495e-05
25.90,3.84810270e-05
25.91,3.93359032e-05
25.92,4.31989082e-05
25.93,7.58724394e-05
25.94,3.52224477e-04
25.95,4.83605510e-05
25.96,3.84830206e-05
25.97,3.58707346e-05
25.98,3.46453252e-05
25.99,3.38739098e-05
26.00,3.33001520e-05
26.01,3.28304461e-05
26.02,3.24239002e-05
26.03,3.20602719e-05
26.04,3.17285684e-05
26.05,3.14223821e-05
26.06,3.11377688e-05
26.07,3.08722005e-05
26.08,3.06240134e-05
26.09,3.03921011e-05
26.10,3.01757371e-05
26.11,2.99744685e-05
26.12,2.97880513e-05
26.13,2.96164116e-05
26.14,2.94596219e-05
26.15,2.93178885e-05
26.16,2.91915475e-05
26.17,2.90810653e-05
26.18,2.89870451e-05
26.19,2.89102380e-05
26.20,2.88515581e-05
26.21,2.88121034e-05
26.22,2.87931816e-05
26.23,2.87963428e-05
26.24,2.88234207e-05
26.25,2.88765829e-05
26.26,2.89583940e-05
26.27,2.90718947e-05
26.28,2.92206997e-05
26.29,2.94091235e-05
26.30,2.96423378e-05
26.31,2.99265750e-05
26.32,3.02693903e-05
26.33,3.06800038e-05
26.34,3.11697517e-05
26.35,3.17526869e-05
26.36,3.24463909e-05
26.37,3.32730832e-05
26.38,3.42611615e-05
26.39,3.54473750e-05
26.40,3.68799463e-05
26.41,3.86231452e-05
26.42,4.07641431e-05
26.43,4.34235439e-05
26.44,4.67720345e-05
26.45,5.10575783e-05
26.46,5.66515404e-05
26.47,6.41304496e-05
26.48,7.44287273e-05
26.49,8.91426178e-05
26.50,1.11184156e-04
26.51,1.46334995e-04
26.52,2.07453531e-04
26.53,3.28132934e-04
26.54,6.21012306e-04
26.55,1.68084513e-03
26.56,1.47475404e-02
26.57,1.53611840e-02
26.58,1.70303032e-03
26.59,6.25545094e-04
26.60,3.29620169e-04
26.61,2.08031549e-04
26.62,1.46554076e-04
26.63,1.11235758e-04
26.64,8.91079838e-05
26.65,7.43481616e-05
26.66,6.40270413e-05
26.67,5.65405686e-05
26.68,5.09506848e-05
26.69,4.66792549e-05
26.70,4.33543836e-05
26.71,4.07281985e-05
26.72,3.86304989e-05
26.73,3.69414470e-05
26.74,3.55748607e-05
26.75,3.44676582e-05
26.76,3.35729979e-05
26.77,3.28557117e-05
26.78,3.22892002e-05
26.79,3.18532840e-05
26.80,3.15326958e-05
26.81,3.13160112e-05
26.82,3.11948865e-05
26.83,3.11635180e-05
26.84,3.12182628e-05
26.85,3.13573851e-05
26.86,3.15809009e-05
26.87,3.18905048e-05
26.88,3.22895724e-05
26.89,3.27832328e-05
26.90,3.33785159e-05
26.91,3.40845803e-05
26.92,3.49130373e-05
26.93,3.58783917e-05
26.94,3.69986301e-05
26.95,3.82960011e-05
26.96,3.97980509e-05
26.97,4.15390012e-05
26.98,4.35616016e-05
26.99,4.59196392e-05
27.00,4.86813853e-05
27.01,5.19343906e-05
27.02,5.57922665e-05
27.03,6.04044430e-05
27.04,6.59704940e-05
27.05,7.27616408e-05
27.06,8.11538570e-05
27.07,9.16803157e-05
27.08,1.05117257e-04
27.09,1.22630028e-04
27.10,1.46032777e-04
27.11,1.78275398e-04
27.12,2.24417012e-04
27.13,2.93732635e-04
27.14,4.04755665e-04
27.15,5.99066962e-04
27.16,9.86701519e-04
27.17,1.94446150e-03
27.18,5.54978287e-03
27.19,5.91278937e-02
27.20,3.67870123e-02
27.21,4.74681433e-03
27.22,1.77295073e-03
27.23,9.24965561e-04
27.24,5.70369348e-04
27.25,3.89170506e-04
27.26,2.84293386e-04
27.27,2.18189600e-04
27.28,1.73854682e-04
27.29,1.42679135e-04
27.30,1.19924723e-04
27.31,1.02808953e-04
27.32,8.96106413e-05
27.33,7.92187381e-05
27.34,7.08900474e-05
27.35,6.41121904e-05
27.36,5.85226327e-05
27.37,5.38590141e-05
27.38,4.99276787e-05
27.39,4.65831632e-05
27.40,4.37144906e-05
27.41,4.12358056e-05
27.42,3.90798480e-05
27.43,3.71933225e-05
27.44,3.55335603e-05
27.45,3.40660757e-05
27.46,3.27627550e-05
27.47,3.16004960e-05
27.48,3.05601752e-05
27.49,2.96258554e-05
27.50,2.87841721e-05
27.51,2.80238527e-05
27.52,2.73353392e-05
27.53,2.67104869e-05
27.54,2.61423242e-05
27.55,2.56248589e-05
27.56,2.51529213e-05
27.57,2.47220357e-05
27.58,2.43283162e-05
27.59,2.39683796e-05
27.60,2.36392744e-05
27.61,2.33384209e-05
27.62,2.30635622e-05
27.63,2.28127224e-05
27.64,2.25841723e-05
27.65,2.23763999e-05
27.66,2.21880868e-05
27.67,2.20180870e-05
27.68,2.18654105e-05
27.69,2.17292092e-05
27.70,2.16087650e-05
27.71,2.15034813e-05
27.72,2.14128753e-05
27.73,2.13365730e-05
27.74,2.12743058e-05
27.75,2.12259085e-05
27.76,2.11913195e-05
27.77,2.11705827e-05
27.78,2.11638508e-05
27.79,2.11713912e-05
27.80,2.11935939e-05
27.81,2.12309820e-05
27.82,2.12842250e-05
27.83,2.13541559e-05
27.84,2.14417925e-05
27.85,2.15483634e-05
27.86,2.16753404e-05
27.87,2.18244788e-05
27.88,2.19978670e-05
27.89,2.21979881e-05
27.90,2.24277970e-05
27.91,2.26908173e-05
27.92,2.29912624e-05
27.93,2.33341917e-05
27.94,2.37257079e-05
27.95,2.41732146e-05
27.96,2.46857498e-05
27.97,2.52744273e-05
27.98,2.59530233e-05
27.99,2.67387683e-05
28.00,2.76534289e-05
28.01,2.87248084e-05
28.02,2.99888622e-05
28.03,3.14927318e-05
28.04,3.32991875e-05
28.05,3.54932753e-05
28.06,3.81925174e-05
28.07,4.15630148e-05
28.08,4.58457077e-05
28.09,5.14008393e-05
28.10,5.87866291e-05
28.11,6.89059320e-05
28.12,8.32974341e-05
28.13,1.04760632e-04
28.14,1.38836478e-04
28.15,1.97802618e-04
28.16,3.13587903e-04
28.17,5.92581300e-04
28.18,1.59059009e-03
28.19,1.34226705e-02
28.20,1.56234180e-02
28.21,1.74835159e-03
28.22,2.23395662e-03
28.23,6.26599433e-04
28.24,2.49245797e-04
28.25,1.58125091e-04
28.26,1.14347521e-04
28.27,8.88288746e-05
28.28,7.24276303e-05
28.29,6.12045752e-05
28.30,5.31713298e-05
28.31,4.72201939e-05
28.32,4.26896317e-05
28.33,3.91631581e-05
28.34,3.63673402e-05
28.35,3.41163876e-05
28.36,3.22803719e-05
28.37,3.07661723e-05
28.38,2.95056185e-05
28.39,2.84478748e-05
28.40,2.75544123e-05
28.41,2.67956080e-05
28.42,2.61483969e-05
28.43,2.55946180e-05
28.44,2.51198313e-05
28.45,2.47124579e-05
28.46,2.43631470e-05
28.47,2.40643044e-05
28.48,2.38097380e-05
28.49,2.35943891e-05
28.50,2.34141283e-05
28.51,2.32655992e-05
28.52,2.31461006e-05
28.53,2.30534985e-05
28.54,2.29861623e-05
28.55,2.29429225e-05
28.56,2.29230476e-05
28.57,2.29262385e-05
28.58,2.29526430e-05
28.59,2.30028916e-05
28.60,2.30781589e-05
28.61,2.31802574e-05
28.62,2.33117757e-05
28.63,2.34762753e-05
28.64,2.36785716e-05
28.65,2.39251383e-05
28.66,2.42246932e-05
28.67,2.45890618e-05
28.68,2.50344776e-05
28.69,2.55835827e-05
28.70,2.62685956e-05
28.71,2.71364903e-05
28.72,2.82577831e-05
28.73,2.97421145e-05
28.74,3.17673639e-05
28.75,3.46376001e-05
28.76,3.89078052e-05
28.77,4.56803070e-05
28.78,5.74077013e-05
28.79,8.05008294e-05
28.80,1.36472223e-04
28.81,3.39082701e-04
28.82,2.85105145e-03
28.83,2.91901330e-03
28.84,3.42061229e-04
28.85,1.37626651e-04
28.86,8.14935658e-05
28.87,5.85061968e-05
28.88,4.69825339e-05
28.89,4.05026089e-05
28.90,3.66991016e-05
28.91,3.48644306e-05
28.92,3.76514186e-05
28.93,5.28850106e-02
28.94,3.56709596e-05
28.95,3.00781554e-05
28.96,2.86642262e-05
28.97,2.79682764e-05
28.98,2.75422868e-05
28.99,2.72612354e-05
29.00,2.70736581e-05
29.01,2.69528012e-05
29.02,2.68825849e-05
29.03,2.68524130e-05
29.04,2.68548709e-05
29.05,2.68845541e-05
29.06,2.69374086e-05
29.07,2.70103295e-05
29.08,2.71009018e-05
29.09,2.72072258e-05
29.10,2.73277950e-05
29.11,2.74614086e-05
29.12,2.76071073e-05
29.13,2.77641256e-05
29.14,2.79318555e-05
29.15,2.81098184e-05
29.16,2.82976442e-05
29.17,2.84950543e-05
29.18,2.87018486e-05
29.19,2.89178957e-05
29.20,2.91431244e-05
29.21,2.93775185e-05
29.22,2.96211118e-05
29.23,2.98739857e-05
29.24,3.01362670e-05
29.25,3.04081283e-05
29.26,3.06897892e-05
29.27,3.09815197e-05
29.28,3.12836476e-05
29.29,3.15965692e-05
29.30,3.19207699e-05
29.31,3.22568579e-05
29.32,3.26056271e-05
29.33,3.29681783e-05
29.34,3.33461708e-05
29.35,3.37423964e-05
29.36,3.41622611e-05
29.37,3.46182801e-05
29.38,3.51474011e-05
29.39,3.59099118e-05
29.40,3.85264205e-05
29.41,9.55216315e-05
29.42,3.81111049e-05
29.43,3.76823681e-05
29.44,3.80114433e-05
29.45,3.84943578e-05
29.46,3.90455375e-05
29.47,3.96476977e-05
29.48,4.03060179e-05
29.49,4.10545738e-05
29.50,4.20449792e-05
29.51,4.46363392e-05
29.52,3.37370763e-04
29.53,4.54590438e-05
29.54,4.49990107e-05
29.55,4.56006895e-05
29.56,4.64124090e-05
29.57,4.73228069e-05
29.58,4.83066862e-05
29.59,4.93585326e-05
29.60,5.04793746e-05
29.61,5.16731916e-05
29.62,5.29457510e-05
29.63,5.43042298e-05
29.64,5.57571416e-05
29.65,5.73144122e-05
29.66,5.89875481e-05
29.67,6.07898783e-05
29.68,6.27368714e-05
29.69,6.48465368e-05
29.70,6.71399273e-05
29.71,6.96417703e-05
29.72,7.23812612e-05
29.73,7.53930680e-05
29.74,7.87186127e-05
29.75,8.24077189e-05
29.76,8.65207504e-05
29.77,9.11314139e-05
29.78,9.63304738e-05
29.79,1.02230733e-04
29.80,1.08973801e-04
29.81,1.16739413e-04
29.82,1.25758480e-04
29.83,1.36331651e-04
29.84,1.48856250e-04
29.85,1.63866180e-04
29.86,1.82092459e-04
29.87,2.04557544e-04
29.88,2.32726854e-04
29.89,2.68760853e-04
29.90,3.15951887e-04
29.91,3.79518424e-04
29.92,4.68134566e-04
29.93,5.97089684e-04
29.94,7.95414278e-04
29.95,1.12387997e-03
29.96,1.72798511e-03
29.97,3.03240334e-03
29.98,6.75834806e-03
29.99,2.68782456e-02
30.00,1.00000000e+30
30.01,2.69004497e-02
30.02,6.77271973e-03
30.03,3.04564165e-03
30.04,1.74179312e-03
30.05,1.13897227e-03
30.06,8.12186417e-04
30.07,6.15811456e-04
30.08,4.89024927e-04
30.09,4.02781973e-04
30.10,3.41801269e-04
30.11,2.97434558e-04
30.12,2.64507328e-04
30.13,2.39793364e-04
30.14,2.21228906e-04
30.15,2.07490737e-04
30.16,1.97770292e-04
30.17,1.91669460e-04
30.18,1.89196097e-04
30.19,1.90885479e-04
30.20,1.98160808e-04
30.21,2.14286082e-04
30.22,2.47110427e-04
30.23,3.18575448e-04
30.24,5.09513182e-04
30.25,1.33844870e-03
30.26,3.15913260e-02
30.27,3.33701663e-03
30.28,7.37866034e-04
30.29,3.89713996e-04
30.30,2.84146368e-04
30.31,2.42741070e-04
30.32,2.26850438e-04
30.33,2.24777815e-04
30.34,2.32935971e-04
30.35,2.51448585e-04
30.36,2.83514354e-04
30.37,3.36950249e-04
30.38,4.29465166e-04
30.39,6.05308853e-04
30.40,9.99541368e-04
30.41,2.20182438e-03
30.42,1.00428114e-02
30.43,2.84585854e-01
30.44,5.39468030e-03
30.45,1.65226261e-03
30.46,8.49193775e-04
30.47,5.56072368e-04
30.48,4.24128144e-04
30.49,3.71811983e-04
30.50,4.54871580e-04
30.51,1.10744989e+00
30.52,4.17407199e-04
30.53,2.69776955e-04
30.54,2.38178297e-04
30.55,2.26491456e-04
30.56,2.22788251e-04
30.57,2.24489661e-04
30.58,2.31841377e-04
30.59,2.47737234e-04
30.60,2.81281084e-04
30.61,3.65300298e-04
30.62,6.92053756e-04
30.63,1.10254581e-02
30.64,3.48486443e-03
30.65,6.07184582e-04
30.66,3.64167957e-04
30.67,2.99027678e-04
30.68,2.75230543e-04
30.69,2.66269251e-04
30.70,2.64126212e-04
30.71,2.65712336e-04
30.72,2.69642205e-04
30.73,2.75230115e-04
30.74,2.82116497e-04
30.75,2.90110029e-04
30.76,2.99114348e-04
30.77,3.09091707e-04
30.78,3.20044283e-04
30.79,3.32004706e-04
30.80,3.45031984e-04
30.81,3.59211094e-04
30.82,3.74655766e-04
30.83,3.91514832e-04
30.84,4.09983556e-04
30.85,4.30322962e-04
30.86,4.52893339e-04
30.87,4.78214840e-04
30.88,5.07084185e-04
30.89,5.40818690e-04
30.90,5.81825767e-04
30.91,6.35152397e-04
30.92,7.13812669e-04
30.93,8.66414251e-04
30.94,1.55795917e-03
30.95,6.26895291e-03
30.96,3.10875393e-03
30.97,9.54246164e+00
30.98,2.90107635e-03
30.99,1.43178815e-03
31.00,1.20579934e-03
31.01,1.17517784e-03
31.02,1.20874631e-03
31.03,1.27483056e-03
31.04,1.36375992e-03
31.05,1.47294055e-03
31.06,1.60284315e-03
31.07,1.75575194e-03
31.08,1.93542780e-03
31.09,2.14717506e-03
31.10,2.39817162e-03
31.11,2.69805977e-03
31.12,3.05987741e-03
31.13,3.50149742e-03
31.14,4.04787843e-03
31.15,4.73467131e-03
31.16,5.61418639e-03
31.17,6.76565755e-03
31.18,8.31373320e-03
31.19,1.04636874e-02
31.20,1.35731548e-02
31.21,1.83110968e-02
31.22,2.60502175e-02
31.23,3.99860864e-02
31.24,6.90552641e-02
31.25,1.46857630e-01
31.26,5.00779822e-01
31.27,2.13511025e+01
31.28,1.04004771e+00
31.29,2.10854310e-01
31.30,8.77854201e-02
31.31,4.78271045e-02
31.32,3.00348947e-02
31.33,2.05976745e-02
31.34,1.49988424e-02
31.35,1.14075001e-02
31.36,8.96721571e-03
31.37,7.23393708e-03
31.38,5.95878060e-03
31.39,4.99346357e-03
31.40,4.24517868e-03
31.41,3.65343211e-03
31.42,3.17742615e-03
31.43,2.78883668e-03
31.44,2.46750176e-03
31.45,2.19875368e-03
31.46,1.97171559e-03
31.47,1.77818394e-03
31.48,1.61187711e-03
31.49,1.46791949e-03
31.50,1.34248016e-03
31.51,1.23251551e-03
31.52,1.13558308e-03
31.53,1.04970506e-03
31.54,9.73267316e-04
31.55,9.04944841e-04
31.56,8.43649867e-04
31.57,7.88511903e-04
31.58,7.38984953e-04
31.59,6.96725829e-04
31.60,7.43247181e-04
31.61,6.15864605e-04
31.62,5.80024033e-04
31.63,5.48113366e-04
31.64,5.18934494e-04
31.65,4.92091307e-04
31.66,4.67317545e-04
31.67,4.44397957e-04
31.68,4.23148904e-04
31.69,4.03410541e-04
31.70,3.85042382e-04
31.71,3.67920230e-04
31.72,3.51933818e-04
31.73,3.36984914e-04
31.74,3.22985747e-04
31.75,3.09857678e-04
31.76,2.97530079e-04
31.77,2.85939372e-04
31.78,2.75028193e-04
31.79,2.64744688e-04
31.80,2.55041886e-04
31.81,2.45877161e-04
31.82,2.37211769e-04
31.83,2.29010429e-04
31.84,2.21240973e-04
31.85,2.13874025e-04
31.86,2.06882728e-04
31.87,2.00242500e-04
31.88,1.93930825e-04
31.89,1.87927063e-04
31.90,1.82212290e-04
31.91,1.76769161e-04
31.92,1.71581788e-04
31.93,1.66635645e-04
31.94,1.61917490e-04
31.95,1.57415312e-04
31.96,1.53118309e-04
31.97,1.49016889e-04
31.98,1.45102722e-04
31.99,1.41368851e-04
32.00,1.37809888e-04
32.01,1.34422339e-04
32.02,1.31205140e-04
32.03,1.28160524e-04
32.04,1.25295460e-04
32.05,1.22624113e-04
32.06,1.20172172e-04
32.07,1.17984883e-04
32.08,1.16142826e-04
32.09,1.14795264e-04
32.10,1.14237555e-04
32.11,1.15114169e-04
32.12,1.19048446e-04
32.13,1.31145463e-04
32.14,1.75090370e-04
32.15,5.31998284e-04
32.16,3.10127651e-03
32.17,2.32744227e-04
32.18,1.34517797e-04
