Angle(deg),BER
2.01,3.18878901e-04
2.02,3.17498658e-04
2.03,3.16124889e-04
2.04,3.14757577e-04
2.05,3.13396706e-04
2.06,3.12042259e-04
2.07,3.10694218e-04
2.08,3.09352566e-04
2.09,3.08017285e-04
2.10,3.06688357e-04
2.11,3.05365763e-04
2.12,3.04049485e-04
2.13,3.02739505e-04
2.14,3.01435802e-04
2.15,3.00138358e-04
2.16,2.98847153e-04
2.17,2.97562168e-04
2.18,2.96283382e-04
2.19,2.95010775e-04
2.20,2.93744328e-04
2.21,2.92484019e-04
2.22,2.91229829e-04
2.23,2.89981735e-04
2.24,2.88739718e-04
2.25,2.87503755e-04
2.26,2.86273826e-04
2.27,2.85049910e-04
2.28,2.83831985e-04
2.29,2.82620028e-04
2.30,2.81414019e-04
2.31,2.80213935e-04
2.32,2.79019754e-04
2.33,2.77831455e-04
2.34,2.76649014e-04
2.35,2.75472410e-04
2.36,2.74301619e-04
2.37,2.73136620e-04
2.38,2.71977390e-04
2.39,2.70823905e-04
2.40,2.69676144e-04
2.41,2.68534083e-04
2.42,2.67397699e-04
2.43,2.66266970e-04
2.44,2.65141872e-04
2.45,2.64022382e-04
2.46,2.62908477e-04
2.47,2.61800134e-04
2.48,2.60697328e-04
2.49,2.59600038e-04
2.50,2.58508240e-04
2.51,2.57421910e-04
2.52,2.56341024e-04
2.53,2.55265560e-04
2.54,2.54195494e-04
2.55,2.53130802e-04
2.56,2.52071460e-04
2.57,2.51017446e-04
2.58,2.49968736e-04
2.59,2.48925305e-04
2.60,2.47887131e-04
2.61,2.46854190e-04
2.62,2.45826458e-04
2.63,2.44803912e-04
2.64,2.43786528e-04
2.65,2.42774282e-04
2.66,2.41767151e-04
2.67,2.40765111e-04
2.68,2.39768139e-04
2.69,2.38776212e-04
2.70,2.37789305e-04
2.71,2.36807395e-04
2.72,2.35830458e-04
2.73,2.34858472e-04
2.74,2.33891413e-04
2.75,2.32929257e-04
2.76,2.31971981e-04
2.77,2.31019561e-04
2.78,2.30071975e-04
2.79,2.29129199e-04
2.80,2.28191209e-04
2.81,2.27257983e-04
2.82,2.26329497e-04
2.83,2.25405728e-04
2.84,2.24486653e-04
2.85,2.23572250e-04
2.86,2.22662494e-04
2.87,2.21757364e-04
2.88,2.20856835e-04
2.89,2.19960886e-04
2.90,2.19069494e-04
2.91,2.18182635e-04
2.92,2.17300287e-04
2.93,2.16422428e-04
2.94,2.15549035e-04
2.95,2.14680085e-04
2.96,2.13815555e-04
2.97,2.12955425e-04
2.98,2.12099670e-04
2.99,2.11248269e-04
3.00,2.10401200e-04
3.01,2.09558440e-04
3.02,2.08719967e-04
3.03,2.07885760e-04
3.04,2.07055796e-04
3.05,2.06230053e-04
3.06,2.05408511e-04
3.07,2.04591146e-04
3.08,2.03777937e-04
3.09,2.02968863e-04
3.10,2.02163902e-04
3.11,2.01363033e-04
3.12,2.00566233e-04
3.13,1.99773483e-04
3.14,1.98984760e-04
3.15,1.98200044e-04
3.16,1.97419314e-04
3.17,1.96642547e-04
3.18,1.95869724e-04
3.19,1.95100824e-04
3.20,1.94335825e-04
3.21,1.93574708e-04
3.22,1.92817451e-04
3.23,1.92064034e-04
3.24,1.91314436e-04
3.25,1.90568638e-04
3.26,1.89826618e-04
3.27,1.89088357e-04
3.28,1.88353834e-04
3.29,1.87623030e-04
3.30,1.86895924e-04
3.31,1.86172496e-04
3.32,1.85452727e-04
3.33,1.84736597e-04
3.34,1.84024087e-04
3.35,1.83315176e-04
3.36,1.82609845e-04
3.37,1.81908076e-04
3.38,1.81209848e-04
3.39,1.80515142e-04
3.40,1.79823940e-04
3.41,1.79136221e-04
3.42,1.78451968e-04
3.43,1.77771161e-04
3.44,1.77093782e-04
3.45,1.76419811e-04
3.46,1.75749231e-04
3.47,1.75082022e-04
3.48,1.74418167e-04
3.49,1.73757646e-04
3.50,1.73100442e-04
3.51,1.72446536e-04
3.52,1.71795910e-04
3.53,1.71148547e-04
3.54,1.70504428e-04
3.55,1.69863535e-04
3.56,1.69225851e-04
3.57,1.68591358e-04
3.58,1.67960038e-04
3.59,1.67331874e-04
3.60,1.66706848e-04
3.61,1.66084944e-04
3.62,1.65466143e-04
3.63,1.64850429e-04
3.64,1.64237784e-04
3.65,1.63628192e-04
3.66,1.63021636e-04
3.67,1.62418099e-04
3.68,1.61817563e-04
3.69,1.61220013e-04
3.70,1.60625432e-04
3.71,1.60033804e-04
3.72,1.59445111e-04
3.73,1.58859338e-04
3.74,1.58276468e-04
3.75,1.57696486e-04
3.76,1.57119374e-04
3.77,1.56545118e-04
3.78,1.55973702e-04
3.79,1.55405108e-04
3.80,1.54839323e-04
3.81,1.54276330e-04
3.82,1.53716113e-04
3.83,1.53158657e-04
3.84,1.52603947e-04
3.85,1.52051967e-04
3.86,1.51502702e-04
3.87,1.50956137e-04
3.88,1.50412258e-04
3.89,1.49871047e-04
3.90,1.49332492e-04
3.91,1.48796577e-04
3.92,1.48263288e-04
3.93,1.47732609e-04
3.94,1.47204526e-04
3.95,1.46679024e-04
3.96,1.46156090e-04
3.97,1.45635709e-04
3.98,1.45117866e-04
3.99,1.44602547e-04
4.00,1.44089739e-04
4.01,1.43579427e-04
4.02,1.43071597e-04
4.03,1.42566235e-04
4.04,1.42063328e-04
4.05,1.41562861e-04
4.06,1.41064822e-04
4.07,1.40569196e-04
4.08,1.40075971e-04
4.09,1.39585132e-04
4.10,1.39096666e-04
4.11,1.38610560e-04
4.12,1.38126801e-04
4.13,1.37645375e-04
4.14,1.37166270e-04
4.15,1.36689473e-04
4.16,1.36214971e-04
4.17,1.35742750e-04
4.18,1.35272799e-04
4.19,1.34805104e-04
4.20,1.34339652e-04
4.21,1.33876433e-04
4.22,1.33415431e-04
4.23,1.32956637e-04
4.24,1.32500036e-04
4.25,1.32045618e-04
4.26,1.31593369e-04
4.27,1.31143277e-04
4.28,1.30695331e-04
4.29,1.30249519e-04
4.30,1.29805828e-04
4.31,1.29364247e-04
4.32,1.28924764e-04
4.33,1.28487367e-04
4.34,1.28052045e-04
4.35,1.27618786e-04
4.36,1.27187579e-04
4.37,1.26758412e-04
4.38,1.26331274e-04
4.39,1.25906153e-04
4.40,1.25483039e-04
4.41,1.25061920e-04
4.42,1.24642784e-04
4.43,1.24225622e-04
4.44,1.23810422e-04
4.45,1.23397173e-04
4.46,1.22985864e-04
4.47,1.22576485e-04
4.48,1.22169025e-04
4.49,1.21763472e-04
4.50,1.21359818e-04
4.51,1.20958050e-04
4.52,1.20558159e-04
4.53,1.20160134e-04
4.54,1.19763965e-04
4.55,1.19369641e-04
4.56,1.18977153e-04
4.57,1.18586489e-04
4.58,1.18197641e-04
4.59,1.17810598e-04
4.60,1.17425350e-04
4.61,1.17041887e-04
4.62,1.16660200e-04
4.63,1.16280277e-04
4.64,1.15902111e-04
4.65,1.15525690e-04
4.66,1.15151006e-04
4.67,1.14778049e-04
4.68,1.14406809e-04
4.69,1.14037277e-04
4.70,1.13669444e-04
4.71,1.13303299e-04
4.72,1.12938834e-04
4.73,1.12576040e-04
4.74,1.12214908e-04
4.75,1.11855427e-04
4.76,1.11497590e-04
4.77,1.11141387e-04
4.78,1.10786809e-04
4.79,1.10433848e-04
4.80,1.10082494e-04
4.81,1.09732739e-04
4.82,1.09384573e-04
4.83,1.09037989e-04
4.84,1.08692978e-04
4.85,1.08349530e-04
4.86,1.08007638e-04
4.87,1.07667293e-04
4.88,1.07328487e-04
4.89,1.06991210e-04
4.90,1.06655455e-04
4.91,1.06321214e-04
4.92,1.05988478e-04
4.93,1.05657239e-04
4.94,1.05327490e-04
4.95,1.04999221e-04
4.96,1.04672424e-04
4.97,1.04347093e-04
4.98,1.04023218e-04
4.99,1.03700793e-04
5.00,1.03379808e-04
5.01,1.03060257e-04
5.02,1.02742131e-04
5.03,1.02425424e-04
5.04,1.02110126e-04
5.05,1.01796231e-04
5.06,1.01483731e-04
5.07,1.01172618e-04
5.08,1.00862886e-04
5.09,1.00554526e-04
5.10,1.00247531e-04
5.11,9.99418935e-05
5.12,9.96376069e-05
5.13,9.93346635e-05
5.14,9.90330561e-05
5.15,9.87327776e-05
5.16,9.84338208e-05
5.17,9.81361786e-05
5.18,9.78398441e-05
5.19,9.75448101e-05
5.20,9.72510697e-05
5.21,9.69586161e-05
5.22,9.66674422e-05
5.23,9.63775414e-05
5.24,9.60889068e-05
5.25,9.58015316e-05
5.26,9.55154092e-05
5.27,9.52305328e-05
5.28,9.49468959e-05
5.29,9.46644918e-05
5.30,9.43833140e-05
5.31,9.41033560e-05
5.32,9.38246112e-05
5.33,9.35470734e-05
5.34,9.32707359e-05
5.35,9.29955926e-05
5.36,9.27216371e-05
5.37,9.24488631e-05
5.38,9.21772643e-05
5.39,9.19068346e-05
5.40,9.16375677e-05
5.41,9.13694576e-05
5.42,9.11024982e-05
5.43,9.08366833e-05
5.44,9.05720070e-05
5.45,9.03084632e-05
5.46,9.00460461e-05
5.47,8.97847497e-05
5.48,8.95245680e-05
5.49,8.92654954e-05
5.50,8.90075259e-05
5.51,8.87506538e-05
5.52,8.84948734e-05
5.53,8.82401788e-05
5.54,8.79865646e-05
5.55,8.77340249e-05
5.56,8.74825543e-05
5.57,8.72321471e-05
5.58,8.69827978e-05
5.59,8.67345009e-05
5.60,8.64872509e-05
5.61,8.62410423e-05
5.62,8.59958699e-05
5.63,8.57517281e-05
5.64,8.55086117e-05
5.65,8.52665153e-05
5.66,8.50254337e-05
5.67,8.47853615e-05
5.68,8.45462936e-05
5.69,8.43082249e-05
5.70,8.40711500e-05
5.71,8.38350640e-05
5.72,8.35999616e-05
5.73,8.33658379e-05
5.74,8.31326878e-05
5.75,8.29005064e-05
5.76,8.26692885e-05
5.77,8.24390293e-05
5.78,8.22097239e-05
5.79,8.19813673e-05
5.80,8.17539548e-05
5.81,8.15274814e-05
5.82,8.13019424e-05
5.83,8.10773330e-05
5.84,8.08536484e-05
5.85,8.06308840e-05
5.86,8.04090351e-05
5.87,8.01880969e-05
5.88,7.99680649e-05
5.89,7.97489344e-05
5.90,7.95307008e-05
5.91,7.93133597e-05
5.92,7.90969064e-05
5.93,7.88813366e-05
5.94,7.86666456e-05
5.95,7.84528291e-05
5.96,7.82398826e-05
5.97,7.80278017e-05
5.98,7.78165821e-05
5.99,7.76062195e-05
6.00,7.73967094e-05
6.01,7.71880477e-05
6.02,7.69802300e-05
6.03,7.67732521e-05
6.04,7.65671097e-05
6.05,7.63617988e-05
6.06,7.61573151e-05
6.07,7.59536544e-05
6.08,7.57508127e-05
6.09,7.55487858e-05
6.10,7.53475698e-05
6.11,7.51471604e-05
6.12,7.49475538e-05
6.13,7.47487459e-05
6.14,7.45507326e-05
6.15,7.43535102e-05
6.16,7.41570746e-05
6.17,7.39614219e-05
6.18,7.37665482e-05
6.19,7.35724498e-05
6.20,7.33791226e-05
6.21,7.31865630e-05
6.22,7.29947670e-05
6.23,7.28037310e-05
6.24,7.26134512e-05
6.25,7.24239238e-05
6.26,7.22351452e-05
6.27,7.20471116e-05
6.28,7.18598194e-05
6.29,7.16732650e-05
6.30,7.14874446e-05
6.31,7.13023548e-05
6.32,7.11179918e-05
6.33,7.09343522e-05
6.34,7.07514325e-05
6.35,7.05692290e-05
6.36,7.03877383e-05
6.37,7.02069569e-05
6.38,7.00268813e-05
6.39,6.98475082e-05
6.40,6.96688340e-05
6.41,6.94908554e-05
6.42,6.93135689e-05
6.43,6.91369714e-05
6.44,6.89610592e-05
6.45,6.87858293e-05
6.46,6.86112782e-05
6.47,6.84374026e-05
6.48,6.82641994e-05
6.49,6.80916651e-05
6.50,6.79197967e-05
6.51,6.77485909e-05
6.52,6.75780445e-05
6.53,6.74081543e-05
6.54,6.72389171e-05
6.55,6.70703299e-05
6.56,6.69023895e-05
6.57,6.67350927e-05
6.58,6.65684366e-05
6.59,6.64024180e-05
6.60,6.62370339e-05
6.61,6.60722812e-05
6.62,6.59081570e-05
6.63,6.57446582e-05
6.64,6.55817818e-05
6.65,6.54195249e-05
6.66,6.52578845e-05
6.67,6.50968577e-05
6.68,6.49364416e-05
6.69,6.47766332e-05
6.70,6.46174298e-05
6.71,6.44588283e-05
6.72,6.43008260e-05
6.73,6.41434200e-05
6.74,6.39866076e-05
6.75,6.38303858e-05
6.76,6.36747519e-05
6.77,6.35197032e-05
6.78,6.33652369e-05
6.79,6.32113502e-05
6.80,6.30580404e-05
6.81,6.29053048e-05
6.82,6.27531407e-05
6.83,6.26015454e-05
6.84,6.24505163e-05
6.85,6.23000507e-05
6.86,6.21501459e-05
6.87,6.20007994e-05
6.88,6.18520086e-05
6.89,6.17037707e-05
6.90,6.15560833e-05
6.91,6.14089439e-05
6.92,6.12623497e-05
6.93,6.11162984e-05
6.94,6.09707874e-05
6.95,6.08258142e-05
6.96,6.06813762e-05
6.97,6.05374710e-05
6.98,6.03940962e-05
6.99,6.02512493e-05
7.00,6.01089278e-05
7.01,5.99671294e-05
7.02,5.98258515e-05
7.03,5.96850919e-05
7.04,5.95448481e-05
7.05,5.94051177e-05
7.06,5.92658984e-05
7.07,5.91271879e-05
7.08,5.89889838e-05
7.09,5.88512837e-05
7.10,5.87140855e-05
7.11,5.85773867e-05
7.12,5.84411851e-05
7.13,5.83054785e-05
7.14,5.81702645e-05
7.15,5.80355409e-05
7.16,5.79013056e-05
7.17,5.77675562e-05
7.18,5.76342906e-05
7.19,5.75015065e-05
7.20,5.73692018e-05
7.21,5.72373743e-05
7.22,5.71060218e-05
7.23,5.69751423e-05
7.24,5.68447335e-05
7.25,5.67147933e-05
7.26,5.65853196e-05
7.27,5.64563104e-05
7.28,5.63277634e-05
7.29,5.61996767e-05
7.30,5.60720481e-05
7.31,5.59448757e-05
7.32,5.58181573e-05
7.33,5.56918909e-05
7.34,5.55660745e-05
7.35,5.54407061e-05
7.36,5.53157837e-05
7.37,5.51913053e-05
7.38,5.50672689e-05
7.39,5.49436725e-05
7.40,5.48205141e-05
7.41,5.46977919e-05
7.42,5.45755039e-05
7.43,5.44536481e-05
7.44,5.43322227e-05
7.45,5.42112257e-05
7.46,5.40906552e-05
7.47,5.39705093e-05
7.48,5.38507862e-05
7.49,5.37314840e-05
7.50,5.36126008e-05
7.51,5.34941348e-05
7.52,5.33760841e-05
7.53,5.32584470e-05
7.54,5.31412215e-05
7.55,5.30244060e-05
7.56,5.29079985e-05
7.57,5.27919973e-05
7.58,5.26764006e-05
7.59,5.25612067e-05
7.60,5.24464137e-05
7.61,5.23320200e-05
7.62,5.22180238e-05
7.63,5.21044233e-05
7.64,5.19912168e-05
7.65,5.18784027e-05
7.66,5.17659791e-05
7.67,5.16539445e-05
7.68,5.15422971e-05
7.69,5.14310352e-05
7.70,5.13201572e-05
7.71,5.12096613e-05
7.72,5.10995461e-05
7.73,5.09898097e-05
7.74,5.08804506e-05
7.75,5.07714671e-05
7.76,5.06628577e-05
7.77,5.05546207e-05
7.78,5.04467544e-05
7.79,5.03392574e-05
7.80,5.02321280e-05
7.81,5.01253647e-05
7.82,5.00189659e-05
7.83,4.99129299e-05
7.84,4.98072554e-05
7.85,4.97019406e-05
7.86,4.95969842e-05
7.87,4.94923845e-05
7.88,4.93881400e-05
7.89,4.92842493e-05
7.90,4.91807108e-05
7.91,4.90775230e-05
7.92,4.89746844e-05
7.93,4.88721936e-05
7.94,4.87700491e-05
7.95,4.86682494e-05
7.96,4.85667930e-05
7.97,4.84656785e-05
7.98,4.83649045e-05
7.99,4.82644695e-05
8.00,4.81643721e-05
8.01,4.80646108e-05
8.02,4.79651843e-05
8.03,4.78660912e-05
8.04,4.77673300e-05
8.05,4.76688994e-05
8.06,4.75707979e-05
8.07,4.74730242e-05
8.08,4.73755770e-05
8.09,4.72784548e-05
8.10,4.71816562e-05
8.11,4.70851801e-05
8.12,4.69890249e-05
8.13,4.68931894e-05
8.14,4.67976723e-05
8.15,4.67024721e-05
8.16,4.66075877e-05
8.17,4.65130176e-05
8.18,4.64187607e-05
8.19,4.63248155e-05
8.20,4.62311808e-05
8.21,4.61378553e-05
8.22,4.60448378e-05
8.23,4.59521269e-05
8.24,4.58597215e-05
8.25,4.57676202e-05
8.26,4.56758217e-05
8.27,4.55843250e-05
8.28,4.54931286e-05
8.29,4.54022315e-05
8.30,4.53116322e-05
8.31,4.52213298e-05
8.32,4.51313228e-05
8.33,4.50416101e-05
8.34,4.49521906e-05
8.35,4.48630630e-05
8.36,4.47742261e-05
8.37,4.46856788e-05
8.38,4.45974198e-05
8.39,4.45094480e-05
8.40,4.44217622e-05
8.41,4.43343614e-05
8.42,4.42472442e-05
8.43,4.41604096e-05
8.44,4.40738564e-05
8.45,4.39875835e-05
8.46,4.39015898e-05
8.47,4.38158741e-05
8.48,4.37304353e-05
8.49,4.36452723e-05
8.50,4.35603839e-05
8.51,4.34757692e-05
8.52,4.33914270e-05
8.53,4.33073561e-05
8.54,4.32235556e-05
8.55,4.31400243e-05
8.56,4.30567611e-05
8.57,4.29737650e-05
8.58,4.28910349e-05
8.59,4.28085698e-05
8.60,4.27263686e-05
8.61,4.26444302e-05
8.62,4.25627536e-05
8.63,4.24813378e-05
8.64,4.24001818e-05
8.65,4.23192844e-05
8.66,4.22386447e-05
8.67,4.21582616e-05
8.68,4.20781342e-05
8.69,4.19982614e-05
8.70,4.19186423e-05
8.71,4.18392758e-05
8.72,4.17601609e-05
8.73,4.16812967e-05
8.74,4.16026821e-05
8.75,4.15243162e-05
8.76,4.14461980e-05
8.77,4.13683265e-05
8.78,4.12907009e-05
8.79,4.12133200e-05
8.80,4.11361830e-05
8.81,4.10592889e-05
8.82,4.09826367e-05
8.83,4.09062255e-05
8.84,4.08300545e-05
8.85,4.07541225e-05
8.86,4.06784288e-05
8.87,4.06029724e-05
8.88,4.05277523e-05
8.89,4.04527677e-05
8.90,4.03780177e-05
8.91,4.03035013e-05
8.92,4.02292176e-05
8.93,4.01551657e-05
8.94,4.00813448e-05
8.95,4.00077540e-05
8.96,3.99343923e-05
8.97,3.98612589e-05
8.98,3.97883530e-05
8.99,3.97156735e-05
9.00,3.96432198e-05
9.01,3.95709909e-05
9.02,3.94989859e-05
9.03,3.94272040e-05
9.04,3.93556444e-05
9.05,3.92843061e-05
9.06,3.92131885e-05
9.07,3.91422905e-05
9.08,3.90716114e-05
9.09,3.90011504e-05
9.10,3.89309066e-05
9.11,3.88608793e-05
9.12,3.87910675e-05
9.13,3.87214704e-05
9.14,3.86520874e-05
9.15,3.85829174e-05
9.16,3.85139599e-05
9.17,3.84452139e-05
9.18,3.83766786e-05
9.19,3.83083533e-05
9.20,3.82402371e-05
9.21,3.81723294e-05
9.22,3.81046293e-05
9.23,3.80371360e-05
9.24,3.79698487e-05
9.25,3.79027668e-05
9.26,3.78358893e-05
9.27,3.77692156e-05
9.28,3.77027450e-05
9.29,3.76364765e-05
9.30,3.75704096e-05
9.31,3.75045434e-05
9.32,3.74388772e-05
9.33,3.73734103e-05
9.34,3.73081419e-05
9.35,3.72430713e-05
9.36,3.71781977e-05
9.37,3.71135205e-05
9.38,3.70490389e-05
9.39,3.69847522e-05
9.40,3.69206596e-05
9.41,3.68567605e-05
9.42,3.67930542e-05
9.43,3.67295399e-05
9.44,3.66662169e-05
9.45,3.66030846e-05
9.46,3.65401422e-05
9.47,3.64773891e-05
9.48,3.64148245e-05
9.49,3.63524478e-05
9.50,3.62902583e-05
9.51,3.62282553e-05
9.52,3.61664381e-05
9.53,3.61048060e-05
9.54,3.60433585e-05
9.55,3.59820948e-05
9.56,3.59210142e-05
9.57,3.58601161e-05
9.58,3.57993998e-05
9.59,3.57388647e-05
9.60,3.56785102e-05
9.61,3.56183355e-05
9.62,3.55583400e-05
9.63,3.54985231e-05
9.64,3.54388842e-05
9.65,3.53794225e-05
9.66,3.53201376e-05
9.67,3.52610286e-05
9.68,3.52020951e-05
9.69,3.51433364e-05
9.70,3.50847518e-05
9.71,3.50263408e-05
9.72,3.49681027e-05
9.73,3.49100369e-05
9.74,3.48521428e-05
9.75,3.47944198e-05
9.76,3.47368672e-05
9.77,3.46794846e-05
9.78,3.46222713e-05
9.79,3.45652266e-05
9.80,3.45083500e-05
9.81,3.44516409e-05
9.82,3.43950987e-05
9.83,3.43387229e-05
9.84,3.42825128e-05
9.85,3.42264678e-05
9.86,3.41705875e-05
9.87,3.41148711e-05
9.88,3.40593182e-05
9.89,3.40039281e-05
9.90,3.39487003e-05
9.91,3.38936343e-05
9.92,3.38387294e-05
9.93,3.37839851e-05
9.94,3.37294009e-05
9.95,3.36749761e-05
9.96,3.36207103e-05
9.97,3.35666029e-05
9.98,3.35126534e-05
9.99,3.34588611e-05
10.00,3.34052256e-05
10.01,3.33517464e-05
10.02,3.32984228e-05
10.03,3.32452543e-05
10.04,3.31922405e-05
10.05,3.31393807e-05
10.06,3.30866746e-05
10.07,3.30341214e-05
10.08,3.29817208e-05
10.09,3.29294721e-05
10.10,3.28773749e-05
10.11,3.28254287e-05
10.12,3.27736329e-05
10.13,3.27219871e-05
10.14,3.26704907e-05
10.15,3.26191432e-05
10.16,3.25679441e-05
10.17,3.25168929e-05
10.18,3.24659892e-05
10.19,3.24152323e-05
10.20,3.23646219e-05
10.21,3.23141574e-05
10.22,3.22638384e-05
10.23,3.22136643e-05
10.24,3.21636347e-05
10.25,3.21137491e-05
10.26,3.20640069e-05
10.27,3.20144078e-05
10.28,3.19649513e-05
10.29,3.19156368e-05
10.30,3.18664639e-05
10.31,3.18174321e-05
10.32,3.17685411e-05
10.33,3.17197902e-05
10.34,3.16711790e-05
10.35,3.16227071e-05
10.36,3.15743740e-05
10.37,3.15261793e-05
10.38,3.14781225e-05
10.39,3.14302031e-05
10.40,3.13824207e-05
10.41,3.13347748e-05
10.42,3.12872651e-05
10.43,3.12398910e-05
10.44,3.11926521e-05
10.45,3.11455480e-05
10.46,3.10985782e-05
10.47,3.10517423e-05
10.48,3.10050398e-05
10.49,3.09584704e-05
10.50,3.09120336e-05
10.51,3.08657289e-05
10.52,3.08195559e-05
10.53,3.07735143e-05
10.54,3.07276036e-05
10.55,3.06818233e-05
10.56,3.06361731e-05
10.57,3.05906525e-05
10.58,3.05452611e-05
10.59,3.04999985e-05
10.60,3.04548643e-05
10.61,3.04098580e-05
10.62,3.03649794e-05
10.63,3.03202278e-05
10.64,3.02756031e-05
10.65,3.02311047e-05
10.66,3.01867323e-05
10.67,3.01424854e-05
10.68,3.00983637e-05
10.69,3.00543667e-05
10.70,3.00104941e-05
10.71,2.99667455e-05
10.72,2.99231204e-05
10.73,2.98796186e-05
10.74,2.98362396e-05
