Angle(deg),BER
10.74,5.67394439e-06
10.75,5.66456812e-06
10.76,5.65521747e-06
10.77,5.64589235e-06
10.78,5.63659266e-06
10.79,5.62731831e-06
10.80,5.61806922e-06
10.81,5.60884529e-06
10.82,5.59964644e-06
10.83,5.59047258e-06
10.84,5.58132362e-06
10.85,5.57219946e-06
10.86,5.56310004e-06
10.87,5.55402524e-06
10.88,5.54497500e-06
10.89,5.53594922e-06
10.90,5.52694782e-06
10.91,5.51797071e-06
10.92,5.50901781e-06
10.93,5.50008903e-06
10.94,5.49118428e-06
10.95,5.48230349e-06
10.96,5.47344657e-06
10.97,5.46461343e-06
10.98,5.45580400e-06
10.99,5.44701819e-06
11.00,5.43825592e-06
11.01,5.42951710e-06
11.02,5.42080166e-06
11.03,5.41210951e-06
11.04,5.40344057e-06
11.05,5.39479477e-06
11.06,5.38617202e-06
11.07,5.37757224e-06
11.08,5.36899535e-06
11.09,5.36044127e-06
11.10,5.35190993e-06
11.11,5.34340125e-06
11.12,5.33491514e-06
11.13,5.32645154e-06
11.14,5.31801036e-06
11.15,5.30959152e-06
11.16,5.30119495e-06
11.17,5.29282057e-06
11.18,5.28446831e-06
11.19,5.27613810e-06
11.20,5.26782984e-06
11.21,5.25954348e-06
11.22,5.25127893e-06
11.23,5.24303612e-06
11.24,5.23481498e-06
11.25,5.22661543e-06
11.26,5.21843740e-06
11.27,5.21028081e-06
11.28,5.20214560e-06
11.29,5.19403169e-06
11.30,5.18593900e-06
11.31,5.17786747e-06
11.32,5.16981703e-06
11.33,5.16178759e-06
11.34,5.15377910e-06
11.35,5.14579148e-06
11.36,5.13782466e-06
11.37,5.12987857e-06
11.38,5.12195314e-06
11.39,5.11404830e-06
11.40,5.10616398e-06
11.41,5.09830011e-06
11.42,5.09045662e-06
11.43,5.08263345e-06
11.44,5.07483053e-06
11.45,5.06704779e-06
11.46,5.05928515e-06
11.47,5.05154256e-06
11.48,5.04381995e-06
11.49,5.03611725e-06
11.50,5.02843439e-06
11.51,5.02077131e-06
11.52,5.01312794e-06
11.53,5.00550421e-06
11.54,4.99790007e-06
11.55,4.99031544e-06
11.56,4.98275026e-06
11.57,4.97520447e-06
11.58,4.96767800e-06
11.59,4.96017078e-06
11.60,4.95268276e-06
11.61,4.94521387e-06
11.62,4.93776405e-06
11.63,4.93033323e-06
11.64,4.92292136e-06
11.65,4.91552836e-06
11.66,4.90815418e-06
11.67,4.90079875e-06
11.68,4.89346202e-06
11.69,4.88614391e-06
11.70,4.87884438e-06
11.71,4.87156336e-06
11.72,4.86430079e-06
11.73,4.85705660e-06
11.74,4.84983075e-06
11.75,4.84262316e-06
11.76,4.83543378e-06
11.77,4.82826255e-06
11.78,4.82110941e-06
11.79,4.81397430e-06
11.80,4.80685716e-06
11.81,4.79975793e-06
11.82,4.79267657e-06
11.83,4.78561300e-06
11.84,4.77856717e-06
11.85,4.77153902e-06
11.86,4.76452849e-06
11.87,4.75753554e-06
11.88,4.75056009e-06
11.89,4.74360210e-06
11.90,4.73666151e-06
11.91,4.72973826e-06
11.92,4.72283229e-06
11.93,4.71594356e-06
11.94,4.70907200e-06
11.95,4.70221756e-06
11.96,4.69538018e-06
11.97,4.68855982e-06
11.98,4.68175641e-06
11.99,4.67496990e-06
12.00,4.66820023e-06
12.01,4.66144736e-06
12.02,4.65471123e-06
12.03,4.64799178e-06
12.04,4.64128897e-06
12.05,4.63460273e-06
12.06,4.62793302e-06
12.07,4.62127979e-06
12.08,4.61464298e-06
12.09,4.60802253e-06
12.10,4.60141840e-06
12.11,4.59483054e-06
12.12,4.58825889e-06
12.13,4.58170340e-06
12.14,4.57516402e-06
12.15,4.56864071e-06
12.16,4.56213340e-06
12.17,4.55564205e-06
12.18,4.54916661e-06
12.19,4.54270702e-06
12.20,4.53626325e-06
12.21,4.52983523e-06
12.22,4.52342292e-06
12.23,4.51702627e-06
12.24,4.51064523e-06
12.25,4.50427976e-06
12.26,4.49792979e-06
12.27,4.49159529e-06
12.28,4.48527620e-06
12.29,4.47897248e-06
12.30,4.47268408e-06
12.31,4.46641095e-06
12.32,4.46015304e-06
12.33,4.45391031e-06
12.34,4.44768270e-06
12.35,4.44147018e-06
12.36,4.43527269e-06
12.37,4.42909019e-06
12.38,4.42292263e-06
12.39,4.41676997e-06
12.40,4.41063215e-06
12.41,4.40450914e-06
12.42,4.39840088e-06
12.43,4.39230734e-06
12.44,4.38622846e-06
12.45,4.38016420e-06
12.46,4.37411451e-06
12.47,4.36807936e-06
12.48,4.36205869e-06
12.49,4.35605246e-06
12.50,4.35006062e-06
12.51,4.34408314e-06
12.52,4.33811997e-06
12.53,4.33217106e-06
12.54,4.32623637e-06
12.55,4.32031586e-06
12.56,4.31440948e-06
12.57,4.30851719e-06
12.58,4.30263895e-06
12.59,4.29677471e-06
12.60,4.29092444e-06
12.61,4.28508808e-06
12.62,4.27926559e-06
12.63,4.27345695e-06
12.64,4.26766209e-06
12.65,4.26188098e-06
12.66,4.25611358e-06
12.67,4.25035985e-06
12.68,4.24461974e-06
12.69,4.23889322e-06
12.70,4.23318024e-06
12.71,4.22748076e-06
12.72,4.22179474e-06
12.73,4.21612214e-06
12.74,4.21046292e-06
12.75,4.20481704e-06
12.76,4.19918446e-06
12.77,4.19356513e-06
12.78,4.18795903e-06
12.79,4.18236611e-06
12.80,4.17678632e-06
12.81,4.17121964e-06
12.82,4.16566601e-06
12.83,4.16012541e-06
12.84,4.15459779e-06
12.85,4.14908311e-06
12.86,4.14358134e-06
12.87,4.13809244e-06
12.88,4.13261636e-06
12.89,4.12715307e-06
12.90,4.12170254e-06
12.91,4.11626472e-06
12.92,4.11083957e-06
12.93,4.10542706e-06
12.94,4.10002716e-06
12.95,4.09463981e-06
12.96,4.08926499e-06
12.97,4.08390266e-06
12.98,4.07855278e-06
12.99,4.07321532e-06
13.00,4.06789024e-06
13.01,4.06257749e-06
13.02,4.05727705e-06
13.03,4.05198888e-06
13.04,4.04671295e-06
13.05,4.04144920e-06
13.06,4.03619762e-06
13.07,4.03095817e-06
13.08,4.02573080e-06
13.09,4.02051549e-06
13.10,4.01531219e-06
13.11,4.01012088e-06
13.12,4.00494151e-06
13.13,3.99977406e-06
13.14,3.99461849e-06
13.15,3.98947476e-06
13.16,3.98434283e-06
13.17,3.97922269e-06
13.18,3.97411428e-06
13.19,3.96901758e-06
13.20,3.96393254e-06
13.21,3.95885915e-06
13.22,3.95379736e-06
13.23,3.94874714e-06
13.24,3.94370845e-06
13.25,3.93868127e-06
13.26,3.93366556e-06
13.27,3.92866129e-06
13.28,3.92366841e-06
13.29,3.91868691e-06
13.30,3.91371674e-06
13.31,3.90875788e-06
13.32,3.90381029e-06
13.33,3.89887394e-06
13.34,3.89394880e-06
13.35,3.88903483e-06
13.36,3.88413201e-06
13.37,3.87924029e-06
13.38,3.87435966e-06
13.39,3.86949007e-06
13.40,3.86463149e-06
13.41,3.85978390e-06
13.42,3.85494726e-06
13.43,3.85012154e-06
13.44,3.84530671e-06
13.45,3.84050274e-06
13.46,3.83570960e-06
13.47,3.83092725e-06
13.48,3.82615567e-06
13.49,3.82139483e-06
13.50,3.81664469e-06
13.51,3.81190522e-06
13.52,3.80717639e-06
13.53,3.80245818e-06
13.54,3.79775056e-06
13.55,3.79305348e-06
13.56,3.78836693e-06
13.57,3.78369087e-06
13.58,3.77902528e-06
13.59,3.77437012e-06
13.60,3.76972537e-06
13.61,3.76509099e-06
13.62,3.76046696e-06
13.63,3.75585324e-06
13.64,3.75124982e-06
13.65,3.74665665e-06
13.66,3.74207371e-06
13.67,3.73750097e-06
13.68,3.73293841e-06
13.69,3.72838599e-06
13.70,3.72384369e-06
13.71,3.71931147e-06
13.72,3.71478932e-06
13.73,3.71027719e-06
13.74,3.70577507e-06
13.75,3.70128292e-06
13.76,3.69680072e-06
13.77,3.69232844e-06
13.78,3.68786605e-06
13.79,3.68341353e-06
13.80,3.67897084e-06
13.81,3.67453796e-06
13.82,3.67011487e-06
13.83,3.66570153e-06
13.84,3.66129791e-06
13.85,3.65690400e-06
13.86,3.65251977e-06
13.87,3.64814518e-06
13.88,3.64378021e-06
13.89,3.63942483e-06
13.90,3.63507903e-06
13.91,3.63074276e-06
13.92,3.62641601e-06
13.93,3.62209875e-06
13.94,3.61779095e-06
13.95,3.61349259e-06
13.96,3.60920364e-06
13.97,3.60492408e-06
13.98,3.60065387e-06
13.99,3.59639300e-06
14.00,3.59214143e-06
14.01,3.58789915e-06
14.02,3.58366612e-06
14.03,3.57944233e-06
14.04,3.57522774e-06
14.05,3.57102233e-06
14.06,3.56682608e-06
14.07,3.56263896e-06
14.08,3.55846095e-06
14.09,3.55429202e-06
14.10,3.55013215e-06
14.11,3.54598131e-06
14.12,3.54183947e-06
14.13,3.53770662e-06
14.14,3.53358273e-06
14.15,3.52946778e-06
14.16,3.52536173e-06
14.17,3.52126457e-06
14.18,3.51717628e-06
14.19,3.51309682e-06
14.20,3.50902617e-06
14.21,3.50496432e-06
14.22,3.50091124e-06
14.23,3.49686689e-06
14.24,3.49283127e-06
14.25,3.48880435e-06
14.26,3.48478610e-06
14.27,3.48077649e-06
14.28,3.47677552e-06
14.29,3.47278315e-06
14.30,3.46879936e-06
14.31,3.46482412e-06
14.32,3.46085742e-06
14.33,3.45689924e-06
14.34,3.45294954e-06
14.35,3.44900831e-06
14.36,3.44507552e-06
14.37,3.44115115e-06
14.38,3.43723519e-06
14.39,3.43332760e-06
14.40,3.42942836e-06
14.41,3.42553746e-06
14.42,3.42165486e-06
14.43,3.41778056e-06
14.44,3.41391452e-06
14.45,3.41005672e-06
14.46,3.40620715e-06
14.47,3.40236578e-06
14.48,3.39853258e-06
14.49,3.39470755e-06
14.50,3.39089065e-06
14.51,3.38708186e-06
14.52,3.38328117e-06
14.53,3.37948855e-06
14.54,3.37570397e-06
14.55,3.37192743e-06
14.56,3.36815890e-06
14.57,3.36439835e-06
14.58,3.36064577e-06
14.59,3.35690113e-06
14.60,3.35316442e-06
14.61,3.34943562e-06
14.62,3.34571469e-06
14.63,3.34200163e-06
14.64,3.33829641e-06
14.65,3.33459901e-06
14.66,3.33090941e-06
14.67,3.32722760e-06
14.68,3.32355354e-06
14.69,3.31988723e-06
14.70,3.31622863e-06
14.71,3.31257773e-06
14.72,3.30893452e-06
14.73,3.30529896e-06
14.74,3.30167105e-06
14.75,3.29805075e-06
14.76,3.29443806e-06
14.77,3.29083295e-06
14.78,3.28723540e-06
14.79,3.28364539e-06
14.80,3.28006290e-06
14.81,3.27648792e-06
14.82,3.27292042e-06
14.83,3.26936039e-06
14.84,3.26580780e-06
14.85,3.26226264e-06
14.86,3.25872488e-06
14.87,3.25519452e-06
14.88,3.25167152e-06
14.89,3.24815587e-06
14.90,3.24464755e-06
14.91,3.24114655e-06
14.92,3.23765284e-06
14.93,3.23416641e-06
14.94,3.23068723e-06
14.95,3.22721529e-06
14.96,3.22375058e-06
14.97,3.22029306e-06
14.98,3.21684273e-06
14.99,3.21339956e-06
15.00,3.20996353e-06
15.01,3.20653464e-06
15.02,3.20311286e-06
15.03,3.19969817e-06
15.04,3.19629055e-06
15.05,3.19288999e-06
15.06,3.18949647e-06
15.07,3.18610997e-06
15.08,3.18273048e-06
15.09,3.17935796e-06
15.10,3.17599242e-06
15.11,3.17263383e-06
15.12,3.16928217e-06
15.13,3.16593742e-06
15.14,3.16259957e-06
15.15,3.15926861e-06
15.16,3.15594451e-06
15.17,3.15262725e-06
15.18,3.14931682e-06
15.19,3.14601320e-06
15.20,3.14271638e-06
15.21,3.13942634e-06
15.22,3.13614306e-06
15.23,3.13286652e-06
15.24,3.12959671e-06
15.25,3.12633360e-06
15.26,3.12307720e-06
15.27,3.11982747e-06
15.28,3.11658439e-06
15.29,3.11334797e-06
15.30,3.11011817e-06
15.31,3.10689498e-06
15.32,3.10367839e-06
15.33,3.10046837e-06
15.34,3.09726491e-06
15.35,3.09406801e-06
15.36,3.09087763e-06
15.37,3.08769376e-06
15.38,3.08451639e-06
15.39,3.08134550e-06
15.40,3.07818108e-06
15.41,3.07502310e-06
15.42,3.07187156e-06
15.43,3.06872644e-06
15.44,3.06558772e-06
15.45,3.06245538e-06
15.46,3.05932942e-06
15.47,3.05620980e-06
15.48,3.05309653e-06
15.49,3.04998958e-06
15.50,3.04688894e-06
15.51,3.04379459e-06
15.52,3.04070652e-06
15.53,3.03762471e-06
15.54,3.03454915e-06
15.55,3.03147982e-06
15.56,3.02841671e-06
15.57,3.02535979e-06
15.58,3.02230907e-06
15.59,3.01926451e-06
15.60,3.01622611e-06
15.61,3.01319385e-06
15.62,3.01016771e-06
15.63,3.00714769e-06
15.64,3.00413377e-06
15.65,3.00112592e-06
15.66,2.99812414e-06
15.67,2.99512842e-06
15.68,2.99213873e-06
15.69,2.98915507e-06
15.70,2.98617741e-06
15.71,2.98320575e-06
15.72,2.98024007e-06
15.73,2.97728035e-06
15.74,2.97432659e-06
15.75,2.97137876e-06
15.76,2.96843685e-06
15.77,2.96550085e-06
15.78,2.96257075e-06
15.79,2.95964653e-06
15.80,2.95672817e-06
15.81,2.95381566e-06
15.82,2.95090900e-06
15.83,2.94800815e-06
15.84,2.94511312e-06
15.85,2.94222388e-06
15.86,2.93934043e-06
15.87,2.93646274e-06
15.88,2.93359081e-06
15.89,2.93072462e-06
15.90,2.92786415e-06
15.91,2.92500941e-06
15.92,2.92216036e-06
15.93,2.91931700e-06
15.94,2.91647931e-06
15.95,2.91364728e-06
15.96,2.91082090e-06
15.97,2.90800015e-06
15.98,2.90518503e-06
15.99,2.90237551e-06
16.00,2.89957158e-06
16.01,2.89677324e-06
16.02,2.89398046e-06
16.03,2.89119323e-06
16.04,2.88841155e-06
16.05,2.88563539e-06
16.06,2.88286476e-06
16.07,2.88009962e-06
16.08,2.87733997e-06
16.09,2.87458580e-06
16.10,2.87183709e-06
16.11,2.86909384e-06
16.12,2.86635602e-06
16.13,2.86362362e-06
16.14,2.86089665e-06
16.15,2.85817507e-06
16.16,2.85545887e-06
16.17,2.85274806e-06
16.18,2.85004261e-06
16.19,2.84734250e-06
16.20,2.84464774e-06
16.21,2.84195830e-06
16.22,2.83927417e-06
16.23,2.83659535e-06
16.24,2.83392181e-06
16.25,2.83125355e-06
16.26,2.82859055e-06
16.27,2.82593281e-06
16.28,2.82328030e-06
16.29,2.82063303e-06
16.30,2.81799097e-06
16.31,2.81535411e-06
16.32,2.81272245e-06
16.33,2.81009596e-06
16.34,2.80747464e-06
16.35,2.80485848e-06
16.36,2.80224747e-06
16.37,2.79964159e-06
16.38,2.79704082e-06
16.39,2.79444517e-06
16.40,2.79185461e-06
16.41,2.78926914e-06
16.42,2.78668875e-06
16.43,2.78411341e-06
16.44,2.78154313e-06
16.45,2.77897789e-06
16.46,2.77641768e-06
16.47,2.77386248e-06
16.48,2.77131229e-06
16.49,2.76876709e-06
16.50,2.76622687e-06
16.51,2.76369163e-06
16.52,2.76116135e-06
16.53,2.75863601e-06
16.54,2.75611562e-06
16.55,2.75360015e-06
16.56,2.75108959e-06
16.57,2.74858394e-06
16.58,2.74608319e-06
16.59,2.74358731e-06
16.60,2.74109631e-06
16.61,2.73861017e-06
16.62,2.73612887e-06
16.63,2.73365242e-06
16.64,2.73118079e-06
16.65,2.72871398e-06
16.66,2.72625198e-06
16.67,2.72379477e-06
16.68,2.72134235e-06
16.69,2.71889470e-06
16.70,2.71645182e-06
16.71,2.71401368e-06
16.72,2.71158029e-06
16.73,2.70915164e-06
16.74,2.70672770e-06
16.75,2.70430847e-06
16.76,2.70189394e-06
16.77,2.69948411e-06
16.78,2.69707895e-06
16.79,2.69467846e-06
16.80,2.69228263e-06
16.81,2.68989145e-06
16.82,2.68750491e-06
16.83,2.68512299e-06
16.84,2.68274569e-06
16.85,2.68037300e-06
16.86,2.67800491e-06
16.87,2.67564140e-06
16.88,2.67328247e-06
16.89,2.67092811e-06
16.90,2.66857831e-06
16.91,2.66623305e-06
16.92,2.66389233e-06
16.93,2.66155613e-06
16.94,2.65922446e-06
16.95,2.65689729e-06
16.96,2.65457462e-06
16.97,2.65225643e-06
16.98,2.64994272e-06
16.99,2.64763349e-06
17.00,2.64532871e-06
17.01,2.64302838e-06
17.02,2.64073248e-06
17.03,2.63844102e-06
17.04,2.63615398e-06
17.05,2.63387134e-06
17.06,2.63159311e-06
17.07,2.62931927e-06
17.08,2.62704981e-06
17.09,2.62478472e-06
17.10,2.62252400e-06
17.11,2.62026762e-06
17.12,2.61801559e-06
17.13,2.61576790e-06
17.14,2.61352453e-06
17.15,2.61128548e-06
17.16,2.60905073e-06
17.17,2.60682028e-06
17.18,2.60459412e-06
17.19,2.60237224e-06
17.20,2.60015463e-06
17.21,2.59794127e-06
17.22,2.59573217e-06
17.23,2.59352731e-06
17.24,2.59132669e-06
17.25,2.58913029e-06
17.26,2.58693810e-06
17.27,2.58475012e-06
17.28,2.58256634e-06
17.29,2.58038675e-06
17.30,2.57821133e-06
17.31,2.57604009e-06
17.32,2.57387301e-06
17.33,2.57171008e-06
17.34,2.56955129e-06
17.35,2.56739664e-06
17.36,2.56524612e-06
17.37,2.56309972e-06
17.38,2.56095742e-06
17.39,2.55881923e-06
17.40,2.55668512e-06
17.41,2.55455510e-06
17.42,2.55242916e-06
17.43,2.55030728e-06
17.44,2.54818946e-06
17.45,2.54607568e-06
17.46,2.54396595e-06
17.47,2.54186025e-06
17.48,2.53975857e-06
17.49,2.53766091e-06
17.50,2.53556726e-06
17.51,2.53347760e-06
17.52,2.53139194e-06
17.53,2.52931025e-06
17.54,2.52723254e-06
17.55,2.52515880e-06
17.56,2.52308901e-06
17.57,2.52102317e-06
17.58,2.51896127e-06
17.59,2.51690331e-06
17.60,2.51484926e-06
17.61,2.51279914e-06
17.62,2.51075292e-06
17.63,2.50871060e-06
17.64,2.50667218e-06
17.65,2.50463763e-06
17.66,2.50260697e-06
17.67,2.50058017e-06
17.68,2.49855723e-06
17.69,2.49653815e-06
17.70,2.49452290e-06
17.71,2.49251150e-06
17.72,2.49050392e-06
17.73,2.48850016e-06
17.74,2.48650022e-06
17.75,2.48450408e-06
17.76,2.48251174e-06
17.77,2.48052318e-06
17.78,2.47853841e-06
17.79,2.47655741e-06
17.80,2.47458018e-06
17.81,2.47260671e-06
17.82,2.47063698e-06
17.83,2.46867101e-06
17.84,2.46670876e-06
17.85,2.46475025e-06
17.86,2.46279545e-06
17.87,2.46084437e-06
17.88,2.45889699e-06
17.89,2.45695332e-06
17.90,2.45501333e-06
17.91,2.45307702e-06
17.92,2.45114440e-06
17.93,2.44921544e-06
17.94,2.44729014e-06
17.95,2.44536849e-06
17.96,2.44345049e-06
17.97,2.44153613e-06
17.98,2.43962540e-06
17.99,2.43771829e-06
18.00,2.43581481e-06
18.01,2.43391493e-06
18.02,2.43201865e-06
18.03,2.43012597e-06
18.04,2.42823688e-06
18.05,2.42635137e-06
18.06,2.42446943e-06
18.07,2.42259106e-06
18.08,2.42071625e-06
18.09,2.41884499e-06
18.10,2.41697728e-06
18.11,2.41511311e-06
18.12,2.41325247e-06
18.13,2.41139535e-06
18.14,2.40954175e-06
18.15,2.40769166e-06
18.16,2.40584508e-06
18.17,2.40400199e-06
18.18,2.40216239e-06
18.19,2.40032628e-06
18.20,2.39849364e-06
18.21,2.39666447e-06
18.22,2.39483876e-06
18.23,2.39301651e-06
18.24,2.39119771e-06
18.25,2.38938235e-06
18.26,2.38757043e-06
18.27,2.38576194e-06
18.28,2.38395686e-06
18.29,2.38215521e-06
18.30,2.38035696e-06
18.31,2.37856212e-06
18.32,2.37677067e-06
18.33,2.37498261e-06
18.34,2.37319793e-06
18.35,2.37141663e-06
18.36,2.36963869e-06
18.37,2.36786412e-06
18.38,2.36609291e-06
18.39,2.36432505e-06
18.40,2.36256053e-06
18.41,2.36079935e-06
18.42,2.35904149e-06
18.43,2.35728697e-06
18.44,2.35553576e-06
18.45,2.35378786e-06
18.46,2.35204326e-06
18.47,2.35030197e-06
18.48,2.34856397e-06
18.49,2.34682925e-06
18.50,2.34509781e-06
18.51,2.34336965e-06
18.52,2.34164475e-06
18.53,2.33992312e-06
18.54,2.33820474e-06
18.55,2.33648961e-06
18.56,2.33477772e-06
18.57,2.33306907e-06
18.58,2.33136365e-06
18.59,2.32966145e-06
18.60,2.32796247e-06
18.61,2.32626670e-06
18.62,2.32457414e-06
18.63,2.32288478e-06
18.64,2.32119861e-06
18.65,2.31951563e-06
18.66,2.31783583e-06
18.67,2.31615921e-06
18.68,2.31448575e-06
18.69,2.31281546e-06
18.70,2.31114833e-06
18.71,2.30948435e-06
18.72,2.30782352e-06
18.73,2.30616583e-06
18.74,2.30451127e-06
18.75,2.30285984e-06
18.76,2.30121153e-06
18.77,2.29956634e-06
18.78,2.29792426e-06
18.79,2.29628528e-06
18.80,2.29464941e-06
18.81,2.29301663e-06
18.82,2.29138694e-06
18.83,2.28976033e-06
18.84,2.28813679e-06
18.85,2.28651633e-06
18.86,2.28489893e-06
18.87,2.28328459e-06
18.88,2.28167331e-06
18.89,2.28006507e-06
18.90,2.27845988e-06
18.91,2.27685773e-06
18.92,2.27525860e-06
18.93,2.27366250e-06
18.94,2.27206943e-06
18.95,2.27047936e-06
18.96,2.26889231e-06
18.97,2.26730826e-06
18.98,2.26572721e-06
18.99,2.26414916e-06
19.00,2.26257409e-06
19.01,2.26100200e-06
19.02,2.25943289e-06
19.03,2.25786675e-06
19.04,2.25630358e-06
19.05,2.25474337e-06
19.06,2.25318611e-06
19.07,2.25163180e-06
19.08,2.25008044e-06
19.09,2.24853202e-06
19.10,2.24698653e-06
19.11,2.24544397e-06
19.12,2.24390433e-06
19.13,2.24236761e-06
19.14,2.24083381e-06
19.15,2.23930291e-06
19.16,2.23777492e-06
19.17,2.23624982e-06
19.18,2.23472761e-06
19.19,2.23320829e-06
19.20,2.23169186e-06
19.21,2.23017830e-06
19.22,2.22866761e-06
19.23,2.22715979e-06
19.24,2.22565483e-06
19.25,2.22415273e-06
19.26,2.22265348e-06
19.27,2.22115707e-06
19.28,2.21966351e-06
19.29,2.21817278e-06
19.30,2.21668489e-06
19.31,2.21519982e-06
19.32,2.21371757e-06
19.33,2.21223814e-06
19.34,2.21076152e-06
19.35,2.20928770e-06
19.36,2.20781669e-06
19.37,2.20634848e-06
19.38,2.20488305e-06
19.39,2.20342042e-06
19.40,2.20196056e-06
19.41,2.20050348e-06
19.42,2.19904918e-06
19.43,2.19759764e-06
19.44,2.19614887e-06
19.45,2.19470285e-06
19.46,2.19325959e-06
19.47,2.19181907e-06
19.48,2.19038130e-06
19.49,2.18894627e-06
19.50,2.18751398e-06
19.51,2.18608441e-06
19.52,2.18465757e-06
19.53,2.18323344e-06
19.54,2.18181204e-06
19.55,2.18039334e-06
19.56,2.17897735e-06
19.57,2.17756406e-06
19.58,2.17615347e-06
19.59,2.17474557e-06
19.60,2.17334036e-06
19.61,2.17193784e-06
19.62,2.17053799e-06
19.63,2.16914081e-06
19.64,2.16774631e-06
19.65,2.16635447e-06
19.66,2.16496529e-06
19.67,2.16357876e-06
19.68,2.16219489e-06
19.69,2.16081367e-06
19.70,2.15943509e-06
19.71,2.15805914e-06
19.72,2.15668583e-06
19.73,2.15531515e-06
19.74,2.15394710e-06
19.75,2.15258166e-06
19.76,2.15121884e-06
19.77,2.14985864e-06
19.78,2.14850104e-06
19.79,2.14714604e-06
19.80,2.14579364e-06
19.81,2.14444384e-06
19.82,2.14309663e-06
19.83,2.14175200e-06
19.84,2.14040996e-06
19.85,2.13907049e-06
19.86,2.13773359e-06
19.87,2.13639927e-06
19.88,2.13506750e-06
19.89,2.13373830e-06
19.90,2.13241166e-06
19.91,2.13108756e-06
19.92,2.12976602e-06
19.93,2.12844702e-06
19.94,2.12713055e-06
19.95,2.12581663e-06
19.96,2.12450523e-06
19.97,2.12319636e-06
19.98,2.12189001e-06
19.99,2.12058619e-06
20.00,2.11928487e-06
20.01,2.11798607e-06
20.02,2.11668978e-06
20.03,2.11539598e-06
20.04,2.11410469e-06
20.05,2.11281589e-06
20.06,2.11152958e-06
20.07,2.11024575e-06
20.08,2.10896441e-06
20.09,2.10768555e-06
20.10,2.10640916e-06
20.11,2.10513524e-06
20.12,2.10386379e-06
20.13,2.10259480e-06
20.14,2.10132827e-06
20.15,2.10006420e-06
20.16,2.09880257e-06
20.17,2.09754339e-06
20.18,2.09628666e-06
20.19,2.09503236e-06
20.20,2.09378050e-06
20.21,2.09253107e-06
20.22,2.09128407e-06
20.23,2.09003950e-06
20.24,2.08879734e-06
20.25,2.08755760e-06
20.26,2.08632027e-06
20.27,2.08508535e-06
20.28,2.08385283e-06
20.29,2.08262272e-06
20.30,2.08139500e-06
20.31,2.08016968e-06
20.32,2.07894674e-06
20.33,2.07772619e-06
20.34,2.07650803e-06
20.35,2.07529224e-06
20.36,2.07407883e-06
20.37,2.07286779e-06
20.38,2.07165912e-06
20.39,2.07045281e-06
20.40,2.06924886e-06
20.41,2.06804727e-06
20.42,2.06684803e-06
20.43,2.06565114e-06
20.44,2.06445660e-06
20.45,2.06326440e-06
20.46,2.06207453e-06
20.47,2.06088701e-06
20.48,2.05970181e-06
20.49,2.05851895e-06
20.50,2.05733840e-06
20.51,2.05616018e-06
20.52,2.05498428e-06
20.53,2.05381069e-06
20.54,2.05263941e-06
20.55,2.05147043e-06
20.56,2.05030377e-06
20.57,2.04913940e-06
20.58,2.04797732e-06
20.59,2.04681754e-06
20.60,2.04566005e-06
20.61,2.04450485e-06
20.62,2.04335193e-06
20.63,2.04220129e-06
20.64,2.04105292e-06
20.65,2.03990683e-06
20.66,2.03876301e-06
20.67,2.03762145e-06
20.68,2.03648216e-06
20.69,2.03534512e-06
20.70,2.03421034e-06
20.71,2.03307782e-06
20.72,2.03194754e-06
20.73,2.03081951e-06
20.74,2.02969372e-06
20.75,2.02857017e-06
20.76,2.02744885e-06
20.77,2.02632977e-06
20.78,2.02521292e-06
20.79,2.02409830e-06
20.80,2.02298590e-06
20.81,2.02187571e-06
20.82,2.02076775e-06
20.83,2.01966200e-06
20.84,2.01855846e-06
20.85,2.01745712e-06
20.86,2.01635799e-06
20.87,2.01526106e-06
20.88,2.01416633e-06
20.89,2.01307379e-06
20.90,2.01198344e-06
20.91,2.01089529e-06
20.92,2.00980931e-06
20.93,2.00872552e-06
20.94,2.00764391e-06
20.95,2.00656447e-06
20.96,2.00548720e-06
20.97,2.00441211e-06
20.98,2.00333918e-06
20.99,2.00226842e-06
21.00,2.00119981e-06
21.01,2.00013336e-06
21.02,1.99906907e-06
21.03,1.99800693e-06
21.04,1.99694693e-06
21.05,1.99588908e-06
21.06,1.99483338e-06
21.07,1.99377981e-06
21.08,1.99272838e-06
21.09,1.99167908e-06
21.10,1.99063191e-06
21.11,1.98958687e-06
21.12,1.98854395e-06
21.13,1.98750316e-06
21.14,1.98646448e-06
21.15,1.98542792e-06
21.16,1.98439348e-06
21.17,1.98336114e-06
21.18,1.98233091e-06
21.19,1.98130278e-06
21.20,1.98027676e-06
21.21,1.97925283e-06
21.22,1.97823100e-06
21.23,1.97721126e-06
21.24,1.97619361e-06
21.25,1.97517805e-06
21.26,1.97416457e-06
21.27,1.97315318e-06
21.28,1.97214386e-06
21.29,1.97113662e-06
21.30,1.97013145e-06
21.31,1.96912835e-06
21.32,1.96812732e-06
21.33,1.96712835e-06
21.34,1.96613145e-06
21.35,1.96513661e-06
21.36,1.96414382e-06
21.37,1.96315308e-06
21.38,1.96216440e-06
21.39,1.96117776e-06
21.40,1.96019318e-06
21.41,1.95921063e-06
21.42,1.95823012e-06
21.43,1.95725165e-06
21.44,1.95627522e-06
21.45,1.95530082e-06
21.46,1.95432845e-06
21.47,1.95335810e-06
21.48,1.95238978e-06
21.49,1.95142349e-06
